Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R
2538,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2539,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2540,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2541,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
2542,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2543,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
2544,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
2545,Water,Forest,Water,Water,Water,NULL,NULL,Water
2546,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2547,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2548,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2549,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2550,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2551,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2552,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2553,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2554,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2555,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2556,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2557,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2558,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2559,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2560,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2561,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2562,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2563,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2564,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2565,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2566,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2567,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2568,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2569,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2570,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2571,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2572,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2573,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2574,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2575,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2576,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2577,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2578,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2579,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2580,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2581,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2582,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2583,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
2584,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2585,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2586,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2587,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2588,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2589,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2590,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2591,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2592,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
2593,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2594,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2595,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2596,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2597,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2598,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2599,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2600,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2601,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2602,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2603,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2604,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2605,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2606,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2607,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2608,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2609,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2610,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2611,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2612,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2613,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2614,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2615,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2616,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2617,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2618,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2619,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2620,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2621,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2622,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2623,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2624,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2625,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2626,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2627,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2628,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2629,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2630,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2631,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2632,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2633,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2634,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2635,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2636,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2637,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2638,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2639,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2640,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2641,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2642,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2643,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2644,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2645,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2646,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2647,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2648,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2649,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2650,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2651,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2652,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2653,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2654,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2655,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2656,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2657,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2658,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2659,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2660,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2661,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2662,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2663,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2664,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2665,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2666,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2667,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2668,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2669,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2670,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2671,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2672,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2673,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2674,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2675,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2676,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2677,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2678,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2679,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2680,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2681,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2682,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
2683,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2684,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2685,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2686,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2687,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2688,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2689,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2690,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2691,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2692,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2693,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2694,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2695,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2696,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2697,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2698,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2699,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2700,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2701,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2702,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2703,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2704,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2705,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2706,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2707,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2708,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2709,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2710,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2711,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2712,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2713,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2714,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2715,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2716,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2717,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2718,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2719,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2720,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2721,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2722,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2723,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2724,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2725,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2726,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2727,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2728,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2729,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2730,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2731,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2732,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2733,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2734,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2735,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2736,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2737,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2738,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2739,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2740,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2741,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2742,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2743,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2744,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2745,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2746,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2747,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2748,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2749,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2750,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2751,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2752,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2753,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2754,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2755,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2756,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2757,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2758,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2759,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2760,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2761,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2762,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2763,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2764,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2765,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2766,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2767,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2768,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2769,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2770,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2771,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2772,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2773,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2774,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2775,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2776,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2777,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2778,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2779,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2780,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2781,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2782,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2783,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2784,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2785,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2786,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2787,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2788,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2789,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2790,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2791,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2792,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2793,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2794,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2795,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2796,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2797,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2798,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2799,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2800,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2801,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2802,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2803,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2804,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2805,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2806,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2807,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2808,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2809,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2810,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2811,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2812,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2813,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2814,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2815,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2816,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2817,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2818,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2819,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2820,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2821,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2822,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2823,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2824,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2825,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2826,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2827,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2828,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2829,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2830,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2831,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2832,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2833,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2834,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2835,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2836,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2837,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2838,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2839,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2840,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2841,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2842,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2843,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2844,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2845,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2846,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2847,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2848,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2849,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2850,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2851,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2852,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2853,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2854,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2855,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2856,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2857,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2858,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2859,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2860,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2861,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2862,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2863,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2864,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2865,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2866,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2867,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2868,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2869,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2870,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2871,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
