Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUG_M_R
4577,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4578,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
4579,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4580,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4581,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4582,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4583,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4584,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
4585,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
4586,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4587,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
4588,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4589,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4590,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4591,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4592,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4593,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4594,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
4595,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4596,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4597,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4598,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
4599,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
4600,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
4601,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
4602,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
4603,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
4604,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
4605,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
4606,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
4607,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
4608,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4609,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4610,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
4611,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4612,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4613,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
4614,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
4615,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
4616,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
4617,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4618,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4619,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4620,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4621,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4622,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4623,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
4624,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4625,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4626,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4627,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
4628,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
4629,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4630,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
4631,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4632,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4633,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
4634,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4635,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4636,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4637,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
4638,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
4639,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4640,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4641,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4642,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4643,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4644,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4645,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4646,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4647,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
4648,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
4649,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
4650,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4651,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
4652,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4653,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4654,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4655,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4656,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
4657,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4658,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
4659,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4660,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
4661,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
4662,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Grassland
4663,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
4664,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
4665,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
4666,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4667,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4668,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4669,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4670,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4671,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4672,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4673,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4674,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4675,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4676,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4677,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
4678,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4679,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
4680,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4681,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
4682,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
4683,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4684,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
4685,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4686,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4687,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4688,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4689,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4690,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4691,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4692,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
4693,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
4694,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4695,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4696,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4697,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4698,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
4699,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4700,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4701,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4702,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4703,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4704,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4705,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4706,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4707,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
4708,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Water
4709,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4710,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
4711,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
4712,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
4713,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
4714,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4715,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
4716,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4717,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4718,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4719,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4720,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
4721,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4722,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4723,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
4724,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
4725,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
4726,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4727,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
4728,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
4729,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
4730,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4731,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
4732,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
4733,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
4734,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
4735,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
4736,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4737,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
4738,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
4739,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4740,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
4741,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
4742,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4743,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4744,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4745,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4746,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
4747,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
4748,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4749,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
4750,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4751,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4752,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
4753,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
4754,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4755,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
4756,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
4757,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
4758,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
4759,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
4760,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4761,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4762,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
4763,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
4764,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
4765,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
4766,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
4767,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
4768,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
4769,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
4770,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
4771,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4772,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
4773,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
4774,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
4775,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
4776,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
4777,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
4778,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
4779,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
4780,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
4781,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
4782,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
4783,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
4784,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
4785,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
4786,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
4787,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4788,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4789,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4790,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4791,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
4792,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
4793,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
4794,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
4795,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4796,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4797,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4798,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
4799,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4800,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4801,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4802,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4803,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
4804,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
4805,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
4806,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4807,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4808,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4809,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4810,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4811,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4812,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4813,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
4814,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
4815,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
4816,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4817,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
4818,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
4819,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4820,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4821,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4822,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4823,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4824,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
4825,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4826,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4827,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4828,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4829,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4830,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4831,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4832,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
4833,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
4834,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4835,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4836,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
4837,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4838,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4839,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4840,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4841,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4842,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
4843,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
4844,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
4845,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4846,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4847,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4848,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4849,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4850,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4851,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
4852,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4853,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4854,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
4855,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
4856,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
4857,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
4858,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
4859,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
4860,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
4861,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
4862,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
4863,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
4864,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4865,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
4866,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
4867,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
4868,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
4869,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
4870,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
4871,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
4872,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
4873,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
4874,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
4875,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
4876,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
4877,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
4878,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4879,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4880,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
4881,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Grassland
4882,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4883,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
4884,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4885,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4886,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
4887,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4888,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4889,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4890,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
4891,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
4892,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4893,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4894,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4895,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
4896,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4897,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4898,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4899,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4900,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4901,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
4902,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4903,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4904,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4905,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
4906,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
4907,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
4908,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
4909,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
4910,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
4911,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4912,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
4913,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4914,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4915,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
4916,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4917,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
4918,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4919,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
4920,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4921,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
4922,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4923,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
4924,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
4925,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
4926,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
4927,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4928,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
4929,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
4930,Water,Water,Water,NULL,Water,NULL,NULL,Water
4931,Water,Water,Water,NULL,Water,NULL,NULL,Forest
4932,Water,Water,Water,NULL,Water,NULL,Grassland,Water
4933,Water,Water,Water,NULL,Water,NULL,Wetland,Water
4934,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
4935,Water,Water,Water,NULL,Water,NULL,Built-up,Forest
4936,Water,Water,Water,NULL,Water,NULL,Water,Grassland
4937,Water,Water,Water,NULL,Water,NULL,Water,Bareland
4938,Water,Water,Water,NULL,Water,NULL,Water,Water
4939,Water,Water,Water,NULL,Water,NULL,Water,Forest
4940,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
4941,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
4942,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
4943,Water,Water,Water,NULL,Water,Water,NULL,Grassland
4944,Water,Water,Water,NULL,Water,Water,NULL,Bareland
