Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPT_M_R
1899,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1900,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1901,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1902,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1903,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1904,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1905,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1906,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1907,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1908,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
1909,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
1910,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1911,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1912,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1913,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1914,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1915,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1916,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1917,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1918,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1919,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1920,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1921,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1922,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1923,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1924,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1925,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1926,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1927,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1928,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1929,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1930,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1931,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1932,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1933,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1934,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1935,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1936,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1937,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1938,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1939,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1940,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1941,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1942,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1943,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1944,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1945,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1946,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1947,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1948,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1949,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1950,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1951,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1952,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1953,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1954,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
1955,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1956,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1957,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1958,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1959,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1960,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1961,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
1962,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1963,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1964,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1965,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1966,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1967,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1968,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1969,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1970,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1971,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1972,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1973,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1974,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1975,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1976,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1977,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1978,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1979,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1980,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1981,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1982,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1983,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1984,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1985,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1986,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1987,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1988,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
1989,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
1990,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1991,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1992,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1993,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1994,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1995,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1996,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1997,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1998,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1999,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2000,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2001,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2002,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
2003,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2004,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2005,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
2006,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
2007,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
2008,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2009,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2010,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2011,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2012,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2013,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2014,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2015,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2016,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2017,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2018,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2019,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2020,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2021,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2022,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2023,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2024,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2025,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2026,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2027,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2028,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
2029,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
2030,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2031,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
2032,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2033,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
2034,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2035,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2036,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2037,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2038,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2039,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2040,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2041,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2042,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
2043,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2044,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2045,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
2046,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2047,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2048,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2049,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2050,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2051,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2052,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2053,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2054,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
2055,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2056,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2057,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2058,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2059,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2060,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2061,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2062,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2063,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2064,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2065,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
2066,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2067,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2068,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
2069,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
2070,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
2071,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
2072,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
2073,Forest,NULL,Water,NULL,Water,Water,Water,Water
2074,Forest,NULL,Water,NULL,Water,Water,Water,Forest
2075,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2076,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2077,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
2078,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
2079,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2080,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
2081,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2082,Forest,NULL,Water,Water,Water,Water,Water,Forest
2083,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2084,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2085,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2086,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2087,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2088,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2089,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2090,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2091,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2092,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2093,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2094,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2095,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2096,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2097,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2098,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2099,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2100,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2101,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2102,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2103,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2104,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2105,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2106,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2107,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2108,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2109,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2110,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2111,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2112,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2113,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2114,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2115,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2116,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2117,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2118,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2119,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2120,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2121,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2122,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2123,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2124,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2125,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2126,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2127,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2128,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2129,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2130,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2131,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
2132,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2133,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2134,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2135,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2136,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2137,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2138,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2139,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2140,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2141,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2142,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2143,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2144,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2145,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2146,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
2147,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2148,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2149,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2150,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2151,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2152,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2153,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2154,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2155,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
2156,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2157,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
2158,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
2159,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2160,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2161,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2162,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2163,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2164,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2165,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2166,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2167,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2168,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2169,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2170,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2171,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2172,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2173,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2174,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2175,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2176,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2177,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
2178,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2179,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2180,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2181,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2182,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2183,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2184,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2185,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2186,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
2187,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
2188,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2189,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2190,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2191,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2192,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2193,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2194,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2195,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2196,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2197,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2198,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2199,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2200,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2201,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2202,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2203,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2204,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2205,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2206,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
2207,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2208,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2209,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2210,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2211,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2212,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2213,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2214,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2215,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2216,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2217,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2218,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2219,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2220,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2221,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2222,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2223,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2224,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2225,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2226,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2227,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
2228,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2229,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2230,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2231,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2232,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2233,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2234,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2235,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2236,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2237,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2238,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
