Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTH_M_R
1686,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1687,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1688,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1689,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water
1690,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1691,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1692,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
1693,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1694,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Forest
1695,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1696,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1697,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1698,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1699,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1700,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1701,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1702,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1703,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1704,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
1705,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest
1706,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1707,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1708,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1709,Bareland,Bareland,Water,NULL,Water,NULL,Grassland
1710,Bareland,Bareland,Water,NULL,Water,NULL,Bareland
1711,Bareland,Bareland,Water,NULL,Water,NULL,Water
1712,Bareland,Bareland,Water,NULL,Water,NULL,Forest
1713,Bareland,Bareland,Water,Non_Water,Water,NULL,Bareland
1714,Bareland,Bareland,Water,Non_Water,Water,NULL,Water
1715,Bareland,Bareland,Water,Non_Water,Water,NULL,Forest
1716,Bareland,Bareland,Water,Water,Water,NULL,Grassland
1717,Bareland,Bareland,Water,Water,Water,NULL,Bareland
1718,Bareland,Bareland,Water,Water,Water,NULL,Water
1719,Bareland,Bareland,Water,Water,Water,NULL,Forest
1720,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1721,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland
1722,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1723,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Built-up
1724,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1725,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1726,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1727,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1728,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
1729,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
1730,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1731,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1732,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
1733,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Forest
1734,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
1735,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
1736,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
1737,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland
1738,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland
1739,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,Bareland
1740,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,Water
1741,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1742,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1743,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1744,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1745,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1746,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water
1747,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1748,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
1749,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
1750,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1751,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
1752,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1753,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1754,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Water
1755,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1756,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1757,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Water
1758,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,Bareland
1759,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,Water
1760,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1761,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland
1762,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1763,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
1764,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1765,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1766,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1767,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water
1768,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest
1769,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland
1770,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland
1771,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Water
1772,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
1773,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Forest
1774,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
1775,Bareland,Built-up,Wetland,Water,Wetland,NULL,Water
1776,Bareland,Built-up,Wetland,Water,Wetland,NULL,Forest
1777,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1778,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
1779,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water
1780,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
1781,Bareland,Built-up,Water,NULL,Water,NULL,Grassland
1782,Bareland,Built-up,Water,NULL,Water,NULL,Bareland
1783,Bareland,Built-up,Water,NULL,Water,NULL,Water
1784,Bareland,Built-up,Water,NULL,Water,NULL,Forest
1785,Bareland,Built-up,Water,Non_Water,Water,NULL,Water
1786,Bareland,Built-up,Water,Non_Water,Water,NULL,Forest
1787,Bareland,Built-up,Water,Water,Water,NULL,Grassland
1788,Bareland,Built-up,Water,Water,Water,NULL,Bareland
1789,Bareland,Built-up,Water,Water,Water,NULL,Water
1790,Bareland,Built-up,Water,Water,Water,NULL,Forest
1791,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1792,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
1793,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Water
1794,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1795,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
1796,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water
1797,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
1798,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
1799,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Bareland
1800,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Water
1801,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Forest
1802,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1803,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Bareland
1804,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water
1805,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Forest
1806,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
1807,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1808,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1809,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1810,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1811,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1812,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1813,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1814,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1815,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1816,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1817,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1818,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1819,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1820,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Water
1821,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1822,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1823,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water
1824,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1825,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1826,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1827,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1828,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1829,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1830,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water
1831,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Forest
1832,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland
1833,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
1834,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
1835,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
1836,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
1837,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1838,Bareland,Water,Wetland,Water,Wetland,NULL,Water
1839,Bareland,Water,Wetland,Water,Wetland,NULL,Forest
1840,Bareland,Water,Water,NULL,Water,NULL,Bareland
1841,Bareland,Water,Water,NULL,Water,NULL,Water
1842,Bareland,Water,Water,NULL,Water,NULL,Forest
1843,Bareland,Water,Water,Non_Water,Water,NULL,Grassland
1844,Bareland,Water,Water,Non_Water,Water,NULL,Bareland
1845,Bareland,Water,Water,Non_Water,Water,NULL,Water
1846,Bareland,Water,Water,Non_Water,Water,NULL,Forest
1847,Bareland,Water,Water,Water,Water,NULL,Grassland
1848,Bareland,Water,Water,Water,Water,NULL,Wetland
1849,Bareland,Water,Water,Water,Water,NULL,Bareland
1850,Bareland,Water,Water,Water,Water,NULL,Water
1851,Bareland,Water,Water,Water,Water,NULL,Forest
1852,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1853,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1854,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1855,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
1856,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1857,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1858,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1859,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1860,Bareland,Water,Forest,Water,Non_Wetland,NULL,Grassland
1861,Bareland,Water,Forest,Water,Non_Wetland,NULL,Bareland
1862,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water
1863,Bareland,Water,Forest,Water,Non_Wetland,NULL,Forest
1864,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1865,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland
1866,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Water
1867,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1868,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest
1869,Bareland,Forest,NULL,Water,Non_Wetland,NULL,Bareland
1870,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1871,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1872,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
1873,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1874,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1875,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1876,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1877,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1878,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1879,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1880,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Water
1881,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1882,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1883,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up
1884,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Water
1885,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1886,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1887,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Bareland
1888,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1889,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1890,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up
1891,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Water
1892,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1893,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1894,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1895,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
1896,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
1897,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Water
1898,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1899,Bareland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1900,Bareland,Forest,Wetland,NULL,Wetland,NULL,Water
1901,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest
1902,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1903,Bareland,Forest,Wetland,Water,Wetland,NULL,Grassland
1904,Bareland,Forest,Wetland,Water,Wetland,NULL,Forest
1905,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
1906,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland
1907,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up
1908,Bareland,Forest,Water,NULL,Water,NULL,Grassland
1909,Bareland,Forest,Water,NULL,Water,NULL,Bareland
1910,Bareland,Forest,Water,NULL,Water,NULL,Water
1911,Bareland,Forest,Water,NULL,Water,NULL,Forest
1912,Bareland,Forest,Water,Non_Water,Water,NULL,Forest
1913,Bareland,Forest,Water,Water,Water,NULL,Grassland
1914,Bareland,Forest,Water,Water,Water,NULL,Bareland
1915,Bareland,Forest,Water,Water,Water,NULL,Water
1916,Bareland,Forest,Water,Water,Water,NULL,Forest
1917,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1918,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1919,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1920,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
1921,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Water
1922,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1923,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1924,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
1925,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1926,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1927,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1928,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Bareland
1929,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Water
1930,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1931,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1932,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
1933,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1934,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water
1935,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1936,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1937,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
1938,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water
1939,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
1940,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1941,Water,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1942,Water,NULL,NULL,Water,Non_Wetland,NULL,Water
1943,Water,NULL,NULL,Water,Non_Wetland,NULL,Forest
1944,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1945,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1946,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1947,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1948,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1949,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1950,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1951,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1952,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1953,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1954,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1955,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1956,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1957,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1958,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1959,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1960,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1961,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1962,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1963,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
1964,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1965,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1966,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1967,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1968,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
1969,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1970,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1971,Water,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1972,Water,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1973,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
1974,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1975,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
1976,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1977,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
1978,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1979,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1980,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1981,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1982,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
1983,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1984,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1985,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1986,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water
1987,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1988,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
1989,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
1990,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland
1991,Water,NULL,Wetland,NULL,Wetland,NULL,Water
1992,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
1993,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1994,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
1995,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1996,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
1997,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
1998,Water,NULL,Wetland,Water,Wetland,NULL,Water
1999,Water,NULL,Wetland,Water,Wetland,NULL,Forest
2000,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
2001,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
2002,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
2003,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
2004,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
2005,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water
2006,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
2007,Water,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
2008,Water,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
2009,Water,NULL,Water,NULL,Water,NULL,Grassland
2010,Water,NULL,Water,NULL,Water,NULL,Bareland
2011,Water,NULL,Water,NULL,Water,NULL,Built-up
2012,Water,NULL,Water,NULL,Water,NULL,Water
2013,Water,NULL,Water,NULL,Water,NULL,Forest
2014,Water,NULL,Water,Non_Water,Water,NULL,Grassland
2015,Water,NULL,Water,Non_Water,Water,NULL,Wetland
2016,Water,NULL,Water,Non_Water,Water,NULL,Bareland
2017,Water,NULL,Water,Non_Water,Water,NULL,Water
2018,Water,NULL,Water,Non_Water,Water,NULL,Forest
2019,Water,NULL,Water,Water,Water,NULL,Grassland
2020,Water,NULL,Water,Water,Water,NULL,Bareland
2021,Water,NULL,Water,Water,Water,NULL,Built-up
2022,Water,NULL,Water,Water,Water,NULL,Water
2023,Water,NULL,Water,Water,Water,NULL,Forest
2024,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL
2025,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
2026,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
2027,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
2028,Water,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
2029,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
2030,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
2031,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
2032,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
2033,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
2034,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
2035,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
2036,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
2037,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland
2038,Water,NULL,Forest,Water,Non_Wetland,NULL,Bareland
2039,Water,NULL,Forest,Water,Non_Wetland,NULL,Water
2040,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest
2041,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
2042,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland
2043,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Forest
2044,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland
2045,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Bareland
2046,Water,Cropland,NULL,Water,Non_Wetland,NULL,Bareland
2047,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water
2048,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
2049,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
2050,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
2051,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
2052,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2053,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2054,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water
2055,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
2056,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland
2057,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
2058,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
2059,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland
2060,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2061,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
2062,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
2063,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland
2064,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water
2065,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
2066,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2067,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
2068,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water
2069,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest
2070,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland
2071,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water
