Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXV_M_R
29478,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Cropland
29479,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Wetland
29480,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
29481,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
29482,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
29483,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
29484,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
29485,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
29486,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
29487,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
29488,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Grassland
29489,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
29490,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
29491,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
29492,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
29493,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
29494,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
29495,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
29496,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Wetland
29497,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Bareland
29498,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
29499,Water,Water,Wetland,Water,Wetland,Built-up,Water,Wetland
29500,Water,Water,Wetland,Water,Wetland,Built-up,Water,Bareland
29501,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
29502,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
29503,Water,Water,Wetland,Water,Wetland,Water,NULL,Cropland
29504,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
29505,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
29506,Water,Water,Wetland,Water,Wetland,Water,NULL,Built-up
29507,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
29508,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
29509,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
29510,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
29511,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
29512,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
29513,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
29514,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
29515,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
29516,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
29517,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
29518,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
29519,Water,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
29520,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
29521,Water,Water,Wetland,Water,Wetland,Water,Bareland,Built-up
29522,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
29523,Water,Water,Wetland,Water,Wetland,Water,Built-up,Grassland
29524,Water,Water,Wetland,Water,Wetland,Water,Built-up,Wetland
29525,Water,Water,Wetland,Water,Wetland,Water,Built-up,Bareland
29526,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
29527,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
29528,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
29529,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
29530,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
29531,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
29532,Water,Water,Wetland,Water,Wetland,Water,Water,Built-up
29533,Water,Water,Wetland,Water,Wetland,Water,Water,Water
29534,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
29535,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
29536,Water,Water,Wetland,Water,Wetland,Water,Forest,Cropland
29537,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
29538,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
29539,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
29540,Water,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
29541,Water,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
29542,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
29543,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
29544,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
29545,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Wetland
29546,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Water
29547,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
29548,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
29549,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Bareland
29550,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
29551,Water,Water,Wetland,Water,Wetland,Forest,Bareland,Wetland
29552,Water,Water,Wetland,Water,Wetland,Forest,Bareland,Bareland
29553,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
29554,Water,Water,Wetland,Water,Wetland,Forest,Water,Cropland
29555,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
29556,Water,Water,Wetland,Water,Wetland,Forest,Water,Bareland
29557,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
29558,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
29559,Water,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
29560,Water,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
29561,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
29562,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
29563,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
29564,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
29565,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
29566,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
29567,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
29568,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
29569,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Wetland
29570,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Water
29571,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
29572,Water,Water,Bareland,NULL,Non_Wetland,NULL,Built-up,Water
29573,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
29574,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
29575,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
29576,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
29577,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
29578,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Bareland
29579,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
29580,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
29581,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
29582,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
29583,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
29584,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Bareland
29585,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
29586,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
29587,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
29588,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
29589,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
29590,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
29591,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
29592,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
29593,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
29594,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Built-up,Wetland
29595,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
29596,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Cropland
29597,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
29598,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
29599,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
29600,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Bareland
29601,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
29602,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Wetland
29603,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Water
29604,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Built-up,Bareland
29605,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Built-up,Water
29606,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Grassland
29607,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Bareland
29608,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Water
29609,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
29610,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
29611,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
29612,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
29613,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
29614,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
29615,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
29616,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
29617,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
29618,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
29619,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Built-up
29620,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
29621,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
29622,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Water
29623,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
29624,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
29625,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
29626,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
29627,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
29628,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
29629,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
29630,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
29631,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Grassland
29632,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Bareland
29633,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Water
29634,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
29635,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Cropland
29636,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
29637,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
29638,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
29639,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
29640,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
29641,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
29642,Water,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
29643,Water,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Water
29644,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
29645,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Bareland
29646,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
29647,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
29648,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
29649,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Bareland
29650,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
29651,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
29652,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
29653,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
29654,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
29655,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
29656,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
29657,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
29658,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
29659,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
29660,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
29661,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
29662,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
29663,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
29664,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
29665,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
29666,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
29667,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
29668,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
29669,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
29670,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
29671,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
29672,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
29673,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
29674,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
29675,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
29676,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
29677,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
29678,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Bareland
29679,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
29680,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
29681,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
29682,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
29683,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
29684,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
29685,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
29686,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
29687,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
29688,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
29689,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
29690,Water,Water,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
29691,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
29692,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Cropland
29693,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Bareland
29694,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
29695,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
29696,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Bareland
29697,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Built-up,Grassland
29698,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Built-up,Bareland
29699,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
29700,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
29701,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
29702,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
29703,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
29704,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
29705,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
29706,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
29707,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Bareland
29708,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
29709,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Grassland
29710,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
29711,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
29712,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
29713,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
29714,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
29715,Water,Water,Bareland,Water,Non_Wetland,NULL,Shrubland,Bareland
29716,Water,Water,Bareland,Water,Non_Wetland,NULL,Shrubland,Water
29717,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
29718,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Wetland
29719,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Water
29720,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Bareland
29721,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Water
29722,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
29723,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Cropland
29724,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Wetland
29725,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
29726,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
29727,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
29728,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Bareland
29729,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
29730,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
29731,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
29732,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Bareland,Bareland
29733,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
29734,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
29735,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Bareland
29736,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
29737,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
29738,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Bareland
29739,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Water
29740,Water,Water,Bareland,Water,Non_Wetland,Grassland,Shrubland,Water
29741,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
29742,Water,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
29743,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
29744,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
29745,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
29746,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
29747,Water,Water,Bareland,Water,Non_Wetland,Cropland,NULL,Grassland
29748,Water,Water,Bareland,Water,Non_Wetland,Cropland,NULL,Cropland
29749,Water,Water,Bareland,Water,Non_Wetland,Cropland,NULL,Wetland
29750,Water,Water,Bareland,Water,Non_Wetland,Cropland,NULL,Bareland
29751,Water,Water,Bareland,Water,Non_Wetland,Cropland,NULL,Water
29752,Water,Water,Bareland,Water,Non_Wetland,Cropland,Built-up,Water
29753,Water,Water,Bareland,Water,Non_Wetland,Cropland,Water,Grassland
29754,Water,Water,Bareland,Water,Non_Wetland,Cropland,Water,Wetland
29755,Water,Water,Bareland,Water,Non_Wetland,Cropland,Water,Bareland
29756,Water,Water,Bareland,Water,Non_Wetland,Cropland,Water,Water
29757,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
29758,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
29759,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Water
29760,Water,Water,Bareland,Water,Non_Wetland,Bareland,Shrubland,Bareland
29761,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
29762,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
29763,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
29764,Water,Water,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
29765,Water,Water,Bareland,Water,Non_Wetland,Bareland,Built-up,Water
29766,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
29767,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
29768,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
29769,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
29770,Water,Water,Bareland,Water,Non_Wetland,Built-up,Built-up,Bareland
29771,Water,Water,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
29772,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Bareland
29773,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Water
29774,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
29775,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Wetland
29776,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Bareland
29777,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
29778,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
29779,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
29780,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Wetland
29781,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
29782,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
29783,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Wetland
29784,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Bareland
29785,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Water
29786,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
29787,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Cropland
29788,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
29789,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
29790,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
29791,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
29792,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Grassland
29793,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Wetland
29794,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Bareland
29795,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
29796,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
29797,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
29798,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
29799,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
29800,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
29801,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
29802,Water,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Wetland
29803,Water,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Water
29804,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
29805,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
29806,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
29807,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
29808,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
29809,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
29810,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
29811,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
29812,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
29813,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
29814,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
29815,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
29816,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
29817,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
29818,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
29819,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
29820,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Wetland
29821,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
29822,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Water
29823,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
29824,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
29825,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
29826,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
29827,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
29828,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Wetland
29829,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
29830,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
29831,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
29832,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
29833,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
29834,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Water
29835,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
29836,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
