Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUS_M_R
5528,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5529,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5530,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
5531,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5532,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5533,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
5534,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
5535,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5536,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5537,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5538,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5539,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5540,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5541,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5542,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5543,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5544,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5545,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5546,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5547,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5548,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5549,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5550,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5551,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5552,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5553,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5554,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
5555,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5556,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5557,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5558,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5559,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5560,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5561,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5562,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5563,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5564,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5565,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5566,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
5567,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5568,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5569,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5570,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
5571,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5572,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5573,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5574,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5575,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5576,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5577,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5578,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5579,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5580,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5581,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5582,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5583,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5584,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5585,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5586,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5587,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5588,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5589,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
5590,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5591,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
5592,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5593,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5594,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5595,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
5596,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5597,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5598,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5599,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5600,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
5601,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
5602,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
5603,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
5604,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
5605,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
5606,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
5607,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5608,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5609,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5610,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
5611,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5612,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5613,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
5614,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
5615,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
5616,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
5617,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
5618,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5619,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
5620,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
5621,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5622,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
5623,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
5624,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
5625,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
5626,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5627,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5628,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
5629,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5630,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5631,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5632,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5633,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
5634,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
5635,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
5636,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
5637,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
5638,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
5639,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
5640,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
5641,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
5642,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
5643,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
5644,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
5645,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
5646,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
5647,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
5648,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
5649,Forest,Cropland,Water,Water,Water,NULL,NULL,NULL
5650,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
5651,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
5652,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
5653,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
5654,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
5655,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5656,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5657,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5658,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5659,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5660,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5661,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
5662,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5663,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
5664,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5665,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5666,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5667,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5668,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5669,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5670,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5671,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
5672,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5673,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5674,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5675,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5676,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5677,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5678,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5679,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5680,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5681,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5682,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5683,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
5684,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5685,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5686,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5687,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5688,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5689,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
5690,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5691,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5692,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5693,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5694,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
5695,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5696,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5697,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5698,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5699,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5700,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5701,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
5702,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
5703,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
5704,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
5705,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5706,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5707,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5708,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5709,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5710,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5711,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5712,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5713,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5714,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5715,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5716,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5717,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5718,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5719,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
5720,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5721,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5722,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5723,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5724,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5725,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5726,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5727,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5728,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5729,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5730,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5731,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5732,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
5733,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5734,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5735,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5736,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5737,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
5738,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5739,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5740,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5741,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5742,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5743,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5744,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5745,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5746,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5747,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5748,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5749,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5750,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5751,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
5752,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
5753,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5754,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5755,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5756,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5757,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5758,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5759,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5760,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
5761,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
5762,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
5763,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
5764,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
5765,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
5766,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5767,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
5768,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5769,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
5770,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
5771,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
5772,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
5773,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
5774,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
5775,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5776,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5777,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5778,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5779,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
5780,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5781,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
5782,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
5783,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5784,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5785,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
5786,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
5787,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
5788,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
5789,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
5790,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5791,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5792,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5793,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
5794,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
5795,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
5796,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
5797,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
5798,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
5799,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
5800,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
5801,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
5802,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
5803,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5804,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5805,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5806,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
5807,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
5808,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
5809,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
5810,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5811,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
5812,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5813,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5814,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
5815,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5816,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
5817,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5818,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
5819,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5820,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5821,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
5822,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
5823,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
5824,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
5825,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
5826,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
5827,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
5828,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
5829,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
5830,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
5831,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5832,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
5833,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
5834,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
5835,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5836,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
5837,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5838,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
5839,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
5840,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Forest
5841,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
5842,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
5843,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5844,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Wetland
5845,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
5846,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
5847,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
5848,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5849,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5850,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5851,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
5852,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
5853,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
5854,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
5855,Forest,Wetland,Water,NULL,Water,Grassland,Water,Forest
5856,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
