Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNE_M_R
692,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
693,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
694,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
695,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
696,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
697,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
698,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
699,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
700,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
701,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
702,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
703,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
704,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
705,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
706,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
707,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
708,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
709,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,NULL
710,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
711,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
712,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
713,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
714,Bareland,Water,Wetland,NULL,Wetland,Water,Water,NULL
715,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
716,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
717,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
718,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
719,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
720,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
721,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
722,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
723,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
724,Bareland,Water,Water,NULL,Water,Grassland,Water,NULL
725,Bareland,Water,Water,NULL,Water,Wetland,Wetland,NULL
726,Bareland,Water,Water,NULL,Water,Wetland,Water,NULL
727,Bareland,Water,Water,NULL,Water,Bareland,Water,NULL
728,Bareland,Water,Water,NULL,Water,Water,Wetland,NULL
729,Bareland,Water,Water,NULL,Water,Water,Water,NULL
730,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
731,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
732,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
733,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
734,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
735,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
736,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
737,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
738,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
739,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
740,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
741,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
742,Bareland,Forest,Wetland,NULL,Wetland,Water,Water,NULL
743,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
744,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
745,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
746,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
747,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
748,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
749,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
750,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
751,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
752,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
753,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
754,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
755,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
756,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
757,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
758,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
759,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
760,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
761,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
762,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
763,Water,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
764,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
765,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
766,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
767,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
768,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
769,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
770,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
771,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
772,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
773,Water,NULL,Water,NULL,Water,Wetland,Grassland,NULL
774,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
775,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
776,Water,NULL,Water,NULL,Water,Wetland,Forest,NULL
777,Water,NULL,Water,NULL,Water,Bareland,Water,NULL
778,Water,NULL,Water,NULL,Water,Water,Grassland,NULL
779,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
780,Water,NULL,Water,NULL,Water,Water,Water,NULL
781,Water,NULL,Water,NULL,Water,Water,Forest,NULL
782,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
783,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
784,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
785,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
786,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
787,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
788,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
789,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
790,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
791,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
792,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
793,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
794,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
795,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
796,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
797,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
798,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
799,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
800,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
801,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
802,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
803,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
804,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
805,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
806,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
807,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
808,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
809,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
810,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,NULL
811,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
812,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
813,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
814,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
815,Water,Wetland,Water,NULL,Water,NULL,Water,NULL
816,Water,Wetland,Water,NULL,Water,Grassland,Water,NULL
817,Water,Wetland,Water,NULL,Water,Wetland,Grassland,NULL
818,Water,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
819,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
820,Water,Wetland,Water,NULL,Water,Water,Wetland,NULL
821,Water,Wetland,Water,NULL,Water,Water,Water,NULL
822,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
823,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
824,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
825,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
826,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
827,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
828,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
829,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
830,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
831,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Water,NULL
832,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
833,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
834,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
835,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
836,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
837,Water,Bareland,Water,NULL,Water,Grassland,Water,NULL
838,Water,Bareland,Water,NULL,Water,Wetland,Water,NULL
839,Water,Bareland,Water,NULL,Water,Water,Wetland,NULL
840,Water,Bareland,Water,NULL,Water,Water,Water,NULL
841,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,NULL
842,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
843,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,NULL
844,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
845,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
846,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,NULL
847,Water,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
848,Water,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
849,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
850,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
851,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
852,Water,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
853,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
854,Water,Built-up,Wetland,NULL,Wetland,Water,Water,NULL
855,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,NULL
856,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
857,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
858,Water,Built-up,Water,NULL,Water,Wetland,Water,NULL
859,Water,Built-up,Water,NULL,Water,Built-up,Water,NULL
860,Water,Built-up,Water,NULL,Water,Water,Water,NULL
861,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
862,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
863,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
864,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
865,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
866,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
867,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
868,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
869,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
870,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
871,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
872,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
873,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
874,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
875,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
876,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
877,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
878,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Water,NULL
879,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
880,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
881,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
882,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
883,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
884,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
885,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
886,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
887,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
888,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
889,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
890,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
891,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
892,Water,Water,Wetland,NULL,Wetland,Built-up,Wetland,NULL
893,Water,Water,Wetland,NULL,Wetland,Built-up,Water,NULL
894,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
895,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
896,Water,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
897,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
898,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
899,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
900,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
901,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
902,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
903,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
904,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
905,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
906,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
907,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,NULL
908,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
909,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
910,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
911,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
912,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
913,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
914,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
915,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
916,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
917,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
918,Water,Water,Water,NULL,Water,NULL,Wetland,NULL
919,Water,Water,Water,NULL,Water,NULL,Water,NULL
920,Water,Water,Water,NULL,Water,Grassland,Water,NULL
921,Water,Water,Water,NULL,Water,Wetland,Grassland,NULL
922,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
923,Water,Water,Water,NULL,Water,Wetland,Bareland,NULL
924,Water,Water,Water,NULL,Water,Wetland,Water,NULL
925,Water,Water,Water,NULL,Water,Bareland,Wetland,NULL
926,Water,Water,Water,NULL,Water,Bareland,Water,NULL
927,Water,Water,Water,NULL,Water,Built-up,Water,NULL
928,Water,Water,Water,NULL,Water,Water,Grassland,NULL
929,Water,Water,Water,NULL,Water,Water,Wetland,NULL
930,Water,Water,Water,NULL,Water,Water,Bareland,NULL
931,Water,Water,Water,NULL,Water,Water,Water,NULL
932,Water,Water,Water,NULL,Water,Water,Forest,NULL
933,Water,Water,Water,NULL,Water,Forest,Wetland,NULL
934,Water,Water,Water,NULL,Water,Forest,Water,NULL
935,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
936,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
937,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
938,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
939,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
940,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
941,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,NULL
942,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
943,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
944,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
945,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
946,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
947,Water,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
948,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
949,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
950,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
951,Water,Forest,Wetland,NULL,Wetland,Water,Water,NULL
952,Water,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
953,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
954,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
955,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
956,Water,Forest,Water,NULL,Water,Wetland,Wetland,NULL
957,Water,Forest,Water,NULL,Water,Wetland,Water,NULL
958,Water,Forest,Water,NULL,Water,Wetland,Forest,NULL
959,Water,Forest,Water,NULL,Water,Water,Wetland,NULL
960,Water,Forest,Water,NULL,Water,Water,Water,NULL
961,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
962,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
963,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
964,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
965,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
966,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
967,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
968,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
969,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
970,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
971,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
972,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
973,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
974,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
975,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
976,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
977,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
978,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
979,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
980,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Water,NULL
981,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
982,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
983,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
984,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
985,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
986,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
987,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,Wetland,NULL
988,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland,Water,NULL
989,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Wetland,NULL
990,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,Wetland,NULL
991,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,Water,NULL
992,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
993,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
994,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
995,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
996,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
997,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
998,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
999,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1000,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1001,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
1002,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1003,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1004,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1005,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1006,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1007,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1008,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1009,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1010,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1011,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
1012,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1013,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1014,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1015,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1016,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
1017,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1018,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1019,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1020,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1021,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1022,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1023,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
1024,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1025,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1026,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1027,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
1028,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
1029,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Wetland,Water,NULL
1030,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Water,Wetland,NULL
1031,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Water,Water,NULL
1032,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1033,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1034,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1035,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1036,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1037,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
1038,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1039,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1040,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
1041,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1042,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1043,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
