Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVB_M_R
6479,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
6480,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6481,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
6482,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6483,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6484,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
6485,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6486,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6487,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6488,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
6489,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6490,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
6491,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6492,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
6493,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Wetland
6494,Water,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
6495,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6496,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
6497,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6498,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6499,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6500,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
6501,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
6502,Water,Wetland,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
6503,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6504,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6505,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6506,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6507,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
6508,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6509,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
6510,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
6511,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
6512,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6513,Water,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
6514,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6515,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Water
6516,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6517,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6518,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6519,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
6520,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
6521,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
6522,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
6523,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
6524,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
6525,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6526,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6527,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
6528,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6529,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6530,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
6531,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6532,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
6533,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
6534,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
6535,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
6536,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
6537,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Water
6538,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
6539,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
6540,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
6541,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
6542,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
6543,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
6544,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
6545,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
6546,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
6547,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
6548,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
6549,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
6550,Water,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
6551,Water,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6552,Water,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
6553,Water,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Water
6554,Water,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
6555,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
6556,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
6557,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
6558,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
6559,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
6560,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
6561,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
6562,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6563,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6564,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
6565,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
6566,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6567,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
6568,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
6569,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
6570,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6571,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6572,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
6573,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6574,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6575,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
6576,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6577,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
6578,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
6579,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6580,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6581,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6582,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6583,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6584,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6585,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6586,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6587,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
6588,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6589,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6590,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6591,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
6592,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
6593,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6594,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
6595,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6596,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6597,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
6598,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6599,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
6600,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6601,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6602,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
6603,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
6604,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
6605,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
6606,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
6607,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
6608,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
6609,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
6610,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6611,Water,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
6612,Water,Wetland,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
6613,Water,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
6614,Water,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Forest
6615,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
6616,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
6617,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
6618,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6619,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
6620,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
6621,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
6622,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
6623,Water,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
6624,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6625,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
6626,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
6627,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6628,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
6629,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
6630,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
6631,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
6632,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
6633,Water,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
6634,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
6635,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
6636,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
6637,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
6638,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
6639,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
6640,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
6641,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
6642,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
6643,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
6644,Water,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Wetland
6645,Water,Wetland,Wetland,Water,Wetland,Forest,Grassland,Wetland
6646,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
6647,Water,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
6648,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
6649,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
6650,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
6651,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
6652,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6653,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
6654,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6655,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Water
6656,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6657,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6658,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
6659,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
6660,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6661,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
6662,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
6663,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
6664,Water,Wetland,Water,NULL,Water,Shrubland,Water,Wetland
6665,Water,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
6666,Water,Wetland,Water,NULL,Water,Grassland,Grassland,Water
6667,Water,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
6668,Water,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
6669,Water,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
6670,Water,Wetland,Water,NULL,Water,Grassland,Water,Wetland
6671,Water,Wetland,Water,NULL,Water,Grassland,Water,Forest
6672,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
6673,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Water
6674,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
6675,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
6676,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
6677,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
6678,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
6679,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
6680,Water,Wetland,Water,NULL,Water,Water,Shrubland,Wetland
6681,Water,Wetland,Water,NULL,Water,Water,Grassland,Wetland
6682,Water,Wetland,Water,NULL,Water,Water,Grassland,Water
6683,Water,Wetland,Water,NULL,Water,Water,Grassland,Forest
6684,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
6685,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
6686,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
6687,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
6688,Water,Wetland,Water,NULL,Water,Water,Water,Water
6689,Water,Wetland,Water,NULL,Water,Water,Water,Forest
6690,Water,Wetland,Water,NULL,Water,Water,Forest,Forest
6691,Water,Wetland,Water,NULL,Water,Forest,Grassland,Water
6692,Water,Wetland,Water,NULL,Water,Forest,Wetland,Forest
6693,Water,Wetland,Water,NULL,Water,Forest,Water,Wetland
6694,Water,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
6695,Water,Wetland,Water,Non_Water,Water,Grassland,Grassland,Water
6696,Water,Wetland,Water,Non_Water,Water,Grassland,Grassland,Forest
6697,Water,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
6698,Water,Wetland,Water,Non_Water,Water,Grassland,Wetland,Water
6699,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
6700,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Water
6701,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
6702,Water,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
6703,Water,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
6704,Water,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
6705,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
6706,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
6707,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
6708,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
6709,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
6710,Water,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
6711,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
6712,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Water
6713,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
6714,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
6715,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
6716,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
6717,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
6718,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
6719,Water,Wetland,Water,Non_Water,Water,Water,Forest,Wetland
6720,Water,Wetland,Water,Non_Water,Water,Forest,Wetland,Wetland
6721,Water,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
6722,Water,Wetland,Water,Water,Water,Grassland,Grassland,Water
6723,Water,Wetland,Water,Water,Water,Grassland,Grassland,Forest
6724,Water,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
6725,Water,Wetland,Water,Water,Water,Grassland,Wetland,Water
6726,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
6727,Water,Wetland,Water,Water,Water,Grassland,Water,Water
6728,Water,Wetland,Water,Water,Water,Grassland,Water,Forest
6729,Water,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
6730,Water,Wetland,Water,Water,Water,Wetland,Grassland,Water
6731,Water,Wetland,Water,Water,Water,Wetland,Grassland,Forest
6732,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
6733,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
6734,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
6735,Water,Wetland,Water,Water,Water,Wetland,Water,Water
6736,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
6737,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
6738,Water,Wetland,Water,Water,Water,Water,Grassland,Water
6739,Water,Wetland,Water,Water,Water,Water,Grassland,Forest
6740,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
6741,Water,Wetland,Water,Water,Water,Water,Wetland,Water
6742,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
6743,Water,Wetland,Water,Water,Water,Water,Water,Wetland
6744,Water,Wetland,Water,Water,Water,Water,Water,Water
6745,Water,Wetland,Water,Water,Water,Water,Water,Forest
6746,Water,Wetland,Water,Water,Water,Water,Forest,Wetland
6747,Water,Wetland,Water,Water,Water,Forest,Grassland,Water
6748,Water,Wetland,Water,Water,Water,Forest,Water,Forest
6749,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6750,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6751,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6752,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6753,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6754,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6755,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
6756,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
6757,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6758,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6759,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6760,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
6761,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6762,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6763,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6764,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
6765,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6766,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
6767,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6768,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
6769,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6770,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6771,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6772,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6773,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6774,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6775,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6776,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6777,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
6778,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6779,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6780,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
6781,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6782,Water,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
6783,Water,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
6784,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6785,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
6786,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6787,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6788,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6789,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6790,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
6791,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
6792,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
6793,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
6794,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
6795,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
6796,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6797,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
6798,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Water
6799,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6800,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
6801,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6802,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
6803,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
6804,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6805,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6806,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6807,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6808,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6809,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
6810,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
6811,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
6812,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
6813,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6814,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
6815,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6816,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6817,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6818,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6819,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6820,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6821,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
6822,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
6823,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
6824,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
6825,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
6826,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6827,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6828,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6829,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6830,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
6831,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6832,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
6833,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
6834,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
