Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUH_M_R
1834,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1835,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
1836,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland
1837,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland
1838,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1839,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
1840,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1841,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1842,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
1843,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1844,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1845,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
1846,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1847,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1848,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Cropland
1849,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
1850,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
1851,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1852,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
1853,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
1854,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland
1855,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1856,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1857,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
1858,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland
1859,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland
1860,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water
1861,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
1862,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1863,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Cropland
1864,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1865,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
1866,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Cropland
1867,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland
1868,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland
1869,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1870,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Cropland
1871,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
1872,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Water
1873,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Forest
1874,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
1875,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Cropland
1876,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
1877,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
1878,Bareland,Cropland,Wetland,Water,Wetland,NULL,Grassland
1879,Bareland,Cropland,Wetland,Water,Wetland,NULL,Wetland
1880,Bareland,Cropland,Wetland,Water,Wetland,NULL,Water
1881,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland
1882,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
1883,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Cropland
1884,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland
1885,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up
1886,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Cropland
1887,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Wetland
1888,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,Grassland
1889,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,Cropland
1890,Bareland,Cropland,Water,NULL,Water,NULL,Wetland
1891,Bareland,Cropland,Water,NULL,Water,NULL,Water
1892,Bareland,Cropland,Water,Non_Water,Water,NULL,Water
1893,Bareland,Cropland,Water,Water,Water,NULL,Water
1894,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1895,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
1896,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
1897,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up
1898,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Water
1899,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1900,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1901,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Cropland
1902,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1903,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
1904,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,Cropland
1905,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
1906,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,Water
1907,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1908,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1909,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1910,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1911,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1912,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1913,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
1914,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
1915,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1916,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
1917,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1918,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1919,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water
1920,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1921,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1922,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1923,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1924,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
1925,Bareland,Wetland,Water,NULL,Water,NULL,Wetland
1926,Bareland,Wetland,Water,NULL,Water,NULL,Water
1927,Bareland,Wetland,Water,Non_Water,Water,NULL,Wetland
1928,Bareland,Wetland,Water,Water,Water,NULL,Wetland
1929,Bareland,Wetland,Water,Water,Water,NULL,Water
1930,Bareland,Wetland,Water,Water,Water,NULL,Forest
1931,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1932,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1933,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
1934,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1935,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1936,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1937,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
1938,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Wetland
1939,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1940,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Built-up
1941,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Water
1942,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Forest
1943,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Water
1944,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
1945,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Wetland
1946,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
1947,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Water
1948,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Forest
1949,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1950,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1951,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1952,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Built-up
1953,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1954,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1955,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1956,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1957,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1958,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1959,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1960,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1961,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
1962,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1963,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1964,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1965,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1966,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Cropland
1967,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Wetland
1968,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1969,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Built-up
1970,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1971,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1972,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1973,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1974,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
1975,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1976,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1977,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1978,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1979,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
1980,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1981,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up
1982,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
1983,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1984,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1985,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1986,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1987,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1988,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
1989,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1990,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Forest
1991,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1992,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Built-up
1993,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1994,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1995,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1996,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1997,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1998,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1999,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland
2000,Bareland,Bareland,Wetland,Water,Wetland,NULL,Wetland
2001,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
2002,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
2003,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
2004,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
2005,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up
2006,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Water
2007,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
2008,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
2009,Bareland,Bareland,Water,NULL,Water,NULL,Grassland
2010,Bareland,Bareland,Water,NULL,Water,NULL,Bareland
2011,Bareland,Bareland,Water,NULL,Water,NULL,Water
2012,Bareland,Bareland,Water,NULL,Water,NULL,Forest
2013,Bareland,Bareland,Water,Non_Water,Water,NULL,Bareland
2014,Bareland,Bareland,Water,Water,Water,NULL,Grassland
2015,Bareland,Bareland,Water,Water,Water,NULL,Wetland
2016,Bareland,Bareland,Water,Water,Water,NULL,Bareland
2017,Bareland,Bareland,Water,Water,Water,NULL,Water
2018,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
2019,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland
2020,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
2021,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
2022,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
2023,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Wetland
2024,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Bareland
2025,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
2026,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
2027,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
2028,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Wetland
2029,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
2030,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
2031,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Forest
2032,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
2033,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland
2034,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
2035,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Water
2036,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
2037,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland
2038,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up
2039,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,Bareland
2040,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,Water
2041,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
2042,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Cropland
2043,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
2044,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
2045,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
2046,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
2047,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
2048,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2049,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2050,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2051,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
2052,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2053,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
2054,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
2055,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
2056,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
2057,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Cropland
2058,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland
2059,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
2060,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
2061,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Water
2062,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
2063,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Bareland
2064,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,Bareland
2065,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,Built-up
2066,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,Water
2067,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
2068,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Cropland
2069,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland
2070,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
2071,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
2072,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
2073,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
2074,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2075,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Cropland
2076,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland
2077,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland
2078,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up
2079,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest
2080,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland
2081,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Cropland
2082,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Water
2083,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
2084,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Wetland
2085,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Bareland
2086,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Water
2087,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Forest
2088,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland
2089,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Water
2090,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
2091,Bareland,Built-up,Wetland,Water,Wetland,NULL,Grassland
2092,Bareland,Built-up,Wetland,Water,Wetland,NULL,Wetland
2093,Bareland,Built-up,Wetland,Water,Wetland,NULL,Bareland
2094,Bareland,Built-up,Wetland,Water,Wetland,NULL,Water
2095,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
2096,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland
2097,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
2098,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland
2099,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
2100,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
2101,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water
2102,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
2103,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
2104,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Wetland
2105,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland
2106,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,Water
2107,Bareland,Built-up,Water,NULL,Water,NULL,Water
2108,Bareland,Built-up,Water,Non_Water,Water,NULL,Grassland
2109,Bareland,Built-up,Water,Non_Water,Water,NULL,Bareland
2110,Bareland,Built-up,Water,Non_Water,Water,NULL,Water
2111,Bareland,Built-up,Water,Non_Water,Water,NULL,Forest
2112,Bareland,Built-up,Water,Water,Water,NULL,Bareland
2113,Bareland,Built-up,Water,Water,Water,NULL,Water
2114,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
2115,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Cropland
2116,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
2117,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
2118,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
2119,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Water
2120,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
2121,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
2122,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Cropland
2123,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland
2124,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
2125,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
2126,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Wetland
2127,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Bareland
2128,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Water
2129,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Forest
2130,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Wetland
2131,Bareland,Water,NULL,Water,Non_Wetland,NULL,Water
2132,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
2133,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
2134,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
2135,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
2136,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
2137,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2138,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2139,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
2140,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
2141,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
2142,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
2143,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
2144,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
2145,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2146,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
2147,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
2148,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Water
2149,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
2150,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland
2151,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
2152,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water
2153,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
2154,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2155,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
2156,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
2157,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
2158,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Wetland
2159,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
2160,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water
2161,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Forest
2162,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland
2163,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland
2164,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
2165,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
2166,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
2167,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
2168,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
2169,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Bareland
2170,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
2171,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Forest
2172,Bareland,Water,Wetland,Water,NULL,NULL,Wetland
2173,Bareland,Water,Wetland,Water,NULL,NULL,Water
2174,Bareland,Water,Wetland,Water,Wetland,NULL,Grassland
2175,Bareland,Water,Wetland,Water,Wetland,NULL,Wetland
2176,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland
2177,Bareland,Water,Wetland,Water,Wetland,NULL,Water
2178,Bareland,Water,Wetland,Water,Wetland,NULL,Forest
2179,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
2180,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water
2181,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Grassland
2182,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Bareland
2183,Bareland,Water,Water,NULL,Water,NULL,Grassland
2184,Bareland,Water,Water,NULL,Water,NULL,Wetland
2185,Bareland,Water,Water,NULL,Water,NULL,Bareland
2186,Bareland,Water,Water,NULL,Water,NULL,Water
2187,Bareland,Water,Water,Non_Water,NULL,NULL,Water
2188,Bareland,Water,Water,Non_Water,Water,NULL,Wetland
2189,Bareland,Water,Water,Non_Water,Water,NULL,Bareland
2190,Bareland,Water,Water,Non_Water,Water,NULL,Water
2191,Bareland,Water,Water,Water,NULL,NULL,Bareland
2192,Bareland,Water,Water,Water,NULL,NULL,Water
2193,Bareland,Water,Water,Water,Water,NULL,Wetland
2194,Bareland,Water,Water,Water,Water,NULL,Bareland
2195,Bareland,Water,Water,Water,Water,NULL,Water
2196,Bareland,Water,Water,Water,Water,NULL,Forest
2197,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
2198,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
2199,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
2200,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
2201,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
2202,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
2203,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
2204,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
