Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBE_M_R
10709,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10710,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10711,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10712,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
10713,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10714,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10715,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10716,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10717,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
10718,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
10719,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10720,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
10721,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10722,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10723,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
10724,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
10725,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
10726,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
10727,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
10728,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
10729,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
10730,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
10731,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
10732,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
10733,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
10734,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
10735,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
10736,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
10737,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
10738,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
10739,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
10740,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
10741,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
10742,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
10743,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
10744,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
10745,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
10746,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
10747,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10748,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10749,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10750,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
10751,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10752,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10753,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
10754,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
10755,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10756,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10757,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10758,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
10759,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
10760,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10761,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10762,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10763,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10764,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
10765,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10766,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
10767,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
10768,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
10769,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
10770,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
10771,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10772,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
10773,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10774,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10775,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
10776,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10777,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
10778,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
10779,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10780,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
10781,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
10782,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
10783,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
10784,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
10785,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
10786,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
10787,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
10788,Forest,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
10789,Forest,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
10790,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Water
10791,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Forest
10792,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
10793,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Water
10794,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Water
10795,Forest,Cropland,Water,NULL,Water,Wetland,Water,NULL
10796,Forest,Cropland,Water,NULL,Water,Wetland,Water,Water
10797,Forest,Cropland,Water,NULL,Water,Water,NULL,Forest
10798,Forest,Cropland,Water,NULL,Water,Water,Water,Water
10799,Forest,Cropland,Water,NULL,Water,Water,Water,Forest
10800,Forest,Cropland,Water,Non_Water,Water,Shrubland,NULL,Grassland
10801,Forest,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
10802,Forest,Cropland,Water,Non_Water,Water,Grassland,Grassland,Bareland
10803,Forest,Cropland,Water,Non_Water,Water,Wetland,Grassland,Water
10804,Forest,Cropland,Water,Non_Water,Water,Wetland,Grassland,Forest
10805,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,NULL
10806,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
10807,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
10808,Forest,Cropland,Water,Water,Water,NULL,Water,Water
10809,Forest,Cropland,Water,Water,Water,Wetland,Water,Water
10810,Forest,Cropland,Water,Water,Water,Bareland,Water,Grassland
10811,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10812,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10813,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10814,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
10815,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10816,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10817,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10818,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10819,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10820,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10821,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10822,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10823,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10824,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
10825,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10826,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
10827,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10828,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
10829,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10830,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
10831,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
10832,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10833,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
10834,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
10835,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10836,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10837,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10838,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10839,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10840,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
10841,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10842,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10843,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10844,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10845,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10846,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10847,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10848,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10849,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10850,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
10851,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10852,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10853,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
10854,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10855,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10856,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
10857,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10858,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10859,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10860,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10861,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
10862,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10863,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10864,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10865,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10866,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10867,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10868,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10869,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10870,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
10871,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
10872,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10873,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
10874,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10875,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
10876,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
10877,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10878,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10879,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
10880,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10881,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10882,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10883,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
10884,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10885,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
10886,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10887,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10888,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10889,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10890,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10891,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
10892,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10893,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10894,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10895,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
10896,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10897,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10898,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10899,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
10900,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10901,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
10902,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
10903,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10904,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
10905,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10906,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Cropland
10907,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10908,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10909,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10910,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10911,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10912,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10913,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
10914,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10915,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10916,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10917,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
10918,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
10919,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
10920,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
10921,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
10922,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
10923,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10924,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
10925,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10926,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
10927,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
10928,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
10929,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10930,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
10931,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10932,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
10933,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10934,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
10935,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10936,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10937,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10938,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
10939,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10940,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10941,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10942,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
10943,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10944,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
10945,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10946,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
10947,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10948,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
10949,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
10950,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Water
10951,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10952,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10953,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,NULL
10954,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
10955,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
10956,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
10957,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10958,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10959,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
10960,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10961,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10962,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10963,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
10964,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10965,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10966,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10967,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10968,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
10969,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
10970,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
10971,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
10972,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10973,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
10974,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10975,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
10976,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
10977,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10978,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10979,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10980,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
10981,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10982,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10983,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
10984,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10985,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
10986,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10987,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
10988,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
10989,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10990,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
10991,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10992,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10993,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10994,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10995,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
10996,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10997,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10998,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Bareland
10999,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
11000,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
11001,Forest,Cropland,Forest,Water,Non_Wetland,Water,Shrubland,Water
11002,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
11003,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Water,Water
11004,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11005,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11006,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11007,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11008,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
11009,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
11010,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11011,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
11012,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
11013,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11014,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
11015,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
11016,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
11017,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
11018,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
11019,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
11020,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
11021,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Water
11022,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Water
11023,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11024,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11025,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11026,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
11027,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
11028,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11029,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11030,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11031,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11032,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11033,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
11034,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
11035,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11036,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
11037,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
