Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNH_M_R
733,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
734,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
735,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
736,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
737,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
738,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
739,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
740,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
741,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
742,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
743,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
744,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
745,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
746,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
747,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
748,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
749,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
750,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
751,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
752,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
753,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
754,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
755,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
756,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
757,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
758,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
759,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
760,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
761,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
762,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
763,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
764,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
765,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
766,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
767,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
768,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
769,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
770,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
771,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
772,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
773,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
774,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
775,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
776,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
777,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
778,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
779,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
780,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
781,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
782,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
783,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
784,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
785,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
786,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
787,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
788,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
789,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
790,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
791,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
792,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
793,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
794,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
795,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
796,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
797,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
798,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
799,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
800,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
801,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
802,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
803,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
804,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
805,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
806,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
807,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
808,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
809,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
810,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
811,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
812,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
813,Forest,NULL,Water,Non_Water,Water,Water,Forest,Grassland
814,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
815,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
816,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
817,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
818,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
819,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
820,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
821,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
822,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
823,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
824,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
825,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
826,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
827,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
828,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
829,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
830,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
831,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
832,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
833,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
834,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
835,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
836,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
837,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
838,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
839,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
840,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
841,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
842,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
843,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
844,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
845,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
846,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
847,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
848,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
849,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
850,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
851,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Water
852,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
853,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
854,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
855,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
856,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
857,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
858,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
859,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
860,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
861,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
862,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
863,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
864,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
865,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
866,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
867,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,NULL
868,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
869,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
870,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
871,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
872,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
873,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
874,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
875,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
876,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
877,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
878,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
879,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
880,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
881,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
882,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
883,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
884,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
885,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
886,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
887,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
888,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
889,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
890,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
891,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
892,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
893,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
894,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
895,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
896,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
897,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
898,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
899,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
900,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
901,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
902,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
903,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
904,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
905,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
906,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
907,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
908,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
909,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
910,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
911,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
912,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
913,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
914,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
915,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
916,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
917,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
918,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
919,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
920,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
921,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
922,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
923,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
924,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
925,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
926,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
927,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
928,Forest,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
929,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
930,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
931,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
932,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
933,Forest,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
934,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
935,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
936,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
937,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
938,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Bareland
939,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
940,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
941,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
942,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
943,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
944,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
945,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
946,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
947,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
948,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
949,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
950,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
951,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
952,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
953,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
954,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
955,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
956,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
957,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
958,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
959,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
960,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
961,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
962,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
963,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
964,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
965,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
966,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Bareland
967,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
968,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
969,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
970,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
971,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
972,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
973,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
974,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
975,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
976,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
977,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
978,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
979,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
980,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
981,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
982,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
983,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
984,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
985,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
986,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
987,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
988,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
989,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
990,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
991,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
992,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
993,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
994,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
995,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
996,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
997,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
998,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
999,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1000,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1001,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1002,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1003,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1004,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1005,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
1006,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1007,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1008,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1009,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1010,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1011,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1012,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1013,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1014,Forest,Water,Water,NULL,Water,NULL,Bareland,Water
1015,Forest,Water,Water,NULL,Water,NULL,Water,Water
1016,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1017,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1018,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1019,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1020,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1021,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1022,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
1023,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1024,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1025,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1026,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1027,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1028,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1029,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1030,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1031,Forest,Water,Water,NULL,Water,Water,Bareland,Water
1032,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
1033,Forest,Water,Water,NULL,Water,Water,Water,Bareland
1034,Forest,Water,Water,NULL,Water,Water,Water,Water
1035,Forest,Water,Water,NULL,Water,Water,Water,Forest
1036,Forest,Water,Water,NULL,Water,Water,Forest,Water
1037,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1038,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1039,Forest,Water,Water,NULL,Water,Forest,Bareland,Grassland
1040,Forest,Water,Water,NULL,Water,Forest,Bareland,Water
1041,Forest,Water,Water,NULL,Water,Forest,Water,Water
1042,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1043,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1044,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1045,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1046,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1047,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1048,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1049,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
1050,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1051,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1052,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1053,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1054,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1055,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1056,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1057,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1058,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1059,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1060,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1061,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1062,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1063,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1064,Forest,Water,Water,Water,Water,NULL,Bareland,Water
1065,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
1066,Forest,Water,Water,Water,Water,NULL,Water,Grassland
1067,Forest,Water,Water,Water,Water,NULL,Water,Water
1068,Forest,Water,Water,Water,Water,NULL,Water,Forest
1069,Forest,Water,Water,Water,Water,NULL,Forest,Water
1070,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1071,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1072,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1073,Forest,Water,Water,Water,Water,Grassland,Bareland,Grassland
1074,Forest,Water,Water,Water,Water,Grassland,Bareland,Water
1075,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
1076,Forest,Water,Water,Water,Water,Grassland,Water,Water
1077,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1078,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
1079,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1080,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1081,Forest,Water,Water,Water,Water,Wetland,Water,Water
1082,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1083,Forest,Water,Water,Water,Water,Wetland,Forest,Water
1084,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1085,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
1086,Forest,Water,Water,Water,Water,Water,Wetland,Water
1087,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1088,Forest,Water,Water,Water,Water,Water,Bareland,Water
1089,Forest,Water,Water,Water,Water,Water,Water,Grassland
1090,Forest,Water,Water,Water,Water,Water,Water,Bareland
1091,Forest,Water,Water,Water,Water,Water,Water,Water
1092,Forest,Water,Water,Water,Water,Water,Water,Forest
1093,Forest,Water,Water,Water,Water,Water,Forest,Water
1094,Forest,Water,Water,Water,Water,Water,Forest,Forest
1095,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1096,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1097,Forest,Water,Water,Water,Water,Forest,Water,Water
1098,Forest,Water,Water,Water,Water,Forest,Water,Forest
1099,Forest,Water,Water,Water,Water,Forest,Forest,Water
1100,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1101,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1102,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1103,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1104,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1105,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
