Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R
12852,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
12853,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12854,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
12855,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
12856,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
12857,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12858,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12859,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12860,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
12861,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
12862,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
12863,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
12864,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12865,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12866,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
12867,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Forest
12868,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
12869,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
12870,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12871,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12872,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
12873,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
12874,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
12875,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
12876,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
12877,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
12878,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12879,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12880,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12881,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12882,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12883,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
12884,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12885,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
12886,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
12887,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12888,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12889,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
12890,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12891,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12892,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
12893,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12894,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12895,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
12896,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12897,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
12898,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12899,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
12900,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
12901,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12902,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12903,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
12904,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
12905,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12906,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12907,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12908,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
12909,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12910,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
12911,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12912,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
12913,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12914,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
12915,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
12916,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
12917,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
12918,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
12919,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
12920,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
12921,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
12922,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
12923,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
12924,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12925,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
12926,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
12927,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
12928,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
12929,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12930,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12931,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
12932,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
12933,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
12934,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
12935,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
12936,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12937,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12938,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
12939,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
12940,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
12941,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12942,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
12943,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
12944,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
12945,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12946,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12947,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12948,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
12949,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
12950,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
12951,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12952,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12953,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
12954,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
12955,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12956,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
12957,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
12958,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
12959,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
12960,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12961,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
12962,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
12963,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
12964,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
12965,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
12966,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12967,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12968,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
12969,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
12970,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
12971,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
12972,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
12973,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
12974,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
12975,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
12976,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
12977,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
12978,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
12979,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
12980,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
12981,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
12982,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
12983,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
12984,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
12985,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
12986,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
12987,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
12988,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
12989,Forest,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
12990,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
12991,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
12992,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
12993,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
12994,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
12995,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
12996,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
12997,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
12998,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
12999,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
13000,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
13001,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Wetland
13002,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
13003,Forest,Water,NULL,Water,Non_Wetland,Forest,Grassland,Forest
13004,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
13005,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
13006,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
13007,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13008,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13009,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13010,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13011,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13012,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13013,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13014,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13015,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13016,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13017,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
13018,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13019,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
13020,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13021,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
13022,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
13023,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13024,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13025,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13026,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
13027,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
13028,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13029,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
13030,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
13031,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
13032,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13033,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13034,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13035,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13036,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13037,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13038,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
13039,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13040,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13041,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
13042,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13043,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
13044,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
13045,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
13046,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
13047,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
13048,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
13049,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
13050,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
13051,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
13052,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
13053,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
13054,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
13055,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
13056,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
13057,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13058,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13059,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
13060,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13061,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
13062,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13063,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13064,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13065,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
13066,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
13067,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13068,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
13069,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13070,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13071,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13072,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13073,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13074,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
13075,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
13076,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
13077,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
13078,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13079,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
13080,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
13081,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
13082,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13083,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
13084,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13085,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
13086,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
13087,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
13088,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
13089,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
13090,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
13091,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
13092,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
13093,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
13094,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
13095,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
13096,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
13097,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
13098,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
13099,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
13100,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
13101,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
13102,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
13103,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
13104,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
13105,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
13106,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
13107,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
13108,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
13109,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
13110,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
13111,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
13112,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
13113,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
13114,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
13115,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
13116,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
13117,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Wetland
13118,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
13119,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
13120,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
13121,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
13122,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
13123,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
13124,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13125,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
13126,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
13127,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
13128,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
13129,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
13130,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13131,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13132,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13133,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13134,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
13135,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
13136,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
13137,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
13138,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
13139,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
13140,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
13141,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13142,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13143,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
13144,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
13145,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13146,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
13147,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
13148,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
13149,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
13150,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
13151,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
13152,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
13153,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Bareland
13154,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
13155,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
13156,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13157,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13158,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13159,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
13160,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13161,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
13162,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
13163,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13164,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
13165,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
13166,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
13167,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
13168,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
13169,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
13170,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
13171,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
13172,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
13173,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
13174,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
13175,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
13176,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
13177,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
13178,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
13179,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
13180,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
13181,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
13182,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
13183,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
13184,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
13185,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
13186,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13187,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13188,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
13189,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
13190,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13191,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13192,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
