Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R
24187,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
24188,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
24189,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
24190,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
24191,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
24192,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
24193,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
24194,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Bareland
24195,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Water
24196,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
24197,Water,Water,Wetland,Non_Water,Wetland,Cropland,Shrubland,Grassland
24198,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
24199,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Cropland
24200,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
24201,Water,Water,Wetland,Non_Water,Wetland,Cropland,Forest,Grassland
24202,Water,Water,Wetland,Non_Water,Wetland,Cropland,Forest,Wetland
24203,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
24204,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
24205,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
24206,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
24207,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
24208,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
24209,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
24210,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
24211,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
24212,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
24213,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
24214,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
24215,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,NULL
24216,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
24217,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
24218,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
24219,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
24220,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
24221,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
24222,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
24223,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
24224,Water,Water,Wetland,Non_Water,Wetland,Built-up,NULL,Bareland
24225,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
24226,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Cropland
24227,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Wetland
24228,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
24229,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
24230,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Bareland
24231,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
24232,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
24233,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
24234,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
24235,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
24236,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
24237,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
24238,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
24239,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
24240,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
24241,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
24242,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
24243,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
24244,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
24245,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
24246,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
24247,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
24248,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
24249,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
24250,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
24251,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Wetland
24252,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Bareland
24253,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
24254,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
24255,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
24256,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
24257,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
24258,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
24259,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Built-up
24260,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
24261,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
24262,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,NULL
24263,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
24264,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Cropland
24265,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
24266,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
24267,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
24268,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
24269,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
24270,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
24271,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
24272,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
24273,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
24274,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Cropland
24275,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
24276,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
24277,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
24278,Water,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Grassland
24279,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
24280,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
24281,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Cropland
24282,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
24283,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
24284,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
24285,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
24286,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Cropland
24287,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
24288,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
24289,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
24290,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
24291,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
24292,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
24293,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
24294,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
24295,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
24296,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
24297,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,NULL
24298,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
24299,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Wetland
24300,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
24301,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Forest
24302,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
24303,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Cropland
24304,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Wetland
24305,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Bareland
24306,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
24307,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Grassland
24308,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
24309,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Wetland
24310,Water,Water,Wetland,Water,Wetland,NULL,Water,NULL
24311,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
24312,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
24313,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
24314,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
24315,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
24316,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
24317,Water,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
24318,Water,Water,Wetland,Water,Wetland,NULL,Forest,Cropland
24319,Water,Water,Wetland,Water,Wetland,NULL,Forest,Wetland
24320,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
24321,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
24322,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,NULL
24323,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
24324,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Cropland
24325,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
24326,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Bareland
24327,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
24328,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
24329,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
24330,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
24331,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
24332,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
24333,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
24334,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
24335,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
24336,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Cropland
24337,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
24338,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
24339,Water,Water,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
24340,Water,Water,Wetland,Water,Wetland,Shrubland,Bareland,Water
24341,Water,Water,Wetland,Water,Wetland,Shrubland,Built-up,Grassland
24342,Water,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
24343,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
24344,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Cropland
24345,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
24346,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
24347,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Built-up
24348,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
24349,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
24350,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,NULL
24351,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Grassland
24352,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Cropland
24353,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Wetland
24354,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
24355,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
24356,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
24357,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Cropland
24358,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
24359,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Bareland
24360,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
24361,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
24362,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
24363,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
24364,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Cropland
24365,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
24366,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
24367,Water,Water,Wetland,Water,Wetland,Grassland,Built-up,Grassland
24368,Water,Water,Wetland,Water,Wetland,Grassland,Built-up,Water
24369,Water,Water,Wetland,Water,Wetland,Grassland,Water,NULL
24370,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
24371,Water,Water,Wetland,Water,Wetland,Grassland,Water,Cropland
24372,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
24373,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
24374,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
24375,Water,Water,Wetland,Water,Wetland,Cropland,NULL,NULL
24376,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Grassland
24377,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Wetland
24378,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Bareland
24379,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Water
24380,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Forest
24381,Water,Water,Wetland,Water,Wetland,Cropland,Built-up,Bareland
24382,Water,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
24383,Water,Water,Wetland,Water,Wetland,Cropland,Water,Cropland
24384,Water,Water,Wetland,Water,Wetland,Cropland,Water,Wetland
24385,Water,Water,Wetland,Water,Wetland,Cropland,Water,Bareland
24386,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
24387,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
24388,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Cropland
24389,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Wetland
24390,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
24391,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
24392,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
24393,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
24394,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
24395,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
24396,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
24397,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
24398,Water,Water,Wetland,Water,Wetland,Bareland,Water,Cropland
24399,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
24400,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
24401,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
24402,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
24403,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
24404,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
24405,Water,Water,Wetland,Water,Wetland,Water,NULL,NULL
24406,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
24407,Water,Water,Wetland,Water,Wetland,Water,NULL,Cropland
24408,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
24409,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
24410,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
24411,Water,Water,Wetland,Water,Wetland,Water,Shrubland,NULL
24412,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
24413,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Cropland
24414,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
24415,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
24416,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
24417,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
24418,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
24419,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
24420,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
24421,Water,Water,Wetland,Water,Wetland,Water,Built-up,Cropland
24422,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
24423,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
24424,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
24425,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
24426,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
24427,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
24428,Water,Water,Wetland,Water,Wetland,Water,Water,Built-up
24429,Water,Water,Wetland,Water,Wetland,Water,Water,Water
24430,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
24431,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
24432,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
24433,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
24434,Water,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
24435,Water,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
24436,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
24437,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
24438,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,NULL
24439,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
24440,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Wetland
24441,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Water
24442,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
24443,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Water
24444,Water,Water,Wetland,Water,Wetland,Forest,Bareland,Water
24445,Water,Water,Wetland,Water,Wetland,Forest,Water,NULL
24446,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
24447,Water,Water,Wetland,Water,Wetland,Forest,Water,Cropland
24448,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
24449,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
24450,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
24451,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
24452,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
24453,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
24454,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
24455,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
24456,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
24457,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Cropland
24458,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
24459,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
24460,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
24461,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
24462,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
24463,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
24464,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
24465,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
24466,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
24467,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
24468,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Cropland
24469,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Water
24470,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
24471,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
24472,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
24473,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
24474,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
24475,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
24476,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Bareland
24477,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
24478,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
24479,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
24480,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
24481,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
24482,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
24483,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
24484,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
24485,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Bareland
24486,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
24487,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Water
24488,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
24489,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Built-up,Bareland
24490,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Grassland
24491,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Water
24492,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
24493,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
24494,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
24495,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
24496,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
24497,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
24498,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
24499,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
24500,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Cropland
24501,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
24502,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
24503,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
24504,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
24505,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
24506,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
24507,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
24508,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Water
24509,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
24510,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
24511,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Cropland
24512,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
24513,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
24514,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Built-up
24515,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
24516,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
24517,Water,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
24518,Water,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
24519,Water,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Water
24520,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
24521,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
24522,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
24523,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
24524,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
24525,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
24526,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
24527,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
24528,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
24529,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,NULL
24530,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
24531,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
24532,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
24533,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
24534,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
24535,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
24536,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
24537,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Water
24538,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
24539,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
24540,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
24541,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
24542,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
24543,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
24544,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
24545,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,NULL
24546,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
24547,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
24548,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
24549,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
24550,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
24551,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
24552,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,NULL
24553,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
24554,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
