Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17NRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17NRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17NRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17NRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17NRB_M_R
869,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
870,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland
871,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
872,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
873,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
874,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
875,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
876,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
877,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
878,Cropland,Wetland,Forest,Water,Non_Wetland,Bareland
879,Cropland,Wetland,Forest,Water,Non_Wetland,Water
880,Cropland,Wetland,Forest,Water,Non_Wetland,Forest
881,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
882,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
883,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
884,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
885,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
886,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
887,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
888,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
889,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
890,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
891,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
892,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
893,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
894,Cropland,Bareland,Forest,Water,Non_Wetland,Bareland
895,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
896,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
897,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
898,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
899,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
900,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
901,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
902,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
903,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
904,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
905,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
906,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
907,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
908,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
909,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
910,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
911,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
912,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
913,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
914,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
915,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
916,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
917,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
918,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
919,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
920,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
921,Cropland,Built-up,Water,NULL,Water,Grassland
922,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
923,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
924,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
925,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
926,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
927,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
928,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
929,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
930,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
931,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
932,Cropland,Water,Wetland,NULL,Wetland,Grassland
933,Cropland,Water,Wetland,NULL,Wetland,Forest
934,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
935,Cropland,Water,Wetland,Water,Wetland,Grassland
936,Cropland,Water,Water,Non_Water,Water,Grassland
937,Cropland,Water,Water,Water,Water,Bareland
938,Cropland,Water,Water,Water,Water,Water
939,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
940,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
941,Cropland,Water,Forest,NULL,Non_Wetland,Forest
942,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
943,Cropland,Water,Forest,Water,Non_Wetland,Bareland
944,Cropland,Water,Forest,Water,Non_Wetland,Water
945,Cropland,Water,Forest,Water,Non_Wetland,Forest
946,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
947,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
948,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
949,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
950,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
951,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
952,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
953,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
954,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
955,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
956,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
957,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
958,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
959,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
960,Cropland,Forest,Wetland,NULL,Wetland,Forest
961,Cropland,Forest,Wetland,Water,Wetland,Forest
962,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
963,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
964,Cropland,Forest,Water,NULL,Water,Forest
965,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
966,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
967,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
968,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
969,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
970,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
971,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
972,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
973,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
974,Cropland,Forest,Forest,Water,Non_Wetland,Forest
975,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
976,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
977,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water
978,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
979,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
980,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
981,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
982,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
983,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
984,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
985,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
986,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
987,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
988,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
989,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
990,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
991,Wetland,NULL,Wetland,NULL,Wetland,Grassland
992,Wetland,NULL,Wetland,NULL,Wetland,Wetland
993,Wetland,NULL,Wetland,NULL,Wetland,Bareland
994,Wetland,NULL,Wetland,NULL,Wetland,Forest
995,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
996,Wetland,NULL,Wetland,Water,Wetland,Grassland
997,Wetland,NULL,Wetland,Water,Wetland,Water
998,Wetland,NULL,Wetland,Water,Wetland,Forest
999,Wetland,NULL,Water,NULL,Water,Grassland
1000,Wetland,NULL,Water,NULL,Water,Bareland
1001,Wetland,NULL,Water,Non_Water,Water,Grassland
1002,Wetland,NULL,Water,Non_Water,Water,Wetland
1003,Wetland,NULL,Water,Non_Water,Water,Bareland
1004,Wetland,NULL,Water,Water,Water,Grassland
1005,Wetland,NULL,Water,Water,Water,Wetland
1006,Wetland,NULL,Water,Water,Water,Bareland
1007,Wetland,NULL,Water,Water,Water,Water
1008,Wetland,NULL,Water,Water,Water,Forest
1009,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1010,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1011,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1012,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1013,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1014,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1015,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1016,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1017,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
1018,Wetland,NULL,Forest,Water,Non_Wetland,Water
1019,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1020,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1021,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1022,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1023,Wetland,Cropland,Wetland,Water,Wetland,Bareland
1024,Wetland,Cropland,Water,Water,Water,Bareland
1025,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1026,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1027,Wetland,Cropland,Forest,Water,Non_Wetland,Bareland
1028,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1029,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1030,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1031,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1032,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1033,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1034,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1035,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1036,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1037,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1038,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1039,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1040,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1041,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1042,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1043,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1044,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1045,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1046,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1047,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1048,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1049,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1050,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
1051,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1052,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1053,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1054,Wetland,Wetland,Wetland,NULL,Wetland,Water
1055,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1056,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1057,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1058,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1059,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1060,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1061,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1062,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1063,Wetland,Wetland,Wetland,Water,Wetland,Water
1064,Wetland,Wetland,Wetland,Water,Wetland,Forest
1065,Wetland,Wetland,Water,NULL,Water,Grassland
1066,Wetland,Wetland,Water,NULL,Water,Wetland
1067,Wetland,Wetland,Water,NULL,Water,Bareland
1068,Wetland,Wetland,Water,NULL,Water,Water
1069,Wetland,Wetland,Water,NULL,Water,Forest
1070,Wetland,Wetland,Water,Non_Water,Water,Grassland
1071,Wetland,Wetland,Water,Non_Water,Water,Wetland
1072,Wetland,Wetland,Water,Non_Water,Water,Water
1073,Wetland,Wetland,Water,Non_Water,Water,Forest
1074,Wetland,Wetland,Water,Water,Water,Grassland
1075,Wetland,Wetland,Water,Water,Water,Wetland
1076,Wetland,Wetland,Water,Water,Water,Bareland
1077,Wetland,Wetland,Water,Water,Water,Water
1078,Wetland,Wetland,Water,Water,Water,Forest
1079,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1080,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1081,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1082,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1083,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1084,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1085,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1086,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1087,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1088,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1089,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1090,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
1091,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1092,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1093,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1094,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1095,Wetland,Water,Grassland,Water,Non_Wetland,Bareland
1096,Wetland,Water,Wetland,NULL,Wetland,Bareland
1097,Wetland,Water,Wetland,NULL,Wetland,Forest
1098,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1099,Wetland,Water,Wetland,Water,Wetland,Grassland
1100,Wetland,Water,Water,NULL,Water,Bareland
1101,Wetland,Water,Water,Non_Water,Water,Bareland
1102,Wetland,Water,Water,Water,Water,Bareland
1103,Wetland,Water,Water,Water,Water,Water
1104,Wetland,Water,Water,Water,Water,Forest
1105,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1106,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
1107,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1108,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland
1109,Wetland,Water,Forest,Water,Non_Wetland,Bareland
1110,Wetland,Water,Forest,Water,Non_Wetland,Water
1111,Wetland,Water,Forest,Water,Non_Wetland,Forest
1112,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1113,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1114,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1115,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
1116,Wetland,Forest,Grassland,Water,Non_Wetland,Forest
1117,Wetland,Forest,Wetland,NULL,Wetland,Forest
1118,Wetland,Forest,Water,Water,Water,Grassland
1119,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1120,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1121,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1122,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1123,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1124,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1125,Bareland,NULL,NULL,NULL,Non_Wetland,Water
1126,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1127,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1128,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1129,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
1130,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1131,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1132,Bareland,NULL,NULL,Water,Non_Wetland,Water
1133,Bareland,NULL,NULL,Water,Non_Wetland,Forest
1134,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1135,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1136,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1137,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1138,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1139,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1140,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1141,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1142,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1143,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1144,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1145,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1146,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1147,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1148,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1149,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1150,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1151,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1152,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1153,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1154,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1155,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1156,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1157,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
1158,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1159,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1160,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1161,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1162,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1163,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1164,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1165,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1166,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1167,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1168,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1169,Bareland,NULL,Wetland,NULL,Wetland,Water
1170,Bareland,NULL,Wetland,NULL,Wetland,Forest
1171,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1172,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1173,Bareland,NULL,Wetland,Water,Wetland,Grassland
1174,Bareland,NULL,Wetland,Water,Wetland,Bareland
1175,Bareland,NULL,Wetland,Water,Wetland,Water
1176,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1177,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1178,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1179,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1180,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1181,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1182,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1183,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1184,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1185,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1186,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1187,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
1188,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1189,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1190,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1191,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1192,Bareland,NULL,Water,NULL,Water,NULL
1193,Bareland,NULL,Water,NULL,Water,Grassland
1194,Bareland,NULL,Water,NULL,Water,Bareland
1195,Bareland,NULL,Water,NULL,Water,Water
1196,Bareland,NULL,Water,NULL,Water,Forest
1197,Bareland,NULL,Water,Non_Water,Water,Grassland
1198,Bareland,NULL,Water,Non_Water,Water,Bareland
1199,Bareland,NULL,Water,Non_Water,Water,Water
1200,Bareland,NULL,Water,Water,Water,Grassland
1201,Bareland,NULL,Water,Water,Water,Bareland
1202,Bareland,NULL,Water,Water,Water,Water
1203,Bareland,NULL,Water,Water,Water,Forest
1204,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1205,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1206,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1207,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1208,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1209,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1210,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1211,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1212,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1213,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1214,Bareland,NULL,Forest,Water,Non_Wetland,Water
1215,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1216,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1217,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1218,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1219,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1220,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1221,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1222,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1223,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1224,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1225,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1226,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1227,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1228,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1229,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1230,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1231,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1232,Bareland,Cropland,Wetland,NULL,Wetland,Forest
1233,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1234,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1235,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1236,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1237,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1238,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1239,Bareland,Cropland,Water,NULL,Water,Bareland
1240,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1241,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1242,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1243,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1244,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1245,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1246,Bareland,Wetland,NULL,NULL,Non_Wetland,Forest
1247,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1248,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1249,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1250,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1251,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1252,Bareland,Wetland,Grassland,NULL,Non_Wetland,Forest
1253,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1254,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1255,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1256,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1257,Bareland,Wetland,Wetland,NULL,Wetland,Forest
1258,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1259,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1260,Bareland,Wetland,Wetland,Non_Water,Wetland,Forest
1261,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1262,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1263,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1264,Bareland,Wetland,Wetland,Water,Wetland,Water
1265,Bareland,Wetland,Built-up,Water,Non_Wetland,Grassland
1266,Bareland,Wetland,Water,NULL,Water,Grassland
1267,Bareland,Wetland,Water,NULL,Water,Bareland
1268,Bareland,Wetland,Water,NULL,Water,Forest
1269,Bareland,Wetland,Water,Water,Water,Grassland
1270,Bareland,Wetland,Water,Water,Water,Water
1271,Bareland,Wetland,Water,Water,Water,Forest
1272,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1273,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland
1274,Bareland,Wetland,Forest,NULL,Non_Wetland,Built-up
1275,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
1276,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
1277,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1278,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1279,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water
1280,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1281,Bareland,Wetland,Forest,Water,Non_Wetland,Grassland
1282,Bareland,Wetland,Forest,Water,Non_Wetland,Water
1283,Bareland,Wetland,Forest,Water,Non_Wetland,Forest
1284,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1285,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1286,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up
1287,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1288,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1289,Bareland,Bareland,NULL,Water,Non_Wetland,Water
1290,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1291,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1292,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1293,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1294,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1295,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
