Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTM_M_R
14838,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14839,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14840,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
14841,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14842,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
14843,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14844,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14845,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
14846,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
14847,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14848,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
14849,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
14850,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14851,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
14852,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
14853,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14854,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
14855,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
14856,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
14857,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
14858,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
14859,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
14860,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
14861,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
14862,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
14863,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
14864,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
14865,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
14866,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14867,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
14868,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14869,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
14870,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
14871,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
14872,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
14873,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14874,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14875,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
14876,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14877,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14878,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
14879,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
14880,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14881,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
14882,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
14883,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
14884,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
14885,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
14886,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
14887,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
14888,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
14889,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
14890,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
14891,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
14892,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
14893,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
14894,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
14895,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
14896,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
14897,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
14898,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
14899,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
14900,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
14901,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
14902,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
14903,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14904,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
14905,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14906,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
14907,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
14908,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
14909,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
14910,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
14911,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
14912,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
14913,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
14914,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
14915,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
14916,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
14917,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
14918,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
14919,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
14920,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
14921,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
14922,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
14923,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
14924,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
14925,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
14926,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
14927,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
14928,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
14929,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
14930,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
14931,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
14932,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
14933,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
14934,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
14935,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
14936,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
14937,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
14938,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14939,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
14940,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
14941,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
14942,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
14943,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
14944,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14945,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
14946,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
14947,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
14948,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
14949,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14950,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
14951,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
14952,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
14953,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
14954,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
14955,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
14956,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14957,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
14958,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14959,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
14960,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14961,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
14962,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14963,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
14964,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
14965,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
14966,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
14967,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14968,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14969,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
14970,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14971,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14972,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14973,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14974,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
14975,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14976,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14977,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
14978,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14979,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
14980,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
14981,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
14982,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
14983,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
14984,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14985,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
14986,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14987,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
14988,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
14989,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14990,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
14991,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14992,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
14993,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
14994,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
14995,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up,Shrubland,Forest
14996,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up,Forest,Forest
14997,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
14998,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
14999,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
15000,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15001,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
15002,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
15003,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
15004,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
15005,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
15006,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
15007,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
15008,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Water
15009,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
15010,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Wetland
15011,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Bareland
15012,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
15013,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
15014,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
15015,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
15016,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15017,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
15018,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
15019,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
15020,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
15021,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
15022,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
15023,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Water
15024,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
15025,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
15026,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
15027,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Wetland
15028,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
15029,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
15030,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
15031,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
15032,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
15033,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
15034,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
15035,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
15036,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
15037,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
15038,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
15039,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
15040,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
15041,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
15042,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
15043,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
15044,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
15045,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
15046,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
15047,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
15048,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
15049,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
15050,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
15051,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
15052,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
15053,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
15054,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
15055,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15056,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15057,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15058,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15059,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15060,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
15061,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15062,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15063,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
15064,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
15065,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
15066,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
15067,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
15068,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
15069,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
15070,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
15071,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
15072,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
15073,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
15074,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
15075,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
15076,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15077,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15078,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
15079,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
15080,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
15081,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
15082,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
15083,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
15084,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
15085,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
15086,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
15087,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
15088,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
15089,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
15090,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
15091,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
15092,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
15093,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
15094,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
15095,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
15096,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
15097,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
15098,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
15099,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
15100,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
15101,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
15102,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15103,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
15104,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
15105,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
15106,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
15107,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
15108,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
15109,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
15110,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
15111,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
15112,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
15113,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
15114,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
15115,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
15116,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
15117,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
15118,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15119,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
15120,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
15121,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
15122,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
15123,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
15124,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
15125,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
15126,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15127,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15128,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
15129,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
15130,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
15131,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
15132,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
15133,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
15134,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
15135,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
15136,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
15137,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
15138,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15139,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15140,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
15141,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
15142,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
15143,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15144,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15145,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15146,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15147,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
15148,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15149,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15150,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15151,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15152,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
15153,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15154,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15155,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15156,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
15157,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15158,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
15159,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
15160,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
15161,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15162,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
15163,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
