Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTN_M_R
10548,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10549,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
10550,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
10551,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
10552,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
10553,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
10554,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
10555,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
10556,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
10557,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
10558,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
10559,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
10560,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10561,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10562,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
10563,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10564,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10565,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10566,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
10567,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
10568,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10569,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10570,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10571,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10572,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10573,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10574,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10575,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10576,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10577,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10578,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10579,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10580,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10581,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10582,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10583,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10584,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10585,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10586,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
10587,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10588,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
10589,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10590,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
10591,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10592,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10593,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10594,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10595,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
10596,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10597,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
10598,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10599,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10600,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10601,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10602,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10603,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10604,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10605,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10606,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10607,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10608,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10609,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10610,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10611,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
10612,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10613,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
10614,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
10615,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
10616,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
10617,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10618,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
10619,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
10620,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
10621,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
10622,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10623,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
10624,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10625,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10626,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
10627,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10628,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10629,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10630,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10631,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10632,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10633,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10634,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
10635,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10636,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10637,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
10638,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10639,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10640,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10641,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10642,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10643,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
10644,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10645,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
10646,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10647,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10648,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10649,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
10650,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10651,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
10652,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10653,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
10654,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10655,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10656,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
10657,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
10658,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
10659,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10660,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
10661,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10662,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
10663,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
10664,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10665,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
10666,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10667,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10668,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
10669,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10670,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
10671,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
10672,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10673,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
10674,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10675,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
10676,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10677,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
10678,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10679,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
10680,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10681,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
10682,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
10683,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10684,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10685,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
10686,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10687,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10688,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
10689,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
10690,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
10691,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10692,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
10693,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
10694,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10695,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
10696,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10697,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10698,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
10699,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10700,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10701,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10702,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10703,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10704,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10705,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
10706,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
10707,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
10708,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10709,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
10710,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10711,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10712,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
10713,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10714,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
10715,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10716,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10717,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10718,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
10719,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
10720,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
10721,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
10722,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
10723,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
10724,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
10725,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
10726,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
10727,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10728,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
10729,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
10730,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
10731,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
10732,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
10733,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
10734,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
10735,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,NULL
10736,Forest,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
10737,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
10738,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
10739,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
10740,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
10741,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
10742,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
10743,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
10744,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
10745,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10746,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10747,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10748,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
10749,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
10750,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
10751,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
10752,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
10753,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
10754,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
10755,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
10756,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
10757,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
10758,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
10759,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
10760,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
10761,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
10762,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
10763,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
10764,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
10765,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
10766,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
10767,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
10768,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
10769,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Cropland
10770,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
10771,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
10772,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
10773,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
10774,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
10775,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,NULL
10776,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
10777,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
10778,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
10779,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
10780,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
10781,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
10782,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
10783,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland,NULL
10784,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
10785,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
10786,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
10787,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
10788,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
10789,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
10790,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
10791,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
10792,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
10793,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
10794,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
10795,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,NULL
10796,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Cropland
10797,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
10798,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
10799,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
10800,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
10801,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
10802,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Shrubland,NULL
10803,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,NULL
10804,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10805,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
10806,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
10807,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
10808,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
10809,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10810,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10811,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10812,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
10813,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
10814,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
10815,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
10816,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
10817,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10818,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
10819,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
10820,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
10821,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10822,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10823,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10824,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10825,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
10826,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
10827,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
10828,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
10829,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
10830,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
10831,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10832,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
10833,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10834,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
10835,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
10836,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
10837,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10838,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
10839,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
10840,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10841,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
10842,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
10843,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10844,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10845,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10846,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10847,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10848,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
10849,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
10850,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
10851,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
10852,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
10853,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
10854,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
10855,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10856,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10857,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10858,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10859,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
10860,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10861,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10862,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
10863,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10864,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10865,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10866,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
10867,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
10868,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
10869,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10870,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
10871,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10872,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
