Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZV_M_R
760,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
761,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
762,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
763,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
764,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
765,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
766,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
767,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
768,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
769,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
770,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
771,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
772,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
773,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
774,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
775,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
776,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
777,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
778,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
779,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
780,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
781,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
782,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
783,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
784,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
785,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
786,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
787,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
788,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
789,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
790,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
791,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
792,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
793,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
794,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
795,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
796,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
797,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
798,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
799,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
800,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
801,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
802,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
803,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
804,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
805,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
806,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
807,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
808,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
809,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
810,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
811,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
812,Forest,Water,Grassland,Water,Non_Wetland,Built-up,Water,Water
813,Forest,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
814,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
815,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
816,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
817,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
818,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
819,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
820,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
821,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
822,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
823,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
824,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
825,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
826,Forest,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
827,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
828,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
829,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
830,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
831,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
832,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
833,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
834,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
835,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
836,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
837,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
838,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
839,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
840,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
841,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
842,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
843,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
844,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
845,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
846,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
847,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
848,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
849,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
850,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
851,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
852,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
853,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
854,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
855,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
856,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
857,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
858,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
859,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
860,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
861,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
862,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
863,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
864,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
865,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
866,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
867,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
868,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
869,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
870,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
871,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
872,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
873,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
874,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
875,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
876,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
877,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
878,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
879,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
880,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
881,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
882,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
883,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
884,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
885,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
886,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
887,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
888,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
889,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
890,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
891,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
892,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
893,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
894,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
895,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
896,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
897,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
898,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
899,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
900,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
901,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
902,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
903,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
904,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
905,Forest,Water,Wetland,Water,Wetland,Water,NULL,Grassland
906,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
907,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
908,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
909,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
910,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
911,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
912,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
913,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
914,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
915,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
916,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Water
917,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
918,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
919,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
920,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
921,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
922,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
923,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
924,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
925,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
926,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
927,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
928,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
929,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
930,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
931,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
932,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
933,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
934,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
935,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
936,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
937,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
938,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
939,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
940,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
941,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
942,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
943,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
944,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
945,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
946,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
947,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
948,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
949,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
950,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
951,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
952,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
953,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
954,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
955,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
956,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
957,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
958,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
959,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
960,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
961,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
962,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
963,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
964,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
965,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
966,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
967,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
968,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
969,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
970,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
971,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
972,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
973,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
974,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
975,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
976,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
977,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
978,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
979,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
980,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Water
981,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
982,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
983,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
984,Forest,Water,Built-up,Water,Non_Wetland,Water,NULL,Grassland
985,Forest,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
986,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
987,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
988,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
989,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
990,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
991,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
992,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
993,Forest,Water,Water,NULL,Water,NULL,Water,Water
994,Forest,Water,Water,NULL,Water,NULL,Water,Forest
995,Forest,Water,Water,NULL,Water,NULL,Forest,Water
996,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
997,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
998,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
999,Forest,Water,Water,NULL,Water,Water,NULL,Water
1000,Forest,Water,Water,NULL,Water,Water,NULL,Forest
1001,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1002,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1003,Forest,Water,Water,NULL,Water,Water,Water,Water
1004,Forest,Water,Water,NULL,Water,Water,Water,Forest
1005,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
1006,Forest,Water,Water,NULL,Water,Water,Forest,Water
1007,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1008,Forest,Water,Water,NULL,Water,Forest,NULL,Water
1009,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
1010,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1011,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1012,Forest,Water,Water,NULL,Water,Forest,Water,Water
1013,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1014,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1015,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1016,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1017,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1018,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1019,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1020,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1021,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
1022,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1023,Forest,Water,Water,Non_Water,Water,Bareland,Water,Grassland
1024,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
1025,Forest,Water,Water,Non_Water,Water,Water,NULL,Grassland
1026,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
1027,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
1028,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1029,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1030,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
1031,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1032,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1033,Forest,Water,Water,Non_Water,Water,Water,Forest,Grassland
1034,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1035,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1036,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
1037,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
1038,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
1039,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1040,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1041,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1042,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
1043,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1044,Forest,Water,Water,Water,Water,NULL,NULL,Water
1045,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1046,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
1047,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1048,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1049,Forest,Water,Water,Water,Water,NULL,Water,Grassland
1050,Forest,Water,Water,Water,Water,NULL,Water,Water
1051,Forest,Water,Water,Water,Water,NULL,Water,Forest
1052,Forest,Water,Water,Water,Water,NULL,Forest,Water
1053,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1054,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1055,Forest,Water,Water,Water,Water,Bareland,NULL,Water
1056,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
1057,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
1058,Forest,Water,Water,Water,Water,Bareland,Water,Water
1059,Forest,Water,Water,Water,Water,Bareland,Forest,Water
1060,Forest,Water,Water,Water,Water,Water,NULL,Grassland
1061,Forest,Water,Water,Water,Water,Water,NULL,Water
1062,Forest,Water,Water,Water,Water,Water,NULL,Forest
1063,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1064,Forest,Water,Water,Water,Water,Water,Wetland,Water
1065,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1066,Forest,Water,Water,Water,Water,Water,Built-up,Grassland
1067,Forest,Water,Water,Water,Water,Water,Water,Grassland
1068,Forest,Water,Water,Water,Water,Water,Water,Water
1069,Forest,Water,Water,Water,Water,Water,Water,Forest
1070,Forest,Water,Water,Water,Water,Water,Forest,Water
1071,Forest,Water,Water,Water,Water,Water,Forest,Forest
1072,Forest,Water,Water,Water,Water,Forest,NULL,Water
1073,Forest,Water,Water,Water,Water,Forest,NULL,Forest
1074,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1075,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1076,Forest,Water,Water,Water,Water,Forest,Water,Water
1077,Forest,Water,Water,Water,Water,Forest,Water,Forest
1078,Forest,Water,Water,Water,Water,Forest,Forest,Water
1079,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1080,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1081,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1082,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1083,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1084,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1085,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1086,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1087,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1088,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1089,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1090,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1091,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1092,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1093,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1094,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1095,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1096,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1097,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1098,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1099,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
1100,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1101,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1102,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1103,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1104,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1105,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1106,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1107,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1108,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1109,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1110,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1111,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1112,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1113,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1114,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1115,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1116,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1117,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1118,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1119,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1120,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1121,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1122,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1123,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1124,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
1125,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1126,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1127,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1128,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1129,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1130,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1131,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1132,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1133,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1134,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1135,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1136,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1137,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1138,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1139,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
1140,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
1141,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
1142,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1143,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1144,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1145,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
