Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHD_M_R
1031,Wetland,Wetland,Water,Water,Water,NULL,NULL,NULL
1032,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1033,Wetland,Wetland,Water,Water,Water,NULL,NULL,Cropland
1034,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1035,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1036,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1037,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1038,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1039,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1040,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1041,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1042,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1043,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1044,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1045,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1046,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1047,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1048,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1049,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1050,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1051,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1052,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1054,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1055,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1057,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1058,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1059,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1060,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1061,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1062,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1063,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1064,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1065,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1066,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1067,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1068,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1069,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1070,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1071,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1072,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1073,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1075,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1076,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1077,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1078,Wetland,Water,Water,Water,Water,NULL,NULL,NULL
1079,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1080,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1081,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1082,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1083,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1084,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1085,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1086,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1087,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1088,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1089,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1090,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1091,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1093,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1094,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1095,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1097,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1098,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1099,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1100,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1101,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1102,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1103,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1104,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1105,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1106,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1107,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1108,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1109,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1110,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1111,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1112,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1113,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1114,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1116,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1117,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
1118,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1119,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1120,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1121,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1122,Wetland,Forest,Water,Water,Water,NULL,NULL,NULL
1123,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1124,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1125,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1126,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1127,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1128,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1130,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1131,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1132,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1133,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1134,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1135,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1136,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1137,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1138,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1140,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1141,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1142,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1143,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1144,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1145,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1146,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1147,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1148,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1149,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1150,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1151,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1152,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1153,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1154,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1155,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1156,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1157,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1158,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1159,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1160,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1161,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1162,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1163,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1164,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1165,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1166,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1167,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1168,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1169,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1170,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1171,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1173,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1175,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1177,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1178,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1179,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1180,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1181,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1182,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1183,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1184,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1185,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1188,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1189,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1190,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1191,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1193,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1194,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1195,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1196,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1197,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1198,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1199,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1200,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1201,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1202,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1203,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1204,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1205,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1206,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1207,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1208,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1209,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1210,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1211,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1212,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1213,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1214,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1215,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1216,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1217,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1218,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1219,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1220,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1221,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1222,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1223,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1224,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1225,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1226,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1227,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1229,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1230,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1231,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1232,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1233,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1234,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1235,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1236,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1237,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1238,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1239,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1240,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1241,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1242,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1243,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1244,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1245,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1246,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1247,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1248,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1249,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1250,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1251,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1252,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1253,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1254,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1255,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1256,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1257,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1258,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1260,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1261,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1262,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1263,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1264,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1265,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1266,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1267,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1268,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1269,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1271,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1272,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1273,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1274,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1275,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1276,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1277,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1278,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1279,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1280,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1281,Water,NULL,Water,Water,Water,NULL,NULL,NULL
1282,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1283,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1284,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1285,Water,NULL,Water,Water,Water,NULL,NULL,Water
1286,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1287,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1288,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1289,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1290,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1291,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1292,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1293,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1294,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1295,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1296,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1297,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1298,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1299,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1300,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1301,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1302,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1303,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1304,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1305,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1306,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1307,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1308,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1309,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1310,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1311,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1312,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1313,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1314,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1315,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1316,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1317,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1318,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1319,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1320,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1321,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1322,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1323,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1324,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1326,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1327,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1328,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1329,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1330,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1331,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1332,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1333,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1334,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1335,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1336,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1337,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1338,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1339,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1340,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1341,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1342,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1343,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1344,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1345,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1346,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1347,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1348,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1349,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1350,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1351,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1352,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1353,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1354,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1355,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1356,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1357,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1358,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1359,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1360,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1361,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1362,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1363,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1364,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1365,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1366,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1367,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1368,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1369,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1370,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1371,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1372,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1373,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1374,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1375,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1376,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1377,Water,Wetland,Water,NULL,Water,NULL,NULL,NULL
1378,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1379,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1380,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1381,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1382,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
