Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXD_M_R
13320,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13321,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13322,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13323,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13324,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13325,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
13326,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
13327,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13328,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
13329,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Water
13330,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
13331,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13332,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13333,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
13334,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13335,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
13336,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13337,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
13338,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13339,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13340,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
13341,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
13342,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
13343,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
13344,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,NULL
13345,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
13346,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
13347,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
13348,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
13349,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
13350,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
13351,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,NULL
13352,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
13353,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
13354,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
13355,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
13356,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
13357,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
13358,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Water
13359,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
13360,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Grassland
13361,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
13362,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
13363,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
13364,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
13365,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
13366,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
13367,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
13368,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
13369,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
13370,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
13371,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
13372,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
13373,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
13374,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
13375,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
13376,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
13377,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
13378,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
13379,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
13380,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
13381,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
13382,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
13383,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
13384,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
13385,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
13386,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
13387,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
13388,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
13389,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
13390,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,NULL
13391,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
13392,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
13393,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
13394,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
13395,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
13396,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,NULL
13397,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
13398,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
13399,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,NULL
13400,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Water
13401,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13402,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
13403,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
13404,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
13405,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Grassland
13406,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
13407,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
13408,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13409,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
13410,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
13411,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13412,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Forest,Forest
13413,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Forest
13414,Forest,Wetland,Water,NULL,Water,Shrubland,Water,NULL
13415,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Water
13416,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Forest
13417,Forest,Wetland,Water,NULL,Water,Wetland,Shrubland,Forest
13418,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
13419,Forest,Wetland,Water,NULL,Water,Water,Shrubland,Forest
13420,Forest,Wetland,Water,NULL,Water,Water,Water,Water
13421,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
13422,Forest,Wetland,Water,NULL,Water,Water,Forest,Water
13423,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
13424,Forest,Wetland,Water,NULL,Water,Forest,Shrubland,Forest
13425,Forest,Wetland,Water,NULL,Water,Forest,Water,Water
13426,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
13427,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
13428,Forest,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Forest
13429,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,NULL
13430,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
13431,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
13432,Forest,Wetland,Water,Non_Water,Water,Water,Shrubland,NULL
13433,Forest,Wetland,Water,Non_Water,Water,Water,Shrubland,Forest
13434,Forest,Wetland,Water,Non_Water,Water,Water,Water,NULL
13435,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
13436,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
13437,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
13438,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Grassland
13439,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Forest
13440,Forest,Wetland,Water,Non_Water,Water,Forest,Shrubland,Forest
13441,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Grassland
13442,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Water
13443,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
13444,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Grassland
13445,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
13446,Forest,Wetland,Water,Water,Water,Water,Shrubland,NULL
13447,Forest,Wetland,Water,Water,Water,Water,Water,Water
13448,Forest,Wetland,Water,Water,Water,Water,Water,Forest
13449,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
13450,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Water
13451,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Forest
13452,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
13453,Forest,Wetland,Water,Water,Water,Forest,Forest,Water
13454,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
13455,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13456,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13457,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13458,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
13459,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13460,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
13461,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
13462,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
13463,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
13464,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13465,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
13466,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
13467,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
13468,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
13469,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
13470,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
13471,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
13472,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
13473,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
13474,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
13475,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
13476,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
13477,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
13478,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
13479,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13480,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
13481,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
13482,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
13483,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13484,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,NULL
13485,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
13486,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
13487,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
13488,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13489,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
13490,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13491,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13492,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13493,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13494,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
13495,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13496,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
13497,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13498,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
13499,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
13500,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
13501,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
13502,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
13503,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
13504,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
13505,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,NULL
13506,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
13507,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
13508,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
13509,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
13510,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
13511,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
13512,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Water
13513,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
13514,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
13515,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
13516,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
13517,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13518,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
13519,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
13520,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
13521,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
13522,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
13523,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
13524,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
13525,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13526,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13527,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13528,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
13529,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13530,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
13531,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13532,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13533,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13534,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13535,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13536,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13537,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13538,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13539,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13540,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
13541,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13542,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13543,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
13544,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
13545,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
13546,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13547,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
13548,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13549,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13550,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
13551,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13552,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
13553,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
13554,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13555,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13556,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
13557,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13558,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
13559,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
13560,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13561,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
13562,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,NULL
13563,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
13564,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
13565,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
13566,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
13567,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13568,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
13569,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
13570,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
13571,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
13572,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
13573,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
13574,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
13575,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
13576,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
13577,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
13578,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
13579,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13580,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
13581,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
13582,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13583,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13584,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13585,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
13586,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13587,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13588,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13589,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13590,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13591,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13592,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13593,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13594,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13595,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
13596,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
13597,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13598,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13599,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13600,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13601,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13602,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13603,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13604,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13605,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13606,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13607,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13608,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13609,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13610,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13611,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13612,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13613,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13614,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13615,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
13616,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13617,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13618,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13619,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13620,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13621,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13622,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13623,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13624,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13625,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13626,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13627,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13628,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13629,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13630,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13631,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13632,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13633,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
13634,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
13635,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13636,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
13637,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
13638,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13639,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13640,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13641,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13642,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13643,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
13644,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
13645,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
13646,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13647,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13648,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
13649,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13650,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13651,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
