Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGG_M_R
1055,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1056,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1057,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1058,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1059,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1060,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1061,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1062,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1063,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1064,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1065,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1066,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1068,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1069,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1070,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1071,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1072,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1073,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1074,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1075,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1076,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1077,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1078,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1079,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1080,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1081,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1082,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1083,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1084,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1085,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1086,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1087,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1088,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1089,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1090,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1091,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1092,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1093,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1094,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1095,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1096,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1097,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1098,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1099,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1100,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1101,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1102,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1103,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1104,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1105,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1106,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1107,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1108,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1109,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1110,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1111,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1112,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1113,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1114,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1115,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1116,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1117,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1118,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1119,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1120,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1121,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1122,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1123,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1124,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1125,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1126,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1127,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1128,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1130,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1131,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1132,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1133,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1134,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1135,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1136,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1137,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1138,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1139,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1140,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1141,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1142,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1143,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1144,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1145,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1146,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1147,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1148,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1149,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1150,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1151,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1152,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1153,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1154,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1155,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1156,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1157,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1158,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1159,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1160,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1161,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1162,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1163,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1164,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1165,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1166,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1167,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1168,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1169,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1170,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1171,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1172,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1173,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1174,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1175,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1176,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1177,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1178,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1179,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1180,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1181,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1182,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1183,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1184,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1185,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1186,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1187,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1188,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1189,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1190,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1191,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1192,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1193,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1194,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1195,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1196,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1197,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1198,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1199,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1200,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1201,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1202,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1203,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1204,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1205,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1206,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1207,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1208,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1209,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1210,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1211,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1212,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1213,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1214,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1215,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1216,Water,Water,Water,NULL,Water,NULL,NULL,Water
1217,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1218,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1219,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1220,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1221,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1222,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1223,Water,Water,Water,Water,Water,NULL,NULL,NULL
1224,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1225,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1226,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1227,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1228,Water,Water,Water,Water,Water,NULL,NULL,Water
1229,Water,Water,Water,Water,Water,NULL,NULL,Forest
1230,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1231,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1232,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1233,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1234,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1235,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1236,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1237,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1238,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1239,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1240,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1241,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1242,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1243,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1244,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1245,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1246,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1247,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1248,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1249,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1250,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1251,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1252,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1253,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1254,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1255,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1256,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1257,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1258,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1259,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1260,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1261,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1262,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1263,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1264,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1265,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1266,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1267,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1268,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1269,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1270,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1271,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1272,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1273,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1274,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1275,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1276,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1277,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1278,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1279,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1280,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
1281,Water,Forest,Water,Water,Water,NULL,NULL,Water
1282,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1283,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1284,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1285,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1286,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1287,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1288,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1289,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1290,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1291,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1292,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1293,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1294,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1295,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1296,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1297,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1298,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1299,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1300,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1301,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1302,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1303,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1304,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1305,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1306,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1307,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1308,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1309,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
1310,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1311,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1312,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1313,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1314,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1316,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1317,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1318,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1319,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1320,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1321,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1322,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
1323,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1324,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1326,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1328,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1329,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1330,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1331,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1332,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1333,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1334,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1335,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1336,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1337,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1338,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1339,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1340,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1341,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1342,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1343,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1344,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1345,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1346,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1347,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1348,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1349,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1350,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1351,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1352,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1353,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1354,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1355,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1356,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1357,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1358,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1359,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1360,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1361,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1362,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1363,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1364,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1365,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1366,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1367,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1368,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1369,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1370,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1371,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1372,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1373,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1374,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1375,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1376,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1377,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1378,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1379,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1380,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1381,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1382,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1383,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1384,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1385,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1386,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1387,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1388,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1389,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1390,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1391,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1392,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1393,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1394,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1395,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1396,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1397,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1398,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1399,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1400,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1401,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1402,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1403,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1404,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1405,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1406,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
