Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHF_M_R
19391,Forest,Cropland,Water,Non_Water,Water,Grassland,NULL,NULL
19392,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Forest
19393,Forest,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
19394,Forest,Cropland,Water,Non_Water,Water,Wetland,Forest,Water
19395,Forest,Cropland,Water,Non_Water,Water,Wetland,Forest,Forest
19396,Forest,Cropland,Water,Non_Water,Water,Bareland,Water,Forest
19397,Forest,Cropland,Water,Non_Water,Water,Water,Water,Water
19398,Forest,Cropland,Water,Non_Water,Water,Water,Water,Forest
19399,Forest,Cropland,Water,Non_Water,Water,Forest,NULL,Forest
19400,Forest,Cropland,Water,Non_Water,Water,Forest,Grassland,Forest
19401,Forest,Cropland,Water,Non_Water,Water,Forest,Water,Forest
19402,Forest,Cropland,Water,Water,Water,NULL,Water,Water
19403,Forest,Cropland,Water,Water,Water,Shrubland,NULL,Water
19404,Forest,Cropland,Water,Water,Water,Cropland,NULL,Cropland
19405,Forest,Cropland,Water,Water,Water,Bareland,Water,Water
19406,Forest,Cropland,Water,Water,Water,Water,NULL,Water
19407,Forest,Cropland,Water,Water,Water,Water,Shrubland,Grassland
19408,Forest,Cropland,Water,Water,Water,Water,Water,Water
19409,Forest,Cropland,Water,Water,Water,Forest,Water,Forest
19410,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
19411,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
19412,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
19413,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
19414,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
19415,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
19416,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
19417,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
19418,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
19419,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
19420,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
19421,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
19422,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
19423,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
19424,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
19425,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
19426,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
19427,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
19428,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
19429,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
19430,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
19431,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
19432,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
19433,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
19434,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
19435,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
19436,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
19437,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
19438,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
19439,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
19440,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19441,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19442,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19443,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19444,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19445,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
19446,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19447,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
19448,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
19449,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19450,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
19451,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
19452,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
19453,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19454,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Water
19455,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
19456,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
19457,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
19458,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
19459,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
19460,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
19461,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
19462,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
19463,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
19464,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
19465,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
19466,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
19467,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19468,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19469,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
19470,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
19471,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
19472,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
19473,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
19474,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
19475,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
19476,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
19477,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
19478,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
19479,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
19480,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
19481,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
19482,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
19483,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
19484,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
19485,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
19486,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
19487,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
19488,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
19489,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
19490,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
19491,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Bareland
19492,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
19493,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
19494,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
19495,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
19496,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
19497,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
19498,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
19499,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
19500,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
19501,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
19502,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
19503,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
19504,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
19505,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
19506,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
19507,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
19508,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19509,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Cropland
19510,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
19511,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
19512,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
19513,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
19514,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
19515,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
19516,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
19517,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
19518,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
19519,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
19520,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
19521,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
19522,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
19523,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
19524,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
19525,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
19526,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
19527,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
19528,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19529,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
19530,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19531,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
19532,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
19533,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
19534,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
19535,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
19536,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
19537,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
19538,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
19539,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
19540,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
19541,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
19542,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
19543,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
19544,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
19545,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
19546,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
19547,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
19548,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
19549,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
19550,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
19551,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
19552,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
19553,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
19554,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
19555,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
19556,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
19557,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
19558,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
19559,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
19560,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
19561,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
19562,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
19563,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
19564,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
19565,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
19566,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Water
19567,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
19568,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
19569,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
19570,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
19571,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
19572,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
19573,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
19574,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19575,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
19576,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
19577,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
19578,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Cropland
19579,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
19580,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19581,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
19582,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
19583,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
19584,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19585,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19586,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19587,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
19588,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19589,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19590,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19591,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
19592,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
19593,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
19594,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19595,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19596,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
19597,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
19598,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
19599,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
19600,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19601,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
19602,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
19603,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
19604,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
19605,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Cropland
19606,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
19607,Forest,Cropland,Forest,Water,Non_Wetland,Water,Water,Grassland
19608,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Grassland
19609,Forest,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Forest
19610,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
19611,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
19612,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
19613,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Water
19614,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
19615,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
19616,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
19617,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
19618,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
19619,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
19620,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
19621,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
19622,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
19623,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
19624,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
19625,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
19626,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
19627,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
19628,Forest,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Water
19629,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
19630,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
19631,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Water
19632,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Water
19633,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
19634,Forest,Wetland,Water,Water,Water,NULL,Water,Water
19635,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
19636,Forest,Wetland,Water,Water,Water,Water,Water,Water
19637,Forest,Wetland,Water,Water,Water,Forest,Forest,Water
19638,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
19639,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
19640,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Water
19641,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
19642,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
19643,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
19644,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
19645,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
19646,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
19647,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
19648,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
19649,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
19650,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
19651,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
19652,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
19653,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19654,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
19655,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
19656,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
19657,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
19658,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
19659,Forest,Bareland,Wetland,Water,Wetland,NULL,Water,Water
19660,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
19661,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
19662,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
19663,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
19664,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
19665,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
19666,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
19667,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
19668,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
19669,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
19670,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
19671,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,NULL
19672,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
19673,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
19674,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
19675,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
19676,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
19677,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
19678,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19679,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19680,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19681,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
19682,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
19683,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
19684,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
19685,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
19686,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
19687,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
19688,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19689,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
19690,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
19691,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
19692,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
19693,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
19694,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
19695,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
19696,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
19697,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
19698,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
19699,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
19700,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
19701,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
19702,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,NULL
19703,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
19704,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
19705,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
19706,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
19707,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
19708,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
19709,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
19710,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
19711,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
19712,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
19713,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
19714,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
19715,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
19716,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
19717,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
19718,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
19719,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
19720,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
