Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVP_M_R
1035,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1036,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1037,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1038,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1039,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1040,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1041,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1042,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1043,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1044,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1045,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1046,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1047,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1048,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1049,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1050,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1051,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1052,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1053,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1054,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1055,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1057,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1058,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1059,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1060,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1061,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1062,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1063,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1065,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1066,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1067,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1068,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1069,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1070,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1071,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1072,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1073,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1074,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1075,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1076,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1077,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1078,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1079,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1080,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1081,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1082,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1083,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1085,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1086,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1087,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1088,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1089,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1090,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1091,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1092,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1093,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1094,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1095,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1096,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1097,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1098,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1099,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1100,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1101,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1102,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1103,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1104,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1105,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1106,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1107,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1108,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1109,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1111,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1112,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1113,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1114,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1115,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1116,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1117,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1118,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1119,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1120,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1122,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1123,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1124,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1125,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1126,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1127,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1128,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1130,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1131,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1132,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1133,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1134,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1135,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1136,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1137,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1138,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1139,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1140,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1142,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1143,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1144,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1146,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1148,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1149,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1150,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
1151,Cropland,Water,Water,NULL,Water,NULL,NULL,Cropland
1152,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
1153,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1154,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1155,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1156,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1157,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1158,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1159,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1160,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1161,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1162,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1163,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1164,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1166,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1167,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1168,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1169,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1170,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1171,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1172,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1173,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1174,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1175,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1176,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1177,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1178,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1179,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1180,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1181,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1182,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1183,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1184,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1185,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1186,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1187,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1188,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1189,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1190,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1191,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1192,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1193,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1194,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1195,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1196,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1197,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1198,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1199,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1200,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1201,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1202,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1203,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1204,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1205,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1206,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1207,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1208,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1209,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1210,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1211,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1212,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1213,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1214,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1215,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1216,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1217,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1218,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1219,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1220,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1221,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1222,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1223,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1224,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1225,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1226,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1227,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1228,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1229,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1230,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1231,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1232,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1233,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1234,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1235,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1236,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1237,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1238,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1239,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1240,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1241,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1242,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1243,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1244,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1245,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1246,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1247,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1248,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1249,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1250,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1251,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1252,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1253,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1254,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1255,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1256,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1257,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1258,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1259,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1260,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1261,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1262,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1263,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1264,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1265,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1266,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1267,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1268,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1269,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1270,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1271,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1272,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1273,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1274,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1275,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1276,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1277,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1278,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1279,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1280,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1281,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1282,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1283,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1284,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1285,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1286,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1287,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1288,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1289,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1290,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1291,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1292,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1293,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1294,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1295,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1296,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1297,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1298,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1299,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1300,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1301,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1302,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
1303,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1304,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1305,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1306,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1307,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1308,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1309,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1310,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1311,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1312,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1313,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1314,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1315,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1316,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1317,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1318,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1320,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1321,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1322,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1323,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1324,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1326,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1327,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1328,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1329,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1330,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1331,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1332,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1333,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1334,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1335,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1336,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1337,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1338,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1339,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1340,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1341,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1342,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1343,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1344,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1345,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1346,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1347,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1348,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1349,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1350,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1351,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1352,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1353,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1354,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1355,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1356,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1357,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1358,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1359,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1360,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1361,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1362,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1363,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1364,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1365,Wetland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1366,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1367,Wetland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1368,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1369,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1370,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1371,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1372,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1373,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
