Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXR_M_R
690,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
691,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
692,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
693,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
694,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
695,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
696,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
697,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
698,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
699,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
700,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
701,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
702,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
703,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
704,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
705,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
706,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
707,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
708,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
709,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
710,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
711,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
712,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
713,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
714,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
715,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
716,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
717,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
718,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
719,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
720,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
721,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
722,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
723,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
724,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
725,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
726,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
727,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
728,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
729,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
730,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
731,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
732,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
733,Water,NULL,Water,Water,Water,NULL,NULL,Forest
734,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
735,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
736,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
737,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
738,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
739,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
740,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
741,Water,Wetland,Water,Water,Water,NULL,NULL,Water
742,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
743,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
744,Water,Bareland,Water,Water,Water,NULL,NULL,Water
745,Water,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
746,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
747,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
748,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
749,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
750,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
751,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
752,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
753,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
754,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
755,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
756,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
757,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
758,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
759,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
760,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
761,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
762,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
763,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
764,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
765,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
766,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
767,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
768,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
769,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
770,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
771,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
772,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
773,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
774,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
775,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
776,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
777,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
778,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
779,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
780,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
781,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
782,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
783,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
784,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
785,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
786,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
787,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
788,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
789,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
790,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
791,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
792,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
793,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
794,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
795,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
796,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
797,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
798,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
799,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
800,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
801,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
802,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
803,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
804,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
805,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
806,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
807,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
808,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
809,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
810,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
811,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
812,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
813,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
814,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
815,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
816,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
817,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
818,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
819,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
820,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
821,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
822,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
823,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
824,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
825,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
826,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
827,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
828,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
829,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
830,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
831,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
832,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
833,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
834,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
835,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
836,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
837,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
838,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
839,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
840,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
841,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
842,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
843,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
844,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
845,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
846,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
847,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
848,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
849,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
850,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
851,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
852,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
853,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
854,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
855,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
856,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
857,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
858,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
859,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
860,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
861,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
862,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
863,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
864,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
865,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
866,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
867,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
868,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
869,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
870,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
871,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
872,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
873,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
874,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
875,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
876,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
877,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
878,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
879,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
880,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
881,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
882,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
883,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
884,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
885,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
886,Water,Water,Water,NULL,Water,NULL,NULL,Water
887,Water,Water,Water,NULL,Water,NULL,NULL,Forest
888,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
889,Water,Water,Water,NULL,Water,Grassland,Water,Water
890,Water,Water,Water,NULL,Water,Grassland,Water,Forest
891,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
892,Water,Water,Water,NULL,Water,Bareland,Water,Water
893,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
894,Water,Water,Water,NULL,Water,Water,Grassland,Forest
895,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
896,Water,Water,Water,NULL,Water,Water,Wetland,Water
897,Water,Water,Water,NULL,Water,Water,Wetland,Forest
898,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
899,Water,Water,Water,NULL,Water,Water,Water,Grassland
900,Water,Water,Water,NULL,Water,Water,Water,Bareland
901,Water,Water,Water,NULL,Water,Water,Water,Water
902,Water,Water,Water,NULL,Water,Water,Water,Forest
903,Water,Water,Water,NULL,Water,Water,Forest,Bareland
904,Water,Water,Water,NULL,Water,Water,Forest,Water
905,Water,Water,Water,NULL,Water,Water,Forest,Forest
906,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
907,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
908,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
909,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
910,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
911,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
912,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
913,Water,Water,Water,Water,Water,NULL,NULL,Grassland
914,Water,Water,Water,Water,Water,NULL,NULL,Wetland
915,Water,Water,Water,Water,Water,NULL,NULL,Bareland
916,Water,Water,Water,Water,Water,NULL,NULL,Water
917,Water,Water,Water,Water,Water,NULL,NULL,Forest
918,Water,Water,Water,Water,Water,Water,Wetland,Forest
919,Water,Water,Water,Water,Water,Water,Water,Bareland
920,Water,Water,Water,Water,Water,Water,Water,Forest
921,Water,Water,Water,Water,Water,Water,Forest,Water
922,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
923,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
924,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
925,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
926,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
927,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
928,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
929,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
930,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
931,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
932,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
933,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
934,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
935,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
936,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
937,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
938,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
939,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
940,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
941,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
942,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
943,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
944,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
945,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
946,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
947,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
948,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
949,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
950,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
951,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
952,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
953,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
954,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
955,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
956,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
957,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
958,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
959,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
960,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
961,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
962,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
963,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
964,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
965,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
966,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
967,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
968,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
969,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
970,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
971,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
972,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
973,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
974,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
975,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
976,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
977,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
978,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
979,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
980,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
981,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
982,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
983,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
984,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
985,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
986,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
987,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
988,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
989,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
990,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
991,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
992,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
993,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
994,Water,Forest,Water,NULL,Water,NULL,NULL,Water
995,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
996,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
997,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
998,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
999,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
1000,Water,Forest,Water,Water,Water,NULL,NULL,Water
1001,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1002,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1004,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1005,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1006,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1007,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1008,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
1009,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1010,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1011,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1012,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1013,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1014,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1015,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1016,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1017,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1018,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1019,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1021,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1022,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1023,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1024,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1025,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1026,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1027,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1028,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1029,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1030,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1031,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1032,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1033,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1035,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1036,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1037,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1038,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1039,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1040,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1042,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1043,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1044,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1045,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1046,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1047,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1048,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1049,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1050,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1052,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1053,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1054,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1055,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1056,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1057,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1058,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1059,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1060,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
