Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYB_M_R
701,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
702,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
703,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
704,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
705,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
706,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
707,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
708,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
709,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
710,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
711,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
712,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
713,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
714,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
715,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
716,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
717,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
718,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
719,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
720,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
721,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
722,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
723,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
724,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
725,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
726,Wetland,Water,Water,Water,Water,NULL,NULL,Water
727,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
728,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
729,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
730,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
731,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
732,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
733,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
734,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
735,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
736,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
737,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
738,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
739,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
740,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
741,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
742,Wetland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
743,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
744,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
745,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
746,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
747,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
748,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
749,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
750,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
751,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
752,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
753,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
754,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
755,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
756,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
757,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
758,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
759,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
760,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
761,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
762,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
763,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
764,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
765,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
766,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
767,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
768,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
769,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
770,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
771,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
772,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
773,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
774,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
775,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
776,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
777,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
778,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
779,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
780,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
781,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
782,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
783,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
784,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
785,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
786,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
787,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
788,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
789,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
790,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
791,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
792,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
793,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
794,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
795,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
796,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
797,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
798,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
799,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
800,Bareland,Water,Water,Water,Water,NULL,NULL,Water
801,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
802,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
803,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
804,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
805,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
806,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
807,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
808,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
809,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
810,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
811,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
812,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
813,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
814,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
815,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
816,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
817,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
818,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
819,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
820,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
821,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
822,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
823,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
824,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
825,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
826,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
827,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
828,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
829,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
830,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
831,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
832,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
833,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
834,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
835,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
836,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
837,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
838,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
839,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
840,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
841,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
842,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
843,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
844,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
845,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
846,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
847,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
848,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
849,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
850,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
851,Water,NULL,Water,NULL,Water,NULL,NULL,Water
852,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
853,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
854,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
855,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
856,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
857,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
858,Water,NULL,Water,Water,Water,NULL,NULL,Water
859,Water,NULL,Water,Water,Water,NULL,NULL,Forest
860,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
861,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
862,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
863,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
864,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
865,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
866,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
867,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
868,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
869,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
870,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
871,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
872,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
873,Water,Cropland,Water,Water,Water,NULL,NULL,Water
874,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
875,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
877,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
878,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
879,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
880,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
881,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
882,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
883,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
884,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
885,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
886,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
887,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
888,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
889,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
890,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
891,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
892,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
893,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
894,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
895,Water,Wetland,Water,Water,Water,NULL,NULL,Water
896,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
897,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
898,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
899,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
900,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
901,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
902,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
903,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
904,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
905,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
906,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
907,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
908,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
909,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
910,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
911,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
912,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
913,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
914,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
915,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
916,Water,Bareland,Water,Water,Water,NULL,NULL,Water
917,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
918,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
919,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
920,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
921,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
922,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
923,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
924,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
925,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
926,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
927,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
928,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
929,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
930,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
931,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
932,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
933,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
934,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
935,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
936,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
937,Water,Built-up,Water,Water,Water,NULL,NULL,Water
938,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
939,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
940,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
941,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
942,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
943,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
944,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
945,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
946,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
947,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
948,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
949,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
950,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
951,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
952,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
953,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
954,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
955,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
956,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
957,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
958,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
959,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
960,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
961,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
962,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
963,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
964,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
965,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
966,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
967,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
968,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
969,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
970,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
971,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
972,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
973,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
974,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
975,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
976,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
977,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
978,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
979,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
980,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
981,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
982,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
983,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
984,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
985,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
986,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
987,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
988,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
989,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
990,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
991,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
992,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
993,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
994,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
995,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
996,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
997,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
998,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
999,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1000,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1001,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1003,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1004,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1005,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1006,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1007,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1008,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1009,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1010,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1011,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1012,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1013,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1015,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1016,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1017,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1018,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1019,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1020,Water,Water,Water,NULL,Water,NULL,NULL,Water
1021,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1022,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1023,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1024,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1025,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1026,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1027,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1028,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1029,Water,Water,Water,Water,Water,NULL,NULL,Water
1030,Water,Water,Water,Water,Water,NULL,NULL,Forest
1031,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1033,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1034,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1035,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1037,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1038,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1039,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1040,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1041,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1042,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1044,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1045,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1046,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1047,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1049,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1050,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1052,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1053,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1054,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1055,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1056,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1057,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1058,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1059,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1060,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1061,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1062,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1063,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1064,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1065,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1066,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1067,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1068,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1069,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1070,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
