Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKG_M_R
3461,Permanent_ice_and_snow,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3462,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3463,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3464,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Forest
3465,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3466,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3467,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3468,Permanent_ice_and_snow,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
3469,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3470,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3471,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3472,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3473,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3474,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3475,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3476,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3477,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3478,Permanent_ice_and_snow,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3479,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3480,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3481,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
3482,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
3483,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3484,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3485,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3486,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Grassland
3487,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
3488,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3489,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3490,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3491,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3492,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3493,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3494,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3495,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3496,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3497,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3498,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3499,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3500,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3501,Permanent_ice_and_snow,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3502,Permanent_ice_and_snow,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3503,Permanent_ice_and_snow,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3504,Permanent_ice_and_snow,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3505,Permanent_ice_and_snow,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3506,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3507,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3508,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
3509,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
3510,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3511,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3512,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3513,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3514,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3515,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3516,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3517,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3518,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3519,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3520,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3521,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3522,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3523,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3524,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3525,Permanent_ice_and_snow,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3526,Permanent_ice_and_snow,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3527,Permanent_ice_and_snow,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3528,Permanent_ice_and_snow,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3529,Permanent_ice_and_snow,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
3530,Permanent_ice_and_snow,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3531,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3532,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3533,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3534,Permanent_ice_and_snow,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3535,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3536,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
3537,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
3538,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
3539,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3540,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3541,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3542,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3543,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
3544,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
3545,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
3546,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
3547,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
3548,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3549,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3550,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3551,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3552,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3553,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3554,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3555,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3556,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3557,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3558,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
3559,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3560,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3561,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3562,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3563,Permanent_ice_and_snow,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3564,Permanent_ice_and_snow,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3565,Permanent_ice_and_snow,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3566,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
3567,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
3568,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
3569,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Forest
3570,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
3571,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
3572,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Water
3573,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Grassland
3574,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
3575,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
3576,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Forest
3577,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3578,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3579,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3580,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3581,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3582,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3583,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3584,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3585,Permanent_ice_and_snow,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3586,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3587,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3588,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
3589,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3590,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3591,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3592,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3593,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3594,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3595,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3596,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3597,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3598,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3599,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3600,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3601,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3602,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3603,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3604,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3605,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3606,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3607,Permanent_ice_and_snow,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3608,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3609,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3610,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
3611,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3612,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3613,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3614,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3615,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3616,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3617,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3618,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
3619,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3620,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3621,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3622,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3623,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3624,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3625,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3626,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3627,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3628,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3629,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3630,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3631,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3632,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3633,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3634,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3635,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3636,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3637,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3638,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3639,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3640,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3641,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
3642,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3643,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3644,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3645,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3646,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3647,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3648,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3649,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3650,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3651,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
3652,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3653,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
3654,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3655,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3656,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3657,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3658,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3659,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3660,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3661,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3662,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3663,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3664,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
3665,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3666,Permanent_ice_and_snow,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
3667,Permanent_ice_and_snow,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
3668,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3669,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3670,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3671,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3672,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3673,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3674,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3675,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3676,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3677,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
3678,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3679,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3680,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3681,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3682,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3683,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3684,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3685,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3686,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3687,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
3688,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
3689,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
3690,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
3691,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
3692,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3693,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Bareland
3694,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
3695,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
3696,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
3697,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
3698,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
3699,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
3700,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3701,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3702,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3703,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3704,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3705,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3706,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3707,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3708,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3709,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3710,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3711,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3712,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3713,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3714,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3715,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3716,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3717,Permanent_ice_and_snow,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3718,Permanent_ice_and_snow,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3719,Permanent_ice_and_snow,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3720,Permanent_ice_and_snow,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3721,Permanent_ice_and_snow,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3722,Permanent_ice_and_snow,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
3723,Permanent_ice_and_snow,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3724,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3725,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3726,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3727,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3728,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3729,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3730,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3731,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3732,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3733,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3734,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3735,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3736,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3737,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3738,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3739,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3740,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
