Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHS_M_R
342,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
343,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
344,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
345,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
346,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
347,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
348,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
349,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
350,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
351,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
352,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
353,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
354,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
355,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
356,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
357,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
358,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
359,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
360,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
361,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
362,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
363,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
364,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
365,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
366,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
367,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
368,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
369,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
370,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
371,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
372,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
373,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
374,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
375,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
376,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
377,NULL,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
378,NULL,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
379,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
380,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
381,NULL,Wetland,Water,Non_Water,Water,Water,Water,Water
382,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
383,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
384,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Forest
385,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
386,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
387,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
388,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
389,NULL,Wetland,Water,Water,Water,Water,Water,Water
390,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
391,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
392,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
393,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
394,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
395,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
396,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
397,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
398,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
399,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
400,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
401,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
402,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
403,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
404,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
405,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
406,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
407,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
408,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
409,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
410,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
411,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
412,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
413,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
414,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
415,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
416,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
417,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
418,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
419,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
420,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
421,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
422,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
423,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
424,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
425,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
426,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
427,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
428,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
429,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
430,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Bareland,Forest
431,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
432,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
433,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
434,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Forest,Forest
435,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
436,NULL,Built-up,NULL,Water,Non_Wetland,Water,Bareland,Grassland
437,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
438,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
439,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
440,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
441,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
442,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
443,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
444,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
445,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
446,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
447,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
448,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
449,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
450,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
451,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
452,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
453,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
454,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
455,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
456,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
457,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
458,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
459,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
460,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
461,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
462,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
463,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
464,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
465,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
466,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
467,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
468,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
469,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Forest
470,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
471,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
473,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
474,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
475,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
476,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
477,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
478,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
479,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
480,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
481,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
482,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
483,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
484,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
485,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
486,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
487,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
488,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
489,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
490,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
491,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
492,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
493,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
494,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
495,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
496,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
497,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
498,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
499,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
500,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
501,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
502,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
503,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
504,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
505,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
506,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
507,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
508,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
509,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
510,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
511,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Forest
512,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
513,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Water,Grassland
514,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
515,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
516,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
517,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
518,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
519,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
520,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
521,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
522,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
523,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
524,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
525,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
526,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
527,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
528,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
529,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
530,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
531,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
532,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
533,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
534,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
535,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
536,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
537,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
538,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
539,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
540,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Water
541,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
542,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
543,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
544,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
545,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
546,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
547,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Grassland
548,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Built-up
549,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
550,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
551,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
552,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
553,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
554,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
555,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
556,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
557,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
558,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
559,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
560,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
561,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
562,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
563,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
564,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
565,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
566,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
567,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Water
568,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
569,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
570,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
571,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
572,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
573,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
574,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
575,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
576,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
577,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
578,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
579,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
580,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
581,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
582,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
583,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
584,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
585,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
586,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
587,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
588,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
589,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
590,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
591,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
592,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
593,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
594,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
595,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
596,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
597,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
598,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
599,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
600,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
601,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Forest
602,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
603,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
604,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
605,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Water
606,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
607,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Forest
608,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
609,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
610,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
611,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
612,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Water
613,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
614,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
615,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
616,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
617,NULL,Built-up,Water,NULL,Water,Grassland,Wetland,Grassland
618,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Grassland
619,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
620,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
621,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
622,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Grassland
623,NULL,Built-up,Water,Water,Water,Bareland,Water,Water
624,NULL,Built-up,Water,Water,Water,Water,Wetland,Forest
625,NULL,Built-up,Water,Water,Water,Water,Bareland,Forest
626,NULL,Built-up,Water,Water,Water,Water,Water,Grassland
627,NULL,Built-up,Water,Water,Water,Water,Water,Built-up
628,NULL,Built-up,Water,Water,Water,Water,Water,Water
629,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
630,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
631,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
632,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
633,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
634,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
635,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
636,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
637,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
638,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
639,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
640,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
641,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
642,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
643,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
644,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Water
645,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
646,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
647,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
648,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
649,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
650,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
651,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
652,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
653,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
654,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
655,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
656,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
657,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
658,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
659,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
660,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
661,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
662,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
663,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
664,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
665,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
666,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
667,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
668,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
669,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
670,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
671,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
672,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
673,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
674,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
