Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRE_M_R
701,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
702,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
703,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
704,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
705,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
706,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
707,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
708,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
709,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
710,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
711,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
712,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,NULL
713,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
714,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,NULL
715,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
716,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
717,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
718,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
719,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
720,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
721,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
722,Forest,Water,Water,NULL,Water,Bareland,Bareland,NULL
723,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
724,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
725,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
726,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
727,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
728,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
729,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
730,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
731,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
732,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
733,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
734,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Bareland,NULL
735,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
736,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
737,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
738,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
739,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
740,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
741,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
742,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
743,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
744,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
745,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
746,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
747,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
748,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
749,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
750,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,NULL
751,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
752,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
753,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
754,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
755,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
756,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
757,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
758,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
759,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
760,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
761,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
