Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKD_M_R
1002,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1003,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1004,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1005,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1006,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1007,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1008,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1009,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1010,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1011,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1012,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1013,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1014,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1015,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1016,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1017,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1018,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1020,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1021,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1023,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1024,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1025,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1026,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1027,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1028,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1030,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1031,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1032,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1033,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1034,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1035,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1036,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1037,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1038,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1039,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1040,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1041,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1042,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1043,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1045,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1046,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1047,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1048,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1049,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1050,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1051,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1052,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1053,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1055,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1056,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1057,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1058,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1059,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1060,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1061,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1062,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1063,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1064,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1065,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1066,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1067,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1068,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1069,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1070,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1071,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1072,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1073,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1075,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1076,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1077,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1078,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1079,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1080,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1081,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1082,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1083,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1084,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1085,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1086,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1087,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1089,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1090,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1091,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1092,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1093,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1094,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1095,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1096,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1097,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1098,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1099,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1100,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1101,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1102,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1103,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1104,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1105,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1106,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1107,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1108,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1109,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1110,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1111,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1112,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1113,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1114,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1115,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1116,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1117,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1118,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1119,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1120,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1121,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1122,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1123,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
1124,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1125,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1126,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1127,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1128,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1129,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1130,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1131,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1132,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1133,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1134,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1135,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1136,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1137,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1138,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1140,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1141,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1142,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1143,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1144,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1145,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1146,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1147,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1148,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1149,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1150,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1151,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1152,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1153,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1155,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1156,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1157,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1158,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1159,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1160,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1161,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1162,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1163,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1164,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1165,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1166,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1167,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1168,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1169,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1170,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1171,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1172,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1173,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1174,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1175,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1176,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1178,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1179,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1180,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1181,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1183,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1184,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1185,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1186,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1187,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1188,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1189,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1190,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1191,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1192,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1193,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1194,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1195,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1196,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1197,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1198,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1199,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1200,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1201,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1202,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1203,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1204,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1206,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1207,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1208,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1209,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1210,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1211,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1212,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1213,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1214,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1215,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1216,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1217,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1218,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1219,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1220,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1221,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1222,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1223,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1224,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1225,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1226,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1227,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1228,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1229,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1230,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1231,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1232,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1233,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1234,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1235,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1236,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1237,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1238,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1239,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1240,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1241,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1242,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1243,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1244,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1245,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1246,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1247,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1248,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1249,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1250,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1251,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1252,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1253,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1254,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1255,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1256,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1257,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1258,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1259,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1260,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1261,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1262,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1263,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1264,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1265,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1266,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1267,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1268,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1269,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1270,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1271,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1272,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1273,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1274,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1275,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1276,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1277,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1278,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1279,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1280,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1281,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1282,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1283,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1284,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1285,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1286,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1287,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1288,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1289,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1290,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1291,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1292,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1293,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1294,Water,NULL,Water,Water,Water,NULL,NULL,Water
1295,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1296,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1298,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1299,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1300,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1301,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1302,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1303,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1304,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1305,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1306,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1307,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1308,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1309,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1310,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1311,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1312,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1313,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1314,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1315,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1316,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1317,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1318,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1320,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1321,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1322,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1323,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1324,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1325,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1326,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1328,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1329,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1330,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1331,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1332,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1333,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1334,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1335,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1336,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1337,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1338,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1339,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1340,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1342,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1343,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
