Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R
3823,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3824,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3825,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3826,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3827,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3828,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
3829,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3830,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3831,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3832,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3833,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3834,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
3835,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3836,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3837,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3838,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3839,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3840,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3841,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
3842,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
3843,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3844,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
3845,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3846,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3847,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3848,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
3849,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
3850,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3851,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3852,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3853,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3854,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
3855,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3856,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3857,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3858,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3859,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3860,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
3861,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3862,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
3863,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3864,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
3865,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3866,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3867,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3868,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
3869,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3870,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3871,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3872,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3873,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
3874,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3875,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3876,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3877,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3878,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
3879,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3880,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3881,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3882,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3883,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
3884,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
3885,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3886,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3887,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
3888,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
3889,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
3890,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
3891,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3892,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
3893,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3894,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
3895,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
3896,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
3897,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3898,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
3899,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
3900,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
3901,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
3902,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3903,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
3904,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3905,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3906,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3907,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3908,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3909,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3910,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3911,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
3912,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
3913,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
3914,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3915,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3916,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
3917,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3918,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3919,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3920,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3921,Forest,NULL,Wetland,Water,Wetland,Water,Bareland,Forest
3922,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3923,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3924,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
3925,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
3926,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
3927,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
3928,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Grassland
3929,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3930,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3931,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3932,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3933,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3934,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3935,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
3936,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3937,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3938,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
3939,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3940,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3941,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3942,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
3943,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3944,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3945,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
3946,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3947,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3948,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3949,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
3950,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3951,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3952,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3953,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3954,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3955,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3956,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3957,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3958,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
3959,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3960,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3961,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3962,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
3963,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3964,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3965,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3966,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3967,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
3968,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3969,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
3970,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3971,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3972,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3973,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3974,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3975,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3976,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3977,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3978,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3979,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3980,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3981,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
3982,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
3983,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
3984,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
3985,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3986,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
3987,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3988,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
3989,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3990,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
3991,Forest,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
3992,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3993,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3994,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3995,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3996,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3997,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
3998,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3999,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
4000,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4001,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4002,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
4003,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4004,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4005,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
4006,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4007,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4008,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4009,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4010,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
4011,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4012,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4013,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4014,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4015,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
4016,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4017,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4018,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
4019,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
4020,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
4021,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4022,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
4023,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
4024,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4025,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4026,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Water
4027,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Forest
4028,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
4029,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
4030,Forest,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
4031,Forest,NULL,Built-up,Water,Non_Wetland,Water,Forest,Grassland
4032,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4033,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
4034,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
4035,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
4036,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
4037,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
4038,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
4039,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
4040,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
4041,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4042,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
4043,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
4044,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
4045,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
4046,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
4047,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
4048,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
4049,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
4050,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
4051,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
4052,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
4053,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
4054,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
4055,Forest,NULL,Water,Water,Water,Grassland,Water,Water
4056,Forest,NULL,Water,Water,Water,Grassland,Forest,Water
4057,Forest,NULL,Water,Water,Water,Grassland,Forest,Forest
4058,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4059,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
4060,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
4061,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
4062,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
4063,Forest,NULL,Water,Water,Water,Wetland,Water,Water
4064,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
4065,Forest,NULL,Water,Water,Water,Wetland,Forest,Water
4066,Forest,NULL,Water,Water,Water,Bareland,Wetland,Water
4067,Forest,NULL,Water,Water,Water,Bareland,Water,Water
4068,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
4069,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
4070,Forest,NULL,Water,Water,Water,Water,Wetland,Water
4071,Forest,NULL,Water,Water,Water,Water,Water,Grassland
4072,Forest,NULL,Water,Water,Water,Water,Water,Wetland
4073,Forest,NULL,Water,Water,Water,Water,Water,Water
4074,Forest,NULL,Water,Water,Water,Water,Water,Forest
4075,Forest,NULL,Water,Water,Water,Water,Forest,Forest
4076,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
4077,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4078,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4079,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4080,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4081,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4082,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4083,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4084,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
4085,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4086,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4087,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4088,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4089,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4090,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4091,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4092,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4093,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4094,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4095,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4096,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4097,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4098,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4099,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4100,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
4101,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4102,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4103,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4104,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4105,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4106,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4107,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
4108,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4109,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
4110,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4111,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4112,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
4113,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4114,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4115,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4116,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4117,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4118,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4119,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4120,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4121,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4122,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4123,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4124,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4125,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4126,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4127,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4128,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4129,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4130,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4131,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
4132,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4133,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4134,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4135,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4136,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4137,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4138,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4139,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
4140,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
4141,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4142,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4143,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
4144,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4145,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4146,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
4147,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4148,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4149,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
4150,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
4151,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4152,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4153,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4154,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4155,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
4156,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4157,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4158,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4159,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4160,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
4161,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4162,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4163,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
4164,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4165,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4166,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4167,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
4168,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4169,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4170,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
