Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R
8862,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
8863,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
8864,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
8865,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
8866,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
8867,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
8868,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
8869,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
8870,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8871,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
8872,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8873,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
8874,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
8875,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
8876,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
8877,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
8878,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Forest
8879,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
8880,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
8881,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
8882,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
8883,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
8884,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
8885,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
8886,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
8887,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
8888,Forest,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
8889,Forest,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
8890,Forest,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
8891,Forest,NULL,NULL,Water,Non_Wetland,Forest,Bareland,Grassland
8892,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8893,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8894,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8895,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8896,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8897,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8898,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8899,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8900,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8901,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8902,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8903,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8904,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8905,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8906,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8907,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8908,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8909,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8910,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
8911,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8912,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8913,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8914,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8915,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8916,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8917,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8918,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8919,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8920,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8921,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8922,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8923,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8924,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8925,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8926,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8927,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8928,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8929,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8930,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8931,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8932,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
8933,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8934,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8935,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
8936,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8937,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8938,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8939,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
8940,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
8941,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8942,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8943,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8944,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8945,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8946,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8947,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8948,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8949,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8950,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8951,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
8952,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8953,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8954,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8955,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8956,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8957,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8958,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8959,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
8960,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8961,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8962,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8963,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8964,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8965,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8966,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8967,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8968,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8969,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8970,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
8971,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8972,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8973,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8974,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8975,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8976,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8977,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
8978,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8979,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8980,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
8981,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
8982,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8983,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
8984,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8985,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
8986,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
8987,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8988,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8989,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8990,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
8991,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8992,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8993,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
8994,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8995,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
8996,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8997,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8998,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8999,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
9000,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
9001,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9002,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
9003,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9004,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9005,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9006,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9007,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9008,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
9009,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
9010,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
9011,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9012,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9013,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9014,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9015,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9016,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9017,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9018,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
9019,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9020,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
9021,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
9022,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
9023,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
9024,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
9025,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9026,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
9027,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9028,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9029,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
9030,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
9031,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
9032,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
9033,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
9034,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
9035,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9036,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
9037,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9038,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9039,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9040,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
9041,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
9042,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
9043,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
9044,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
9045,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
9046,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
9047,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
9048,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
9049,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
9050,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
9051,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9052,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9053,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
9054,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9055,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
9056,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9057,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9058,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9059,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9060,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9061,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9062,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
9063,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
9064,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9065,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9066,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9067,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9068,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9069,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9070,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9071,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9072,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9073,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9074,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9075,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9076,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9077,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9078,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9079,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9080,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9081,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9082,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9083,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
9084,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9085,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9086,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9087,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9088,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9089,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9090,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9091,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9092,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9093,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9094,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9095,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9096,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9097,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
9098,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9099,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
9100,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9101,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9102,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
9103,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9104,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
9105,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9106,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9107,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9108,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
9109,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
9110,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
9111,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9112,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9113,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9114,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9115,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9116,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9117,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9118,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9119,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9120,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9121,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9122,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9123,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9124,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9125,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Shrubland,Forest
9126,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
9127,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
9128,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9129,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9130,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
9131,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,NULL
9132,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,Grassland
9133,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
9134,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,NULL
9135,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9136,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
9137,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9138,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9139,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9140,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Water,Forest
9141,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,Grassland
9142,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
9143,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Shrubland,Grassland
9144,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Shrubland,Wetland
9145,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9146,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9147,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9148,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9149,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9150,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9151,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9152,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9153,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9154,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9155,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9156,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9157,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9158,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9159,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9160,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
9161,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9162,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9163,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9164,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9165,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9166,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9167,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9168,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9169,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9170,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9171,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9172,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9173,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9174,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9175,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9176,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9177,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9178,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9179,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
