Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLT_M_R
6952,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
6953,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6954,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6955,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6956,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6957,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
6958,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Bareland
6959,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Built-up
6960,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6961,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6962,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6963,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6964,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6965,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6966,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6967,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
6968,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6969,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6970,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6971,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6972,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6973,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
6974,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6975,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
6976,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
6977,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6978,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
6979,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
6980,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6981,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6982,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
6983,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
6984,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
6985,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
6986,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6987,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
6988,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6989,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6990,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
6991,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
6992,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Water
6993,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
6994,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6995,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
6996,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
6997,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6998,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6999,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
7000,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7001,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7002,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
7003,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7004,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
7005,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7006,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7007,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7008,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
7009,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7010,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
7011,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7012,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7013,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7014,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
7015,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
7016,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7017,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7018,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7019,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7020,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7021,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
7022,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
7023,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7024,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7025,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7026,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7027,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7028,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7029,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7030,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
7031,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7032,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
7033,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
7034,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
7035,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
7036,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
7037,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
7038,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
7039,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
7040,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
7041,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
7042,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
7043,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
7044,Forest,NULL,Forest,Water,Non_Wetland,Water,Bareland,Grassland
7045,Forest,NULL,Forest,Water,Non_Wetland,Water,Bareland,Forest
7046,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7047,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7048,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7049,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7050,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7051,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7052,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7053,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7054,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
7055,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7056,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7057,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7058,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7059,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7060,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7061,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7062,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7063,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7064,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7065,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7066,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7067,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
7068,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7069,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7070,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7071,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7072,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7073,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7074,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7075,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7076,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7077,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7078,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7079,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7080,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Bareland
7081,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
7082,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
7083,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7084,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7085,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7086,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7087,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7088,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
7089,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
7090,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7091,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7092,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7093,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7094,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7095,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7096,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7097,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7098,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7099,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
7100,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
7101,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7102,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
7103,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7104,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
7105,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
7106,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
7107,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
7108,Forest,Cropland,Wetland,NULL,Wetland,Water,Bareland,Grassland
7109,Forest,Cropland,Wetland,NULL,Wetland,Water,Bareland,Water
7110,Forest,Cropland,Wetland,NULL,Wetland,Water,Bareland,Forest
7111,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7112,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
7113,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
7114,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
7115,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7116,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7117,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7118,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
7119,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
7120,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7121,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7122,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7123,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
7124,Forest,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
7125,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7126,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7127,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7128,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7129,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
7130,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7131,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7132,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7133,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
7134,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7135,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7136,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7137,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7138,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7139,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
7140,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7141,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7142,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7143,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
7144,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7145,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7146,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7147,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7148,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7149,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7150,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7151,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7152,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7153,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7154,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7155,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7156,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7157,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7158,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7159,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
7160,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
7161,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
7162,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
7163,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7164,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7165,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7166,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
7167,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7168,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7169,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
7170,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
7171,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7172,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7173,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7174,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
7175,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7176,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
7177,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7178,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7179,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
7180,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
7181,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7182,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7183,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
7184,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
7185,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
7186,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
7187,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
7188,Forest,Wetland,NULL,Water,Non_Wetland,Water,Bareland,Bareland
7189,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7190,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7191,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7192,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7193,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7194,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
7195,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7196,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7197,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7198,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7199,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7200,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7201,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7202,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
7203,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7204,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7205,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
7206,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7207,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7208,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7209,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
7210,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7211,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
7212,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7213,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
7214,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7215,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7216,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
7217,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7218,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7219,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7220,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7221,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7222,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7223,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7224,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
7225,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
7226,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7227,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7228,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7229,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
7230,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7231,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7232,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7233,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7234,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
7235,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
7236,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
7237,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7238,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7239,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7240,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
7241,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7242,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7243,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7244,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
7245,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
7246,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
7247,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
7248,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7249,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7250,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7251,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
7252,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
7253,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
7254,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Water
7255,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
7256,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7257,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7258,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
7259,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
7260,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
7261,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7262,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
7263,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7264,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7265,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7266,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
7267,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Bareland,Water
7268,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
7269,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
7270,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
7271,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
7272,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Bareland,Bareland
7273,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7274,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7275,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
7276,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
