Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R
7815,Water,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
7816,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
7817,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
7818,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,NULL
7819,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7820,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
7821,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
7822,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
7823,Water,Water,Cropland,Water,Non_Wetland,Water,Water,NULL
7824,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
7825,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
7826,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7827,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
7828,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
7829,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
7830,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
7831,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7832,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
7833,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7834,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
7835,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
7836,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
7837,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
7838,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
7839,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
7840,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
7841,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
7842,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
7843,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
7844,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
7845,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
7846,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
7847,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
7848,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
7849,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
7850,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7851,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
7852,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
7853,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
7854,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7855,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
7856,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
7857,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
7858,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
7859,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
7860,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
7861,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
7862,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
7863,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7864,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
7865,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7866,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
7867,Water,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
7868,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
7869,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
7870,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
7871,Water,Water,Wetland,Water,Wetland,Bareland,Water,NULL
7872,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
7873,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
7874,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
7875,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Bareland
7876,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
7877,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
7878,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
7879,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
7880,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
7881,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
7882,Water,Water,Wetland,Water,Wetland,Water,Water,Water
7883,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
7884,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
7885,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
7886,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7887,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
7888,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
7889,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
7890,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7891,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7892,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7893,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7894,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
7895,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7896,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
7897,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,NULL
7898,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
7899,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
7900,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
7901,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
7902,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
7903,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7904,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7905,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7906,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
7907,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
7908,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Water
7909,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7910,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
7911,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7912,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
7913,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
7914,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7915,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Water
7916,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
7917,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,NULL
7918,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
7919,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
7920,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
7921,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Bareland
7922,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
7923,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
7924,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
7925,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
7926,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
7927,Water,Water,Water,NULL,Water,NULL,NULL,Water
7928,Water,Water,Water,NULL,Water,Shrubland,NULL,Grassland
7929,Water,Water,Water,NULL,Water,Shrubland,NULL,Cropland
7930,Water,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
7931,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Bareland
7932,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
7933,Water,Water,Water,NULL,Water,Shrubland,Wetland,NULL
7934,Water,Water,Water,NULL,Water,Shrubland,Wetland,Water
7935,Water,Water,Water,NULL,Water,Shrubland,Wetland,Forest
7936,Water,Water,Water,NULL,Water,Shrubland,Water,NULL
7937,Water,Water,Water,NULL,Water,Shrubland,Water,Bareland
7938,Water,Water,Water,NULL,Water,Shrubland,Water,Water
7939,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
7940,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
7941,Water,Water,Water,NULL,Water,Wetland,Shrubland,Water
7942,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
7943,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
7944,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
7945,Water,Water,Water,NULL,Water,Wetland,Water,Water
7946,Water,Water,Water,NULL,Water,Wetland,Water,Forest
7947,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
7948,Water,Water,Water,NULL,Water,Bareland,NULL,Cropland
7949,Water,Water,Water,NULL,Water,Bareland,NULL,Water
7950,Water,Water,Water,NULL,Water,Bareland,Shrubland,NULL
7951,Water,Water,Water,NULL,Water,Bareland,Shrubland,Wetland
7952,Water,Water,Water,NULL,Water,Bareland,Shrubland,Bareland
7953,Water,Water,Water,NULL,Water,Bareland,Shrubland,Water
7954,Water,Water,Water,NULL,Water,Bareland,Shrubland,Forest
7955,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
7956,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
7957,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
7958,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
7959,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
7960,Water,Water,Water,NULL,Water,Bareland,Water,Water
7961,Water,Water,Water,NULL,Water,Bareland,Water,Forest
7962,Water,Water,Water,NULL,Water,Bareland,Forest,Water
7963,Water,Water,Water,NULL,Water,Water,NULL,Cropland
7964,Water,Water,Water,NULL,Water,Water,NULL,Water
7965,Water,Water,Water,NULL,Water,Water,Shrubland,NULL
7966,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
7967,Water,Water,Water,NULL,Water,Water,Shrubland,Bareland
7968,Water,Water,Water,NULL,Water,Water,Shrubland,Water
7969,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
7970,Water,Water,Water,NULL,Water,Water,Grassland,Water
7971,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
7972,Water,Water,Water,NULL,Water,Water,Wetland,Water
7973,Water,Water,Water,NULL,Water,Water,Wetland,Forest
7974,Water,Water,Water,NULL,Water,Water,Bareland,Water
7975,Water,Water,Water,NULL,Water,Water,Water,Grassland
7976,Water,Water,Water,NULL,Water,Water,Water,Cropland
7977,Water,Water,Water,NULL,Water,Water,Water,Bareland
7978,Water,Water,Water,NULL,Water,Water,Water,Water
7979,Water,Water,Water,NULL,Water,Water,Water,Forest
7980,Water,Water,Water,NULL,Water,Water,Forest,Bareland
7981,Water,Water,Water,NULL,Water,Forest,Wetland,Water
7982,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
7983,Water,Water,Water,NULL,Water,Forest,Water,Water
7984,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,NULL
7985,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
7986,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
7987,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Forest
7988,Water,Water,Water,Non_Water,Water,Shrubland,Bareland,Grassland
7989,Water,Water,Water,Non_Water,Water,Shrubland,Water,Bareland
7990,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
7991,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
7992,Water,Water,Water,Non_Water,Water,Wetland,Wetland,NULL
7993,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
7994,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
7995,Water,Water,Water,Non_Water,Water,Bareland,Shrubland,NULL
7996,Water,Water,Water,Non_Water,Water,Bareland,Shrubland,Bareland
7997,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
7998,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
7999,Water,Water,Water,Non_Water,Water,Bareland,Water,NULL
8000,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
8001,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
8002,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
8003,Water,Water,Water,Non_Water,Water,Water,Shrubland,Grassland
8004,Water,Water,Water,Non_Water,Water,Water,Shrubland,Bareland
8005,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
8006,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
8007,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
8008,Water,Water,Water,Non_Water,Water,Water,Water,NULL
8009,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
8010,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
8011,Water,Water,Water,Non_Water,Water,Water,Water,Water
8012,Water,Water,Water,Non_Water,Water,Water,Water,Forest
8013,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
8014,Water,Water,Water,Water,Water,Shrubland,Shrubland,NULL
8015,Water,Water,Water,Water,Water,Shrubland,Shrubland,Water
8016,Water,Water,Water,Water,Water,Shrubland,Shrubland,Forest
8017,Water,Water,Water,Water,Water,Shrubland,Wetland,Forest
8018,Water,Water,Water,Water,Water,Shrubland,Water,NULL
8019,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
8020,Water,Water,Water,Water,Water,Shrubland,Water,Water
8021,Water,Water,Water,Water,Water,Shrubland,Water,Forest
8022,Water,Water,Water,Water,Water,Grassland,NULL,Bareland
8023,Water,Water,Water,Water,Water,Wetland,Wetland,Bareland
8024,Water,Water,Water,Water,Water,Wetland,Water,Grassland
8025,Water,Water,Water,Water,Water,Wetland,Water,Water
8026,Water,Water,Water,Water,Water,Wetland,Water,Forest
8027,Water,Water,Water,Water,Water,Bareland,Shrubland,NULL
8028,Water,Water,Water,Water,Water,Bareland,Shrubland,Bareland
8029,Water,Water,Water,Water,Water,Bareland,Shrubland,Water
8030,Water,Water,Water,Water,Water,Bareland,Grassland,Built-up
8031,Water,Water,Water,Water,Water,Bareland,Wetland,Water
8032,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
8033,Water,Water,Water,Water,Water,Bareland,Water,Grassland
8034,Water,Water,Water,Water,Water,Bareland,Water,Bareland
8035,Water,Water,Water,Water,Water,Bareland,Water,Water
8036,Water,Water,Water,Water,Water,Water,NULL,Grassland
8037,Water,Water,Water,Water,Water,Water,NULL,Bareland
8038,Water,Water,Water,Water,Water,Water,NULL,Water
8039,Water,Water,Water,Water,Water,Water,Shrubland,Forest
8040,Water,Water,Water,Water,Water,Water,Wetland,Water
8041,Water,Water,Water,Water,Water,Water,Bareland,Water
8042,Water,Water,Water,Water,Water,Water,Water,NULL
8043,Water,Water,Water,Water,Water,Water,Water,Grassland
8044,Water,Water,Water,Water,Water,Water,Water,Bareland
8045,Water,Water,Water,Water,Water,Water,Water,Water
8046,Water,Water,Water,Water,Water,Water,Water,Forest
8047,Water,Water,Water,Water,Water,Forest,Shrubland,Forest
8048,Water,Water,Water,Water,Water,Forest,Water,Water
8049,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
8050,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8051,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
8052,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8053,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8054,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8055,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
8056,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8057,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8058,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
8059,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8060,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8061,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8062,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8063,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
8064,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
8065,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8066,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8067,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8068,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8069,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
8070,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8071,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
8072,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8073,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
8074,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
8075,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8076,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
8077,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
8078,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8079,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
8080,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8081,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
8082,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
8083,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
8084,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8085,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
8086,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
8087,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8088,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
8089,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8090,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
8091,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8092,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
8093,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8094,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
8095,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
8096,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8097,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
8098,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8099,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
8100,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
8101,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
8102,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
8103,Water,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
8104,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
8105,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
8106,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
8107,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
8108,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
8109,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
8110,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
8111,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
8112,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
8113,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
8114,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
8115,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8116,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8117,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
8118,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8119,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
8120,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
8121,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8122,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8123,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8124,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8125,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
8126,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8127,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8128,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
8129,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8130,Water,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
8131,Water,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
8132,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
8133,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
8134,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8135,Water,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
8136,Water,Forest,Water,NULL,Water,Wetland,Water,Water
8137,Water,Forest,Water,NULL,Water,Bareland,Wetland,Forest
8138,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
8139,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8140,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8141,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8142,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8143,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8144,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8145,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8146,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8147,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
8148,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8149,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8150,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8151,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8152,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8153,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8154,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8155,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8156,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8157,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8158,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8159,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8160,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8161,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8162,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
8163,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8164,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
8165,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8166,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8167,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8168,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8169,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8170,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8171,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8172,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
8173,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8174,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8175,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8176,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8177,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8178,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8179,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8180,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
