Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXQ_M_R
11260,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11261,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11262,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11263,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
11264,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11265,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11266,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11267,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
11268,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
11269,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
11270,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
11271,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
11272,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
11273,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
11274,Forest,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
11275,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
11276,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
11277,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
11278,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
11279,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
11280,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
11281,Forest,Cropland,Water,NULL,Water,NULL,Grassland,Water
11282,Forest,Cropland,Water,NULL,Water,NULL,Grassland,Forest
11283,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Grassland
11284,Forest,Cropland,Water,NULL,Water,NULL,Water,Forest
11285,Forest,Cropland,Water,NULL,Water,NULL,Forest,Grassland
11286,Forest,Cropland,Water,NULL,Water,NULL,Forest,Forest
11287,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
11288,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Water
11289,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Forest
11290,Forest,Cropland,Water,NULL,Water,Grassland,Wetland,NULL
11291,Forest,Cropland,Water,NULL,Water,Grassland,Bareland,NULL
11292,Forest,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
11293,Forest,Cropland,Water,NULL,Water,Grassland,Water,Grassland
11294,Forest,Cropland,Water,NULL,Water,Grassland,Water,Wetland
11295,Forest,Cropland,Water,NULL,Water,Grassland,Water,Water
11296,Forest,Cropland,Water,NULL,Water,Grassland,Water,Forest
11297,Forest,Cropland,Water,NULL,Water,Grassland,Forest,Forest
11298,Forest,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
11299,Forest,Cropland,Water,NULL,Water,Cropland,NULL,Forest
11300,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
11301,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Bareland
11302,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Water
11303,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Forest
11304,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
11305,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Cropland
11306,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
11307,Forest,Cropland,Water,NULL,Water,Wetland,Water,Forest
11308,Forest,Cropland,Water,NULL,Water,Wetland,Forest,Forest
11309,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
11310,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
11311,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Water
11312,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Forest
11313,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
11314,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
11315,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
11316,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,Bareland
11317,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,Forest
11318,Forest,Cropland,Water,NULL,Water,Bareland,Water,Grassland
11319,Forest,Cropland,Water,NULL,Water,Bareland,Water,Bareland
11320,Forest,Cropland,Water,NULL,Water,Bareland,Water,Water
11321,Forest,Cropland,Water,NULL,Water,Bareland,Forest,Forest
11322,Forest,Cropland,Water,NULL,Water,Water,NULL,Bareland
11323,Forest,Cropland,Water,NULL,Water,Water,NULL,Water
11324,Forest,Cropland,Water,NULL,Water,Water,NULL,Forest
11325,Forest,Cropland,Water,NULL,Water,Water,Wetland,Water
11326,Forest,Cropland,Water,NULL,Water,Water,Water,Water
11327,Forest,Cropland,Water,NULL,Water,Water,Water,Forest
11328,Forest,Cropland,Water,NULL,Water,Water,Forest,Forest
11329,Forest,Cropland,Water,NULL,Water,Forest,NULL,Forest
11330,Forest,Cropland,Water,NULL,Water,Forest,Wetland,Forest
11331,Forest,Cropland,Water,NULL,Water,Forest,Bareland,Forest
11332,Forest,Cropland,Water,NULL,Water,Forest,Forest,Grassland
11333,Forest,Cropland,Water,NULL,Water,Forest,Forest,Forest
11334,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
11335,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
11336,Forest,Cropland,Water,Non_Water,Water,NULL,Wetland,Grassland
11337,Forest,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
11338,Forest,Cropland,Water,Non_Water,Water,Grassland,Water,Water
11339,Forest,Cropland,Water,Non_Water,Water,Wetland,NULL,Wetland
11340,Forest,Cropland,Water,Non_Water,Water,Wetland,NULL,Forest
11341,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
11342,Forest,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
11343,Forest,Cropland,Water,Non_Water,Water,Water,NULL,Water
11344,Forest,Cropland,Water,Non_Water,Water,Water,Water,Water
11345,Forest,Cropland,Water,Non_Water,Water,Water,Water,Forest
11346,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
11347,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
11348,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
11349,Forest,Cropland,Water,Water,Water,NULL,Forest,Grassland
11350,Forest,Cropland,Water,Water,Water,Grassland,Water,Water
11351,Forest,Cropland,Water,Water,Water,Grassland,Water,Forest
11352,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Grassland
11353,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Water
11354,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Forest
11355,Forest,Cropland,Water,Water,Water,Wetland,Water,Water
11356,Forest,Cropland,Water,Water,Water,Wetland,Water,Forest
11357,Forest,Cropland,Water,Water,Water,Bareland,Water,Water
11358,Forest,Cropland,Water,Water,Water,Bareland,Water,Forest
11359,Forest,Cropland,Water,Water,Water,Water,NULL,Water
11360,Forest,Cropland,Water,Water,Water,Water,NULL,Forest
11361,Forest,Cropland,Water,Water,Water,Water,Water,Water
11362,Forest,Cropland,Water,Water,Water,Water,Water,Forest
11363,Forest,Cropland,Water,Water,Water,Water,Forest,Water
11364,Forest,Cropland,Water,Water,Water,Forest,NULL,Forest
11365,Forest,Cropland,Water,Water,Water,Forest,Water,Forest
11366,Forest,Cropland,Water,Water,Water,Forest,Forest,Forest
11367,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11368,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11369,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11370,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11371,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
11372,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
11373,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
11374,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11375,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11376,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11377,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
11378,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11379,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11380,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11381,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
11382,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11383,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
11384,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
11385,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
11386,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11387,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
11388,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
11389,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
11390,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
11391,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11392,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
11393,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
11394,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11395,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
11396,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
11397,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
11398,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Water
11399,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11400,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11401,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11402,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11403,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11404,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11405,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11406,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11407,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
11408,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
11409,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
11410,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11411,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11412,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11413,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11414,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11415,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11416,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11417,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11418,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
11419,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
11420,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
11421,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
11422,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11423,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
11424,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
11425,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
11426,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
11427,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
11428,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
11429,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
11430,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Water
11431,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
11432,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
11433,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11434,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
11435,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
11436,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11437,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
11438,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
11439,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
11440,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
11441,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
11442,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
11443,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
11444,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
11445,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
11446,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
11447,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
11448,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
11449,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11450,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
11451,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
11452,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
11453,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
11454,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11455,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11456,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
11457,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
11458,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11459,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11460,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
11461,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11462,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
11463,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11464,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11465,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11466,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
11467,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
11468,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11469,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11470,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
11471,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11472,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
11473,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11474,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
11475,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11476,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
11477,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
11478,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
11479,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11480,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11481,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11482,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
11483,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
11484,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
11485,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11486,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11487,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
11488,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11489,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
11490,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11491,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
11492,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
11493,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11494,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11495,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
11496,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
11497,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11498,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
11499,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
11500,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
11501,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
11502,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
11503,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
11504,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
11505,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
11506,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Bareland
11507,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
11508,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
11509,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
11510,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
11511,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11512,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,NULL
11513,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
11514,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
11515,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
11516,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
11517,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
11518,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Bareland
11519,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Water
11520,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
11521,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
11522,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11523,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
11524,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
11525,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
11526,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Water
11527,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11528,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11529,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11530,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11531,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
11532,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11533,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
11534,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
11535,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
11536,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
11537,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11538,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Water
11539,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
11540,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11541,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11542,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
11543,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
11544,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Water
11545,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11546,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
11547,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
11548,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
11549,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
11550,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
11551,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
11552,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
11553,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
11554,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11555,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
11556,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
11557,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
11558,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
11559,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11560,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
11561,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
11562,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
11563,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
11564,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
11565,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
11566,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
11567,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
11568,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11569,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
11570,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11571,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
11572,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
11573,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11574,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11575,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11576,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
11577,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
11578,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
11579,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
11580,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
11581,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
11582,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
11583,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
11584,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Water
11585,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11586,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Forest,Water
11587,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
11588,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
11589,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
11590,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
11591,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11592,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
11593,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
11594,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
11595,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
11596,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
11597,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Water,Grassland
11598,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Grassland
11599,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Forest
11600,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
11601,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
11602,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Forest
11603,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
