Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PPQ_M_R
873,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
874,Wetland,Wetland,Wetland,NULL,Wetland,NULL
875,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
876,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
877,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
878,Wetland,Wetland,Wetland,NULL,Wetland,Water
879,Wetland,Wetland,Wetland,NULL,Wetland,Forest
880,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
881,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
882,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
883,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
884,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
885,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
886,Wetland,Wetland,Wetland,Water,Wetland,Grassland
887,Wetland,Wetland,Wetland,Water,Wetland,Cropland
888,Wetland,Wetland,Wetland,Water,Wetland,Wetland
889,Wetland,Wetland,Wetland,Water,Wetland,Water
890,Wetland,Wetland,Wetland,Water,Wetland,Forest
891,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
892,Wetland,Wetland,Water,NULL,Water,Grassland
893,Wetland,Wetland,Water,NULL,Water,Wetland
894,Wetland,Wetland,Water,NULL,Water,Water
895,Wetland,Wetland,Water,NULL,Water,Forest
896,Wetland,Wetland,Water,Non_Water,Water,Grassland
897,Wetland,Wetland,Water,Non_Water,Water,Wetland
898,Wetland,Wetland,Water,Non_Water,Water,Water
899,Wetland,Wetland,Water,Non_Water,Water,Forest
900,Wetland,Wetland,Water,Water,Water,Grassland
901,Wetland,Wetland,Water,Water,Water,Wetland
902,Wetland,Wetland,Water,Water,Water,Water
903,Wetland,Wetland,Water,Water,Water,Forest
904,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
905,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
906,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
907,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
908,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
909,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
910,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
911,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
912,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
913,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
914,Wetland,Wetland,Forest,Water,Non_Wetland,Water
915,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
916,Wetland,Bareland,Wetland,Non_Water,Wetland,Cropland
917,Wetland,Bareland,Wetland,Water,Wetland,Grassland
918,Wetland,Bareland,Wetland,Water,Wetland,Wetland
919,Wetland,Bareland,Wetland,Water,Wetland,Water
920,Wetland,Bareland,Water,Water,Water,Wetland
921,Wetland,Bareland,Water,Water,Water,Water
922,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
923,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
924,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
925,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
926,Wetland,Built-up,Wetland,NULL,Wetland,Grassland
927,Wetland,Built-up,Wetland,NULL,Wetland,Forest
928,Wetland,Built-up,Wetland,Non_Water,Wetland,Grassland
929,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland
930,Wetland,Built-up,Wetland,Non_Water,Wetland,Forest
931,Wetland,Built-up,Wetland,Water,Wetland,Grassland
932,Wetland,Built-up,Wetland,Water,Wetland,Wetland
933,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
934,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
935,Wetland,Built-up,Water,Water,Water,Water
936,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
937,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland
938,Wetland,Built-up,Forest,NULL,Non_Wetland,Built-up
939,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
940,Wetland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
941,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
942,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
943,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
944,Wetland,Water,Grassland,Water,Non_Wetland,Forest
945,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
946,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
947,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
948,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
949,Wetland,Water,Wetland,NULL,Wetland,Grassland
950,Wetland,Water,Wetland,NULL,Wetland,Wetland
951,Wetland,Water,Wetland,NULL,Wetland,Water
952,Wetland,Water,Wetland,NULL,Wetland,Forest
953,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
954,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
955,Wetland,Water,Wetland,Non_Water,Wetland,Water
956,Wetland,Water,Wetland,Non_Water,Wetland,Forest
957,Wetland,Water,Wetland,Water,Wetland,Grassland
958,Wetland,Water,Wetland,Water,Wetland,Wetland
959,Wetland,Water,Wetland,Water,Wetland,Water
960,Wetland,Water,Wetland,Water,Wetland,Forest
961,Wetland,Water,Water,NULL,Water,Grassland
962,Wetland,Water,Water,NULL,Water,Wetland
963,Wetland,Water,Water,NULL,Water,Water
964,Wetland,Water,Water,NULL,Water,Forest
965,Wetland,Water,Water,Non_Water,Water,Grassland
966,Wetland,Water,Water,Non_Water,Water,Wetland
967,Wetland,Water,Water,Non_Water,Water,Water
968,Wetland,Water,Water,Non_Water,Water,Forest
969,Wetland,Water,Water,Water,Water,Grassland
970,Wetland,Water,Water,Water,Water,Wetland
971,Wetland,Water,Water,Water,Water,Water
972,Wetland,Water,Water,Water,Water,Forest
973,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
974,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
975,Wetland,Water,Forest,NULL,Non_Wetland,Water
976,Wetland,Water,Forest,NULL,Non_Wetland,Forest
977,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
978,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
979,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
980,Wetland,Water,Forest,Water,Non_Wetland,Grassland
981,Wetland,Water,Forest,Water,Non_Wetland,Forest
982,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
983,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
984,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
985,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
986,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
987,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
988,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
989,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
990,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
991,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
992,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
993,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
994,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
995,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
996,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland
997,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
998,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
999,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1000,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1001,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1002,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1003,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
1004,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
1005,Wetland,Forest,Wetland,NULL,Wetland,NULL
1006,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1007,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1008,Wetland,Forest,Wetland,NULL,Wetland,Water
1009,Wetland,Forest,Wetland,NULL,Wetland,Forest
1010,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
1011,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1012,Wetland,Forest,Wetland,Non_Water,Wetland,Cropland
1013,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1014,Wetland,Forest,Wetland,Non_Water,Wetland,Water
1015,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1016,Wetland,Forest,Wetland,Water,Wetland,Grassland
1017,Wetland,Forest,Wetland,Water,Wetland,Wetland
1018,Wetland,Forest,Wetland,Water,Wetland,Water
1019,Wetland,Forest,Wetland,Water,Wetland,Forest
1020,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
1021,Wetland,Forest,Water,NULL,Water,Grassland
1022,Wetland,Forest,Water,NULL,Water,Wetland
1023,Wetland,Forest,Water,NULL,Water,Water
1024,Wetland,Forest,Water,NULL,Water,Forest
1025,Wetland,Forest,Water,Non_Water,Water,Grassland
1026,Wetland,Forest,Water,Non_Water,Water,Wetland
1027,Wetland,Forest,Water,Non_Water,Water,Water
1028,Wetland,Forest,Water,Non_Water,Water,Forest
1029,Wetland,Forest,Water,Water,Water,Grassland
1030,Wetland,Forest,Water,Water,Water,Wetland
1031,Wetland,Forest,Water,Water,Water,Water
1032,Wetland,Forest,Water,Water,Water,Forest
1033,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1034,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1035,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1036,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1037,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1038,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water
1039,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1040,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1041,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1042,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1043,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1044,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1045,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1046,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1047,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1048,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1049,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1050,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1051,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1052,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1053,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1054,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1055,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1056,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1057,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1058,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1059,Bareland,NULL,Wetland,NULL,Wetland,Forest
1060,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1061,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1062,Bareland,NULL,Wetland,Non_Water,Wetland,Built-up
1063,Bareland,NULL,Wetland,Water,Wetland,Grassland
1064,Bareland,NULL,Wetland,Water,Wetland,Wetland
1065,Bareland,NULL,Wetland,Water,Wetland,Water
1066,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1067,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1068,Bareland,NULL,Water,Water,Water,Grassland
1069,Bareland,NULL,Water,Water,Water,Wetland
1070,Bareland,NULL,Water,Water,Water,Water
1071,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1072,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1073,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1074,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1075,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1076,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1077,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1078,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1079,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1080,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1081,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1082,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1083,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1084,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
1085,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1086,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland
1087,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1088,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1089,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
1090,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1091,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1092,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1093,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1094,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1095,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1096,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1097,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1098,Bareland,Wetland,Wetland,Water,Wetland,Water
1099,Bareland,Wetland,Water,Water,Water,Wetland
1100,Bareland,Wetland,Water,Water,Water,Water
1101,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1102,Bareland,Wetland,Forest,NULL,Non_Wetland,Built-up
1103,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
1104,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1105,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1106,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1107,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1108,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1109,Bareland,Bareland,Wetland,Water,Wetland,Water
1110,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1111,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1112,Bareland,Bareland,Water,Water,Water,Water
1113,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1114,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1115,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1116,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1117,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1118,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1119,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1120,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1121,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1122,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1123,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1124,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1125,Bareland,Water,Grassland,Water,Non_Wetland,Water
1126,Bareland,Water,Wetland,NULL,Wetland,Forest
1127,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1128,Bareland,Water,Wetland,Non_Water,Wetland,Water
1129,Bareland,Water,Wetland,Water,Wetland,Wetland
1130,Bareland,Water,Wetland,Water,Wetland,Water
1131,Bareland,Water,Water,Non_Water,Water,Wetland
1132,Bareland,Water,Water,Water,Water,Wetland
1133,Bareland,Water,Water,Water,Water,Water
1134,Bareland,Water,Forest,Water,Non_Wetland,Wetland
1135,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1136,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1137,Bareland,Forest,Wetland,NULL,Wetland,NULL
1138,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1139,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1140,Bareland,Forest,Wetland,NULL,Wetland,Forest
1141,Bareland,Forest,Wetland,Water,Wetland,Wetland
1142,Bareland,Forest,Water,Water,Water,Wetland
1143,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1144,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1145,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1146,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1147,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1148,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1149,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1150,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1151,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1152,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1153,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1154,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1155,Water,NULL,Shrubland,Water,Non_Wetland,Water
1156,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1157,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1158,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1159,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1160,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1161,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1162,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1163,Water,NULL,Grassland,Water,Non_Wetland,Water
1164,Water,NULL,Grassland,Water,Non_Wetland,Forest
1165,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1166,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1167,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1168,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1169,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1170,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1171,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1172,Water,NULL,Cropland,Water,Non_Wetland,Water
1173,Water,NULL,Wetland,NULL,Wetland,Grassland
1174,Water,NULL,Wetland,NULL,Wetland,Wetland
1175,Water,NULL,Wetland,NULL,Wetland,Bareland
1176,Water,NULL,Wetland,NULL,Wetland,Water
1177,Water,NULL,Wetland,NULL,Wetland,Forest
1178,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1179,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1180,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1181,Water,NULL,Wetland,Non_Water,Wetland,Water
1182,Water,NULL,Wetland,Non_Water,Wetland,Forest
1183,Water,NULL,Wetland,Water,Wetland,Grassland
1184,Water,NULL,Wetland,Water,Wetland,Cropland
1185,Water,NULL,Wetland,Water,Wetland,Wetland
1186,Water,NULL,Wetland,Water,Wetland,Water
1187,Water,NULL,Wetland,Water,Wetland,Forest
1188,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1189,Water,NULL,Water,NULL,Water,Grassland
1190,Water,NULL,Water,NULL,Water,Wetland
1191,Water,NULL,Water,NULL,Water,Water
1192,Water,NULL,Water,NULL,Water,Forest
1193,Water,NULL,Water,Non_Water,Water,Grassland
1194,Water,NULL,Water,Non_Water,Water,Wetland
1195,Water,NULL,Water,Non_Water,Water,Water
1196,Water,NULL,Water,Non_Water,Water,Forest
1197,Water,NULL,Water,Water,Water,Grassland
1198,Water,NULL,Water,Water,Water,Wetland
1199,Water,NULL,Water,Water,Water,Water
1200,Water,NULL,Water,Water,Water,Forest
1201,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1202,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1203,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1204,Water,NULL,Forest,NULL,Non_Wetland,Water
1205,Water,NULL,Forest,NULL,Non_Wetland,Forest
1206,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1207,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1208,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1209,Water,NULL,Forest,Water,Non_Wetland,Grassland
1210,Water,NULL,Forest,Water,Non_Wetland,Wetland
1211,Water,NULL,Forest,Water,Non_Wetland,Water
1212,Water,NULL,Forest,Water,Non_Wetland,Forest
1213,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1214,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1215,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1216,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1217,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1218,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1219,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1220,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1221,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1222,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1223,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1224,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1225,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1226,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1227,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1228,Water,Cropland,Wetland,NULL,Wetland,Grassland
1229,Water,Cropland,Wetland,NULL,Wetland,Wetland
1230,Water,Cropland,Wetland,NULL,Wetland,Forest
1231,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1232,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1233,Water,Cropland,Wetland,Non_Water,Wetland,Water
1234,Water,Cropland,Wetland,Water,Wetland,Grassland
1235,Water,Cropland,Wetland,Water,Wetland,Wetland
1236,Water,Cropland,Wetland,Water,Wetland,Water
1237,Water,Cropland,Water,Non_Water,Water,Wetland
1238,Water,Cropland,Water,Water,Water,Grassland
1239,Water,Cropland,Water,Water,Water,Wetland
1240,Water,Cropland,Water,Water,Water,Water
1241,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1242,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1243,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1244,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1245,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1246,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1247,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1248,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1249,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1250,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1251,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1252,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1253,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1254,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1255,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1256,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1257,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1258,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1259,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1260,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1261,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1262,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1263,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1264,Water,Wetland,Grassland,Water,Non_Wetland,Water
1265,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1266,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1267,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1268,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1269,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1270,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1271,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1272,Water,Wetland,Cropland,Water,Non_Wetland,Water
1273,Water,Wetland,Cropland,Water,Non_Wetland,Forest
1274,Water,Wetland,Wetland,NULL,Wetland,NULL
1275,Water,Wetland,Wetland,NULL,Wetland,Grassland
1276,Water,Wetland,Wetland,NULL,Wetland,Cropland
1277,Water,Wetland,Wetland,NULL,Wetland,Wetland
1278,Water,Wetland,Wetland,NULL,Wetland,Water
1279,Water,Wetland,Wetland,NULL,Wetland,Forest
1280,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1281,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1282,Water,Wetland,Wetland,Non_Water,Wetland,Water
1283,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1284,Water,Wetland,Wetland,Water,Wetland,Grassland
1285,Water,Wetland,Wetland,Water,Wetland,Cropland
1286,Water,Wetland,Wetland,Water,Wetland,Wetland
1287,Water,Wetland,Wetland,Water,Wetland,Water
1288,Water,Wetland,Wetland,Water,Wetland,Forest
1289,Water,Wetland,Water,NULL,Water,Grassland
1290,Water,Wetland,Water,NULL,Water,Wetland
1291,Water,Wetland,Water,NULL,Water,Water
1292,Water,Wetland,Water,NULL,Water,Forest
1293,Water,Wetland,Water,Non_Water,Water,Grassland
1294,Water,Wetland,Water,Non_Water,Water,Wetland
1295,Water,Wetland,Water,Non_Water,Water,Water
1296,Water,Wetland,Water,Non_Water,Water,Forest
1297,Water,Wetland,Water,Water,Water,Grassland
1298,Water,Wetland,Water,Water,Water,Wetland
1299,Water,Wetland,Water,Water,Water,Water
1300,Water,Wetland,Water,Water,Water,Forest
1301,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1302,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1303,Water,Wetland,Forest,NULL,Non_Wetland,Water
1304,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1305,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1306,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1307,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1308,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1309,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1310,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1311,Water,Wetland,Forest,Water,Non_Wetland,Water
1312,Water,Wetland,Forest,Water,Non_Wetland,Forest
1313,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1314,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1315,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1316,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1317,Water,Bareland,Wetland,NULL,Wetland,Grassland
