Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R
6184,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
6185,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Water
6186,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
6187,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6188,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6189,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6190,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
6191,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6192,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
6193,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6194,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
6195,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
6196,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
6197,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
6198,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
6199,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6200,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6201,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
6202,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
6203,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
6204,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6205,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
6206,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6207,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6208,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6209,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6210,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6211,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
6212,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
6213,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6214,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
6215,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
6216,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
6217,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
6218,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
6219,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
6220,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
6221,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
6222,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
6223,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
6224,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6225,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
6226,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
6227,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
6228,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Water
6229,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
6230,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
6231,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
6232,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6233,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
6234,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
6235,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
6236,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
6237,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
6238,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6239,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
6240,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
6241,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
6242,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
6243,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
6244,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Water
6245,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
6246,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
6247,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
6248,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6249,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6250,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6251,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
6252,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
6253,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
6254,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
6255,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6256,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6257,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6258,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6259,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6260,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
6261,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6262,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
6263,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6264,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6265,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
6266,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6267,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6268,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6269,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
6270,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6271,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6272,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
6273,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6274,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6275,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
6276,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
6277,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
6278,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
6279,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6280,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6281,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6282,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6283,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
6284,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
6285,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6286,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
6287,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
6288,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Water
6289,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6290,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
6291,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
6292,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
6293,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6294,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
6295,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
6296,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
6297,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
6298,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
6299,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6300,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
6301,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
6302,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
6303,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
6304,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6305,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
6306,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Water
6307,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
6308,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
6309,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6310,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
6311,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
6312,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
6313,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
6314,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6315,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
6316,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
6317,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Water
6318,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
6319,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Water
6320,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Water
6321,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
6322,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Water
6323,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
6324,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Water
6325,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
6326,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
6327,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
6328,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,NULL,Forest
6329,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6330,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6331,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
6332,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
6333,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6334,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6335,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6336,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6337,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6338,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
6339,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
6340,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6341,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6342,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
6343,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6344,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
6345,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6346,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6347,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
6348,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
6349,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
6350,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
6351,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
6352,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
6353,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6354,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6355,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Water
6356,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6357,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
6358,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6359,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
6360,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6361,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6362,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
6363,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6364,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
6365,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
6366,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6367,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6368,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
6369,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6370,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
6371,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
6372,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
6373,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
6374,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
6375,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6376,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
6377,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
6378,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
6379,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
6380,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6381,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Water
6382,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Forest
6383,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Water
6384,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6385,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6386,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6387,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,NULL
6388,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6389,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6390,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
6391,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6392,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6393,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6394,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6395,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
6396,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
6397,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6398,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6399,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
6400,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6401,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
6402,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6403,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
6404,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
6405,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
6406,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
6407,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,NULL
6408,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Water,Water
6409,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Water,Forest
6410,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Forest,Forest
6411,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6412,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6413,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6414,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6415,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6416,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6417,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6418,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
6419,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
6420,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6421,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6422,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6423,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
6424,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
6425,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Bareland
6426,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
6427,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
6428,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
6429,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6430,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6431,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6432,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
6433,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
6434,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6435,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
6436,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6437,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
6438,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
6439,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
6440,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
6441,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
6442,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
6443,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6444,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
6445,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
6446,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6447,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6448,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6449,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
6450,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
6451,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
6452,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
6453,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6454,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
6455,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
6456,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
6457,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6458,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6459,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6460,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6461,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6462,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6463,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
6464,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
6465,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6466,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6467,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6468,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
6469,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6470,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6471,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6472,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
6473,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
6474,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
6475,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
6476,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
6477,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
6478,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
6479,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6480,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
6481,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6482,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6483,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
6484,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
6485,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
6486,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
6487,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
6488,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
6489,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
6490,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
6491,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
6492,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
6493,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
6494,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
6495,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
6496,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
6497,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
6498,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
6499,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
6500,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
6501,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6502,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6503,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6504,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6505,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6506,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6507,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
6508,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6509,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
6510,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
6511,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6512,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6513,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6514,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6515,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
6516,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
6517,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
6518,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
6519,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
6520,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
6521,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6522,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6523,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
