Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFD_M_R
1054,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1055,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1057,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1058,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1059,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1060,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1061,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1062,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1063,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1064,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1065,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1066,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1067,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1068,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1069,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1070,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1071,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1072,Permanent_ice_and_snow,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1073,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1074,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Grassland
1075,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
1076,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Bareland
1077,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
1078,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1081,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1082,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1083,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1085,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1086,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1087,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1088,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1089,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1090,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1091,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1092,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1093,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
1094,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1095,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1097,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1099,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1100,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1101,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1103,Permanent_ice_and_snow,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1104,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1105,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1106,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1107,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1109,Permanent_ice_and_snow,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1110,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,NULL,Grassland
1111,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,NULL,Bareland
1112,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,NULL,Water
1113,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1114,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1116,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1117,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1118,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1119,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1120,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1121,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1122,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1123,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1124,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1125,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1126,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1127,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1128,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1129,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1130,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1131,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1132,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1133,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1134,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1135,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1136,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1137,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1138,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1139,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1140,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1141,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1142,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1143,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1144,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1145,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
1146,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
1147,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
1148,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1149,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
1150,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
1151,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1152,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
1153,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1155,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1156,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1157,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1158,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1159,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1160,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1161,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1162,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1163,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1164,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
1166,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1167,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1168,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1169,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1170,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1171,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1172,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1173,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1175,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1176,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1177,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1178,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1179,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1180,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1181,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1182,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1183,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1184,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1185,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1186,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1187,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1188,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1189,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1190,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1191,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1192,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1193,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1194,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1195,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1196,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1197,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1198,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1199,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1200,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1201,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1202,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1203,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1204,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1205,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1206,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1207,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1208,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1209,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1210,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1211,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1212,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1213,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1214,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1215,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1216,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1217,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1218,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
1219,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1220,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1221,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1222,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1223,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1224,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1225,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1226,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1227,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1228,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1229,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1230,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1231,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1232,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1233,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1235,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1236,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1237,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1238,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1239,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1240,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1241,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1242,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1243,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1244,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1245,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1246,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1247,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1248,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1249,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
1250,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1251,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1252,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1253,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1254,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1255,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1256,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1257,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1258,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1259,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1260,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1261,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1262,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1263,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1264,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1265,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1266,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1267,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1268,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1269,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1270,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1271,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1272,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1273,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1274,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1275,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1276,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1277,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1278,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1279,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1280,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1282,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1284,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1285,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1286,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1287,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1288,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1289,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1290,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1291,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1292,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1293,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1294,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1295,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1296,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1297,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1298,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1299,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1300,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1301,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1302,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1303,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1304,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1305,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1306,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1307,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1308,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1309,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1310,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1311,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1312,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1313,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1314,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
1315,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1316,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1317,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1318,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1320,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1321,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1322,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1323,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1324,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1325,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1326,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1327,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1328,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1329,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1330,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1331,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1332,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1333,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1334,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1335,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1336,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1337,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1338,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1339,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1340,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1342,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1343,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1344,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1345,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1346,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1347,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1348,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1349,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1350,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1351,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1352,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1353,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1354,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1355,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1356,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
1357,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1358,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1359,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1360,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1361,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1362,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1363,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1364,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1365,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1366,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1368,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1369,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1370,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
1371,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1372,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1373,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1374,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1375,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
