Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHM_M_R
8694,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8695,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8696,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8697,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8698,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
8699,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8700,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8701,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8702,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8703,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8704,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8705,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
8706,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8707,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8708,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8709,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8710,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8711,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8712,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8713,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8714,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8715,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8716,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8717,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
8718,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8719,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8720,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8721,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8722,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8723,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8724,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8725,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8726,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8727,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8728,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8729,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8730,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8731,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8732,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8733,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8734,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8735,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8736,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8737,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8738,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
8739,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8740,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8741,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8742,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8743,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8744,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8745,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8746,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8747,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
8748,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
8749,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8750,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8751,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8752,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8753,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8754,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8755,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8756,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8757,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8758,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8759,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8760,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8761,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8762,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8763,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8764,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8765,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8766,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8767,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8768,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8769,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8770,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8771,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8772,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8773,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
8774,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8775,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8776,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8777,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8778,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8779,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8780,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8781,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8782,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8783,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8784,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8785,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8786,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8787,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
8788,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8789,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8790,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8791,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
8792,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8793,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8794,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8795,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8796,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8797,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8798,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8799,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
8800,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8801,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8802,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8803,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8804,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8805,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8806,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8807,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8808,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8809,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8810,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8811,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8812,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8813,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8814,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8815,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8816,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8817,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8818,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8819,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8820,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8821,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8822,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
8823,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8824,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8825,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8826,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8827,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8828,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8829,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
8830,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
8831,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
8832,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
8833,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8834,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
8835,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
8836,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,NULL
8837,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8838,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
8839,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
8840,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
8841,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
8842,Forest,Wetland,Water,NULL,Water,Water,Water,Water
8843,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
8844,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
8845,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8846,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8847,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8848,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8849,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8850,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8851,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8852,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8853,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8854,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8855,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8856,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8857,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8858,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
8859,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
8860,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
8861,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8862,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
8863,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,NULL
8864,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8865,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
8866,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
8867,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
8868,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
8869,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
8870,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
8871,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
8872,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8873,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8874,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8875,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8876,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8877,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8878,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8879,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8880,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
8881,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8882,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8883,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8884,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8885,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8886,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8887,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8888,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
8889,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
8890,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
8891,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
8892,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8893,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8894,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8895,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8896,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8897,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8898,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8899,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8900,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8901,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8902,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8903,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
8904,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8905,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
8906,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8907,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8908,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8909,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8910,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8911,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8912,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8913,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8914,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8915,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8916,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
8917,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8918,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8919,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8920,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8921,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8922,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8923,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8924,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8925,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8926,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
8927,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8928,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
8929,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8930,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
8931,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8932,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8933,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8934,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
8935,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8936,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8937,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8938,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8939,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8940,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8941,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
8942,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
8943,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8944,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8945,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8946,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8947,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8948,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8949,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
8950,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8951,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8952,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8953,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8954,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8955,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8956,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
8957,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8958,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8959,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8960,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8961,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8962,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8963,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8964,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8965,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8966,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8967,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
8968,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8969,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8970,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
8971,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8972,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
8973,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
8974,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8975,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8976,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8977,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8978,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8979,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
8980,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8981,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8982,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8983,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8984,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
8985,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
8986,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
8987,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
8988,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8989,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
8990,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
8991,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8992,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
8993,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
8994,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8995,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
8996,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
8997,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
8998,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8999,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9000,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
9001,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
9002,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
9003,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
9004,Forest,Built-up,Water,NULL,Water,Shrubland,Shrubland,Forest
9005,Forest,Built-up,Water,NULL,Water,Grassland,Shrubland,Forest
9006,Forest,Built-up,Water,NULL,Water,Forest,Shrubland,Forest
9007,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9008,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9009,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9010,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9011,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9012,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
