Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R
18874,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
18875,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
18876,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
18877,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
18878,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
18879,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
18880,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
18881,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
18882,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
18883,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
18884,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
18885,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
18886,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
18887,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
18888,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
18889,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18890,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
18891,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
18892,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
18893,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
18894,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
18895,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
18896,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
18897,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
18898,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
18899,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
18900,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
18901,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
18902,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
18903,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
18904,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
18905,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
18906,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
18907,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
18908,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
18909,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
18910,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
18911,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
18912,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
18913,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
18914,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
18915,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
18916,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
18917,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
18918,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
18919,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
18920,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
18921,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
18922,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
18923,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
18924,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
18925,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
18926,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
18927,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
18928,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
18929,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
18930,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
18931,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
18932,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
18933,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
18934,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
18935,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18936,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
18937,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
18938,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
18939,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
18940,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
18941,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
18942,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
18943,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
18944,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
18945,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
18946,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
18947,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
18948,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
18949,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
18950,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
18951,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
18952,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
18953,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
18954,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
18955,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
18956,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
18957,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
18958,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
18959,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
18960,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
18961,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
18962,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
18963,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
18964,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
18965,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
18966,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
18967,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
18968,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
18969,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
18970,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
18971,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
18972,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
18973,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
18974,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
18975,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
18976,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
18977,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
18978,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
18979,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
18980,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
18981,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
18982,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
18983,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
18984,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
18985,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
18986,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
18987,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
18988,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
18989,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
18990,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
18991,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
18992,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
18993,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
18994,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
18995,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
18996,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
18997,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
18998,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
18999,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
19000,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
19001,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
19002,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
19003,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
19004,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
19005,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19006,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
19007,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19008,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19009,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
19010,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19011,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
19012,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
19013,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Water
19014,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
19015,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
19016,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
19017,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19018,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
19019,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
19020,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19021,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19022,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19023,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
19024,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
19025,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
19026,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
19027,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
19028,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
19029,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
19030,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
19031,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
19032,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
19033,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
19034,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
19035,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
19036,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
19037,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
19038,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
19039,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
19040,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
19041,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
19042,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
19043,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
19044,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
19045,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
19046,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
19047,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
19048,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Water
19049,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
19050,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
19051,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
19052,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Water
19053,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
19054,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
19055,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
19056,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
19057,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
19058,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
19059,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
19060,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
19061,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
19062,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
19063,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
19064,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
19065,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
19066,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
19067,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
19068,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
19069,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19070,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
19071,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
19072,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
19073,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
19074,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
19075,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
19076,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
19077,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19078,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
19079,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19080,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
19081,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
19082,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
19083,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
19084,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
19085,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
19086,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
19087,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
19088,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
19089,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
19090,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Water
19091,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
19092,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
19093,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
19094,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19095,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
19096,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
19097,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
19098,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
19099,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19100,Forest,Forest,Grassland,Non_Water,Non_Wetland,Built-up,Forest,Grassland
19101,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
19102,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
19103,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
19104,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
19105,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
19106,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
19107,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
19108,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
19109,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
19110,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
19111,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
19112,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
19113,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
19114,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
19115,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
19116,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
19117,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
19118,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
19119,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
19120,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
19121,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
19122,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
19123,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
19124,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
19125,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
19126,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
19127,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
19128,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
19129,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
19130,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
19131,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
19132,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
19133,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
19134,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
19135,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
19136,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
19137,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
19138,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
19139,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
19140,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
19141,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
19142,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
19143,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
19144,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
19145,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
19146,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
19147,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
19148,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
19149,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
19150,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
19151,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19152,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19153,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
19154,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19155,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
19156,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
19157,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
19158,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19159,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
19160,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19161,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
19162,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
19163,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
19164,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
19165,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
19166,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
19167,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
19168,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
19169,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
19170,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
19171,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
19172,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
19173,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
19174,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
19175,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
19176,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
19177,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
19178,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
19179,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
19180,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
19181,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
19182,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
19183,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
19184,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
19185,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
19186,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
19187,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
19188,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19189,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
19190,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19191,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
19192,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
19193,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
19194,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
19195,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
19196,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
19197,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
