Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R
15783,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15784,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15785,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Water
15786,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15787,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15788,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15789,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15790,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
15791,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15792,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15793,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15794,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15795,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15796,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15797,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
15798,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
15799,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
15800,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15801,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
15802,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
15803,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15804,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15805,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15806,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15807,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15808,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15809,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
15810,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15811,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
15812,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
15813,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15814,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
15815,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
15816,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15817,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
15818,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
15819,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
15820,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
15821,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15822,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15823,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
15824,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15825,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
15826,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15827,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15828,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
15829,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
15830,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Bareland
15831,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
15832,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
15833,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
15834,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
15835,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
15836,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
15837,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15838,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15839,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15840,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
15841,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15842,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
15843,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
15844,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15845,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
15846,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15847,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15848,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
15849,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
15850,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
15851,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
15852,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
15853,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15854,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
15855,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
15856,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
15857,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
15858,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
15859,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
15860,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15861,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
15862,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
15863,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
15864,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
15865,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
15866,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
15867,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
15868,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
15869,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
15870,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
15871,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
15872,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
15873,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
15874,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
15875,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
15876,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15877,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15878,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15879,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15880,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15881,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
15882,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15883,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
15884,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,NULL
15885,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15886,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Water,Forest
15887,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
15888,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
15889,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
15890,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15891,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15892,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
15893,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15894,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
15895,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
15896,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15897,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15898,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
15899,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
15900,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
15901,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
15902,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
15903,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15904,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15905,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15906,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15907,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15908,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15909,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15910,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15911,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15912,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15913,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
15914,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15915,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
15916,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15917,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15918,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15919,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15920,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15921,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15922,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
15923,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
15924,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
15925,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15926,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
15927,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
15928,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15929,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15930,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15931,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15932,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15933,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15934,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
15935,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15936,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15937,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15938,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
15939,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15940,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
15941,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
15942,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15943,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
15944,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
15945,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
15946,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
15947,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
15948,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
15949,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15950,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15951,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15952,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
15953,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15954,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
15955,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
15956,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
15957,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
15958,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
15959,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
15960,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
15961,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
15962,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
15963,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
15964,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
15965,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
15966,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15967,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15968,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15969,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15970,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
15971,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15972,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
15973,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
15974,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15975,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
15976,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
15977,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
15978,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15979,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15980,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
15981,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
15982,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
15983,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
15984,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
15985,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
15986,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
15987,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
15988,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
15989,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Bareland
15990,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
15991,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15992,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15993,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15994,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15995,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
15996,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
15997,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Bareland
15998,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
15999,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
16000,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
16001,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
16002,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16003,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16004,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16005,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16006,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16007,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16008,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
16009,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16010,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16011,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
16012,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
16013,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
16014,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
16015,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
16016,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
16017,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
16018,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Wetland,NULL
16019,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
16020,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Forest,Grassland
16021,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
16022,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
16023,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Shrubland,Forest
16024,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Water
16025,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
16026,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
16027,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
16028,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
16029,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
16030,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16031,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
16032,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
16033,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16034,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
16035,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
16036,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
16037,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
16038,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
16039,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,NULL
16040,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
16041,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
16042,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
16043,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
16044,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Bareland
16045,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16046,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
16047,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
16048,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
16049,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
16050,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
16051,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
16052,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
16053,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
16054,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
16055,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
16056,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
16057,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
16058,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
16059,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
16060,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
16061,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
16062,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
16063,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16064,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
16065,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
16066,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
16067,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Bareland
16068,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
16069,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
16070,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
16071,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
16072,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
16073,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
16074,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
16075,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
16076,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
16077,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
16078,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
16079,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16080,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
16081,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
16082,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
16083,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
16084,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Grassland
16085,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
16086,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
16087,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
16088,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
16089,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
16090,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
16091,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
16092,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
16093,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16094,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
16095,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
16096,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16097,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
16098,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
16099,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
16100,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
16101,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
16102,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
16103,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
16104,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
16105,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
16106,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
16107,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
16108,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
16109,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
16110,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
