Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKK_M_R
6580,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6581,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6582,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
6583,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
6584,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6585,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6586,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6587,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6588,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6589,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6590,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
6591,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6592,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
6593,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6594,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6595,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
6596,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6597,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6598,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6599,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6600,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6601,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6602,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6603,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6604,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6605,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6606,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6607,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6608,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6609,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6610,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6611,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6612,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6613,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6614,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6615,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
6616,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6617,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6618,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6619,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6620,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6621,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6622,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6623,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6624,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6625,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6626,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6627,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6628,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6629,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6630,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6631,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6632,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6633,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6634,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6635,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6636,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6637,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6638,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6639,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6640,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6641,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
6642,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
6643,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6644,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6645,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6646,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6647,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6648,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6649,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6650,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
6651,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6652,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6653,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6654,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
6655,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6656,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6657,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6658,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6659,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6660,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6661,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6662,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6663,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6664,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6665,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6666,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6667,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6668,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
6669,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6670,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6671,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6672,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6673,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6674,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6675,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
6676,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6677,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6678,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6679,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6680,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6681,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6682,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6683,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
6684,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6685,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
6686,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6687,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
6688,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
6689,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6690,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
6691,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6692,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6693,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
6694,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
6695,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6696,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6697,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6698,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
6699,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
6700,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
6701,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6702,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6703,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6704,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6705,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6706,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6707,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6708,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
6709,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6710,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6711,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6712,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6713,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
6714,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
6715,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6716,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6717,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6718,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6719,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
6720,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6721,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6722,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6723,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6724,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6725,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6726,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6727,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
6728,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
6729,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
6730,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6731,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6732,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6733,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6734,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
6735,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
6736,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
6737,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
6738,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
6739,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6740,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6741,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
6742,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
6743,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
6744,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6745,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6746,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
6747,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
6748,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
6749,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
6750,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
6751,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
6752,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,NULL
6753,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
6754,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
6755,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6756,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
6757,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
6758,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
6759,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
6760,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,NULL
6761,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
6762,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
6763,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,NULL
6764,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
6765,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
6766,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
6767,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
6768,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,NULL
6769,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
6770,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
6771,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6772,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6773,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6774,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6775,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6776,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6777,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6778,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6779,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6780,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
6781,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6782,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6783,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6784,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6785,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6786,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6787,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6788,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6789,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6790,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6791,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6792,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6793,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6794,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6795,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6796,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6797,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6798,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
6799,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6800,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6801,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6802,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6803,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6804,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6805,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6806,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6807,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6808,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6809,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6810,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6811,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6812,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6813,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
6814,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6815,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6816,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6817,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6818,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6819,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6820,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
6821,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6822,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6823,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6824,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
6825,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6826,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
6827,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6828,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6829,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6830,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6831,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6832,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6833,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
6834,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
6835,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
6836,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6837,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6838,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
6839,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6840,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6841,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
6842,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6843,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
6844,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6845,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
6846,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
6847,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6848,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
6849,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6850,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6851,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
6852,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6853,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6854,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6855,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6856,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6857,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6858,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6859,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6860,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6861,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6862,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6863,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6864,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6865,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6866,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6867,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
6868,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6869,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6870,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6871,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6872,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6873,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6874,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6875,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6876,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6877,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6878,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6879,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6880,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6881,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6882,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6883,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6884,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6885,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6886,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6887,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6888,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6889,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6890,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6891,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6892,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6893,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6894,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6895,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6896,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6897,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6898,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6899,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
