Value,AFRICA_2024_DynamicWorld_2024_37PBP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBP_M_R,AFRICA_2024_GSW_Yearly_2021_37PBP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBP_M_R,AFRICA_2024_WorldCover_2021_37PBP_M_R
853,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
854,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
855,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
856,Cropland,Cropland,NULL,Water,Non_Wetland,Water
857,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
858,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
859,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
860,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
861,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
862,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
863,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
864,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
865,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
866,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
867,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
868,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
869,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
870,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
871,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
872,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
873,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
874,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
875,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
876,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
877,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
878,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
879,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
880,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
881,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
882,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
883,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
884,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
885,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
886,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
887,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
888,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
889,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
890,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
891,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
892,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
893,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
894,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
895,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
896,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
897,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
898,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
899,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
900,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
901,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
902,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
903,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
904,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
905,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
906,Cropland,Cropland,Wetland,NULL,Wetland,NULL
907,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
908,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
909,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
910,Cropland,Cropland,Wetland,NULL,Wetland,Water
911,Cropland,Cropland,Wetland,NULL,Wetland,Forest
912,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
913,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
914,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
915,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
916,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
917,Cropland,Cropland,Wetland,Water,Wetland,NULL
918,Cropland,Cropland,Wetland,Water,Wetland,Cropland
919,Cropland,Cropland,Wetland,Water,Wetland,Wetland
920,Cropland,Cropland,Wetland,Water,Wetland,Water
921,Cropland,Cropland,Wetland,Water,Wetland,Forest
922,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
923,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
924,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
925,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
926,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
927,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Cropland
928,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
929,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
930,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
931,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
932,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
933,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
934,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
935,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
936,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
937,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
938,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
939,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
940,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
941,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
942,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
943,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
944,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
945,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
946,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
947,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
948,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
949,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
950,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
951,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
952,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
953,Cropland,Cropland,Water,NULL,Water,Cropland
954,Cropland,Cropland,Water,NULL,Water,Wetland
955,Cropland,Cropland,Water,NULL,Water,Forest
956,Cropland,Cropland,Water,Non_Water,Water,Cropland
957,Cropland,Cropland,Water,Non_Water,Water,Wetland
958,Cropland,Cropland,Water,Non_Water,Water,Water
959,Cropland,Cropland,Water,Non_Water,Water,Forest
960,Cropland,Cropland,Water,Water,Water,Cropland
961,Cropland,Cropland,Water,Water,Water,Wetland
962,Cropland,Cropland,Water,Water,Water,Water
963,Cropland,Cropland,Water,Water,Water,Forest
964,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
965,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
966,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
967,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
968,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
969,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
970,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
971,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
972,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
973,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
974,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
975,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
976,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
977,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
978,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
979,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
980,Cropland,Cropland,Forest,Water,Non_Wetland,Water
981,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
982,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
983,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
984,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
985,Cropland,Wetland,NULL,Water,Non_Wetland,Cropland
986,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
987,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
988,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
989,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
990,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
991,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
992,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
993,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
994,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
995,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
996,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
997,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
998,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
999,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1000,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1001,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1002,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
1003,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1004,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1005,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
1006,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
1007,Cropland,Wetland,Wetland,NULL,Wetland,NULL
1008,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
1009,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
1010,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
1011,Cropland,Wetland,Wetland,NULL,Wetland,Forest
1012,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL
1013,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
1014,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
1015,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
1016,Cropland,Wetland,Wetland,Water,Wetland,Cropland
1017,Cropland,Wetland,Wetland,Water,Wetland,Wetland
1018,Cropland,Wetland,Wetland,Water,Wetland,Water
1019,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1020,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1021,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1022,Cropland,Wetland,Bareland,Water,Non_Wetland,Grassland
1023,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
1024,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
1025,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
1026,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
1027,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
1028,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
1029,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1030,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1031,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
1032,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
1033,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
1034,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1035,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1036,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1037,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1038,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1039,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1040,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1041,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1042,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1043,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1044,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1045,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1046,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1047,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1048,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1049,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1050,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1051,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1052,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1053,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1054,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1055,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1056,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1057,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1058,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1059,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
1060,Cropland,Built-up,Wetland,NULL,Wetland,NULL
1061,Cropland,Built-up,Wetland,NULL,Wetland,Cropland
1062,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
1063,Cropland,Built-up,Wetland,NULL,Wetland,Built-up
1064,Cropland,Built-up,Wetland,NULL,Wetland,Forest
1065,Cropland,Built-up,Wetland,Non_Water,Wetland,Cropland
1066,Cropland,Built-up,Wetland,Non_Water,Wetland,Forest
1067,Cropland,Built-up,Wetland,Water,Wetland,Grassland
1068,Cropland,Built-up,Wetland,Water,Wetland,Cropland
1069,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1070,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1071,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1072,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1073,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1074,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1075,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1076,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1077,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1078,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1079,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1080,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1081,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1082,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1083,Cropland,Water,NULL,NULL,Non_Wetland,NULL
1084,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
1085,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
1086,Cropland,Water,NULL,NULL,Non_Wetland,Forest
1087,Cropland,Water,NULL,Non_Water,Non_Wetland,Grassland
1088,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1089,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1090,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
1091,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1092,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1093,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1094,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
1095,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1096,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
1097,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1098,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1099,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1100,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1101,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1102,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
1103,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1104,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1105,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1106,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1107,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
1108,Cropland,Water,Wetland,NULL,Wetland,Cropland
1109,Cropland,Water,Wetland,NULL,Wetland,Forest
1110,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1111,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
1112,Cropland,Water,Wetland,Water,Wetland,Cropland
1113,Cropland,Water,Wetland,Water,Wetland,Wetland
1114,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
1115,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1116,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1117,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1118,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1119,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1120,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
1121,Cropland,Water,Bareland,Water,Non_Wetland,Water
1122,Cropland,Water,Water,NULL,Water,Cropland
1123,Cropland,Water,Water,Water,Water,Cropland
1124,Cropland,Water,Forest,NULL,Non_Wetland,NULL
1125,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1126,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1127,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1128,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
1129,Cropland,Water,Forest,Water,Non_Wetland,Cropland
1130,Cropland,Water,Forest,Water,Non_Wetland,Forest
1131,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1132,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1133,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1134,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1135,Cropland,Forest,NULL,Water,Non_Wetland,Cropland
1136,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1137,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1138,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1139,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1140,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1141,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1142,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1143,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1144,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1145,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1146,Cropland,Forest,Water,NULL,Water,Forest
1147,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1148,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1149,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1150,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1151,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1152,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1153,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1154,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1155,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1156,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1157,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1158,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
1159,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1160,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1161,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1162,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1163,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1164,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1165,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1166,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1167,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1168,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1169,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1170,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1171,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1172,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1173,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1174,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
1175,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1176,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1177,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1178,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1179,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1180,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1181,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1182,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1183,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1184,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1185,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1186,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1187,Wetland,NULL,Wetland,NULL,Wetland,NULL
1188,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1189,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1190,Wetland,NULL,Wetland,NULL,Wetland,Forest
1191,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1192,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1193,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1194,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1195,Wetland,NULL,Wetland,Water,Wetland,NULL
1196,Wetland,NULL,Wetland,Water,Wetland,Cropland
1197,Wetland,NULL,Wetland,Water,Wetland,Wetland
1198,Wetland,NULL,Wetland,Water,Wetland,Water
1199,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1200,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1201,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1202,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1203,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1204,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1205,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
1206,Wetland,NULL,Water,Non_Water,Water,Wetland
1207,Wetland,NULL,Water,Water,Water,Cropland
1208,Wetland,NULL,Water,Water,Water,Wetland
1209,Wetland,NULL,Water,Water,Water,Water
1210,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1211,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1212,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1213,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1214,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1215,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1216,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1217,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1218,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1219,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1220,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1221,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1222,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1223,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1224,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL
1225,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1226,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1227,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1228,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1229,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1230,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1231,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1232,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1233,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1234,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1235,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1236,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1237,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1238,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1239,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1240,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1241,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1242,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1243,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1244,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1245,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1246,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1247,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1248,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1249,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1250,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1251,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1252,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1253,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1254,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
1255,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1256,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1257,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1258,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1259,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1260,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1261,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1262,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1263,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1264,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1265,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
