Value,AFRICA_2024_DynamicWorld_2024_37NHJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NHJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NHJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NHJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NHJ_M_R,AFRICA_2024_WorldCover_2021_37NHJ_M_R
887,Forest,Water,NULL,Water,Non_Wetland,NULL
888,Forest,Water,NULL,Water,Non_Wetland,Water
889,Forest,Water,NULL,Water,Non_Wetland,Forest
890,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
891,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
892,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
893,Forest,Water,Shrubland,Water,Non_Wetland,NULL
894,Forest,Water,Grassland,NULL,Non_Wetland,NULL
895,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
896,Forest,Water,Grassland,NULL,Non_Wetland,Water
897,Forest,Water,Grassland,NULL,Non_Wetland,Forest
898,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL
899,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
900,Forest,Water,Grassland,Water,Non_Wetland,NULL
901,Forest,Water,Grassland,Water,Non_Wetland,Forest
902,Forest,Water,Cropland,NULL,Non_Wetland,NULL
903,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
904,Forest,Water,Cropland,NULL,Non_Wetland,Forest
905,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL
906,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
907,Forest,Water,Cropland,Water,Non_Wetland,NULL
908,Forest,Water,Cropland,Water,Non_Wetland,Water
909,Forest,Water,Cropland,Water,Non_Wetland,Forest
910,Forest,Water,Wetland,NULL,Wetland,Grassland
911,Forest,Water,Wetland,NULL,Wetland,Forest
912,Forest,Water,Wetland,Non_Water,Wetland,Forest
913,Forest,Water,Wetland,Water,Wetland,Forest
914,Forest,Water,Bareland,NULL,Non_Wetland,NULL
915,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
916,Forest,Water,Bareland,NULL,Non_Wetland,Forest
917,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
918,Forest,Water,Bareland,Water,Non_Wetland,NULL
919,Forest,Water,Bareland,Water,Non_Wetland,Grassland
920,Forest,Water,Bareland,Water,Non_Wetland,Forest
921,Forest,Water,Built-up,NULL,Non_Wetland,Forest
922,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL
923,Forest,Water,Built-up,Water,Non_Wetland,NULL
924,Forest,Water,Built-up,Water,Non_Wetland,Water
925,Forest,Water,Built-up,Water,Non_Wetland,Forest
926,Forest,Water,Water,NULL,Water,Water
927,Forest,Water,Water,NULL,Water,Forest
928,Forest,Water,Water,Non_Water,Water,Forest
929,Forest,Water,Water,Water,Water,Forest
930,Forest,Water,Forest,NULL,Non_Wetland,NULL
931,Forest,Water,Forest,NULL,Non_Wetland,Grassland
932,Forest,Water,Forest,NULL,Non_Wetland,Water
933,Forest,Water,Forest,NULL,Non_Wetland,Forest
934,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
935,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
936,Forest,Water,Forest,Water,Non_Wetland,NULL
937,Forest,Water,Forest,Water,Non_Wetland,Grassland
938,Forest,Water,Forest,Water,Non_Wetland,Water
939,Forest,Water,Forest,Water,Non_Wetland,Forest
940,Forest,Forest,NULL,NULL,Non_Wetland,NULL
941,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
942,Forest,Forest,NULL,NULL,Non_Wetland,Forest
943,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
944,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
945,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
946,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
947,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
948,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
949,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
950,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
951,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
952,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
953,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
954,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
955,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
956,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
957,Forest,Forest,Grassland,Water,Non_Wetland,Forest
958,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
959,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
960,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
961,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
962,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
963,Forest,Forest,Cropland,Water,Non_Wetland,NULL
964,Forest,Forest,Cropland,Water,Non_Wetland,Forest
965,Forest,Forest,Wetland,NULL,Wetland,Forest
966,Forest,Forest,Wetland,Non_Water,Wetland,Forest
967,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
968,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
969,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
970,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
971,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
972,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
973,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
974,Forest,Forest,Bareland,Water,Non_Wetland,NULL
975,Forest,Forest,Bareland,Water,Non_Wetland,Forest
976,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
977,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
978,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
979,Forest,Forest,Water,NULL,Water,Grassland
980,Forest,Forest,Water,NULL,Water,Forest
981,Forest,Forest,Forest,NULL,Non_Wetland,NULL
982,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
983,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
984,Forest,Forest,Forest,NULL,Non_Wetland,Water
985,Forest,Forest,Forest,NULL,Non_Wetland,Forest
986,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
987,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
988,Forest,Forest,Forest,Water,Non_Wetland,NULL
989,Forest,Forest,Forest,Water,Non_Wetland,Grassland
990,Forest,Forest,Forest,Water,Non_Wetland,Forest
