Value,AFRICA_2024_DynamicWorld_2024_36PXV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R,AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,AFRICA_2024_WorldCover_2021_36PXV_M_R
1763,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1764,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1765,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
1766,Wetland,Wetland,Built-up,Water,Non_Wetland,Cropland
1767,Wetland,Wetland,Water,NULL,Water,Grassland
1768,Wetland,Wetland,Water,NULL,Water,Cropland
1769,Wetland,Wetland,Water,NULL,Water,Wetland
1770,Wetland,Wetland,Water,NULL,Water,Water
1771,Wetland,Wetland,Water,NULL,Water,Forest
1772,Wetland,Wetland,Water,Non_Water,Water,Grassland
1773,Wetland,Wetland,Water,Non_Water,Water,Wetland
1774,Wetland,Wetland,Water,Non_Water,Water,Water
1775,Wetland,Wetland,Water,Non_Water,Water,Forest
1776,Wetland,Wetland,Water,Water,Water,Grassland
1777,Wetland,Wetland,Water,Water,Water,Cropland
1778,Wetland,Wetland,Water,Water,Water,Wetland
1779,Wetland,Wetland,Water,Water,Water,Water
1780,Wetland,Wetland,Water,Water,Water,Forest
1781,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1782,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1783,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1784,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1785,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1786,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1787,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1788,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1789,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1790,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1791,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1792,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1793,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1794,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1795,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1796,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1797,Wetland,Built-up,NULL,NULL,Non_Wetland,Forest
1798,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1799,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1800,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1801,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1802,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
1803,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1804,Wetland,Built-up,Cropland,Water,Non_Wetland,Grassland
1805,Wetland,Built-up,Wetland,NULL,Wetland,Grassland
1806,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1807,Wetland,Built-up,Water,NULL,Water,Grassland
1808,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1809,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1810,Wetland,Water,NULL,NULL,Non_Wetland,Water
1811,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
1812,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
1813,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
1814,Wetland,Water,NULL,Water,Non_Wetland,Grassland
1815,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1816,Wetland,Water,NULL,Water,Non_Wetland,Forest
1817,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1818,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1819,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1820,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1821,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1822,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1823,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1824,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1825,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1826,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1827,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1828,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1829,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1830,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1831,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1832,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
1833,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1834,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1835,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1836,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1837,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1838,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1839,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1840,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1841,Wetland,Water,Grassland,Water,Non_Wetland,Forest
1842,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
1843,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1844,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1845,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1846,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1847,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1848,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1849,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1850,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1851,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1852,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1853,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1854,Wetland,Water,Cropland,Water,Non_Wetland,Water
1855,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1856,Wetland,Water,Wetland,NULL,Wetland,NULL
1857,Wetland,Water,Wetland,NULL,Wetland,Grassland
1858,Wetland,Water,Wetland,NULL,Wetland,Cropland
1859,Wetland,Water,Wetland,NULL,Wetland,Wetland
1860,Wetland,Water,Wetland,NULL,Wetland,Water
1861,Wetland,Water,Wetland,NULL,Wetland,Forest
1862,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1863,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1864,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1865,Wetland,Water,Wetland,Non_Water,Wetland,Water
1866,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1867,Wetland,Water,Wetland,Water,Wetland,Grassland
1868,Wetland,Water,Wetland,Water,Wetland,Cropland
1869,Wetland,Water,Wetland,Water,Wetland,Wetland
1870,Wetland,Water,Wetland,Water,Wetland,Water
1871,Wetland,Water,Wetland,Water,Wetland,Forest
1872,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1873,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1874,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1875,Wetland,Water,Water,NULL,Water,Grassland
1876,Wetland,Water,Water,NULL,Water,Wetland
1877,Wetland,Water,Water,NULL,Water,Water
1878,Wetland,Water,Water,NULL,Water,Forest
1879,Wetland,Water,Water,Non_Water,Water,Wetland
1880,Wetland,Water,Water,Non_Water,Water,Water
1881,Wetland,Water,Water,Non_Water,Water,Forest
1882,Wetland,Water,Water,Water,Water,Grassland
1883,Wetland,Water,Water,Water,Water,Cropland
1884,Wetland,Water,Water,Water,Water,Wetland
1885,Wetland,Water,Water,Water,Water,Water
1886,Wetland,Water,Water,Water,Water,Forest
1887,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1888,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1889,Wetland,Water,Forest,NULL,Non_Wetland,Water
1890,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1891,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1892,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
1893,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1894,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1895,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1896,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1897,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1898,Wetland,Water,Forest,Water,Non_Wetland,Water
1899,Wetland,Water,Forest,Water,Non_Wetland,Forest
1900,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1901,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1902,Wetland,Forest,NULL,Non_Water,Non_Wetland,Cropland
1903,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
1904,Wetland,Forest,NULL,Water,Non_Wetland,Grassland
1905,Wetland,Forest,NULL,Water,Non_Wetland,Forest
1906,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1907,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1908,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1909,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1910,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1911,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1912,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1913,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1914,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1915,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1916,Wetland,Forest,Shrubland,Water,Non_Wetland,Cropland
1917,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1918,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1919,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1920,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1921,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1922,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1923,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1924,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1925,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1926,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1927,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1928,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
1929,Wetland,Forest,Cropland,Water,Non_Wetland,Cropland
1930,Wetland,Forest,Wetland,NULL,Wetland,NULL
1931,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1932,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1933,Wetland,Forest,Wetland,NULL,Wetland,Forest
1934,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1935,Wetland,Forest,Wetland,Non_Water,Wetland,Cropland
1936,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1937,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1938,Wetland,Forest,Wetland,Water,Wetland,Grassland
1939,Wetland,Forest,Wetland,Water,Wetland,Wetland
1940,Wetland,Forest,Wetland,Water,Wetland,Forest
1941,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1942,Wetland,Forest,Water,Non_Water,Water,Grassland
1943,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1944,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1945,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1946,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1947,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1948,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1949,Wetland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1950,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1951,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1952,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1953,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1954,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1955,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1956,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1957,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1958,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1959,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1960,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1961,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL
1962,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1963,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1964,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
1965,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1966,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
1967,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1968,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1969,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1970,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1971,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1972,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1973,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1974,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1975,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1976,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1977,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1978,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1979,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1980,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1981,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1982,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1983,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1984,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1985,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1986,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1987,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1988,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1989,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1990,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1991,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1992,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1993,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1994,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1995,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1996,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1997,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1998,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1999,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
2000,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
2001,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
2002,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
2003,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
2004,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
2005,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
2006,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
2007,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
2008,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
2009,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2010,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2011,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2012,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2013,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
2014,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
2015,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
2016,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
2017,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
2018,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
2019,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
2020,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up
2021,Bareland,NULL,Cropland,Water,Non_Wetland,Water
2022,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
2023,Bareland,NULL,Wetland,NULL,Wetland,Cropland
2024,Bareland,NULL,Wetland,Water,Wetland,Grassland
2025,Bareland,NULL,Wetland,Water,Wetland,Cropland
2026,Bareland,NULL,Wetland,Water,Wetland,Bareland
2027,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
2028,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
2029,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
2030,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
2031,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2032,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
2033,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2034,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
2035,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
2036,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
2037,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
2038,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
2039,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
2040,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
2041,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2042,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
2043,Bareland,NULL,Water,NULL,Water,Grassland
2044,Bareland,NULL,Water,Water,Water,Grassland
2045,Bareland,NULL,Water,Water,Water,Cropland
2046,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
2047,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
2048,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
2049,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
2050,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL
2051,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
2052,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
2053,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
2054,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
2055,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
2056,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
2057,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
2058,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
2059,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland
2060,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
2061,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
2062,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
2063,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
2064,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
2065,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2066,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2067,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2068,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2069,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2070,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
2071,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2072,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2073,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2074,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
2075,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2076,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
2077,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
2078,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
2079,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
2080,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
2081,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
2082,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
2083,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
2084,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
2085,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
2086,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2087,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2088,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
2089,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
2090,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
2091,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
2092,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
2093,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
2094,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
2095,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
2096,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
2097,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
2098,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
2099,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2100,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2101,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2102,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2103,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2104,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2105,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
2106,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
2107,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
2108,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
2109,Bareland,Cropland,Cropland,Water,Non_Wetland,Forest
2110,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
2111,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
2112,Bareland,Cropland,Wetland,NULL,Wetland,Forest
2113,Bareland,Cropland,Wetland,Water,Wetland,Cropland
2114,Bareland,Cropland,Wetland,Water,Wetland,Wetland
2115,Bareland,Cropland,Wetland,Water,Wetland,Bareland
2116,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
2117,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
2118,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
2119,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2120,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2121,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2122,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
2123,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
2124,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
2125,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
2126,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
2127,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
2128,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
2129,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
2130,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
2131,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
2132,Bareland,Cropland,Water,NULL,Water,NULL
2133,Bareland,Cropland,Water,Water,Water,Cropland
2134,Bareland,Cropland,Water,Water,Water,Wetland
2135,Bareland,Cropland,Water,Water,Water,Bareland
2136,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
2137,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
2138,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
2139,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
2140,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
2141,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2142,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2143,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2144,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
2145,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
2146,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
2147,Bareland,Wetland,Cropland,NULL,Non_Wetland,Forest
2148,Bareland,Wetland,Cropland,Water,Non_Wetland,Grassland
2149,Bareland,Wetland,Cropland,Water,Non_Wetland,Cropland
2150,Bareland,Wetland,Cropland,Water,Non_Wetland,Water
2151,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
2152,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
2153,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
2154,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2155,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2156,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
2157,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
2158,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2159,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
2160,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
2161,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
2162,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
2163,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
2164,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
2165,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2166,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
2167,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
2168,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2169,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
2170,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
2171,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
2172,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
2173,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
2174,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
2175,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
2176,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
2177,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
2178,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
2179,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
