Value,AFRICA_2024_DynamicWorld_2024_37PGK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGK_M_R,AFRICA_2024_GSW_Yearly_2021_37PGK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGK_M_R,AFRICA_2024_WorldCover_2021_37PGK_M_R
853,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
854,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
855,Water,Cropland,Forest,Water,Non_Wetland,Cropland
856,Water,Bareland,NULL,NULL,Non_Wetland,Forest
857,Water,Bareland,NULL,Non_Water,Non_Wetland,Water
858,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
859,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
860,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
861,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
862,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
863,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
864,Water,Bareland,Water,NULL,Water,Bareland
865,Water,Bareland,Water,Water,Water,Bareland
866,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
867,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
868,Water,Water,NULL,NULL,Non_Wetland,NULL
869,Water,Water,NULL,NULL,Non_Wetland,Grassland
870,Water,Water,NULL,NULL,Non_Wetland,Wetland
871,Water,Water,NULL,NULL,Non_Wetland,Bareland
872,Water,Water,NULL,NULL,Non_Wetland,Water
873,Water,Water,NULL,NULL,Non_Wetland,Forest
874,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
875,Water,Water,NULL,Non_Water,Non_Wetland,Forest
876,Water,Water,NULL,Water,Non_Wetland,Grassland
877,Water,Water,NULL,Water,Non_Wetland,Cropland
878,Water,Water,NULL,Water,Non_Wetland,Bareland
879,Water,Water,NULL,Water,Non_Wetland,Water
880,Water,Water,NULL,Water,Non_Wetland,Forest
881,Water,Water,Shrubland,NULL,Non_Wetland,NULL
882,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
883,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
884,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
885,Water,Water,Shrubland,NULL,Non_Wetland,Water
886,Water,Water,Shrubland,NULL,Non_Wetland,Forest
887,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
888,Water,Water,Shrubland,Water,Non_Wetland,Grassland
889,Water,Water,Shrubland,Water,Non_Wetland,Cropland
890,Water,Water,Shrubland,Water,Non_Wetland,Wetland
891,Water,Water,Shrubland,Water,Non_Wetland,Water
892,Water,Water,Grassland,NULL,Non_Wetland,NULL
893,Water,Water,Grassland,NULL,Non_Wetland,Grassland
894,Water,Water,Grassland,NULL,Non_Wetland,Cropland
895,Water,Water,Grassland,NULL,Non_Wetland,Bareland
896,Water,Water,Grassland,NULL,Non_Wetland,Water
897,Water,Water,Grassland,NULL,Non_Wetland,Forest
898,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
899,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
900,Water,Water,Grassland,Water,Non_Wetland,NULL
901,Water,Water,Grassland,Water,Non_Wetland,Grassland
902,Water,Water,Grassland,Water,Non_Wetland,Bareland
903,Water,Water,Grassland,Water,Non_Wetland,Water
904,Water,Water,Grassland,Water,Non_Wetland,Forest
905,Water,Water,Cropland,NULL,Non_Wetland,NULL
906,Water,Water,Cropland,NULL,Non_Wetland,Grassland
907,Water,Water,Cropland,NULL,Non_Wetland,Cropland
908,Water,Water,Cropland,NULL,Non_Wetland,Wetland
909,Water,Water,Cropland,NULL,Non_Wetland,Bareland
910,Water,Water,Cropland,NULL,Non_Wetland,Water
911,Water,Water,Cropland,NULL,Non_Wetland,Forest
912,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
913,Water,Water,Cropland,Non_Water,Non_Wetland,Water
914,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
915,Water,Water,Cropland,Water,Non_Wetland,NULL
916,Water,Water,Cropland,Water,Non_Wetland,Grassland
917,Water,Water,Cropland,Water,Non_Wetland,Cropland
918,Water,Water,Cropland,Water,Non_Wetland,Wetland
919,Water,Water,Cropland,Water,Non_Wetland,Bareland
920,Water,Water,Cropland,Water,Non_Wetland,Water
921,Water,Water,Cropland,Water,Non_Wetland,Forest
922,Water,Water,Wetland,NULL,Wetland,Grassland
923,Water,Water,Wetland,NULL,Wetland,Bareland
924,Water,Water,Wetland,NULL,Wetland,Water
925,Water,Water,Wetland,NULL,Wetland,Forest
926,Water,Water,Wetland,Non_Water,Wetland,Grassland
927,Water,Water,Wetland,Non_Water,Wetland,Bareland
928,Water,Water,Wetland,Water,Wetland,Grassland
929,Water,Water,Wetland,Water,Wetland,Cropland
930,Water,Water,Wetland,Water,Wetland,Wetland
931,Water,Water,Wetland,Water,Wetland,Bareland
932,Water,Water,Wetland,Water,Wetland,Water
933,Water,Water,Wetland,Water,Wetland,Forest
934,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
935,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
936,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
937,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
938,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
939,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
940,Water,Water,Bareland,NULL,Non_Wetland,NULL
941,Water,Water,Bareland,NULL,Non_Wetland,Grassland
942,Water,Water,Bareland,NULL,Non_Wetland,Cropland
943,Water,Water,Bareland,NULL,Non_Wetland,Wetland
944,Water,Water,Bareland,NULL,Non_Wetland,Bareland
945,Water,Water,Bareland,NULL,Non_Wetland,Water
946,Water,Water,Bareland,NULL,Non_Wetland,Forest
947,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
948,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
949,Water,Water,Bareland,Non_Water,Non_Wetland,Water
950,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
951,Water,Water,Bareland,Water,Non_Wetland,NULL
952,Water,Water,Bareland,Water,Non_Wetland,Grassland
953,Water,Water,Bareland,Water,Non_Wetland,Cropland
954,Water,Water,Bareland,Water,Non_Wetland,Wetland
955,Water,Water,Bareland,Water,Non_Wetland,Bareland
956,Water,Water,Bareland,Water,Non_Wetland,Water
957,Water,Water,Bareland,Water,Non_Wetland,Forest
958,Water,Water,Built-up,NULL,Non_Wetland,NULL
959,Water,Water,Built-up,NULL,Non_Wetland,Grassland
960,Water,Water,Built-up,NULL,Non_Wetland,Bareland
961,Water,Water,Built-up,NULL,Non_Wetland,Water
962,Water,Water,Built-up,NULL,Non_Wetland,Forest
963,Water,Water,Built-up,Non_Water,Non_Wetland,Water
964,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
965,Water,Water,Built-up,Water,Non_Wetland,NULL
966,Water,Water,Built-up,Water,Non_Wetland,Wetland
967,Water,Water,Built-up,Water,Non_Wetland,Bareland
968,Water,Water,Built-up,Water,Non_Wetland,Water
969,Water,Water,Built-up,Water,Non_Wetland,Forest
970,Water,Water,Water,NULL,Water,NULL
971,Water,Water,Water,NULL,Water,Grassland
972,Water,Water,Water,NULL,Water,Cropland
973,Water,Water,Water,NULL,Water,Wetland
974,Water,Water,Water,NULL,Water,Bareland
975,Water,Water,Water,NULL,Water,Water
976,Water,Water,Water,NULL,Water,Forest
977,Water,Water,Water,Non_Water,Water,NULL
978,Water,Water,Water,Non_Water,Water,Grassland
979,Water,Water,Water,Non_Water,Water,Bareland
980,Water,Water,Water,Non_Water,Water,Water
981,Water,Water,Water,Non_Water,Water,Forest
982,Water,Water,Water,Water,Water,Grassland
983,Water,Water,Water,Water,Water,Wetland
984,Water,Water,Water,Water,Water,Bareland
985,Water,Water,Water,Water,Water,Water
986,Water,Water,Water,Water,Water,Forest
987,Water,Water,Forest,NULL,Non_Wetland,NULL
988,Water,Water,Forest,NULL,Non_Wetland,Grassland
989,Water,Water,Forest,NULL,Non_Wetland,Cropland
990,Water,Water,Forest,NULL,Non_Wetland,Wetland
991,Water,Water,Forest,NULL,Non_Wetland,Bareland
992,Water,Water,Forest,NULL,Non_Wetland,Water
993,Water,Water,Forest,NULL,Non_Wetland,Forest
994,Water,Water,Forest,Non_Water,Non_Wetland,NULL
995,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
996,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
997,Water,Water,Forest,Non_Water,Non_Wetland,Water
998,Water,Water,Forest,Non_Water,Non_Wetland,Forest
999,Water,Water,Forest,Water,Non_Wetland,Grassland
1000,Water,Water,Forest,Water,Non_Wetland,Cropland
1001,Water,Water,Forest,Water,Non_Wetland,Wetland
1002,Water,Water,Forest,Water,Non_Wetland,Bareland
1003,Water,Water,Forest,Water,Non_Wetland,Water
1004,Water,Water,Forest,Water,Non_Wetland,Forest
1005,Water,Forest,NULL,NULL,Non_Wetland,Forest
1006,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1007,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1008,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1009,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1010,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1011,Water,Forest,Cropland,Water,Non_Wetland,Grassland
1012,Water,Forest,Wetland,NULL,Wetland,Forest
1013,Water,Forest,Built-up,Non_Water,Non_Wetland,Forest
1014,Water,Forest,Forest,NULL,Non_Wetland,NULL
1015,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1016,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1017,Water,Forest,Forest,NULL,Non_Wetland,Forest
1018,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1019,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1020,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1021,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1022,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1023,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1024,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1025,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1026,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1027,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1028,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1029,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1030,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1031,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1032,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1033,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1034,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1035,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1036,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1037,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1038,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1039,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1040,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1041,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1042,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1043,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1044,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1045,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1046,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1047,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1048,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1049,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1050,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1051,Forest,NULL,Wetland,NULL,Wetland,NULL
1052,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1053,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1054,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1055,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1056,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1057,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1058,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1059,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1060,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1061,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1062,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1063,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1064,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1065,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1066,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1067,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1068,Forest,NULL,Water,NULL,Water,NULL
1069,Forest,NULL,Water,NULL,Water,Grassland
1070,Forest,NULL,Water,NULL,Water,Forest
1071,Forest,NULL,Water,Non_Water,Water,Grassland
1072,Forest,NULL,Water,Water,Water,Grassland
1073,Forest,NULL,Water,Water,Water,Bareland
1074,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1075,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1076,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1077,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1078,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1079,Forest,NULL,Forest,NULL,Non_Wetland,Water
1080,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1081,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1082,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1083,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1084,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1085,Forest,NULL,Forest,Water,Non_Wetland,NULL
1086,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1087,Forest,NULL,Forest,Water,Non_Wetland,Forest
1088,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1089,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1090,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1091,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1092,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1093,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1094,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1095,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1096,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1097,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1098,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1099,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1100,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1101,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1102,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1103,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1104,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1105,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1106,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1107,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1108,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1109,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1110,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1111,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1112,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1113,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1114,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1115,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1116,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1117,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1118,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1119,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1120,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1121,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1122,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1123,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1124,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1125,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1126,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1127,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1128,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1129,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1130,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1131,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1132,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1133,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1134,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1135,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1136,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
1137,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
1138,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1139,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1140,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1141,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1142,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1143,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1144,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1145,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1146,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1147,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1148,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1149,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1150,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1151,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1152,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1153,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1154,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1155,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1156,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1157,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1158,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1159,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1160,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1161,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1162,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1163,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1164,Forest,Water,NULL,NULL,Non_Wetland,NULL
1165,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1166,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1167,Forest,Water,NULL,NULL,Non_Wetland,Water
1168,Forest,Water,NULL,NULL,Non_Wetland,Forest
1169,Forest,Water,NULL,Water,Non_Wetland,Forest
1170,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1171,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1172,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1173,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1174,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1175,Forest,Water,Grassland,NULL,Non_Wetland,Water
1176,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1177,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1178,Forest,Water,Grassland,Water,Non_Wetland,Forest
1179,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1180,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1181,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1182,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1183,Forest,Water,Cropland,NULL,Non_Wetland,Water
1184,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1185,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1186,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1187,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1188,Forest,Water,Cropland,Water,Non_Wetland,NULL
1189,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1190,Forest,Water,Cropland,Water,Non_Wetland,Forest
1191,Forest,Water,Wetland,NULL,Wetland,Forest
1192,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1193,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1194,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1195,Forest,Water,Bareland,NULL,Non_Wetland,Water
1196,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1197,Forest,Water,Bareland,Water,Non_Wetland,NULL
1198,Forest,Water,Bareland,Water,Non_Wetland,Forest
1199,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1200,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1201,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1202,Forest,Water,Built-up,Water,Non_Wetland,NULL
1203,Forest,Water,Built-up,Water,Non_Wetland,Forest
1204,Forest,Water,Water,NULL,Water,NULL
1205,Forest,Water,Water,NULL,Water,Water
1206,Forest,Water,Water,NULL,Water,Forest
1207,Forest,Water,Forest,NULL,Non_Wetland,NULL
1208,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1209,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1210,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1211,Forest,Water,Forest,NULL,Non_Wetland,Water
1212,Forest,Water,Forest,NULL,Non_Wetland,Forest
1213,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1214,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1215,Forest,Water,Forest,Water,Non_Wetland,NULL
1216,Forest,Water,Forest,Water,Non_Wetland,Forest
1217,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1218,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1219,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1220,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1221,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1222,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1223,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1224,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1225,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1226,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1227,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1228,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1229,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1230,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1231,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1232,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1233,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1234,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1235,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1236,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1237,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1238,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1239,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1240,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1241,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1242,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1243,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1244,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1245,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1246,Forest,Forest,Wetland,NULL,Wetland,Forest
1247,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1248,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1249,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1250,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1251,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1252,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1253,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1254,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1255,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1256,Forest,Forest,Bareland,Water,Non_Wetland,Water
1257,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1258,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1259,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1260,Forest,Forest,Water,NULL,Water,Grassland
1261,Forest,Forest,Water,NULL,Water,Bareland
1262,Forest,Forest,Water,NULL,Water,Forest
1263,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1264,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1265,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1266,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1267,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1268,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1269,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1270,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1271,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1272,Forest,Forest,Forest,Water,Non_Wetland,NULL
1273,Forest,Forest,Forest,Water,Non_Wetland,Forest
