Value,AFRICA_2024_DynamicWorld_2024_36PYR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYR_M_R,AFRICA_2024_GSW_Yearly_2021_36PYR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYR_M_R,AFRICA_2024_WorldCover_2021_36PYR_M_R
852,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
853,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
854,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
855,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
856,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
857,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
858,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
859,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
860,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
861,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
862,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
863,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
864,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
865,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
866,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
867,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
868,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
869,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
870,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
871,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
872,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
873,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
874,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
875,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
876,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
877,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
878,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
879,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
880,Cropland,Water,NULL,NULL,Non_Wetland,Forest
881,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
882,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
883,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
884,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
885,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
886,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
887,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
888,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
889,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
890,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
891,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
892,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
893,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
894,Cropland,Water,Cropland,NULL,Non_Wetland,Water
895,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
896,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
897,Cropland,Water,Cropland,Water,Non_Wetland,Water
898,Cropland,Water,Wetland,NULL,Wetland,Cropland
899,Cropland,Water,Wetland,NULL,Wetland,Forest
900,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
901,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
902,Cropland,Water,Bareland,NULL,Non_Wetland,Water
903,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
904,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
905,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
906,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
907,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
908,Cropland,Water,Built-up,Non_Water,Non_Wetland,Forest
909,Cropland,Water,Water,NULL,Water,Cropland
910,Cropland,Water,Water,Water,Water,Water
911,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
912,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
913,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
914,Cropland,Water,Forest,NULL,Non_Wetland,Water
915,Cropland,Water,Forest,NULL,Non_Wetland,Forest
916,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
917,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
918,Cropland,Water,Forest,Water,Non_Wetland,Cropland
919,Cropland,Water,Forest,Water,Non_Wetland,Forest
920,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
921,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
922,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
923,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
924,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
925,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
926,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
927,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
928,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
929,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
930,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
931,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
932,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
933,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
934,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
935,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
936,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
937,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
938,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
939,Cropland,Forest,Wetland,NULL,Wetland,Grassland
940,Cropland,Forest,Wetland,NULL,Wetland,Wetland
941,Cropland,Forest,Wetland,NULL,Wetland,Forest
942,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
943,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
944,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
945,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
946,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
947,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
948,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
949,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
950,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
951,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
952,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
953,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
954,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
955,Cropland,Forest,Forest,NULL,Non_Wetland,Water
956,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
957,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
958,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
959,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
960,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
961,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
962,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
963,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
964,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
965,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water
966,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
967,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
968,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
969,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
970,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
971,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
972,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
973,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
974,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
975,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
976,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
977,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
978,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
979,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
980,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
981,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
982,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
983,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
984,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
985,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
986,Wetland,NULL,Wetland,NULL,Wetland,Grassland
987,Wetland,NULL,Wetland,NULL,Wetland,Cropland
988,Wetland,NULL,Wetland,NULL,Wetland,Wetland
989,Wetland,NULL,Wetland,NULL,Wetland,Forest
990,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
991,Wetland,NULL,Wetland,Water,Wetland,Grassland
992,Wetland,NULL,Wetland,Water,Wetland,Cropland
993,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
994,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
995,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
996,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
997,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
998,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
999,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1000,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1001,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1002,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
1003,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
1004,Wetland,NULL,Water,NULL,Water,Grassland
1005,Wetland,NULL,Water,NULL,Water,Cropland
1006,Wetland,NULL,Water,NULL,Water,Forest
1007,Wetland,NULL,Water,Non_Water,Water,Grassland
1008,Wetland,NULL,Water,Non_Water,Water,Cropland
1009,Wetland,NULL,Water,Non_Water,Water,Bareland
1010,Wetland,NULL,Water,Non_Water,Water,Water
1011,Wetland,NULL,Water,Non_Water,Water,Forest
1012,Wetland,NULL,Water,Water,Water,Grassland
1013,Wetland,NULL,Water,Water,Water,Cropland
1014,Wetland,NULL,Water,Water,Water,Bareland
1015,Wetland,NULL,Water,Water,Water,Water
1016,Wetland,NULL,Water,Water,Water,Forest
1017,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1018,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1019,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1020,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1021,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1022,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1023,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1024,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1025,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1026,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1027,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1028,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1029,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1030,Wetland,NULL,Forest,Water,Non_Wetland,Water
1031,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1032,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1033,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1034,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1035,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1036,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Water
1037,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1038,Wetland,Cropland,NULL,Water,Non_Wetland,Water
1039,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1040,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1041,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1042,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1043,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
1044,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1045,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1046,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1047,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1048,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1049,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1050,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1051,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1052,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1053,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1054,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1055,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1056,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1057,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1058,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1059,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1060,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1061,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1062,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1063,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1064,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1065,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1066,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1067,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water
1068,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1069,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1070,Wetland,Cropland,Bareland,Water,Non_Wetland,Bareland
1071,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1072,Wetland,Cropland,Built-up,Water,Non_Wetland,Wetland
1073,Wetland,Cropland,Water,NULL,Water,Grassland
1074,Wetland,Cropland,Water,NULL,Water,Cropland
1075,Wetland,Cropland,Water,NULL,Water,Bareland
1076,Wetland,Cropland,Water,NULL,Water,Water
1077,Wetland,Cropland,Water,Non_Water,Water,Cropland
1078,Wetland,Cropland,Water,Non_Water,Water,Bareland
1079,Wetland,Cropland,Water,Non_Water,Water,Water
1080,Wetland,Cropland,Water,Water,Water,Grassland
1081,Wetland,Cropland,Water,Water,Water,Cropland
1082,Wetland,Cropland,Water,Water,Water,Bareland
1083,Wetland,Cropland,Water,Water,Water,Water
1084,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1085,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1086,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1087,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1088,Wetland,Cropland,Forest,NULL,Non_Wetland,Water
1089,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1090,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1091,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1092,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1093,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1094,Wetland,Cropland,Forest,Water,Non_Wetland,Water
1095,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1096,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1097,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1098,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
1099,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1100,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1101,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1102,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
1103,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1104,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1105,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1106,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1107,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1108,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1109,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1110,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1111,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1112,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1113,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1114,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1115,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1116,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1117,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1118,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1119,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1120,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1121,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1122,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1123,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1124,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1125,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1126,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1127,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1128,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1129,Wetland,Wetland,Wetland,NULL,Wetland,Water
1130,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1131,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1132,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1133,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1134,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1135,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1136,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1137,Wetland,Wetland,Wetland,Water,Wetland,Water
1138,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
1139,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1140,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1141,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1142,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1143,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1144,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1145,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1146,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1147,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1148,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1149,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1150,Wetland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1151,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1152,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1153,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
1154,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1155,Wetland,Wetland,Built-up,Water,Non_Wetland,Cropland
1156,Wetland,Wetland,Water,NULL,Water,Grassland
1157,Wetland,Wetland,Water,NULL,Water,Cropland
1158,Wetland,Wetland,Water,NULL,Water,Wetland
1159,Wetland,Wetland,Water,NULL,Water,Water
1160,Wetland,Wetland,Water,Non_Water,Water,Grassland
1161,Wetland,Wetland,Water,Non_Water,Water,Cropland
1162,Wetland,Wetland,Water,Non_Water,Water,Wetland
1163,Wetland,Wetland,Water,Water,Water,Grassland
1164,Wetland,Wetland,Water,Water,Water,Cropland
1165,Wetland,Wetland,Water,Water,Water,Wetland
1166,Wetland,Wetland,Water,Water,Water,Bareland
1167,Wetland,Wetland,Water,Water,Water,Water
1168,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1169,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1170,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1171,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1172,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1173,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1174,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1175,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1176,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1177,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1178,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1179,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1180,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1181,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1182,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
1183,Wetland,Water,NULL,Water,Non_Wetland,Water
1184,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1185,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1186,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1187,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1188,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1189,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1190,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1191,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1192,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1193,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1194,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1195,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1196,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1197,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1198,Wetland,Water,Wetland,NULL,Wetland,Grassland
1199,Wetland,Water,Wetland,NULL,Wetland,Wetland
1200,Wetland,Water,Wetland,NULL,Wetland,Bareland
1201,Wetland,Water,Wetland,NULL,Wetland,Forest
1202,Wetland,Water,Wetland,Water,Wetland,Cropland
1203,Wetland,Water,Wetland,Water,Wetland,Forest
1204,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1205,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1206,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1207,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1208,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1209,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
1210,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1211,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1212,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
1213,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
1214,Wetland,Water,Built-up,Water,Non_Wetland,Cropland
1215,Wetland,Water,Water,NULL,Water,Cropland
1216,Wetland,Water,Water,NULL,Water,Bareland
1217,Wetland,Water,Water,NULL,Water,Water
1218,Wetland,Water,Water,NULL,Water,Forest
1219,Wetland,Water,Water,Non_Water,Water,Cropland
1220,Wetland,Water,Water,Non_Water,Water,Water
1221,Wetland,Water,Water,Water,Water,Grassland
1222,Wetland,Water,Water,Water,Water,Cropland
1223,Wetland,Water,Water,Water,Water,Bareland
1224,Wetland,Water,Water,Water,Water,Water
1225,Wetland,Water,Water,Water,Water,Forest
1226,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1227,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1228,Wetland,Water,Forest,NULL,Non_Wetland,Water
1229,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1230,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
1231,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1232,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1233,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1234,Wetland,Water,Forest,Water,Non_Wetland,Water
1235,Wetland,Water,Forest,Water,Non_Wetland,Forest
1236,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1237,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1238,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1239,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1240,Wetland,Forest,Wetland,NULL,Wetland,Forest
1241,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1242,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1243,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1244,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1245,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1246,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1247,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
1248,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1249,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1250,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1251,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1252,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1253,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1254,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1255,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1256,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1257,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1258,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1259,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1260,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1261,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1262,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1263,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1264,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1265,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1266,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1267,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1268,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1269,Bareland,NULL,Wetland,Water,Wetland,Bareland
1270,Bareland,NULL,Wetland,Water,Wetland,Water
1271,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1272,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1273,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1274,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1275,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1276,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1277,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
