Value,AFRICA_2024_DynamicWorld_2024_37NDG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDG_M_R,AFRICA_2024_GSW_Yearly_2021_37NDG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDG_M_R,AFRICA_2024_WorldCover_2021_37NDG_M_R
838,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
839,Cropland,Forest,Wetland,NULL,Wetland,Forest
840,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
841,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
842,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
843,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
844,Cropland,Forest,Bareland,NULL,Non_Wetland,Built-up
845,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
846,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
847,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
848,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
849,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
850,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
851,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
852,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
853,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
854,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
855,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
856,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
857,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
858,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
859,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
860,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
861,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
862,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
863,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
864,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
865,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
866,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
867,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
868,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
869,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
870,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
871,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
872,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
873,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
874,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
875,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
876,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
877,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
878,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
879,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
880,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
881,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
882,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
883,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
884,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
885,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
886,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
887,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
888,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
889,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
890,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
891,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
892,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
893,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
894,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
895,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
896,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
897,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
898,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
899,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
900,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
901,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
902,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
903,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
904,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
905,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
906,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
907,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
908,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
909,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
910,Bareland,NULL,Wetland,Water,Wetland,Water
911,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
912,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
913,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
914,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
915,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
916,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
917,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
918,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
919,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
920,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
921,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
922,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
923,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
924,Bareland,NULL,Bareland,Water,Non_Wetland,Water
925,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
926,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
927,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
928,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
929,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
930,Bareland,NULL,Water,NULL,Water,Bareland
931,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
932,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
933,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
934,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
935,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
936,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
937,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
938,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
939,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
940,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
941,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
942,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
943,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
944,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
945,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
946,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
947,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
948,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
949,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
950,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
951,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
952,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
953,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
954,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
955,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
956,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
957,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
958,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
959,Bareland,Cropland,Wetland,Water,Wetland,Water
960,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
961,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
962,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
963,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
964,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
965,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
966,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
967,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
968,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
969,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
970,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
971,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
972,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
973,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
974,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
975,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
976,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
977,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
978,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
979,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
980,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
981,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
982,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
983,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
984,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
985,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
986,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
987,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
988,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
989,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
990,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
991,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
992,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
993,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
994,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
995,Bareland,Bareland,Wetland,NULL,Wetland,Water
996,Bareland,Bareland,Wetland,NULL,Wetland,Forest
997,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
998,Bareland,Bareland,Wetland,Water,Wetland,Bareland
999,Bareland,Bareland,Wetland,Water,Wetland,Water
1000,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1001,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1002,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1003,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1004,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1005,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1006,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1007,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1008,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1009,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1010,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1011,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1012,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1013,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1014,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1015,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1016,Bareland,Bareland,Water,NULL,Water,Water
1017,Bareland,Bareland,Water,NULL,Water,Forest
1018,Bareland,Bareland,Water,Water,Water,Water
1019,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1020,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1021,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1022,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1023,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1024,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1025,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
1026,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1027,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1028,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1029,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1030,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1031,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1032,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1033,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1034,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1035,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1036,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1037,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1038,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1039,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1040,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1041,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1042,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1043,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1044,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
1045,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1046,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1047,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1048,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1049,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1050,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1051,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1052,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1053,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1054,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1055,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1056,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1057,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1058,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1059,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1060,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1061,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1062,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1063,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1064,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1065,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1066,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1067,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1068,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1069,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1070,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1071,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1072,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1073,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1074,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1075,Bareland,Water,Wetland,Water,Wetland,Water
1076,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1077,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1078,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1079,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1080,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1081,Bareland,Water,Bareland,Water,Non_Wetland,Water
1082,Bareland,Water,Water,NULL,Water,Water
1083,Bareland,Water,Water,NULL,Water,Forest
1084,Bareland,Water,Water,Water,Water,Bareland
1085,Bareland,Water,Water,Water,Water,Water
1086,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1087,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1088,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1089,Bareland,Water,Forest,NULL,Non_Wetland,Water
1090,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1091,Bareland,Water,Forest,Water,Non_Wetland,Water
1092,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1093,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1094,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1095,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1096,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1097,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1098,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1099,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1100,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1101,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1102,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1103,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1104,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
1105,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1106,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1107,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1108,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1109,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1110,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1111,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1112,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1113,Water,NULL,NULL,NULL,Non_Wetland,Forest
1114,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1115,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1116,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1117,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1118,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1119,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1120,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1121,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1122,Water,NULL,Shrubland,Water,Non_Wetland,Water
1123,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1124,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1125,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1126,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1127,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1128,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1129,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1130,Water,NULL,Cropland,NULL,Non_Wetland,Water
1131,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1132,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1133,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1134,Water,NULL,Wetland,NULL,Wetland,Cropland
1135,Water,NULL,Wetland,NULL,Wetland,Forest
1136,Water,NULL,Wetland,Non_Water,Wetland,Forest
1137,Water,NULL,Wetland,Water,Wetland,Water
1138,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1139,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1140,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1141,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1142,Water,NULL,Bareland,NULL,Non_Wetland,Water
1143,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1144,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1145,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1146,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1147,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1148,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1149,Water,NULL,Water,NULL,Water,Wetland
1150,Water,NULL,Forest,NULL,Non_Wetland,NULL
1151,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1152,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1153,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1154,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1155,Water,NULL,Forest,NULL,Non_Wetland,Water
1156,Water,NULL,Forest,NULL,Non_Wetland,Forest
1157,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1158,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1159,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1160,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1161,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1162,Water,Cropland,NULL,NULL,Non_Wetland,Water
1163,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1164,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1165,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1166,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1167,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1168,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1169,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1170,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1171,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1172,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1173,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1174,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1175,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1176,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1177,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1178,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1179,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1180,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1181,Water,Cropland,Wetland,NULL,Wetland,Grassland
1182,Water,Cropland,Wetland,NULL,Wetland,Cropland
1183,Water,Cropland,Wetland,NULL,Wetland,Wetland
1184,Water,Cropland,Wetland,NULL,Wetland,Forest
1185,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1186,Water,Cropland,Wetland,Water,Wetland,Cropland
1187,Water,Cropland,Wetland,Water,Wetland,Wetland
1188,Water,Cropland,Wetland,Water,Wetland,Bareland
1189,Water,Cropland,Wetland,Water,Wetland,Water
1190,Water,Cropland,Wetland,Water,Wetland,Forest
1191,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1192,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1193,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1194,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1195,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1196,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1197,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1198,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1199,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1200,Water,Cropland,Bareland,Water,Non_Wetland,Water
1201,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1202,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1203,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
1204,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1205,Water,Cropland,Water,NULL,Water,Grassland
1206,Water,Cropland,Water,NULL,Water,Water
1207,Water,Cropland,Water,NULL,Water,Forest
1208,Water,Cropland,Water,Water,Water,Water
1209,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1210,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1211,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1212,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1213,Water,Cropland,Forest,NULL,Non_Wetland,Water
1214,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1215,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1216,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1217,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1218,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1219,Water,Cropland,Forest,Water,Non_Wetland,Bareland
1220,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1221,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1222,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1223,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1224,Water,Bareland,Wetland,Water,Wetland,Water
1225,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1226,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1227,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1228,Water,Built-up,Bareland,Water,Non_Wetland,Water
1229,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1230,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1231,Water,Water,NULL,NULL,Non_Wetland,NULL
1232,Water,Water,NULL,NULL,Non_Wetland,Grassland
1233,Water,Water,NULL,NULL,Non_Wetland,Cropland
1234,Water,Water,NULL,NULL,Non_Wetland,Bareland
1235,Water,Water,NULL,NULL,Non_Wetland,Water
1236,Water,Water,NULL,NULL,Non_Wetland,Forest
1237,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1238,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1239,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1240,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1241,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1242,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1243,Water,Water,Shrubland,NULL,Non_Wetland,Water
1244,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1245,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1246,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1247,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1248,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1249,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1250,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1251,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1252,Water,Water,Shrubland,Water,Non_Wetland,Water
1253,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1254,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1255,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1256,Water,Water,Grassland,NULL,Non_Wetland,Water
1257,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1258,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1259,Water,Water,Grassland,Water,Non_Wetland,Cropland
1260,Water,Water,Grassland,Water,Non_Wetland,Bareland
