Value,AFRICA_2024_DynamicWorld_2024_37QHU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37QHU_M_R,AFRICA_2024_GLC_FCS30D_2022_37QHU_M_R,AFRICA_2024_GSW_Yearly_2021_37QHU_M_R,AFRICA_2024_GWL_FCS30D_2022_37QHU_M_R,AFRICA_2024_WorldCover_2021_37QHU_M_R
884,Bareland,Water,Wetland,NULL,NULL,Water
885,Bareland,Water,Wetland,NULL,Wetland,NULL
886,Bareland,Water,Wetland,NULL,Wetland,Grassland
887,Bareland,Water,Wetland,NULL,Wetland,Wetland
888,Bareland,Water,Wetland,NULL,Wetland,Bareland
889,Bareland,Water,Wetland,NULL,Wetland,Water
890,Bareland,Water,Wetland,Water,NULL,Bareland
891,Bareland,Water,Wetland,Water,NULL,Water
892,Bareland,Water,Wetland,Water,Wetland,Grassland
893,Bareland,Water,Wetland,Water,Wetland,Wetland
894,Bareland,Water,Wetland,Water,Wetland,Bareland
895,Bareland,Water,Wetland,Water,Wetland,Water
896,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
897,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
898,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
899,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
900,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
901,Bareland,Water,Bareland,NULL,Non_Wetland,Water
902,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
903,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
904,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
905,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
906,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
907,Bareland,Water,Bareland,Water,Non_Wetland,Water
908,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
909,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
910,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
911,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
912,Bareland,Water,Built-up,Water,Non_Wetland,Water
913,Bareland,Water,Water,Non_Water,NULL,Bareland
914,Bareland,Water,Water,Water,NULL,Bareland
915,Bareland,Water,Water,Water,NULL,Water
916,Bareland,Water,Water,Water,Water,Water
917,Water,NULL,NULL,NULL,Non_Wetland,NULL
918,Water,NULL,NULL,NULL,Non_Wetland,Grassland
919,Water,NULL,NULL,NULL,Non_Wetland,Cropland
920,Water,NULL,NULL,NULL,Non_Wetland,Bareland
921,Water,NULL,NULL,Water,Non_Wetland,Bareland
922,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
923,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
924,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
925,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
926,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
927,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
928,Water,NULL,Grassland,NULL,Non_Wetland,NULL
929,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
930,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
931,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
932,Water,NULL,Cropland,NULL,Non_Wetland,NULL
933,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
934,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
935,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
936,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
937,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
938,Water,NULL,Cropland,NULL,Non_Wetland,Water
939,Water,NULL,Cropland,NULL,Non_Wetland,Forest
940,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
941,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
942,Water,NULL,Cropland,Water,Non_Wetland,Grassland
943,Water,NULL,Cropland,Water,Non_Wetland,Cropland
944,Water,NULL,Cropland,Water,Non_Wetland,Wetland
945,Water,NULL,Cropland,Water,Non_Wetland,Bareland
946,Water,NULL,Wetland,NULL,Wetland,NULL
947,Water,NULL,Wetland,NULL,Wetland,Grassland
948,Water,NULL,Wetland,NULL,Wetland,Wetland
949,Water,NULL,Wetland,NULL,Wetland,Bareland
950,Water,NULL,Wetland,NULL,Wetland,Water
951,Water,NULL,Wetland,NULL,Wetland,Forest
952,Water,NULL,Wetland,Non_Water,NULL,Wetland
953,Water,NULL,Wetland,Non_Water,Wetland,NULL
954,Water,NULL,Wetland,Non_Water,Wetland,Cropland
955,Water,NULL,Wetland,Non_Water,Wetland,Wetland
956,Water,NULL,Wetland,Non_Water,Wetland,Bareland
957,Water,NULL,Wetland,Non_Water,Wetland,Water
958,Water,NULL,Wetland,Water,NULL,NULL
959,Water,NULL,Wetland,Water,NULL,Bareland
960,Water,NULL,Wetland,Water,Wetland,NULL
961,Water,NULL,Wetland,Water,Wetland,Grassland
962,Water,NULL,Wetland,Water,Wetland,Cropland
963,Water,NULL,Wetland,Water,Wetland,Wetland
964,Water,NULL,Wetland,Water,Wetland,Bareland
965,Water,NULL,Wetland,Water,Wetland,Water
966,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
967,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
968,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
969,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
970,Water,NULL,Bareland,NULL,Non_Wetland,NULL
971,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
972,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
973,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
974,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
975,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
976,Water,NULL,Bareland,NULL,Non_Wetland,Water
977,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
978,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
979,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
980,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
981,Water,NULL,Bareland,Non_Water,Non_Wetland,Built-up
982,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
983,Water,NULL,Bareland,Water,Non_Wetland,NULL
984,Water,NULL,Bareland,Water,Non_Wetland,Grassland
985,Water,NULL,Bareland,Water,Non_Wetland,Cropland
986,Water,NULL,Bareland,Water,Non_Wetland,Wetland
987,Water,NULL,Bareland,Water,Non_Wetland,Bareland
988,Water,NULL,Bareland,Water,Non_Wetland,Built-up
989,Water,NULL,Bareland,Water,Non_Wetland,Water
990,Water,NULL,Built-up,NULL,Non_Wetland,NULL
991,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
992,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
993,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
994,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
995,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
996,Water,NULL,Built-up,NULL,Non_Wetland,Water
997,Water,NULL,Water,NULL,NULL,Water
998,Water,NULL,Water,Water,NULL,Bareland
999,Water,NULL,Water,Water,NULL,Water
1000,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1001,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1002,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1003,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1004,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1005,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1006,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1007,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1008,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1009,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1010,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1011,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1012,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
1013,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1014,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
1015,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1016,Water,Wetland,Wetland,NULL,Wetland,Cropland
1017,Water,Wetland,Wetland,NULL,Wetland,Wetland
1018,Water,Wetland,Wetland,NULL,Wetland,Bareland
1019,Water,Wetland,Wetland,NULL,Wetland,Water
1020,Water,Wetland,Wetland,Non_Water,NULL,Wetland
1021,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1022,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
1023,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1024,Water,Wetland,Wetland,Non_Water,Wetland,Bareland
1025,Water,Wetland,Wetland,Non_Water,Wetland,Water
1026,Water,Wetland,Wetland,Water,NULL,Wetland
1027,Water,Wetland,Wetland,Water,Wetland,Cropland
1028,Water,Wetland,Wetland,Water,Wetland,Wetland
1029,Water,Wetland,Wetland,Water,Wetland,Bareland
1030,Water,Wetland,Wetland,Water,Wetland,Water
1031,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1032,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1033,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
1034,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1035,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1036,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1037,Water,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1038,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1039,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1040,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1041,Water,Wetland,Bareland,Water,Non_Wetland,Water
1042,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1043,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1044,Water,Wetland,Water,Non_Water,Water,Wetland
1045,Water,Wetland,Water,Water,Water,Wetland
1046,Water,Wetland,Water,Water,Water,Water
1047,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1048,Water,Bareland,NULL,NULL,Non_Wetland,Water
1049,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1050,Water,Bareland,NULL,Water,Non_Wetland,Water
1051,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1052,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1053,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1054,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1055,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1056,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1057,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1058,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1059,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1060,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1061,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
1062,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1063,Water,Bareland,Cropland,NULL,Non_Wetland,Built-up
1064,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1065,Water,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
1066,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1067,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1068,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
1069,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1070,Water,Bareland,Cropland,Water,Non_Wetland,Water
1071,Water,Bareland,Wetland,NULL,NULL,Bareland
1072,Water,Bareland,Wetland,NULL,NULL,Water
1073,Water,Bareland,Wetland,NULL,Wetland,NULL
1074,Water,Bareland,Wetland,NULL,Wetland,Grassland
1075,Water,Bareland,Wetland,NULL,Wetland,Cropland
1076,Water,Bareland,Wetland,NULL,Wetland,Wetland
1077,Water,Bareland,Wetland,NULL,Wetland,Bareland
1078,Water,Bareland,Wetland,NULL,Wetland,Water
1079,Water,Bareland,Wetland,Non_Water,NULL,Bareland
1080,Water,Bareland,Wetland,Non_Water,Wetland,NULL
1081,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1082,Water,Bareland,Wetland,Non_Water,Wetland,Water
1083,Water,Bareland,Wetland,Water,NULL,Bareland
1084,Water,Bareland,Wetland,Water,NULL,Water
1085,Water,Bareland,Wetland,Water,Wetland,Grassland
1086,Water,Bareland,Wetland,Water,Wetland,Wetland
1087,Water,Bareland,Wetland,Water,Wetland,Bareland
1088,Water,Bareland,Wetland,Water,Wetland,Water
1089,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1090,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1091,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1092,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1093,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1094,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
1095,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1096,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1097,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1098,Water,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
1099,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1100,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1101,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1102,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1103,Water,Bareland,Bareland,Water,Non_Wetland,Built-up
1104,Water,Bareland,Bareland,Water,Non_Wetland,Water
1105,Water,Bareland,Built-up,NULL,Non_Wetland,Cropland
1106,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland
1107,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1108,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1109,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1110,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1111,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
1112,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1113,Water,Bareland,Built-up,Water,Non_Wetland,Built-up
1114,Water,Bareland,Built-up,Water,Non_Wetland,Water
1115,Water,Bareland,Water,NULL,NULL,Bareland
1116,Water,Bareland,Water,NULL,Water,Bareland
1117,Water,Bareland,Water,Non_Water,NULL,Grassland
1118,Water,Bareland,Water,Non_Water,NULL,Bareland
1119,Water,Bareland,Water,Water,NULL,Bareland
1120,Water,Bareland,Water,Water,NULL,Water
1121,Water,Bareland,Water,Water,Water,Bareland
1122,Water,Bareland,Water,Water,Water,Water
1123,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
1124,Water,Built-up,NULL,NULL,Non_Wetland,Bareland
1125,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1126,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1127,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1128,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1129,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1130,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1131,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1132,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1133,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1134,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland
1135,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1136,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1137,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1138,Water,Built-up,Wetland,NULL,NULL,NULL
1139,Water,Built-up,Wetland,NULL,Wetland,NULL
1140,Water,Built-up,Wetland,NULL,Wetland,Cropland
1141,Water,Built-up,Wetland,NULL,Wetland,Wetland
1142,Water,Built-up,Wetland,NULL,Wetland,Bareland
1143,Water,Built-up,Wetland,NULL,Wetland,Water
1144,Water,Built-up,Wetland,NULL,Wetland,Forest
1145,Water,Built-up,Wetland,Non_Water,NULL,Water
1146,Water,Built-up,Wetland,Non_Water,Wetland,NULL
1147,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
1148,Water,Built-up,Wetland,Non_Water,Wetland,Water
1149,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1150,Water,Built-up,Wetland,Water,NULL,Wetland
1151,Water,Built-up,Wetland,Water,Wetland,Wetland
1152,Water,Built-up,Wetland,Water,Wetland,Bareland
1153,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1154,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1155,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1156,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1157,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1158,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1159,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland
1160,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1161,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1162,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1163,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1164,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1165,Water,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
1166,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1167,Water,Built-up,Bareland,Water,Non_Wetland,Water
1168,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
1169,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1170,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
1171,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland
1172,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1173,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1174,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1175,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
1176,Water,Built-up,Water,Water,NULL,Water
1177,Water,Water,NULL,NULL,Non_Wetland,Bareland
1178,Water,Water,NULL,NULL,Non_Wetland,Water
1179,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1180,Water,Water,NULL,Non_Water,Non_Wetland,Water
1181,Water,Water,NULL,Water,Non_Wetland,Bareland
1182,Water,Water,NULL,Water,Non_Wetland,Water
1183,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1184,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1185,Water,Water,Shrubland,NULL,Non_Wetland,Water
1186,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1187,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1188,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1189,Water,Water,Shrubland,Water,Non_Wetland,Water
1190,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1191,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1192,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1193,Water,Water,Cropland,NULL,Non_Wetland,Water
1194,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1195,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1196,Water,Water,Cropland,Water,Non_Wetland,Wetland
1197,Water,Water,Cropland,Water,Non_Wetland,Bareland
1198,Water,Water,Cropland,Water,Non_Wetland,Water
1199,Water,Water,Wetland,NULL,NULL,NULL
1200,Water,Water,Wetland,NULL,NULL,Wetland
1201,Water,Water,Wetland,NULL,NULL,Bareland
1202,Water,Water,Wetland,NULL,NULL,Water
1203,Water,Water,Wetland,NULL,Wetland,NULL
1204,Water,Water,Wetland,NULL,Wetland,Grassland
1205,Water,Water,Wetland,NULL,Wetland,Wetland
1206,Water,Water,Wetland,NULL,Wetland,Bareland
1207,Water,Water,Wetland,NULL,Wetland,Water
1208,Water,Water,Wetland,NULL,Wetland,Forest
1209,Water,Water,Wetland,Non_Water,NULL,Wetland
1210,Water,Water,Wetland,Non_Water,NULL,Bareland
1211,Water,Water,Wetland,Non_Water,NULL,Water
1212,Water,Water,Wetland,Non_Water,Wetland,NULL
1213,Water,Water,Wetland,Non_Water,Wetland,Grassland
1214,Water,Water,Wetland,Non_Water,Wetland,Cropland
1215,Water,Water,Wetland,Non_Water,Wetland,Wetland
1216,Water,Water,Wetland,Non_Water,Wetland,Bareland
1217,Water,Water,Wetland,Non_Water,Wetland,Water
1218,Water,Water,Wetland,Non_Water,Wetland,Forest
1219,Water,Water,Wetland,Water,NULL,Grassland
1220,Water,Water,Wetland,Water,NULL,Wetland
1221,Water,Water,Wetland,Water,NULL,Bareland
1222,Water,Water,Wetland,Water,NULL,Water
1223,Water,Water,Wetland,Water,Wetland,NULL
1224,Water,Water,Wetland,Water,Wetland,Grassland
1225,Water,Water,Wetland,Water,Wetland,Wetland
1226,Water,Water,Wetland,Water,Wetland,Bareland
1227,Water,Water,Wetland,Water,Wetland,Built-up
1228,Water,Water,Wetland,Water,Wetland,Water
1229,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1230,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1231,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1232,Water,Water,Bareland,NULL,Non_Wetland,NULL
1233,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1234,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1235,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1236,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1237,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1238,Water,Water,Bareland,NULL,Non_Wetland,Water
1239,Water,Water,Bareland,NULL,Non_Wetland,Forest
1240,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1241,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1242,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1243,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1244,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1245,Water,Water,Bareland,Water,Non_Wetland,NULL
1246,Water,Water,Bareland,Water,Non_Wetland,Grassland
1247,Water,Water,Bareland,Water,Non_Wetland,Wetland
1248,Water,Water,Bareland,Water,Non_Wetland,Bareland
1249,Water,Water,Bareland,Water,Non_Wetland,Built-up
1250,Water,Water,Bareland,Water,Non_Wetland,Water
1251,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1252,Water,Water,Built-up,NULL,Non_Wetland,Water
1253,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1254,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1255,Water,Water,Built-up,Water,Non_Wetland,Built-up
1256,Water,Water,Built-up,Water,Non_Wetland,Water
1257,Water,Water,Water,NULL,NULL,Wetland
1258,Water,Water,Water,NULL,NULL,Bareland
1259,Water,Water,Water,NULL,NULL,Water
1260,Water,Water,Water,NULL,Water,Water
1261,Water,Water,Water,Non_Water,NULL,Water
1262,Water,Water,Water,Non_Water,Water,Wetland
1263,Water,Water,Water,Non_Water,Water,Water
1264,Water,Water,Water,Water,NULL,Bareland
1265,Water,Water,Water,Water,NULL,Water
1266,Water,Water,Water,Water,Water,Grassland
1267,Water,Water,Water,Water,Water,Wetland
1268,Water,Water,Water,Water,Water,Bareland
1269,Water,Water,Water,Water,Water,Water
1270,Water,Forest,NULL,NULL,Non_Wetland,NULL
1271,Water,Forest,NULL,NULL,Non_Wetland,Forest
1272,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1273,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1274,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1275,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1276,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1277,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1278,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1279,Water,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1280,Water,Forest,Wetland,NULL,Wetland,NULL
1281,Water,Forest,Wetland,NULL,Wetland,Wetland
1282,Water,Forest,Wetland,NULL,Wetland,Bareland
1283,Water,Forest,Wetland,Non_Water,NULL,Wetland
1284,Water,Forest,Wetland,Non_Water,NULL,Water
1285,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1286,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1287,Water,Forest,Wetland,Water,NULL,Wetland
1288,Water,Forest,Wetland,Water,Wetland,Wetland
1289,Water,Forest,Wetland,Water,Wetland,Water
1290,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1291,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1292,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1293,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1294,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1295,Water,Forest,Bareland,NULL,Non_Wetland,Water
1296,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1297,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1298,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1299,Water,Forest,Built-up,NULL,Non_Wetland,NULL
1300,Water,Forest,Built-up,NULL,Non_Wetland,Wetland
1301,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1302,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1303,Forest,Water,Wetland,NULL,Wetland,Wetland
1304,Forest,Water,Wetland,Non_Water,Wetland,Wetland
