Value,AFRICA_2024_DynamicWorld_2024_36PXU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXU_M_R,AFRICA_2024_GSW_Yearly_2021_36PXU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXU_M_R,AFRICA_2024_WorldCover_2021_36PXU_M_R
851,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
852,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
853,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
854,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
855,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
856,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
857,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
858,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
859,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
860,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
861,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
862,Cropland,Wetland,Shrubland,Water,Non_Wetland,Forest
863,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
864,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
865,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
866,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
867,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
868,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
869,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
870,Cropland,Wetland,Grassland,Water,Non_Wetland,Bareland
871,Cropland,Wetland,Grassland,Water,Non_Wetland,Water
872,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
873,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
874,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
875,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
876,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
877,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
878,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
879,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
880,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
881,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
882,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
883,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
884,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
885,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
886,Cropland,Wetland,Cropland,Water,Non_Wetland,Bareland
887,Cropland,Wetland,Cropland,Water,Non_Wetland,Water
888,Cropland,Wetland,Cropland,Water,Non_Wetland,Forest
889,Cropland,Wetland,Wetland,NULL,Wetland,NULL
890,Cropland,Wetland,Wetland,NULL,Wetland,Forest
891,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
892,Cropland,Wetland,Wetland,Water,Wetland,Grassland
893,Cropland,Wetland,Wetland,Water,Wetland,Cropland
894,Cropland,Wetland,Wetland,Water,Wetland,Wetland
895,Cropland,Wetland,Wetland,Water,Wetland,Water
896,Cropland,Wetland,Wetland,Water,Wetland,Forest
897,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
898,Cropland,Wetland,Bareland,Water,Non_Wetland,Grassland
899,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
900,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
901,Cropland,Wetland,Water,NULL,Water,Water
902,Cropland,Wetland,Water,Non_Water,Water,Cropland
903,Cropland,Wetland,Water,Water,Water,Wetland
904,Cropland,Wetland,Water,Water,Water,Water
905,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
906,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
907,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
908,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
909,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
910,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
911,Cropland,Wetland,Forest,Water,Non_Wetland,Water
912,Cropland,Wetland,Forest,Water,Non_Wetland,Forest
913,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
914,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
915,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
916,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
917,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
918,Cropland,Bareland,Cropland,Water,Non_Wetland,Wetland
919,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
920,Cropland,Bareland,Bareland,NULL,Non_Wetland,Built-up
921,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
922,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
923,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
924,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
925,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
926,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
927,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
928,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
929,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
930,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
931,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
932,Cropland,Built-up,Shrubland,Water,Non_Wetland,Forest
933,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
934,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
935,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
936,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
937,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
938,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
939,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
940,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
941,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
942,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
943,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
944,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
945,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
946,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
947,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
948,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
949,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
950,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
951,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
952,Cropland,Built-up,Wetland,NULL,Wetland,Cropland
953,Cropland,Built-up,Wetland,NULL,Wetland,Forest
954,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
955,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
956,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
957,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
958,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
959,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
960,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
961,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
962,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
963,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
964,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
965,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
966,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
967,Cropland,Water,NULL,Water,Non_Wetland,Grassland
968,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
969,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
970,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
971,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
972,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
973,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
974,Cropland,Water,Shrubland,Water,Non_Wetland,Water
975,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
976,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
977,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
978,Cropland,Water,Grassland,NULL,Non_Wetland,Water
979,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
980,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
981,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
982,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
983,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
984,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
985,Cropland,Water,Grassland,Water,Non_Wetland,Forest
986,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
987,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
988,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
989,Cropland,Water,Cropland,NULL,Non_Wetland,Water
990,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
991,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
992,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
993,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
994,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
995,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
996,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
997,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
998,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
999,Cropland,Water,Cropland,Water,Non_Wetland,Water
1000,Cropland,Water,Cropland,Water,Non_Wetland,Forest
1001,Cropland,Water,Wetland,NULL,Wetland,Cropland
1002,Cropland,Water,Wetland,NULL,Wetland,Forest
1003,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
1004,Cropland,Water,Wetland,Water,Wetland,Grassland
1005,Cropland,Water,Wetland,Water,Wetland,Cropland
1006,Cropland,Water,Wetland,Water,Wetland,Wetland
1007,Cropland,Water,Wetland,Water,Wetland,Water
1008,Cropland,Water,Wetland,Water,Wetland,Forest
1009,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1010,Cropland,Water,Bareland,NULL,Non_Wetland,Water
1011,Cropland,Water,Water,Water,Water,Cropland
1012,Cropland,Water,Water,Water,Water,Wetland
1013,Cropland,Water,Water,Water,Water,Water
1014,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1015,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1016,Cropland,Water,Forest,Water,Non_Wetland,Grassland
1017,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1018,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1019,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1020,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1021,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
1022,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1023,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1024,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1025,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1026,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1027,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1028,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
1029,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1030,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1031,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1032,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1033,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1034,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1035,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1036,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1037,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1038,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
1039,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
1040,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
1041,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1042,Cropland,Forest,Wetland,NULL,Wetland,Forest
1043,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1044,Cropland,Forest,Wetland,Water,Wetland,Forest
1045,Cropland,Forest,Water,NULL,Water,Forest
1046,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1047,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1048,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1049,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1050,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1051,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1052,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1053,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1054,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1055,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1056,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1057,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1058,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
1059,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
1060,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
1061,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1062,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1063,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1064,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1065,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1066,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1067,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1068,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1069,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1070,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1071,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1072,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1073,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1074,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1075,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1076,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1077,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1078,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1079,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1080,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1081,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1082,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1083,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1084,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1085,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1086,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1087,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1088,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1089,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1090,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
1091,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1092,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1093,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1094,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1095,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1096,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1097,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1098,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1099,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1100,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1101,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1102,Wetland,NULL,Wetland,NULL,Wetland,NULL
1103,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1104,Wetland,NULL,Wetland,NULL,Wetland,Forest
1105,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1106,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1107,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1108,Wetland,NULL,Wetland,Water,Wetland,Grassland
1109,Wetland,NULL,Wetland,Water,Wetland,Cropland
1110,Wetland,NULL,Wetland,Water,Wetland,Wetland
1111,Wetland,NULL,Wetland,Water,Wetland,Water
1112,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1113,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1114,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1115,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1116,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1117,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1118,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1119,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1120,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1121,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1122,Wetland,NULL,Water,NULL,Water,Grassland
1123,Wetland,NULL,Water,NULL,Water,Wetland
1124,Wetland,NULL,Water,NULL,Water,Water
1125,Wetland,NULL,Water,Non_Water,Water,Grassland
1126,Wetland,NULL,Water,Water,Water,Grassland
1127,Wetland,NULL,Water,Water,Water,Cropland
1128,Wetland,NULL,Water,Water,Water,Wetland
1129,Wetland,NULL,Water,Water,Water,Water
1130,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1131,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1132,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1133,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1134,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1135,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1136,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1137,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1138,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1139,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1140,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1141,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1142,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1143,Wetland,NULL,Forest,Water,Non_Wetland,Water
1144,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1145,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1146,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1147,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1148,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1149,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1150,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1151,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
1152,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1153,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1154,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1155,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1156,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1157,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1158,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1159,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1160,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1161,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1162,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1163,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1164,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1165,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1166,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1167,Wetland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1168,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1169,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1170,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1171,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1172,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1173,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1174,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1175,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1176,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
1177,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1178,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1179,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1180,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1181,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1182,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
1183,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1184,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1185,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1186,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1187,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1188,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1189,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1190,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1191,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1192,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
1193,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1194,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1195,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1196,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1197,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1198,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1199,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1200,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1201,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1202,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1203,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1204,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1205,Wetland,Cropland,Wetland,Water,Wetland,Bareland
1206,Wetland,Cropland,Wetland,Water,Wetland,Water
1207,Wetland,Cropland,Wetland,Water,Wetland,Forest
1208,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1209,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1210,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1211,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1212,Wetland,Cropland,Water,Non_Water,Water,Grassland
1213,Wetland,Cropland,Water,Non_Water,Water,Forest
1214,Wetland,Cropland,Water,Water,Water,Grassland
1215,Wetland,Cropland,Water,Water,Water,Wetland
1216,Wetland,Cropland,Water,Water,Water,Water
1217,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1218,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1219,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1220,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1221,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1222,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1223,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1224,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1225,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1226,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1227,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1228,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1229,Wetland,Cropland,Forest,Water,Non_Wetland,Water
1230,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1231,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1232,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1233,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
1234,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1235,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1236,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1237,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1238,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1239,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1240,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1241,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1242,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1243,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1244,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1245,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1246,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1247,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1248,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1249,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1250,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1251,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1252,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1253,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1254,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1255,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1256,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water
1257,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1258,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1259,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1260,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1261,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water
1262,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1263,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1264,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1265,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1266,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
1267,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
