Value,AFRICA_2024_DynamicWorld_2024_37PDP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDP_M_R,AFRICA_2024_GSW_Yearly_2021_37PDP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDP_M_R,AFRICA_2024_WorldCover_2021_37PDP_M_R
836,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
837,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
838,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
839,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
840,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
841,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
842,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
843,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
844,Bareland,Water,NULL,NULL,Non_Wetland,NULL
845,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
846,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
847,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
848,Bareland,Water,NULL,NULL,Non_Wetland,Forest
849,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
850,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
851,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
852,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
853,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
854,Bareland,Water,Shrubland,Water,Non_Wetland,NULL
855,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
856,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
857,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
858,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
859,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
860,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
861,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
862,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
863,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
864,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
865,Bareland,Water,Cropland,NULL,Non_Wetland,Water
866,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
867,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
868,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
869,Bareland,Water,Cropland,Water,Non_Wetland,Water
870,Bareland,Water,Wetland,NULL,Wetland,Bareland
871,Bareland,Water,Wetland,NULL,Wetland,Water
872,Bareland,Water,Wetland,Non_Water,Wetland,NULL
873,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
874,Bareland,Water,Wetland,Water,Wetland,Grassland
875,Bareland,Water,Wetland,Water,Wetland,Cropland
876,Bareland,Water,Wetland,Water,Wetland,Bareland
877,Bareland,Water,Wetland,Water,Wetland,Water
878,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
879,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
880,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
881,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
882,Bareland,Water,Bareland,NULL,Non_Wetland,Water
883,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
884,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
885,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
886,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
887,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
888,Bareland,Water,Bareland,Water,Non_Wetland,NULL
889,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
890,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
891,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
892,Bareland,Water,Bareland,Water,Non_Wetland,Water
893,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
894,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
895,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
896,Bareland,Water,Built-up,NULL,Non_Wetland,Water
897,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
898,Bareland,Water,Built-up,Water,Non_Wetland,Water
899,Bareland,Water,Water,NULL,Water,Bareland
900,Bareland,Water,Water,Water,Water,Water
901,Bareland,Water,Forest,NULL,Non_Wetland,NULL
902,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
903,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
904,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
905,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
906,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
907,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
908,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
909,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
910,Water,NULL,NULL,NULL,Non_Wetland,NULL
911,Water,NULL,NULL,NULL,Non_Wetland,Grassland
912,Water,NULL,NULL,NULL,Non_Wetland,Cropland
913,Water,NULL,NULL,NULL,Non_Wetland,Bareland
914,Water,NULL,NULL,NULL,Non_Wetland,Water
915,Water,NULL,NULL,NULL,Non_Wetland,Forest
916,Water,NULL,NULL,Water,Non_Wetland,Grassland
917,Water,NULL,NULL,Water,Non_Wetland,Cropland
918,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
919,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
920,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
921,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
922,Water,NULL,Shrubland,NULL,Non_Wetland,Water
923,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
924,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
925,Water,NULL,Shrubland,Water,Non_Wetland,NULL
926,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
927,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
928,Water,NULL,Shrubland,Water,Non_Wetland,Forest
929,Water,NULL,Grassland,NULL,Non_Wetland,NULL
930,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
931,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
932,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
933,Water,NULL,Grassland,NULL,Non_Wetland,Forest
934,Water,NULL,Grassland,Water,Non_Wetland,Cropland
935,Water,NULL,Cropland,NULL,Non_Wetland,NULL
936,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
937,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
938,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
939,Water,NULL,Cropland,NULL,Non_Wetland,Water
940,Water,NULL,Cropland,NULL,Non_Wetland,Forest
941,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
942,Water,NULL,Cropland,Water,Non_Wetland,NULL
943,Water,NULL,Cropland,Water,Non_Wetland,Grassland
944,Water,NULL,Cropland,Water,Non_Wetland,Bareland
945,Water,NULL,Wetland,NULL,Wetland,NULL
946,Water,NULL,Wetland,NULL,Wetland,Grassland
947,Water,NULL,Wetland,NULL,Wetland,Bareland
948,Water,NULL,Wetland,NULL,Wetland,Water
949,Water,NULL,Wetland,Non_Water,Wetland,Grassland
950,Water,NULL,Wetland,Non_Water,Wetland,Bareland
951,Water,NULL,Wetland,Water,Wetland,NULL
952,Water,NULL,Wetland,Water,Wetland,Grassland
953,Water,NULL,Wetland,Water,Wetland,Cropland
954,Water,NULL,Wetland,Water,Wetland,Bareland
955,Water,NULL,Wetland,Water,Wetland,Water
956,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
957,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
958,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
959,Water,NULL,Bareland,NULL,Non_Wetland,NULL
960,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
961,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
962,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
963,Water,NULL,Bareland,NULL,Non_Wetland,Water
964,Water,NULL,Bareland,NULL,Non_Wetland,Forest
965,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
966,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
967,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
968,Water,NULL,Bareland,Water,Non_Wetland,NULL
969,Water,NULL,Bareland,Water,Non_Wetland,Grassland
970,Water,NULL,Bareland,Water,Non_Wetland,Cropland
971,Water,NULL,Bareland,Water,Non_Wetland,Bareland
972,Water,NULL,Bareland,Water,Non_Wetland,Water
973,Water,NULL,Bareland,Water,Non_Wetland,Forest
974,Water,NULL,Built-up,NULL,Non_Wetland,NULL
975,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
976,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
977,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
978,Water,NULL,Built-up,NULL,Non_Wetland,Water
979,Water,NULL,Built-up,NULL,Non_Wetland,Forest
980,Water,NULL,Water,NULL,Water,NULL
981,Water,NULL,Water,NULL,Water,Grassland
982,Water,NULL,Water,NULL,Water,Cropland
983,Water,NULL,Water,NULL,Water,Bareland
984,Water,NULL,Water,NULL,Water,Water
985,Water,NULL,Water,NULL,Water,Forest
986,Water,NULL,Water,Water,Water,Grassland
987,Water,NULL,Water,Water,Water,Bareland
988,Water,NULL,Water,Water,Water,Water
989,Water,NULL,Forest,NULL,Non_Wetland,NULL
990,Water,NULL,Forest,NULL,Non_Wetland,Grassland
991,Water,NULL,Forest,NULL,Non_Wetland,Cropland
992,Water,NULL,Forest,NULL,Non_Wetland,Bareland
993,Water,NULL,Forest,NULL,Non_Wetland,Water
994,Water,NULL,Forest,NULL,Non_Wetland,Forest
995,Water,NULL,Forest,Water,Non_Wetland,NULL
996,Water,NULL,Forest,Water,Non_Wetland,Grassland
997,Water,NULL,Forest,Water,Non_Wetland,Water
998,Water,NULL,Forest,Water,Non_Wetland,Forest
999,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1000,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1001,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1002,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1003,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1004,Water,Cropland,Grassland,Water,Non_Wetland,Water
1005,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1006,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1007,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1008,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1009,Water,Cropland,Wetland,NULL,Wetland,Cropland
1010,Water,Cropland,Wetland,NULL,Wetland,Water
1011,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1012,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1013,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1014,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1015,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
1016,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1017,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1018,Water,Cropland,Bareland,Water,Non_Wetland,Water
1019,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1020,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1021,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1022,Water,Cropland,Water,NULL,Water,Grassland
1023,Water,Cropland,Water,NULL,Water,Water
1024,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1025,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1026,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1027,Water,Bareland,NULL,NULL,Non_Wetland,Water
1028,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1029,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1030,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1031,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1032,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1033,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1034,Water,Bareland,Wetland,NULL,Wetland,Cropland
1035,Water,Bareland,Wetland,NULL,Wetland,Bareland
1036,Water,Bareland,Wetland,NULL,Wetland,Water
1037,Water,Bareland,Wetland,Non_Water,Wetland,Cropland
1038,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1039,Water,Bareland,Wetland,Water,Wetland,Cropland
1040,Water,Bareland,Wetland,Water,Wetland,Bareland
1041,Water,Bareland,Wetland,Water,Wetland,Water
1042,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1043,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1044,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1045,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1046,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1047,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1048,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1049,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1050,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1051,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1052,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1053,Water,Bareland,Bareland,Water,Non_Wetland,Water
1054,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1055,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1056,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1057,Water,Bareland,Built-up,Water,Non_Wetland,Water
1058,Water,Bareland,Water,Water,Water,Cropland
1059,Water,Bareland,Water,Water,Water,Water
1060,Water,Bareland,Forest,NULL,Non_Wetland,NULL
1061,Water,Bareland,Forest,Water,Non_Wetland,Water
1062,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1063,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1064,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1065,Water,Built-up,Wetland,NULL,Wetland,Bareland
1066,Water,Built-up,Wetland,Water,Wetland,Bareland
1067,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1068,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1069,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1070,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1071,Water,Water,NULL,NULL,Non_Wetland,NULL
1072,Water,Water,NULL,NULL,Non_Wetland,Cropland
1073,Water,Water,NULL,NULL,Non_Wetland,Bareland
1074,Water,Water,NULL,NULL,Non_Wetland,Water
1075,Water,Water,NULL,NULL,Non_Wetland,Forest
1076,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1077,Water,Water,NULL,Water,Non_Wetland,Cropland
1078,Water,Water,NULL,Water,Non_Wetland,Water
1079,Water,Water,NULL,Water,Non_Wetland,Forest
1080,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1081,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1082,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1083,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1084,Water,Water,Shrubland,NULL,Non_Wetland,Water
1085,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1086,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1087,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1088,Water,Water,Shrubland,Water,Non_Wetland,Water
1089,Water,Water,Shrubland,Water,Non_Wetland,Forest
1090,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1091,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1092,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1093,Water,Water,Grassland,NULL,Non_Wetland,Water
1094,Water,Water,Grassland,NULL,Non_Wetland,Forest
1095,Water,Water,Cropland,NULL,Non_Wetland,NULL
1096,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1097,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1098,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1099,Water,Water,Cropland,NULL,Non_Wetland,Water
1100,Water,Water,Cropland,NULL,Non_Wetland,Forest
1101,Water,Water,Cropland,Water,Non_Wetland,Grassland
1102,Water,Water,Cropland,Water,Non_Wetland,Bareland
1103,Water,Water,Cropland,Water,Non_Wetland,Water
1104,Water,Water,Wetland,NULL,Wetland,NULL
1105,Water,Water,Wetland,NULL,Wetland,Grassland
1106,Water,Water,Wetland,NULL,Wetland,Cropland
1107,Water,Water,Wetland,NULL,Wetland,Bareland
1108,Water,Water,Wetland,NULL,Wetland,Water
1109,Water,Water,Wetland,Non_Water,Wetland,Grassland
1110,Water,Water,Wetland,Non_Water,Wetland,Bareland
1111,Water,Water,Wetland,Non_Water,Wetland,Water
1112,Water,Water,Wetland,Water,Wetland,NULL
1113,Water,Water,Wetland,Water,Wetland,Grassland
1114,Water,Water,Wetland,Water,Wetland,Cropland
1115,Water,Water,Wetland,Water,Wetland,Bareland
1116,Water,Water,Wetland,Water,Wetland,Water
1117,Water,Water,Wetland,Water,Wetland,Forest
1118,Water,Water,Bareland,NULL,Non_Wetland,NULL
1119,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1120,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1121,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1122,Water,Water,Bareland,NULL,Non_Wetland,Water
1123,Water,Water,Bareland,NULL,Non_Wetland,Forest
1124,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1125,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1126,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1127,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1128,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1129,Water,Water,Bareland,Water,Non_Wetland,NULL
1130,Water,Water,Bareland,Water,Non_Wetland,Grassland
1131,Water,Water,Bareland,Water,Non_Wetland,Cropland
1132,Water,Water,Bareland,Water,Non_Wetland,Bareland
1133,Water,Water,Bareland,Water,Non_Wetland,Water
1134,Water,Water,Bareland,Water,Non_Wetland,Forest
1135,Water,Water,Built-up,NULL,Non_Wetland,NULL
1136,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1137,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1138,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1139,Water,Water,Built-up,NULL,Non_Wetland,Water
1140,Water,Water,Built-up,NULL,Non_Wetland,Forest
1141,Water,Water,Built-up,Water,Non_Wetland,NULL
1142,Water,Water,Built-up,Water,Non_Wetland,Cropland
1143,Water,Water,Built-up,Water,Non_Wetland,Bareland
1144,Water,Water,Built-up,Water,Non_Wetland,Water
1145,Water,Water,Water,NULL,Water,NULL
1146,Water,Water,Water,NULL,Water,Grassland
1147,Water,Water,Water,NULL,Water,Cropland
1148,Water,Water,Water,NULL,Water,Bareland
1149,Water,Water,Water,NULL,Water,Water
1150,Water,Water,Water,Water,Water,Cropland
1151,Water,Water,Water,Water,Water,Bareland
1152,Water,Water,Water,Water,Water,Water
1153,Water,Water,Forest,NULL,Non_Wetland,NULL
1154,Water,Water,Forest,NULL,Non_Wetland,Grassland
1155,Water,Water,Forest,NULL,Non_Wetland,Cropland
1156,Water,Water,Forest,NULL,Non_Wetland,Bareland
1157,Water,Water,Forest,NULL,Non_Wetland,Water
1158,Water,Water,Forest,NULL,Non_Wetland,Forest
1159,Water,Water,Forest,Water,Non_Wetland,Water
1160,Water,Forest,Forest,NULL,Non_Wetland,NULL
1161,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1162,Water,Forest,Forest,NULL,Non_Wetland,Forest
1163,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1164,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1165,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1166,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1167,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1168,Forest,NULL,NULL,NULL,Non_Wetland,Water
1169,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1170,Forest,NULL,NULL,Water,Non_Wetland,NULL
1171,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1172,Forest,NULL,NULL,Water,Non_Wetland,Cropland
1173,Forest,NULL,NULL,Water,Non_Wetland,Forest
1174,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1175,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1176,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1177,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1178,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1179,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1180,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1181,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1182,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1183,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1184,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1185,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1186,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1187,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1188,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1189,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1190,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1191,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1192,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1193,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1194,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1195,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1196,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1197,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1198,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1199,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1200,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1201,Forest,NULL,Wetland,NULL,Wetland,NULL
1202,Forest,NULL,Wetland,NULL,Wetland,Grassland
1203,Forest,NULL,Wetland,NULL,Wetland,Forest
1204,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1205,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1206,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1207,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1208,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1209,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1210,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1211,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1212,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1213,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1214,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1215,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1216,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1217,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1218,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1219,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1220,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1221,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1222,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1223,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1224,Forest,NULL,Bareland,Water,Non_Wetland,Water
1225,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1226,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1227,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1228,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1229,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1230,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1231,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1232,Forest,NULL,Water,NULL,Water,NULL
1233,Forest,NULL,Water,NULL,Water,Grassland
1234,Forest,NULL,Water,NULL,Water,Cropland
1235,Forest,NULL,Water,NULL,Water,Water
1236,Forest,NULL,Water,NULL,Water,Forest
1237,Forest,NULL,Water,Water,Water,Grassland
1238,Forest,NULL,Water,Water,Water,Forest
1239,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1240,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1241,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1242,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1243,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1244,Forest,NULL,Forest,NULL,Non_Wetland,Water
1245,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1246,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1247,Forest,NULL,Forest,Water,Non_Wetland,NULL
1248,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1249,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1250,Forest,NULL,Forest,Water,Non_Wetland,Water
1251,Forest,NULL,Forest,Water,Non_Wetland,Forest
1252,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1253,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1254,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1255,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1256,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1257,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1258,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1259,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1260,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1261,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1262,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1263,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1264,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1265,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1266,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1267,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1268,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1269,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1270,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1271,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1272,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1273,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1274,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1275,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1276,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1277,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1278,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1279,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1280,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1281,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1282,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1283,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
