Value,AFRICA_2024_DynamicWorld_2024_37PCN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCN_M_R,AFRICA_2024_GSW_Yearly_2021_37PCN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCN_M_R,AFRICA_2024_WorldCover_2021_37PCN_M_R
858,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
859,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
860,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
861,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
862,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
863,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
864,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
865,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
866,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
867,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
868,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
869,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
870,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
871,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
872,Cropland,NULL,Wetland,NULL,Wetland,NULL
873,Cropland,NULL,Wetland,NULL,Wetland,Grassland
874,Cropland,NULL,Wetland,NULL,Wetland,Cropland
875,Cropland,NULL,Wetland,NULL,Wetland,Wetland
876,Cropland,NULL,Wetland,NULL,Wetland,Forest
877,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
878,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
879,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
880,Cropland,NULL,Wetland,Water,Wetland,Cropland
881,Cropland,NULL,Wetland,Water,Wetland,Wetland
882,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
883,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
884,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
885,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
886,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
887,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
888,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
889,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
890,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
891,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
892,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
893,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
894,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
895,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
896,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
897,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
898,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
899,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
900,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
901,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
902,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
903,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
904,Cropland,NULL,Water,NULL,Water,NULL
905,Cropland,NULL,Water,NULL,Water,Grassland
906,Cropland,NULL,Water,NULL,Water,Cropland
907,Cropland,NULL,Water,Water,Water,Cropland
908,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
909,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
910,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
911,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
912,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
913,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
914,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
915,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
916,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
917,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
918,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
919,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
920,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
921,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
922,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
923,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
924,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
925,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
926,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
927,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
928,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
929,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
930,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
931,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland
932,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
933,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
934,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
935,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
936,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland
937,Cropland,Cropland,NULL,Water,Non_Wetland,Water
938,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
939,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
940,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
941,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
942,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
943,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
944,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
945,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
946,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
947,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
948,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
949,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
950,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
951,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
952,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
953,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
954,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
955,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
956,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
957,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
958,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
959,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
960,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
961,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
962,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
963,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
964,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
965,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
966,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
967,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
968,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
969,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
970,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
971,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
972,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
973,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
974,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
975,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
976,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
977,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
978,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
979,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
980,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
981,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
982,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
983,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
984,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
985,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
986,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
987,Cropland,Cropland,Wetland,NULL,Wetland,NULL
988,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
989,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
990,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
991,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
992,Cropland,Cropland,Wetland,NULL,Wetland,Forest
993,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
994,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
995,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
996,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
997,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
998,Cropland,Cropland,Wetland,Water,Wetland,Grassland
999,Cropland,Cropland,Wetland,Water,Wetland,Cropland
1000,Cropland,Cropland,Wetland,Water,Wetland,Wetland
1001,Cropland,Cropland,Wetland,Water,Wetland,Bareland
1002,Cropland,Cropland,Wetland,Water,Wetland,Water
1003,Cropland,Cropland,Wetland,Water,Wetland,Forest
1004,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1005,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1006,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1007,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1008,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1009,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1010,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
1011,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1012,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1013,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1014,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1015,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1016,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
1017,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
1018,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1019,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1020,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1021,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1022,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
1023,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1024,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
1025,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
1026,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
1027,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
1028,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
1029,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1030,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1031,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1032,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1033,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1034,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
1035,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1036,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
1037,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
1038,Cropland,Cropland,Water,NULL,Water,Cropland
1039,Cropland,Cropland,Water,NULL,Water,Wetland
1040,Cropland,Cropland,Water,NULL,Water,Water
1041,Cropland,Cropland,Water,Non_Water,Water,Cropland
1042,Cropland,Cropland,Water,Non_Water,Water,Wetland
1043,Cropland,Cropland,Water,Non_Water,Water,Bareland
1044,Cropland,Cropland,Water,Water,Water,Cropland
1045,Cropland,Cropland,Water,Water,Water,Wetland
1046,Cropland,Cropland,Water,Water,Water,Bareland
1047,Cropland,Cropland,Water,Water,Water,Water
1048,Cropland,Cropland,Water,Water,Water,Forest
1049,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
1050,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1051,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1052,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
1053,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
1054,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
1055,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1056,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1057,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1058,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1059,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1060,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1061,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
1062,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
1063,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
1064,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
1065,Cropland,Cropland,Forest,Water,Non_Wetland,Water
1066,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
1067,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
1068,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
1069,Cropland,Wetland,NULL,Water,Non_Wetland,Cropland
1070,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland
1071,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1072,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1073,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1074,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1075,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1076,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1077,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1078,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1079,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1080,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1081,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
1082,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
1083,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1084,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1085,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
1086,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
1087,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
1088,Cropland,Wetland,Wetland,NULL,Wetland,NULL
1089,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
1090,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
1091,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
1092,Cropland,Wetland,Wetland,NULL,Wetland,Forest
1093,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
1094,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
1095,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
1096,Cropland,Wetland,Wetland,Water,Wetland,Cropland
1097,Cropland,Wetland,Wetland,Water,Wetland,Wetland
1098,Cropland,Wetland,Wetland,Water,Wetland,Forest
1099,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1100,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
1101,Cropland,Wetland,Water,Water,Water,Cropland
1102,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
1103,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
1104,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
1105,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
1106,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
1107,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1108,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
1109,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
1110,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1111,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1112,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1113,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1114,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
1115,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1116,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1117,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
1118,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
1119,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1120,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1121,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1122,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1123,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1124,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1125,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1126,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1127,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1128,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
1129,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1130,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1131,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1132,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1133,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1134,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1135,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1136,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1137,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1138,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1139,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1140,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1141,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1142,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1143,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1144,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1145,Cropland,Built-up,Cropland,Water,Non_Wetland,Wetland
1146,Cropland,Built-up,Wetland,NULL,Wetland,NULL
1147,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
1148,Cropland,Built-up,Wetland,NULL,Wetland,Cropland
1149,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
1150,Cropland,Built-up,Wetland,NULL,Wetland,Forest
1151,Cropland,Built-up,Wetland,Water,Wetland,Cropland
1152,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1153,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1154,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
1155,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1156,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1157,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1158,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1159,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1160,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
1161,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1162,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1163,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1164,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1165,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1166,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1167,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1168,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1169,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1170,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1171,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1172,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1173,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1174,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1175,Cropland,Built-up,Forest,Water,Non_Wetland,Cropland
1176,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
1177,Cropland,Water,NULL,Non_Water,Non_Wetland,Grassland
1178,Cropland,Water,NULL,Non_Water,Non_Wetland,Cropland
1179,Cropland,Water,NULL,Water,Non_Wetland,Grassland
1180,Cropland,Water,NULL,Water,Non_Wetland,Cropland
1181,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1182,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1183,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
1184,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1185,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1186,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1187,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1188,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1189,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
1190,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
1191,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1192,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1193,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
1194,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1195,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1196,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1197,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1198,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1199,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1200,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
1201,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1202,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1203,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1204,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
1205,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
1206,Cropland,Water,Wetland,NULL,Wetland,Grassland
1207,Cropland,Water,Wetland,NULL,Wetland,Cropland
1208,Cropland,Water,Wetland,NULL,Wetland,Wetland
1209,Cropland,Water,Wetland,NULL,Wetland,Forest
1210,Cropland,Water,Wetland,Non_Water,Wetland,Forest
1211,Cropland,Water,Wetland,Water,Wetland,Grassland
1212,Cropland,Water,Wetland,Water,Wetland,Cropland
1213,Cropland,Water,Wetland,Water,Wetland,Wetland
1214,Cropland,Water,Wetland,Water,Wetland,Bareland
1215,Cropland,Water,Wetland,Water,Wetland,Water
1216,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1217,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1218,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1219,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
1220,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
1221,Cropland,Water,Bareland,Water,Non_Wetland,Water
1222,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
1223,Cropland,Water,Water,Water,Water,Wetland
1224,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1225,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1226,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
1227,Cropland,Water,Forest,Water,Non_Wetland,Grassland
1228,Cropland,Water,Forest,Water,Non_Wetland,Cropland
1229,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1230,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1231,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1232,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
1233,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
1234,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1235,Cropland,Forest,NULL,Water,Non_Wetland,Cropland
1236,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1237,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1238,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1239,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1240,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1241,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1242,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1243,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1244,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1245,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1246,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1247,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1248,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1249,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1250,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1251,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1252,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
1253,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1254,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1255,Cropland,Forest,Wetland,NULL,Wetland,Forest
1256,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1257,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1258,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1259,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1260,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1261,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1262,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1263,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1264,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1265,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1266,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1267,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1268,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1269,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1270,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1271,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
