Value,AFRICA_2024_DynamicWorld_2024_37PEL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEL_M_R,AFRICA_2024_GSW_Yearly_2021_37PEL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEL_M_R,AFRICA_2024_WorldCover_2021_37PEL_M_R
835,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
836,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
837,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
838,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
839,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
840,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
841,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
842,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
843,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
844,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
845,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
846,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
847,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
848,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
849,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
850,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
851,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
852,Cropland,Built-up,Wetland,NULL,Wetland,Forest
853,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
854,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
855,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
856,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
857,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
858,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
859,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
860,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
861,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
862,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
863,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
864,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
865,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
866,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
867,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
868,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
869,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
870,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
871,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
872,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
873,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
874,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
875,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
876,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
877,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
878,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
879,Cropland,Water,NULL,NULL,Non_Wetland,Forest
880,Cropland,Water,NULL,Non_Water,Non_Wetland,Grassland
881,Cropland,Water,NULL,Water,Non_Wetland,Wetland
882,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
883,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
884,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
885,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
886,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
887,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
888,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
889,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
890,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
891,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
892,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
893,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
894,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
895,Cropland,Water,Grassland,Water,Non_Wetland,NULL
896,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
897,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
898,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
899,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
900,Cropland,Water,Grassland,Water,Non_Wetland,Water
901,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
902,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
903,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
904,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
905,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
906,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
907,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
908,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
909,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
910,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
911,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
912,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
913,Cropland,Water,Wetland,NULL,Wetland,NULL
914,Cropland,Water,Wetland,NULL,Wetland,Cropland
915,Cropland,Water,Wetland,NULL,Wetland,Wetland
916,Cropland,Water,Wetland,Water,Wetland,Grassland
917,Cropland,Water,Wetland,Water,Wetland,Cropland
918,Cropland,Water,Wetland,Water,Wetland,Wetland
919,Cropland,Water,Wetland,Water,Wetland,Bareland
920,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
921,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
922,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
923,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland
924,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
925,Cropland,Water,Bareland,NULL,Non_Wetland,Water
926,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
927,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
928,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
929,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
930,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
931,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
932,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
933,Cropland,Water,Bareland,Water,Non_Wetland,Water
934,Cropland,Water,Built-up,NULL,Non_Wetland,NULL
935,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
936,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
937,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
938,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
939,Cropland,Water,Built-up,Non_Water,Non_Wetland,Grassland
940,Cropland,Water,Built-up,Non_Water,Non_Wetland,Bareland
941,Cropland,Water,Built-up,Water,Non_Wetland,Grassland
942,Cropland,Water,Water,Water,Water,Grassland
943,Cropland,Water,Water,Water,Water,Cropland
944,Cropland,Water,Water,Water,Water,Wetland
945,Cropland,Water,Water,Water,Water,Bareland
946,Cropland,Water,Forest,NULL,Non_Wetland,NULL
947,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
948,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
949,Cropland,Water,Forest,Water,Non_Wetland,NULL
950,Cropland,Water,Forest,Water,Non_Wetland,Grassland
951,Cropland,Water,Forest,Water,Non_Wetland,Cropland
952,Cropland,Water,Forest,Water,Non_Wetland,Wetland
953,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
954,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
955,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
956,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
957,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
958,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland
959,Cropland,Forest,NULL,Non_Water,Non_Wetland,Cropland
960,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
961,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
962,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
963,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
964,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
965,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
966,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
967,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
968,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
969,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
970,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
971,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
972,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
973,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
974,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
975,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL
976,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
977,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
978,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
979,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
980,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
981,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
982,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
983,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
984,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
985,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
986,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
987,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
988,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
989,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
990,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
991,Cropland,Forest,Wetland,NULL,Wetland,NULL
992,Cropland,Forest,Wetland,NULL,Wetland,Grassland
993,Cropland,Forest,Wetland,NULL,Wetland,Wetland
994,Cropland,Forest,Wetland,NULL,Wetland,Forest
995,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
996,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
997,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
998,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
999,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1000,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
1001,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1002,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1003,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1004,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1005,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1006,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland
1007,Cropland,Forest,Bareland,Water,Non_Wetland,Cropland
1008,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1009,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
1010,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
1011,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1012,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Cropland
1013,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1014,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1015,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1016,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1017,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1018,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1019,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1020,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1021,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1022,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1023,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1024,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1025,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1026,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1027,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1028,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1029,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1030,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1031,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1032,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1033,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1034,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1035,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1036,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1037,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1038,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1039,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1040,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1041,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1042,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1043,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
1044,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1045,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1046,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1047,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1048,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1049,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1050,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1051,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1052,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1053,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1054,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1055,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1056,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1057,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1058,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1059,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1060,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1061,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1062,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1063,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1064,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1065,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1066,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1067,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1068,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
1069,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1070,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1071,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1072,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL
1073,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1074,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1075,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1076,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1077,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1078,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1079,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1080,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1081,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1082,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1083,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1084,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
1085,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1086,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1087,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1088,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1089,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1090,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
1091,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1092,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1093,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL
1094,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1095,Wetland,Wetland,Water,Water,Water,Wetland
1096,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1097,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1098,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1099,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1100,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1101,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1102,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1103,Wetland,Water,Wetland,NULL,Wetland,NULL
1104,Wetland,Water,Wetland,NULL,Wetland,Wetland
1105,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1106,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1107,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1108,Wetland,Water,Bareland,Water,Non_Wetland,NULL
1109,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
1110,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1111,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1112,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1113,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1114,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1115,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1116,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1117,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1118,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1119,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1120,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1121,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1122,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1123,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1124,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1125,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1126,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1127,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1128,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1129,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1130,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1131,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1132,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1133,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1134,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1135,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
1136,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1137,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1138,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1139,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1140,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1141,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1142,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1143,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1144,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1145,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1146,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1147,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1148,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1149,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1150,Bareland,NULL,Wetland,NULL,Wetland,NULL
1151,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1152,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1153,Bareland,NULL,Wetland,NULL,Wetland,Forest
1154,Bareland,NULL,Wetland,Water,Wetland,Water
1155,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1156,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1157,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1158,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1159,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1160,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1161,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1162,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1163,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1164,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1165,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1166,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1167,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1168,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1169,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1170,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1171,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1172,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1173,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1174,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1175,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1176,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1177,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1178,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1179,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1180,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1181,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1182,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1183,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1184,Bareland,NULL,Water,NULL,Water,Bareland
1185,Bareland,NULL,Water,Non_Water,Water,Cropland
1186,Bareland,NULL,Water,Water,Water,Cropland
1187,Bareland,NULL,Water,Water,Water,Water
1188,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1189,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1190,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1191,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1192,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1193,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1194,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1195,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1196,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1197,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1198,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
1199,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1200,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
1201,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1202,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1203,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1204,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1205,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1206,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1207,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1208,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1209,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1210,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1211,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1212,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1213,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1214,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1215,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1216,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1217,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1218,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1219,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1220,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1221,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1222,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1223,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1224,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1225,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1226,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1227,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1228,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1229,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1230,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1231,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
1232,Bareland,Cropland,Wetland,NULL,Wetland,Water
1233,Bareland,Cropland,Wetland,Water,Wetland,Cropland
1234,Bareland,Cropland,Wetland,Water,Wetland,Water
1235,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1236,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1237,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1238,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1239,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1240,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1241,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1242,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1243,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1244,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1245,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1246,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1247,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1248,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
