Value,AFRICA_2024_DynamicWorld_2024_37PBR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBR_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBR_M_R,AFRICA_2024_GSW_Yearly_2021_37PBR_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBR_M_R,AFRICA_2024_WorldCover_2021_37PBR_M_R
854,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
855,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
856,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
857,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
858,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
859,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
860,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
861,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
862,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
863,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
864,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
865,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
866,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
867,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
868,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
869,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
870,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
871,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
872,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
873,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
874,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
875,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
876,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
877,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
878,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
879,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
880,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
881,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
882,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
883,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
884,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
885,Bareland,Cropland,Water,Water,Water,Cropland
886,Bareland,Cropland,Water,Water,Water,Water
887,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
888,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
889,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
890,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
891,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
892,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
893,Bareland,Cropland,Forest,Water,Non_Wetland,Wetland
894,Bareland,Cropland,Forest,Water,Non_Wetland,Water
895,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
896,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
897,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
898,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
899,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
900,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
901,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
902,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
903,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
904,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
905,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
906,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
907,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
908,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
909,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
910,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
911,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
912,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
913,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
914,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
915,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
916,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
917,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
918,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
919,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
920,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
921,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
922,Bareland,Bareland,Wetland,NULL,Wetland,Water
923,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
924,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
925,Bareland,Bareland,Wetland,Water,Wetland,Grassland
926,Bareland,Bareland,Wetland,Water,Wetland,Wetland
927,Bareland,Bareland,Wetland,Water,Wetland,Bareland
928,Bareland,Bareland,Wetland,Water,Wetland,Water
929,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
930,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
931,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
932,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
933,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
934,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
935,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
936,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
937,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
938,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
939,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
940,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
941,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
942,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
943,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
944,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
945,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
946,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
947,Bareland,Bareland,Water,NULL,Water,Grassland
948,Bareland,Bareland,Water,Non_Water,Water,Bareland
949,Bareland,Bareland,Water,Water,Water,Cropland
950,Bareland,Bareland,Water,Water,Water,Bareland
951,Bareland,Bareland,Water,Water,Water,Water
952,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
953,Bareland,Bareland,Forest,Water,Non_Wetland,Water
954,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
955,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
956,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
957,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
958,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
959,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
960,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
961,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
962,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
963,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
964,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
965,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
966,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
967,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
968,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
969,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
970,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
971,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
972,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
973,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
974,Bareland,Water,Shrubland,Water,Non_Wetland,Water
975,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
976,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
977,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
978,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
979,Bareland,Water,Grassland,NULL,Non_Wetland,Water
980,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
981,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
982,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
983,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
984,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
985,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
986,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
987,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
988,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
989,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
990,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
991,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
992,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
993,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
994,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
995,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
996,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
997,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
998,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
999,Bareland,Water,Cropland,Water,Non_Wetland,Water
1000,Bareland,Water,Wetland,NULL,Wetland,Grassland
1001,Bareland,Water,Wetland,NULL,Wetland,Cropland
1002,Bareland,Water,Wetland,NULL,Wetland,Bareland
1003,Bareland,Water,Wetland,NULL,Wetland,Water
1004,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1005,Bareland,Water,Wetland,Non_Water,Wetland,Water
1006,Bareland,Water,Wetland,Water,Wetland,Cropland
1007,Bareland,Water,Wetland,Water,Wetland,Bareland
1008,Bareland,Water,Wetland,Water,Wetland,Water
1009,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1010,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1011,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1012,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1013,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1014,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1015,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1016,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1017,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1018,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1019,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1020,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1021,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1022,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1023,Bareland,Water,Bareland,Water,Non_Wetland,Water
1024,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1025,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1026,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1027,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1028,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1029,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1030,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1031,Bareland,Water,Built-up,Water,Non_Wetland,Water
1032,Bareland,Water,Water,NULL,Water,Bareland
1033,Bareland,Water,Water,Water,Water,Grassland
1034,Bareland,Water,Water,Water,Water,Bareland
1035,Bareland,Water,Water,Water,Water,Water
1036,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1037,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1038,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1039,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1040,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1041,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1042,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1043,Bareland,Water,Forest,Water,Non_Wetland,Water
1044,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1045,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1046,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1047,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1048,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1049,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1050,Water,NULL,NULL,NULL,Non_Wetland,NULL
1051,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1052,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1053,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1054,Water,NULL,NULL,NULL,Non_Wetland,Forest
1055,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1056,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1057,Water,NULL,NULL,Water,Non_Wetland,Cropland
1058,Water,NULL,NULL,Water,Non_Wetland,Bareland
1059,Water,NULL,NULL,Water,Non_Wetland,Water
1060,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1061,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1062,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1063,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1064,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1065,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1066,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1067,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1068,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1069,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1070,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1071,Water,NULL,Shrubland,Water,Non_Wetland,Water
1072,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1073,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1074,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1075,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1076,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1077,Water,NULL,Grassland,NULL,Non_Wetland,Water
1078,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1079,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1080,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1081,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1082,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1083,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1084,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1085,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1086,Water,NULL,Grassland,Water,Non_Wetland,Water
1087,Water,NULL,Grassland,Water,Non_Wetland,Forest
1088,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1089,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1090,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1091,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1092,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1093,Water,NULL,Cropland,NULL,Non_Wetland,Water
1094,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1095,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1096,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1097,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1098,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1099,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1100,Water,NULL,Cropland,Water,Non_Wetland,NULL
1101,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1102,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1103,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1104,Water,NULL,Cropland,Water,Non_Wetland,Water
1105,Water,NULL,Cropland,Water,Non_Wetland,Forest
1106,Water,NULL,Wetland,NULL,Wetland,Grassland
1107,Water,NULL,Wetland,NULL,Wetland,Cropland
1108,Water,NULL,Wetland,NULL,Wetland,Bareland
1109,Water,NULL,Wetland,NULL,Wetland,Water
1110,Water,NULL,Wetland,NULL,Wetland,Forest
1111,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1112,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1113,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1114,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1115,Water,NULL,Wetland,Non_Water,Wetland,Water
1116,Water,NULL,Wetland,Non_Water,Wetland,Forest
1117,Water,NULL,Wetland,Water,Wetland,Grassland
1118,Water,NULL,Wetland,Water,Wetland,Cropland
1119,Water,NULL,Wetland,Water,Wetland,Wetland
1120,Water,NULL,Wetland,Water,Wetland,Bareland
1121,Water,NULL,Wetland,Water,Wetland,Water
1122,Water,NULL,Wetland,Water,Wetland,Forest
1123,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1124,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1125,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1126,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1127,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1128,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1129,Water,NULL,Bareland,NULL,Non_Wetland,Water
1130,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1131,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1132,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1133,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1134,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1135,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1136,Water,NULL,Bareland,Water,Non_Wetland,NULL
1137,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1138,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1139,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1140,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1141,Water,NULL,Bareland,Water,Non_Wetland,Water
1142,Water,NULL,Bareland,Water,Non_Wetland,Forest
1143,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1144,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1145,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1146,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1147,Water,NULL,Built-up,NULL,Non_Wetland,Water
1148,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1149,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1150,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1151,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1152,Water,NULL,Built-up,Water,Non_Wetland,Water
1153,Water,NULL,Built-up,Water,Non_Wetland,Forest
1154,Water,NULL,Water,NULL,Water,Grassland
1155,Water,NULL,Water,NULL,Water,Forest
1156,Water,NULL,Water,Non_Water,Water,Cropland
1157,Water,NULL,Water,Non_Water,Water,Forest
1158,Water,NULL,Water,Water,Water,Grassland
1159,Water,NULL,Water,Water,Water,Cropland
1160,Water,NULL,Water,Water,Water,Water
1161,Water,NULL,Water,Water,Water,Forest
1162,Water,NULL,Forest,NULL,Non_Wetland,NULL
1163,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1164,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1165,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1166,Water,NULL,Forest,NULL,Non_Wetland,Water
1167,Water,NULL,Forest,NULL,Non_Wetland,Forest
1168,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1169,Water,NULL,Forest,Water,Non_Wetland,Grassland
1170,Water,NULL,Forest,Water,Non_Wetland,Cropland
1171,Water,NULL,Forest,Water,Non_Wetland,Bareland
1172,Water,NULL,Forest,Water,Non_Wetland,Water
1173,Water,NULL,Forest,Water,Non_Wetland,Forest
1174,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1175,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1176,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1177,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1178,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1179,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1180,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1181,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1182,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1183,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1184,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1185,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1186,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1187,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1188,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1189,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1190,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1191,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1192,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1193,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1194,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1195,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1196,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1197,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1198,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1199,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1200,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1201,Water,Cropland,Cropland,Water,Non_Wetland,Water
1202,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1203,Water,Cropland,Wetland,NULL,Wetland,Grassland
1204,Water,Cropland,Wetland,NULL,Wetland,Cropland
1205,Water,Cropland,Wetland,NULL,Wetland,Bareland
1206,Water,Cropland,Wetland,NULL,Wetland,Water
1207,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1208,Water,Cropland,Wetland,Water,Wetland,Grassland
1209,Water,Cropland,Wetland,Water,Wetland,Cropland
1210,Water,Cropland,Wetland,Water,Wetland,Bareland
1211,Water,Cropland,Wetland,Water,Wetland,Water
1212,Water,Cropland,Wetland,Water,Wetland,Forest
1213,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1214,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1215,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1216,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1217,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1218,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1219,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1220,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1221,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1222,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1223,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1224,Water,Cropland,Bareland,Water,Non_Wetland,Water
1225,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1226,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1227,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1228,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1229,Water,Cropland,Water,Water,Water,Cropland
1230,Water,Cropland,Water,Water,Water,Bareland
1231,Water,Cropland,Water,Water,Water,Water
1232,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1233,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1234,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1235,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1236,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1237,Water,Cropland,Forest,Water,Non_Wetland,Water
1238,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1239,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1240,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1241,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1242,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1243,Water,Bareland,Grassland,Water,Non_Wetland,Water
1244,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1245,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1246,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1247,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1248,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1249,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1250,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1251,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1252,Water,Bareland,Cropland,Water,Non_Wetland,Water
1253,Water,Bareland,Wetland,NULL,Wetland,Bareland
1254,Water,Bareland,Wetland,Non_Water,Wetland,Water
1255,Water,Bareland,Wetland,Water,Wetland,Grassland
1256,Water,Bareland,Wetland,Water,Wetland,Cropland
1257,Water,Bareland,Wetland,Water,Wetland,Wetland
1258,Water,Bareland,Wetland,Water,Wetland,Bareland
1259,Water,Bareland,Wetland,Water,Wetland,Water
1260,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1261,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1262,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1263,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1264,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1265,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1266,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1267,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1268,Water,Bareland,Bareland,Water,Non_Wetland,Water
1269,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1270,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1271,Water,Bareland,Water,Water,Water,Water
1272,Water,Bareland,Forest,Water,Non_Wetland,Water
1273,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1274,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1275,Water,Water,NULL,NULL,Non_Wetland,NULL
1276,Water,Water,NULL,NULL,Non_Wetland,Grassland
1277,Water,Water,NULL,NULL,Non_Wetland,Cropland
1278,Water,Water,NULL,NULL,Non_Wetland,Bareland
1279,Water,Water,NULL,NULL,Non_Wetland,Water
1280,Water,Water,NULL,NULL,Non_Wetland,Forest
1281,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1282,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1283,Water,Water,NULL,Non_Water,Non_Wetland,Water
1284,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1285,Water,Water,NULL,Water,Non_Wetland,Cropland
1286,Water,Water,NULL,Water,Non_Wetland,Wetland
1287,Water,Water,NULL,Water,Non_Wetland,Bareland
1288,Water,Water,NULL,Water,Non_Wetland,Water
1289,Water,Water,NULL,Water,Non_Wetland,Forest
