Value,AFRICA_2024_DynamicWorld_2024_37PCP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCP_M_R,AFRICA_2024_GSW_Yearly_2021_37PCP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCP_M_R,AFRICA_2024_WorldCover_2021_37PCP_M_R
851,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
852,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
853,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
854,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
855,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
856,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
857,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
858,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
859,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
860,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
861,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
862,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
863,Grassland,Forest,Grassland,Water,Non_Wetland,Cropland
864,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
865,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
866,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
867,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
868,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
869,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
870,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
871,Grassland,Forest,Wetland,NULL,Wetland,NULL
872,Grassland,Forest,Wetland,NULL,Wetland,Grassland
873,Grassland,Forest,Wetland,NULL,Wetland,Cropland
874,Grassland,Forest,Wetland,NULL,Wetland,Wetland
875,Grassland,Forest,Wetland,NULL,Wetland,Forest
876,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
877,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
878,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland
879,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
880,Grassland,Forest,Wetland,Non_Water,Wetland,Water
881,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
882,Grassland,Forest,Wetland,Water,Wetland,NULL
883,Grassland,Forest,Wetland,Water,Wetland,Grassland
884,Grassland,Forest,Wetland,Water,Wetland,Cropland
885,Grassland,Forest,Wetland,Water,Wetland,Wetland
886,Grassland,Forest,Wetland,Water,Wetland,Water
887,Grassland,Forest,Wetland,Water,Wetland,Forest
888,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
889,Grassland,Forest,Water,Non_Water,Water,Wetland
890,Grassland,Forest,Water,Water,Water,NULL
891,Grassland,Forest,Water,Water,Water,Cropland
892,Grassland,Forest,Water,Water,Water,Wetland
893,Grassland,Forest,Water,Water,Water,Water
894,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
895,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
896,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
897,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
898,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
899,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
900,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
901,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
902,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
903,Grassland,Forest,Forest,Water,Non_Wetland,NULL
904,Grassland,Forest,Forest,Water,Non_Wetland,Cropland
905,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
906,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
907,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
908,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
909,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
910,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
911,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
912,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
913,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
914,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
915,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
916,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
917,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
918,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
919,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
920,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
921,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
922,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
923,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
924,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
925,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
926,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
927,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
928,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
929,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
930,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
931,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
932,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
933,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
934,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
935,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
936,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
937,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
938,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
939,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
940,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
941,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
942,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
943,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
944,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
945,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
946,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
947,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
948,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
949,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
950,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
951,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
952,Cropland,NULL,Wetland,NULL,Wetland,NULL
953,Cropland,NULL,Wetland,NULL,Wetland,Grassland
954,Cropland,NULL,Wetland,NULL,Wetland,Cropland
955,Cropland,NULL,Wetland,NULL,Wetland,Wetland
956,Cropland,NULL,Wetland,NULL,Wetland,Forest
957,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
958,Cropland,NULL,Wetland,Water,Wetland,Grassland
959,Cropland,NULL,Wetland,Water,Wetland,Cropland
960,Cropland,NULL,Wetland,Water,Wetland,Wetland
961,Cropland,NULL,Wetland,Water,Wetland,Water
962,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
963,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
964,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
965,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
966,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
967,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
968,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
969,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
970,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
971,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
972,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
973,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
974,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
975,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
976,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
977,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
978,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
979,Cropland,NULL,Water,NULL,Water,Grassland
980,Cropland,NULL,Water,NULL,Water,Cropland
981,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
982,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
983,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
984,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
985,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
986,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
987,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
988,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
989,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
990,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
991,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
992,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
993,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
994,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
995,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
996,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
997,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
998,Cropland,Cropland,NULL,NULL,Non_Wetland,Water
999,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
1000,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
1001,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1002,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1003,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1004,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1005,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
1006,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
1007,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
1008,Cropland,Cropland,NULL,Water,Non_Wetland,Water
1009,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
1010,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1011,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1012,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1013,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1014,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1015,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1016,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
1017,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1018,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1019,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1020,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1021,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1022,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1023,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1024,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1025,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1026,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
1027,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
1028,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
1029,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1030,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1031,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1032,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1033,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1034,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
1035,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
1036,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1037,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1038,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1039,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1040,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1041,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
1042,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
1043,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
1044,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
1045,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
1046,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
1047,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1048,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1049,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1050,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1051,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1052,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
1053,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
1054,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1055,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1056,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1057,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1058,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1059,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
1060,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1061,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1062,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
1063,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
1064,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
1065,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
1066,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
1067,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
1068,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
1069,Cropland,Cropland,Wetland,NULL,Wetland,NULL
1070,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
1071,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
1072,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
1073,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
1074,Cropland,Cropland,Wetland,NULL,Wetland,Built-up
1075,Cropland,Cropland,Wetland,NULL,Wetland,Water
1076,Cropland,Cropland,Wetland,NULL,Wetland,Forest
1077,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
1078,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
1079,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
1080,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
1081,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
1082,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
1083,Cropland,Cropland,Wetland,Water,Wetland,NULL
1084,Cropland,Cropland,Wetland,Water,Wetland,Grassland
1085,Cropland,Cropland,Wetland,Water,Wetland,Cropland
1086,Cropland,Cropland,Wetland,Water,Wetland,Wetland
1087,Cropland,Cropland,Wetland,Water,Wetland,Bareland
1088,Cropland,Cropland,Wetland,Water,Wetland,Built-up
1089,Cropland,Cropland,Wetland,Water,Wetland,Water
1090,Cropland,Cropland,Wetland,Water,Wetland,Forest
1091,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1092,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1093,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1094,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1095,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1096,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1097,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1098,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Cropland
1099,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
1100,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1101,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1102,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1103,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1104,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1105,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
1106,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
1107,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1108,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1109,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1110,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1111,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1112,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
1113,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1114,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
1115,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
1116,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
1117,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
1118,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
1119,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
1120,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
1121,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1122,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1123,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1124,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1125,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1126,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
1127,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
1128,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1129,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1130,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
1131,Cropland,Cropland,Built-up,Water,Non_Wetland,Wetland
1132,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
1133,Cropland,Cropland,Water,NULL,Water,Grassland
1134,Cropland,Cropland,Water,NULL,Water,Cropland
1135,Cropland,Cropland,Water,NULL,Water,Wetland
1136,Cropland,Cropland,Water,NULL,Water,Water
1137,Cropland,Cropland,Water,Non_Water,Water,Grassland
1138,Cropland,Cropland,Water,Non_Water,Water,Cropland
1139,Cropland,Cropland,Water,Non_Water,Water,Wetland
1140,Cropland,Cropland,Water,Water,Water,Grassland
1141,Cropland,Cropland,Water,Water,Water,Cropland
1142,Cropland,Cropland,Water,Water,Water,Wetland
1143,Cropland,Cropland,Water,Water,Water,Bareland
1144,Cropland,Cropland,Water,Water,Water,Water
1145,Cropland,Cropland,Water,Water,Water,Forest
1146,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
1147,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1148,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1149,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
1150,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
1151,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
1152,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
1153,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1154,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1155,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1156,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1157,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1158,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1159,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
1160,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
1161,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
1162,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
1163,Cropland,Cropland,Forest,Water,Non_Wetland,Water
1164,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
1165,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
1166,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
1167,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
1168,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1169,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1170,Cropland,Wetland,NULL,Water,Non_Wetland,Cropland
1171,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland
1172,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1173,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1174,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1175,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1176,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1177,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1178,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1179,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1180,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1181,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1182,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1183,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1184,Cropland,Wetland,Shrubland,Water,Non_Wetland,Forest
1185,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1186,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1187,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1188,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
1189,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1190,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
1191,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
1192,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
1193,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
1194,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1195,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1196,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1197,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1198,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
1199,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1200,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1201,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1202,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1203,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
1204,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
1205,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
1206,Cropland,Wetland,Cropland,Water,Non_Wetland,Water
1207,Cropland,Wetland,Wetland,NULL,Wetland,NULL
1208,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
1209,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
1210,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
1211,Cropland,Wetland,Wetland,NULL,Wetland,Forest
1212,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL
1213,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
1214,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
1215,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
1216,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
1217,Cropland,Wetland,Wetland,Water,Wetland,Grassland
1218,Cropland,Wetland,Wetland,Water,Wetland,Cropland
1219,Cropland,Wetland,Wetland,Water,Wetland,Wetland
1220,Cropland,Wetland,Wetland,Water,Wetland,Water
1221,Cropland,Wetland,Wetland,Water,Wetland,Forest
1222,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1223,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1224,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1225,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1226,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1227,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
1228,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
1229,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1230,Cropland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1231,Cropland,Wetland,Built-up,Water,Non_Wetland,Cropland
1232,Cropland,Wetland,Water,Non_Water,Water,Cropland
1233,Cropland,Wetland,Water,Water,Water,Cropland
1234,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
1235,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
1236,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
1237,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
1238,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
1239,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1240,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1241,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1242,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
1243,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
1244,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
1245,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1246,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1247,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1248,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1249,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1250,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1251,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1252,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1253,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
1254,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1255,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1256,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
1257,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
1258,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1259,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1260,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL
1261,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1262,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1263,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
