Value,AFRICA_2024_DynamicWorld_2024_35PPL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PPL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PPL_M_R,AFRICA_2024_GSW_Yearly_2021_35PPL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PPL_M_R,AFRICA_2024_WorldCover_2021_35PPL_M_R
850,Wetland,NULL,Water,NULL,Water,Grassland
851,Wetland,NULL,Water,NULL,Water,Wetland
852,Wetland,NULL,Water,NULL,Water,Bareland
853,Wetland,NULL,Water,NULL,Water,Water
854,Wetland,NULL,Water,NULL,Water,Forest
855,Wetland,NULL,Water,Non_Water,Water,Wetland
856,Wetland,NULL,Water,Water,Water,Grassland
857,Wetland,NULL,Water,Water,Water,Wetland
858,Wetland,NULL,Water,Water,Water,Bareland
859,Wetland,NULL,Water,Water,Water,Water
860,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
861,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
862,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
863,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
864,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
865,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
866,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
867,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
868,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
869,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
870,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
871,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
872,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
873,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
874,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
875,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
876,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
877,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
878,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
879,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
880,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
881,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
882,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
883,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
884,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
885,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
886,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
887,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
888,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
889,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
890,Wetland,Cropland,Wetland,NULL,Wetland,NULL
891,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
892,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
893,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
894,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
895,Wetland,Cropland,Water,NULL,Water,Wetland
896,Wetland,Cropland,Water,Non_Water,Water,Wetland
897,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
898,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
899,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
900,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
901,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
902,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
903,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
904,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
905,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
906,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland
907,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
908,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
909,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
910,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
911,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
912,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
913,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
914,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
915,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
916,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
917,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
918,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
919,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
920,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
921,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
922,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
923,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
924,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
925,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
926,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
927,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
928,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
929,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
930,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
931,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
932,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
933,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
934,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
935,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
936,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
937,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
938,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
939,Wetland,Wetland,Wetland,NULL,Wetland,NULL
940,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
941,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
942,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
943,Wetland,Wetland,Wetland,NULL,Wetland,Built-up
944,Wetland,Wetland,Wetland,NULL,Wetland,Forest
945,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
946,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
947,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
948,Wetland,Wetland,Wetland,Water,Wetland,Grassland
949,Wetland,Wetland,Wetland,Water,Wetland,Wetland
950,Wetland,Wetland,Wetland,Water,Wetland,Bareland
951,Wetland,Wetland,Wetland,Water,Wetland,Water
952,Wetland,Wetland,Wetland,Water,Wetland,Forest
953,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
954,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
955,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
956,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
957,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
958,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
959,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
960,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
961,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
962,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
963,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
964,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
965,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
966,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
967,Wetland,Wetland,Water,NULL,Water,Wetland
968,Wetland,Wetland,Water,Non_Water,Water,Wetland
969,Wetland,Wetland,Water,Water,Water,Wetland
970,Wetland,Wetland,Water,Water,Water,Water
971,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
972,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
973,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
974,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
975,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
976,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
977,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
978,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
979,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
980,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
981,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
982,Wetland,Bareland,Shrubland,Water,Non_Wetland,Bareland
983,Wetland,Bareland,Cropland,Water,Non_Wetland,Bareland
984,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
985,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
986,Wetland,Bareland,Wetland,Water,Wetland,Water
987,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
988,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
989,Wetland,Bareland,Water,Water,Water,Wetland
990,Wetland,Bareland,Water,Water,Water,Bareland
991,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland
992,Wetland,Built-up,NULL,NULL,Non_Wetland,Wetland
993,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
994,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
995,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
996,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
997,Wetland,Built-up,Shrubland,Water,Non_Wetland,Grassland
998,Wetland,Built-up,Shrubland,Water,Non_Wetland,Wetland
999,Wetland,Built-up,Shrubland,Water,Non_Wetland,Water
1000,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1001,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1002,Wetland,Built-up,Cropland,Water,Non_Wetland,Wetland
1003,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1004,Wetland,Built-up,Bareland,NULL,Non_Wetland,Water
1005,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1006,Wetland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1007,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1008,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1009,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1010,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1011,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
1012,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
1013,Wetland,Water,NULL,Water,Non_Wetland,Grassland
1014,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1015,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1016,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1017,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1018,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1019,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1020,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1021,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1022,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1023,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1024,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1025,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
1026,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1027,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1028,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1029,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1030,Wetland,Water,Wetland,NULL,Wetland,NULL
1031,Wetland,Water,Wetland,NULL,Wetland,Grassland
1032,Wetland,Water,Wetland,NULL,Wetland,Wetland
1033,Wetland,Water,Wetland,NULL,Wetland,Bareland
1034,Wetland,Water,Wetland,NULL,Wetland,Forest
1035,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1036,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1037,Wetland,Water,Wetland,Water,Wetland,Wetland
1038,Wetland,Water,Wetland,Water,Wetland,Forest
1039,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1040,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1041,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
1042,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1043,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1044,Wetland,Water,Bareland,Water,Non_Wetland,Water
1045,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1046,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1047,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
1048,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland
1049,Wetland,Water,Built-up,Water,Non_Wetland,Wetland
1050,Wetland,Water,Water,NULL,Water,Grassland
1051,Wetland,Water,Water,NULL,Water,Wetland
1052,Wetland,Water,Water,NULL,Water,Water
1053,Wetland,Water,Water,Non_Water,Water,Wetland
1054,Wetland,Water,Water,Water,Water,Grassland
1055,Wetland,Water,Water,Water,Water,Wetland
1056,Wetland,Water,Water,Water,Water,Bareland
1057,Wetland,Water,Water,Water,Water,Water
1058,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1059,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1060,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1061,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1062,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1063,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1064,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1065,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1066,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1067,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
1068,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1069,Wetland,Forest,NULL,Water,Non_Wetland,Grassland
1070,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
1071,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1072,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1073,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1074,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1075,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1076,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1077,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1078,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1079,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1080,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1081,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1082,Wetland,Forest,Shrubland,Water,Non_Wetland,Bareland
1083,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1084,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1085,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1086,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1087,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1088,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
1089,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
1090,Wetland,Forest,Wetland,NULL,Wetland,NULL
1091,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1092,Wetland,Forest,Wetland,NULL,Wetland,Cropland
1093,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1094,Wetland,Forest,Wetland,NULL,Wetland,Forest
1095,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1096,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1097,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1098,Wetland,Forest,Wetland,Water,Wetland,Grassland
1099,Wetland,Forest,Wetland,Water,Wetland,Wetland
1100,Wetland,Forest,Wetland,Water,Wetland,Forest
1101,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1102,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1103,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1104,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
1105,Wetland,Forest,Water,NULL,Water,Wetland
1106,Wetland,Forest,Water,Non_Water,Water,Wetland
1107,Wetland,Forest,Water,Water,Water,Wetland
1108,Wetland,Forest,Water,Water,Water,Forest
1109,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1110,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1111,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1112,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1113,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
1114,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1115,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1116,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1117,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1118,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1119,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1120,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1121,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1122,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1123,Bareland,NULL,NULL,NULL,Non_Wetland,Water
1124,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1125,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1126,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1127,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1128,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1129,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1130,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1131,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1132,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1133,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1134,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1135,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1136,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1137,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1138,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1139,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1140,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1141,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1142,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1143,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1144,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1145,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1146,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1147,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1148,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1149,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1150,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1151,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1152,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1153,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1154,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1155,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1156,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1157,Bareland,NULL,Grassland,Water,Non_Wetland,Built-up
1158,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1159,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1160,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1161,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1162,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1163,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1164,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1165,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
1166,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1167,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1168,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1169,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1170,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1171,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1172,Bareland,NULL,Wetland,NULL,Wetland,Built-up
1173,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1174,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1175,Bareland,NULL,Wetland,Water,Wetland,Grassland
1176,Bareland,NULL,Wetland,Water,Wetland,Wetland
1177,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1178,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1179,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1180,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1181,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1182,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1183,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1184,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1185,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1186,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1187,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1188,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1189,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1190,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1191,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1192,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1193,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1194,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1195,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1196,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1197,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1198,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1199,Bareland,NULL,Water,NULL,Water,Wetland
1200,Bareland,NULL,Water,NULL,Water,Bareland
1201,Bareland,NULL,Water,Water,Water,Grassland
1202,Bareland,NULL,Water,Water,Water,Wetland
1203,Bareland,NULL,Water,Water,Water,Bareland
1204,Bareland,NULL,Water,Water,Water,Water
1205,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1206,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1207,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1208,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1209,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1210,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1211,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1212,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1213,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1214,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1215,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1216,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1217,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1218,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1219,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1220,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1221,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1222,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1223,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
1224,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1225,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1226,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1227,Bareland,Cropland,Wetland,Water,Wetland,Grassland
1228,Bareland,Cropland,Wetland,Water,Wetland,Wetland
1229,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1230,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1231,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
1232,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
1233,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland
1234,Bareland,Wetland,NULL,NULL,Non_Wetland,Built-up
1235,Bareland,Wetland,NULL,Water,Non_Wetland,Grassland
1236,Bareland,Wetland,NULL,Water,Non_Wetland,Wetland
1237,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1238,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1239,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1240,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1241,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1242,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1243,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1244,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1245,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1246,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1247,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1248,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1249,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1250,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1251,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1252,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1253,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland
1254,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1255,Bareland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1256,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1257,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1258,Bareland,Wetland,Cropland,Water,Non_Wetland,Grassland
1259,Bareland,Wetland,Cropland,Water,Non_Wetland,Wetland
1260,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland
1261,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1262,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1263,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1264,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1265,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1266,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1267,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1268,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1269,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
