Value,AFRICA_2024_DynamicWorld_2024_36NXL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NXL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NXL_M_R,AFRICA_2024_GSW_Yearly_2021_36NXL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NXL_M_R,AFRICA_2024_WorldCover_2021_36NXL_M_R
834,Forest,NULL,Water,NULL,Water,Grassland
835,Forest,NULL,Water,NULL,Water,Forest
836,Forest,NULL,Water,Non_Water,Water,NULL
837,Forest,NULL,Water,Non_Water,Water,Grassland
838,Forest,NULL,Water,Non_Water,Water,Wetland
839,Forest,NULL,Forest,NULL,Non_Wetland,NULL
840,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
841,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
842,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
843,Forest,NULL,Forest,NULL,Non_Wetland,Forest
844,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
845,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
846,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
847,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
848,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
849,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
850,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
851,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
852,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
853,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
854,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
855,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
856,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
857,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
858,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
859,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
860,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
861,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
862,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
863,Forest,Cropland,Wetland,NULL,Wetland,NULL
864,Forest,Cropland,Wetland,NULL,Wetland,Forest
865,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
866,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
867,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
868,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
869,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
870,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
871,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
872,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
873,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
874,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
875,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
876,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
877,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
878,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
879,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
880,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
881,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
882,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
883,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
884,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
885,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
886,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
887,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
888,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland
889,Forest,Wetland,Water,Non_Water,Water,Grassland
890,Forest,Wetland,Water,Non_Water,Water,Wetland
891,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
892,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
893,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
894,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
895,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
896,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
897,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
898,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
899,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
900,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
901,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
902,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
903,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
904,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
905,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
906,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
907,Forest,Water,Grassland,NULL,Non_Wetland,NULL
908,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
909,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
910,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
911,Forest,Forest,NULL,NULL,Non_Wetland,NULL
912,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
913,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
914,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
915,Forest,Forest,NULL,NULL,Non_Wetland,Forest
916,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
917,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
918,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
919,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
920,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
921,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
922,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
923,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
924,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
925,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
926,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
927,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
928,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
929,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
930,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
931,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
932,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
933,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
934,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
935,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
936,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
937,Forest,Forest,Grassland,Water,Non_Wetland,NULL
938,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
939,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
940,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
941,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
942,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
943,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
944,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
945,Forest,Forest,Wetland,NULL,Wetland,NULL
946,Forest,Forest,Wetland,NULL,Wetland,Grassland
947,Forest,Forest,Wetland,NULL,Wetland,Wetland
948,Forest,Forest,Wetland,NULL,Wetland,Forest
949,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
950,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
951,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
952,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
953,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
954,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
955,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
956,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
957,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
958,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
959,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
960,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
961,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
962,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
963,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
964,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
965,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
966,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL
967,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
968,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland
969,Forest,Forest,Water,NULL,Water,Grassland
970,Forest,Forest,Water,NULL,Water,Forest
971,Forest,Forest,Forest,NULL,Non_Wetland,NULL
972,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
973,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
974,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
975,Forest,Forest,Forest,NULL,Non_Wetland,Forest
976,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
977,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
978,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
