Value,AFRICA_2024_DynamicWorld_2024_38PKC_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKC_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKC_M_R,AFRICA_2024_GSW_Yearly_2021_38PKC_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKC_M_R,AFRICA_2024_WorldCover_2021_38PKC_M_R
864,Water,Bareland,Wetland,NULL,NULL,Bareland
865,Water,Bareland,Wetland,NULL,NULL,Water
866,Water,Bareland,Wetland,NULL,Wetland,Grassland
867,Water,Bareland,Wetland,NULL,Wetland,Cropland
868,Water,Bareland,Wetland,NULL,Wetland,Wetland
869,Water,Bareland,Wetland,NULL,Wetland,Bareland
870,Water,Bareland,Wetland,NULL,Wetland,Water
871,Water,Bareland,Wetland,Water,NULL,Wetland
872,Water,Bareland,Wetland,Water,NULL,Bareland
873,Water,Bareland,Wetland,Water,NULL,Water
874,Water,Bareland,Wetland,Water,Wetland,Cropland
875,Water,Bareland,Wetland,Water,Wetland,Wetland
876,Water,Bareland,Wetland,Water,Wetland,Bareland
877,Water,Bareland,Wetland,Water,Wetland,Built-up
878,Water,Bareland,Wetland,Water,Wetland,Water
879,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
880,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
881,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
882,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
883,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
884,Water,Bareland,Bareland,NULL,Non_Wetland,Water
885,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
886,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
887,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
888,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
889,Water,Bareland,Bareland,Water,Non_Wetland,Water
890,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
891,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
892,Water,Bareland,Built-up,Water,Non_Wetland,Water
893,Water,Bareland,Water,NULL,NULL,Bareland
894,Water,Bareland,Water,Water,NULL,Bareland
895,Water,Bareland,Water,Water,NULL,Water
896,Water,Bareland,Water,Water,Water,Bareland
897,Water,Bareland,Water,Water,Water,Water
898,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
899,Water,Built-up,Wetland,NULL,NULL,Bareland
900,Water,Built-up,Wetland,NULL,Wetland,Bareland
901,Water,Built-up,Wetland,Non_Water,Wetland,Wetland
902,Water,Built-up,Wetland,Water,NULL,Water
903,Water,Built-up,Wetland,Water,Wetland,Wetland
904,Water,Built-up,Wetland,Water,Wetland,Bareland
905,Water,Built-up,Wetland,Water,Wetland,Water
906,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
907,Water,Built-up,Bareland,NULL,Non_Wetland,Water
908,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
909,Water,Built-up,Bareland,Water,Non_Wetland,Built-up
910,Water,Built-up,Bareland,Water,Non_Wetland,Water
911,Water,Built-up,Water,Water,NULL,Bareland
912,Water,Water,NULL,NULL,Non_Wetland,Wetland
913,Water,Water,NULL,NULL,Non_Wetland,Bareland
914,Water,Water,NULL,NULL,Non_Wetland,Water
915,Water,Water,NULL,Water,Non_Wetland,Bareland
916,Water,Water,NULL,Water,Non_Wetland,Water
917,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
918,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
919,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
920,Water,Water,Shrubland,NULL,Non_Wetland,Water
921,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
922,Water,Water,Shrubland,Water,Non_Wetland,Bareland
923,Water,Water,Shrubland,Water,Non_Wetland,Water
924,Water,Water,Grassland,NULL,Non_Wetland,Cropland
925,Water,Water,Grassland,NULL,Non_Wetland,Bareland
926,Water,Water,Cropland,NULL,Non_Wetland,NULL
927,Water,Water,Cropland,NULL,Non_Wetland,Grassland
928,Water,Water,Cropland,NULL,Non_Wetland,Cropland
929,Water,Water,Cropland,NULL,Non_Wetland,Wetland
930,Water,Water,Cropland,NULL,Non_Wetland,Bareland
931,Water,Water,Cropland,NULL,Non_Wetland,Water
932,Water,Water,Cropland,NULL,Non_Wetland,Forest
933,Water,Water,Cropland,Non_Water,Non_Wetland,Water
934,Water,Water,Cropland,Water,Non_Wetland,Wetland
935,Water,Water,Cropland,Water,Non_Wetland,Bareland
936,Water,Water,Cropland,Water,Non_Wetland,Water
937,Water,Water,Wetland,NULL,NULL,Wetland
938,Water,Water,Wetland,NULL,NULL,Bareland
939,Water,Water,Wetland,NULL,NULL,Water
940,Water,Water,Wetland,NULL,Wetland,NULL
941,Water,Water,Wetland,NULL,Wetland,Grassland
942,Water,Water,Wetland,NULL,Wetland,Cropland
943,Water,Water,Wetland,NULL,Wetland,Wetland
944,Water,Water,Wetland,NULL,Wetland,Bareland
945,Water,Water,Wetland,NULL,Wetland,Water
946,Water,Water,Wetland,NULL,Wetland,Forest
947,Water,Water,Wetland,Non_Water,NULL,Wetland
948,Water,Water,Wetland,Non_Water,NULL,Water
949,Water,Water,Wetland,Non_Water,NULL,Forest
950,Water,Water,Wetland,Non_Water,Wetland,NULL
951,Water,Water,Wetland,Non_Water,Wetland,Cropland
952,Water,Water,Wetland,Non_Water,Wetland,Wetland
953,Water,Water,Wetland,Non_Water,Wetland,Bareland
954,Water,Water,Wetland,Non_Water,Wetland,Water
955,Water,Water,Wetland,Non_Water,Wetland,Forest
956,Water,Water,Wetland,Water,NULL,NULL
957,Water,Water,Wetland,Water,NULL,Cropland
958,Water,Water,Wetland,Water,NULL,Wetland
959,Water,Water,Wetland,Water,NULL,Bareland
960,Water,Water,Wetland,Water,NULL,Water
961,Water,Water,Wetland,Water,Wetland,NULL
962,Water,Water,Wetland,Water,Wetland,Grassland
963,Water,Water,Wetland,Water,Wetland,Cropland
964,Water,Water,Wetland,Water,Wetland,Wetland
965,Water,Water,Wetland,Water,Wetland,Bareland
966,Water,Water,Wetland,Water,Wetland,Water
967,Water,Water,Wetland,Water,Wetland,Forest
968,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
969,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
970,Water,Water,Bareland,NULL,Non_Wetland,NULL
971,Water,Water,Bareland,NULL,Non_Wetland,Grassland
972,Water,Water,Bareland,NULL,Non_Wetland,Cropland
973,Water,Water,Bareland,NULL,Non_Wetland,Wetland
974,Water,Water,Bareland,NULL,Non_Wetland,Bareland
975,Water,Water,Bareland,NULL,Non_Wetland,Water
976,Water,Water,Bareland,NULL,Non_Wetland,Forest
977,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
978,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
979,Water,Water,Bareland,Non_Water,Non_Wetland,Water
980,Water,Water,Bareland,Water,Non_Wetland,NULL
981,Water,Water,Bareland,Water,Non_Wetland,Grassland
982,Water,Water,Bareland,Water,Non_Wetland,Cropland
983,Water,Water,Bareland,Water,Non_Wetland,Wetland
984,Water,Water,Bareland,Water,Non_Wetland,Bareland
985,Water,Water,Bareland,Water,Non_Wetland,Water
986,Water,Water,Built-up,NULL,Non_Wetland,Grassland
987,Water,Water,Built-up,NULL,Non_Wetland,Cropland
988,Water,Water,Built-up,NULL,Non_Wetland,Bareland
989,Water,Water,Built-up,NULL,Non_Wetland,Water
990,Water,Water,Built-up,Water,Non_Wetland,Bareland
991,Water,Water,Built-up,Water,Non_Wetland,Water
992,Water,Water,Water,NULL,NULL,Bareland
993,Water,Water,Water,NULL,NULL,Water
994,Water,Water,Water,NULL,Water,Bareland
995,Water,Water,Water,NULL,Water,Water
996,Water,Water,Water,Non_Water,Water,Water
997,Water,Water,Water,Water,NULL,Wetland
998,Water,Water,Water,Water,NULL,Bareland
999,Water,Water,Water,Water,NULL,Water
1000,Water,Water,Water,Water,Water,Wetland
1001,Water,Water,Water,Water,Water,Bareland
1002,Water,Water,Water,Water,Water,Water
1003,Water,Water,Forest,NULL,Non_Wetland,Wetland
1004,Water,Forest,Wetland,NULL,Wetland,Wetland
1005,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1006,Water,Forest,Wetland,Water,Wetland,Wetland
1007,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1008,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water
1009,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
1010,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Water
1011,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water
1012,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
1013,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
1014,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water
1015,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
1016,Permanent_ice_and_snow,Water,Water,Water,NULL,Water
1017,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland
1018,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1019,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1020,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1021,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1022,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1023,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1024,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1025,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1026,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1027,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1028,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1029,Forest,NULL,Wetland,NULL,Wetland,NULL
1030,Forest,NULL,Wetland,NULL,Wetland,Wetland
1031,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1032,Forest,NULL,Wetland,Water,NULL,Bareland
1033,Forest,NULL,Wetland,Water,Wetland,Wetland
1034,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1035,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1036,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1037,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1038,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1039,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1040,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1041,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1042,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1043,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1044,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1045,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1046,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1047,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1048,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1049,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1050,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1051,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1052,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1053,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1054,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1055,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1056,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1057,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1058,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1059,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1060,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1061,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1062,Forest,Water,Wetland,NULL,Wetland,NULL
1063,Forest,Water,Wetland,NULL,Wetland,Wetland
1064,Forest,Water,Wetland,NULL,Wetland,Bareland
1065,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1066,Forest,Water,Wetland,Water,NULL,Wetland
1067,Forest,Water,Wetland,Water,Wetland,NULL
1068,Forest,Water,Wetland,Water,Wetland,Wetland
1069,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1070,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1071,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1072,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1073,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1074,Forest,Forest,Wetland,NULL,NULL,Wetland
1075,Forest,Forest,Wetland,NULL,Wetland,NULL
1076,Forest,Forest,Wetland,NULL,Wetland,Wetland
1077,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1078,Forest,Forest,Wetland,Water,Wetland,Wetland
1079,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1080,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1081,Forest,Forest,Forest,NULL,Non_Wetland,Forest
