Value,AFRICA_2024_DynamicWorld_2024_35PNL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PNL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PNL_M_R,AFRICA_2024_GSW_Yearly_2021_35PNL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PNL_M_R,AFRICA_2024_WorldCover_2021_35PNL_M_R
847,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
848,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
849,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
850,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
851,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
852,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
853,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
854,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
855,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
856,Bareland,NULL,Cropland,Water,Non_Wetland,Water
857,Bareland,NULL,Wetland,NULL,Wetland,NULL
858,Bareland,NULL,Wetland,NULL,Wetland,Grassland
859,Bareland,NULL,Wetland,NULL,Wetland,Cropland
860,Bareland,NULL,Wetland,NULL,Wetland,Wetland
861,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
862,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
863,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
864,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
865,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
866,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
867,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
868,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
869,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
870,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
871,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
872,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
873,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
874,Bareland,NULL,Bareland,Water,Non_Wetland,Water
875,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
876,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
877,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
878,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
879,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
880,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
881,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
882,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
883,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
884,Bareland,NULL,Water,NULL,Water,Bareland
885,Bareland,NULL,Water,Water,Water,Wetland
886,Bareland,NULL,Water,Water,Water,Bareland
887,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
888,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
889,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
890,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
891,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
892,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
893,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
894,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
895,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
896,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
897,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
898,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
899,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
900,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
901,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
902,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
903,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
904,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
905,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
906,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
907,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland
908,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
909,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
910,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
911,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
912,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
913,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
914,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
915,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
916,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
917,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
918,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
919,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
920,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
921,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
922,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
923,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
924,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
925,Bareland,Bareland,Wetland,Water,Wetland,Bareland
926,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
927,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
928,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
929,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
930,Bareland,Bareland,Water,Water,Water,Bareland
931,Bareland,Bareland,Water,Water,Water,Water
932,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
933,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
934,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
935,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
936,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
937,Bareland,Water,NULL,Water,Non_Wetland,Grassland
938,Bareland,Water,NULL,Water,Non_Wetland,Wetland
939,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
940,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
941,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
942,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
943,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
944,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
945,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
946,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
947,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
948,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
949,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
950,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
951,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
952,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
953,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
954,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
955,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
956,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
957,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
958,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
959,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
960,Bareland,Water,Bareland,Water,Non_Wetland,Water
961,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
962,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
963,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
964,Water,NULL,NULL,NULL,Non_Wetland,NULL
965,Water,NULL,NULL,NULL,Non_Wetland,Grassland
966,Water,NULL,NULL,NULL,Non_Wetland,Cropland
967,Water,NULL,NULL,NULL,Non_Wetland,Wetland
968,Water,NULL,NULL,NULL,Non_Wetland,Bareland
969,Water,NULL,NULL,NULL,Non_Wetland,Built-up
970,Water,NULL,NULL,NULL,Non_Wetland,Water
971,Water,NULL,NULL,NULL,Non_Wetland,Forest
972,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
973,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
974,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
975,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
976,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
977,Water,NULL,NULL,Water,Non_Wetland,Grassland
978,Water,NULL,NULL,Water,Non_Wetland,Cropland
979,Water,NULL,NULL,Water,Non_Wetland,Wetland
980,Water,NULL,NULL,Water,Non_Wetland,Bareland
981,Water,NULL,NULL,Water,Non_Wetland,Water
982,Water,NULL,NULL,Water,Non_Wetland,Forest
983,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
984,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
985,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
986,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
987,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
988,Water,NULL,Shrubland,NULL,Non_Wetland,Water
989,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
990,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
991,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
992,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
993,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
994,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
995,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
996,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
997,Water,NULL,Shrubland,Water,Non_Wetland,NULL
998,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
999,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1000,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1001,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1002,Water,NULL,Shrubland,Water,Non_Wetland,Water
1003,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1004,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1005,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1006,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1007,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1008,Water,NULL,Grassland,NULL,Non_Wetland,Water
1009,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
1010,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1011,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1012,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1013,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1014,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1015,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1016,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1017,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1018,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1019,Water,NULL,Grassland,Water,Non_Wetland,Water
1020,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1021,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1022,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1023,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1024,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1025,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1026,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1027,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1028,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1029,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1030,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1031,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1032,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1033,Water,NULL,Cropland,Water,Non_Wetland,Water
1034,Water,NULL,Cropland,Water,Non_Wetland,Forest
1035,Water,NULL,Wetland,NULL,Wetland,NULL
1036,Water,NULL,Wetland,NULL,Wetland,Grassland
1037,Water,NULL,Wetland,NULL,Wetland,Cropland
1038,Water,NULL,Wetland,NULL,Wetland,Wetland
1039,Water,NULL,Wetland,NULL,Wetland,Forest
1040,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1041,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1042,Water,NULL,Wetland,Non_Water,Wetland,Forest
1043,Water,NULL,Wetland,Water,Wetland,Wetland
1044,Water,NULL,Wetland,Water,Wetland,Bareland
1045,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1046,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1047,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1048,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1049,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1050,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1051,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1052,Water,NULL,Bareland,NULL,Non_Wetland,Water
1053,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1054,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1055,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1056,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1057,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1058,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1059,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1060,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1061,Water,NULL,Bareland,Water,Non_Wetland,Water
1062,Water,NULL,Bareland,Water,Non_Wetland,Forest
1063,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1064,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1065,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1066,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1067,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1068,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL
1069,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1070,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1071,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1072,Water,NULL,Built-up,Water,Non_Wetland,Wetland
1073,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1074,Water,NULL,Built-up,Water,Non_Wetland,Water
1075,Water,NULL,Built-up,Water,Non_Wetland,Forest
1076,Water,NULL,Water,NULL,Water,Grassland
1077,Water,NULL,Water,NULL,Water,Wetland
1078,Water,NULL,Water,Non_Water,Water,Grassland
1079,Water,NULL,Water,Non_Water,Water,Wetland
1080,Water,NULL,Water,Non_Water,Water,Forest
1081,Water,NULL,Water,Water,Water,Grassland
1082,Water,NULL,Water,Water,Water,Wetland
1083,Water,NULL,Water,Water,Water,Bareland
1084,Water,NULL,Water,Water,Water,Water
1085,Water,NULL,Water,Water,Water,Forest
1086,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1087,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1088,Water,NULL,Forest,NULL,Non_Wetland,Water
1089,Water,NULL,Forest,NULL,Non_Wetland,Forest
1090,Water,NULL,Forest,Water,Non_Wetland,Grassland
1091,Water,NULL,Forest,Water,Non_Wetland,Wetland
1092,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1093,Water,Cropland,Wetland,NULL,Wetland,Wetland
1094,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1095,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1096,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1097,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1098,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1099,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1100,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1101,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1102,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1103,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1104,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1105,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
1106,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1107,Water,Wetland,Wetland,NULL,Wetland,Wetland
1108,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1109,Water,Wetland,Wetland,Water,Wetland,Wetland
1110,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1111,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1112,Water,Wetland,Water,NULL,Water,Wetland
1113,Water,Wetland,Water,Water,Water,Wetland
1114,Water,Wetland,Water,Water,Water,Bareland
1115,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1116,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1117,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1118,Water,Bareland,NULL,NULL,Non_Wetland,Wetland
1119,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1120,Water,Bareland,NULL,Water,Non_Wetland,Wetland
1121,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1122,Water,Bareland,NULL,Water,Non_Wetland,Water
1123,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1124,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1125,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1126,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1127,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1128,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1129,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1130,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1131,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1132,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1133,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1134,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1135,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
1136,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1137,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1138,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1139,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
1140,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1141,Water,Bareland,Cropland,Water,Non_Wetland,Water
1142,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1143,Water,Bareland,Wetland,Water,Wetland,Wetland
1144,Water,Bareland,Wetland,Water,Wetland,Bareland
1145,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1146,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1147,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1148,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1149,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1150,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1151,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1152,Water,Bareland,Bareland,Water,Non_Wetland,Water
1153,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1154,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1155,Water,Bareland,Water,NULL,Water,Wetland
1156,Water,Bareland,Water,NULL,Water,Bareland
1157,Water,Bareland,Water,Non_Water,Water,Bareland
1158,Water,Bareland,Water,Water,Water,Wetland
1159,Water,Bareland,Water,Water,Water,Bareland
1160,Water,Bareland,Water,Water,Water,Water
1161,Water,Bareland,Forest,Water,Non_Wetland,Wetland
1162,Water,Water,NULL,NULL,Non_Wetland,Grassland
1163,Water,Water,NULL,NULL,Non_Wetland,Wetland
1164,Water,Water,NULL,NULL,Non_Wetland,Bareland
1165,Water,Water,NULL,NULL,Non_Wetland,Water
1166,Water,Water,NULL,NULL,Non_Wetland,Forest
1167,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1168,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1169,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1170,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1171,Water,Water,NULL,Non_Water,Non_Wetland,Water
1172,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1173,Water,Water,NULL,Water,Non_Wetland,Grassland
1174,Water,Water,NULL,Water,Non_Wetland,Cropland
1175,Water,Water,NULL,Water,Non_Wetland,Wetland
1176,Water,Water,NULL,Water,Non_Wetland,Bareland
1177,Water,Water,NULL,Water,Non_Wetland,Water
1178,Water,Water,NULL,Water,Non_Wetland,Forest
1179,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1180,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1181,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1182,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1183,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1184,Water,Water,Shrubland,NULL,Non_Wetland,Water
1185,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1186,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1187,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1188,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1189,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1190,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1191,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1192,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1193,Water,Water,Shrubland,Water,Non_Wetland,NULL
1194,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1195,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1196,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1197,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1198,Water,Water,Shrubland,Water,Non_Wetland,Water
1199,Water,Water,Shrubland,Water,Non_Wetland,Forest
1200,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1201,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1202,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1203,Water,Water,Grassland,NULL,Non_Wetland,Water
1204,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1205,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1206,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1207,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1208,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1209,Water,Water,Grassland,Water,Non_Wetland,Grassland
1210,Water,Water,Grassland,Water,Non_Wetland,Wetland
1211,Water,Water,Grassland,Water,Non_Wetland,Bareland
1212,Water,Water,Grassland,Water,Non_Wetland,Water
1213,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1214,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1215,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1216,Water,Water,Cropland,NULL,Non_Wetland,Water
1217,Water,Water,Cropland,NULL,Non_Wetland,Forest
1218,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1219,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1220,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1221,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1222,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1223,Water,Water,Cropland,Water,Non_Wetland,Grassland
1224,Water,Water,Cropland,Water,Non_Wetland,Cropland
1225,Water,Water,Cropland,Water,Non_Wetland,Wetland
1226,Water,Water,Cropland,Water,Non_Wetland,Bareland
1227,Water,Water,Cropland,Water,Non_Wetland,Water
1228,Water,Water,Cropland,Water,Non_Wetland,Forest
1229,Water,Water,Wetland,NULL,Wetland,Grassland
1230,Water,Water,Wetland,NULL,Wetland,Wetland
1231,Water,Water,Wetland,NULL,Wetland,Water
1232,Water,Water,Wetland,NULL,Wetland,Forest
1233,Water,Water,Wetland,Non_Water,Wetland,NULL
1234,Water,Water,Wetland,Non_Water,Wetland,Grassland
1235,Water,Water,Wetland,Non_Water,Wetland,Wetland
1236,Water,Water,Wetland,Non_Water,Wetland,Water
1237,Water,Water,Wetland,Non_Water,Wetland,Forest
1238,Water,Water,Wetland,Water,Wetland,Wetland
1239,Water,Water,Wetland,Water,Wetland,Bareland
1240,Water,Water,Wetland,Water,Wetland,Forest
1241,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1242,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1243,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1244,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1245,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1246,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1247,Water,Water,Bareland,NULL,Non_Wetland,Water
1248,Water,Water,Bareland,NULL,Non_Wetland,Forest
1249,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1250,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1251,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1252,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1253,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1254,Water,Water,Bareland,Water,Non_Wetland,Grassland
1255,Water,Water,Bareland,Water,Non_Wetland,Cropland
1256,Water,Water,Bareland,Water,Non_Wetland,Wetland
1257,Water,Water,Bareland,Water,Non_Wetland,Bareland
1258,Water,Water,Bareland,Water,Non_Wetland,Water
1259,Water,Water,Bareland,Water,Non_Wetland,Forest
1260,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1261,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1262,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1263,Water,Water,Built-up,NULL,Non_Wetland,Water
1264,Water,Water,Built-up,NULL,Non_Wetland,Forest
1265,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1266,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1267,Water,Water,Built-up,Water,Non_Wetland,Grassland
1268,Water,Water,Built-up,Water,Non_Wetland,Cropland
1269,Water,Water,Built-up,Water,Non_Wetland,Wetland
1270,Water,Water,Built-up,Water,Non_Wetland,Bareland
1271,Water,Water,Built-up,Water,Non_Wetland,Water
1272,Water,Water,Built-up,Water,Non_Wetland,Forest
1273,Water,Water,Water,NULL,Water,Grassland
1274,Water,Water,Water,NULL,Water,Wetland
1275,Water,Water,Water,NULL,Water,Bareland
1276,Water,Water,Water,NULL,Water,Water
1277,Water,Water,Water,NULL,Water,Forest
1278,Water,Water,Water,Non_Water,Water,Grassland
1279,Water,Water,Water,Non_Water,Water,Wetland
1280,Water,Water,Water,Non_Water,Water,Bareland
1281,Water,Water,Water,Non_Water,Water,Water
1282,Water,Water,Water,Non_Water,Water,Forest
1283,Water,Water,Water,Water,Water,Grassland
1284,Water,Water,Water,Water,Water,Cropland
1285,Water,Water,Water,Water,Water,Wetland
1286,Water,Water,Water,Water,Water,Bareland
1287,Water,Water,Water,Water,Water,Water
1288,Water,Water,Water,Water,Water,Forest
1289,Water,Water,Forest,NULL,Non_Wetland,Wetland
