Value,AFRICA_2024_DynamicWorld_2024_35PRL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRL_M_R,AFRICA_2024_GSW_Yearly_2021_35PRL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRL_M_R,AFRICA_2024_WorldCover_2021_35PRL_M_R
866,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
867,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
868,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
869,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
870,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
871,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
872,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
873,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
874,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
875,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
876,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
877,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
878,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
879,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
880,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
881,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
882,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
883,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
884,Wetland,NULL,Wetland,NULL,Wetland,NULL
885,Wetland,NULL,Wetland,NULL,Wetland,Grassland
886,Wetland,NULL,Wetland,NULL,Wetland,Wetland
887,Wetland,NULL,Wetland,NULL,Wetland,Water
888,Wetland,NULL,Wetland,NULL,Wetland,Forest
889,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
890,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
891,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
892,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
893,Wetland,NULL,Wetland,Water,Wetland,Grassland
894,Wetland,NULL,Wetland,Water,Wetland,Wetland
895,Wetland,NULL,Wetland,Water,Wetland,Water
896,Wetland,NULL,Wetland,Water,Wetland,Forest
897,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
898,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
899,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
900,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
901,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
902,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
903,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
904,Wetland,NULL,Bareland,Water,Non_Wetland,Water
905,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
906,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
907,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
908,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
909,Wetland,NULL,Water,NULL,Water,NULL
910,Wetland,NULL,Water,NULL,Water,Grassland
911,Wetland,NULL,Water,NULL,Water,Wetland
912,Wetland,NULL,Water,NULL,Water,Forest
913,Wetland,NULL,Water,Non_Water,Water,Wetland
914,Wetland,NULL,Water,Non_Water,Water,Forest
915,Wetland,NULL,Water,Water,Water,NULL
916,Wetland,NULL,Water,Water,Water,Grassland
917,Wetland,NULL,Water,Water,Water,Wetland
918,Wetland,NULL,Water,Water,Water,Bareland
919,Wetland,NULL,Water,Water,Water,Water
920,Wetland,NULL,Water,Water,Water,Forest
921,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
922,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
923,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
924,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
925,Wetland,NULL,Forest,NULL,Non_Wetland,Water
926,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
927,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
928,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
929,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
930,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
931,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
932,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
933,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
934,Wetland,NULL,Forest,Water,Non_Wetland,Water
935,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
936,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
937,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
938,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
939,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
940,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
941,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
942,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
943,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
944,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
945,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
946,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
947,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
948,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
949,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
950,Wetland,Cropland,Wetland,NULL,Wetland,NULL
951,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
952,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
953,Wetland,Cropland,Wetland,NULL,Wetland,Forest
954,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
955,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
956,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
957,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
958,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
959,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
960,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
961,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
962,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
963,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland
964,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
965,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
966,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
967,Wetland,Wetland,NULL,Water,Non_Wetland,NULL
968,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
969,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
970,Wetland,Wetland,NULL,Water,Non_Wetland,Water
971,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
972,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
973,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
974,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
975,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
976,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
977,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
978,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
979,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
980,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
981,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
982,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
983,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
984,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
985,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
986,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
987,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
988,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
989,Wetland,Wetland,Shrubland,Water,Non_Wetland,Built-up
990,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
991,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
992,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
993,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
994,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
995,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
996,Wetland,Wetland,Grassland,NULL,Non_Wetland,Built-up
997,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
998,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
999,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1000,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1001,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1002,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1003,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland
1004,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1005,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1006,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1007,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1008,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1009,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1010,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1011,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1012,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1013,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1014,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1015,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1016,Wetland,Wetland,Wetland,NULL,Wetland,Built-up
1017,Wetland,Wetland,Wetland,NULL,Wetland,Water
1018,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1019,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1020,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1021,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1022,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1023,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1024,Wetland,Wetland,Wetland,Water,Wetland,NULL
1025,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1026,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1027,Wetland,Wetland,Wetland,Water,Wetland,Water
1028,Wetland,Wetland,Wetland,Water,Wetland,Forest
1029,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
1030,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1031,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1032,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1033,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1034,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1035,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1036,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1037,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1038,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1039,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
1040,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1041,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1042,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1043,Wetland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1044,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
1045,Wetland,Wetland,Water,NULL,Water,NULL
1046,Wetland,Wetland,Water,NULL,Water,Grassland
1047,Wetland,Wetland,Water,NULL,Water,Wetland
1048,Wetland,Wetland,Water,NULL,Water,Bareland
1049,Wetland,Wetland,Water,NULL,Water,Water
1050,Wetland,Wetland,Water,NULL,Water,Forest
1051,Wetland,Wetland,Water,Non_Water,Water,NULL
1052,Wetland,Wetland,Water,Non_Water,Water,Grassland
1053,Wetland,Wetland,Water,Non_Water,Water,Wetland
1054,Wetland,Wetland,Water,Non_Water,Water,Water
1055,Wetland,Wetland,Water,Non_Water,Water,Forest
1056,Wetland,Wetland,Water,Water,Water,NULL
1057,Wetland,Wetland,Water,Water,Water,Grassland
1058,Wetland,Wetland,Water,Water,Water,Wetland
1059,Wetland,Wetland,Water,Water,Water,Bareland
1060,Wetland,Wetland,Water,Water,Water,Water
1061,Wetland,Wetland,Water,Water,Water,Forest
1062,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1063,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1064,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1065,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1066,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1067,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1068,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1069,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1070,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1071,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
1072,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1073,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1074,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
1075,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1076,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1077,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1078,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1079,Wetland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1080,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
1081,Wetland,Bareland,Water,Water,Water,Water
1082,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland
1083,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1084,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1085,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1086,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1087,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1088,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1089,Wetland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1090,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1091,Wetland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1092,Wetland,Built-up,Wetland,NULL,Wetland,NULL
1093,Wetland,Built-up,Wetland,NULL,Wetland,Grassland
1094,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1095,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1096,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1097,Wetland,Built-up,Built-up,Water,Non_Wetland,Grassland
1098,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL
1099,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1100,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
1101,Wetland,Water,NULL,NULL,Non_Wetland,NULL
1102,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1103,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1104,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1105,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1106,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1107,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1108,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1109,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1110,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1111,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1112,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1113,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1114,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1115,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1116,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1117,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1118,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
1119,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1120,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1121,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1122,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1123,Wetland,Water,Wetland,NULL,Wetland,NULL
1124,Wetland,Water,Wetland,NULL,Wetland,Grassland
1125,Wetland,Water,Wetland,NULL,Wetland,Wetland
1126,Wetland,Water,Wetland,NULL,Wetland,Water
1127,Wetland,Water,Wetland,NULL,Wetland,Forest
1128,Wetland,Water,Wetland,Non_Water,Wetland,NULL
1129,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1130,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1131,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1132,Wetland,Water,Wetland,Water,Wetland,Grassland
1133,Wetland,Water,Wetland,Water,Wetland,Wetland
1134,Wetland,Water,Wetland,Water,Wetland,Water
1135,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1136,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1137,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1138,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1139,Wetland,Water,Water,NULL,Water,Grassland
1140,Wetland,Water,Water,NULL,Water,Wetland
1141,Wetland,Water,Water,NULL,Water,Water
1142,Wetland,Water,Water,NULL,Water,Forest
1143,Wetland,Water,Water,Non_Water,Water,Wetland
1144,Wetland,Water,Water,Water,Water,Grassland
1145,Wetland,Water,Water,Water,Water,Wetland
1146,Wetland,Water,Water,Water,Water,Water
1147,Wetland,Water,Water,Water,Water,Forest
1148,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1149,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1150,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1151,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1152,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1153,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1154,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1155,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1156,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1157,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1158,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
1159,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1160,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1161,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1162,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
1163,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1164,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1165,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1166,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1167,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1168,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1169,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1170,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1171,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1172,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1173,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1174,Wetland,Forest,Wetland,NULL,Wetland,NULL
1175,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1176,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1177,Wetland,Forest,Wetland,NULL,Wetland,Forest
1178,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1179,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1180,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1181,Wetland,Forest,Wetland,Water,Wetland,Grassland
1182,Wetland,Forest,Wetland,Water,Wetland,Wetland
1183,Wetland,Forest,Wetland,Water,Wetland,Forest
1184,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1185,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1186,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1187,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1188,Wetland,Forest,Water,NULL,Water,Wetland
1189,Wetland,Forest,Water,NULL,Water,Forest
1190,Wetland,Forest,Water,Non_Water,Water,Grassland
1191,Wetland,Forest,Water,Non_Water,Water,Forest
1192,Wetland,Forest,Water,Water,Water,NULL
1193,Wetland,Forest,Water,Water,Water,Wetland
1194,Wetland,Forest,Water,Water,Water,Water
1195,Wetland,Forest,Water,Water,Water,Forest
1196,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1197,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1198,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1199,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1200,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1201,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1202,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1203,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1204,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1205,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1206,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1207,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1208,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1209,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1210,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
1211,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1212,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1213,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1214,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1215,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1216,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1217,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1218,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1219,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1220,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1221,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1222,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1223,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1224,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up
1225,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1226,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1227,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1228,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1229,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1230,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1231,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1232,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1233,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1234,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1235,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1236,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1237,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1238,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1239,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1240,Bareland,NULL,Wetland,NULL,Wetland,NULL
1241,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1242,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1243,Bareland,NULL,Wetland,NULL,Wetland,Forest
1244,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1245,Bareland,NULL,Wetland,Water,Wetland,Wetland
1246,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1247,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1248,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1249,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1250,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1251,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1252,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1253,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1254,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1255,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1256,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1257,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1258,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1259,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1260,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1261,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1262,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1263,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1264,Bareland,NULL,Water,NULL,Water,Grassland
1265,Bareland,NULL,Water,Water,Water,Grassland
1266,Bareland,NULL,Water,Water,Water,Wetland
1267,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1268,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1269,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1270,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1271,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1272,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1273,Bareland,Cropland,NULL,Water,Non_Wetland,Grassland
1274,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1275,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1276,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1277,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1278,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1279,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1280,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1281,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1282,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1283,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1284,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1285,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1286,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1287,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1288,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1289,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1290,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1291,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
