Value,AFRICA_2024_DynamicWorld_2024_37PES_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PES_M_R,AFRICA_2024_GLC_FCS30D_2022_37PES_M_R,AFRICA_2024_GSW_Yearly_2021_37PES_M_R,AFRICA_2024_GWL_FCS30D_2022_37PES_M_R,AFRICA_2024_WorldCover_2021_37PES_M_R
849,Bareland,Bareland,Wetland,NULL,Wetland,Water
850,Bareland,Bareland,Wetland,Non_Water,NULL,Bareland
851,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
852,Bareland,Bareland,Wetland,Water,NULL,Bareland
853,Bareland,Bareland,Wetland,Water,NULL,Water
854,Bareland,Bareland,Wetland,Water,Wetland,NULL
855,Bareland,Bareland,Wetland,Water,Wetland,Wetland
856,Bareland,Bareland,Wetland,Water,Wetland,Bareland
857,Bareland,Bareland,Wetland,Water,Wetland,Water
858,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
859,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
860,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
861,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
862,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
863,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
864,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
865,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
866,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
867,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
868,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
869,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
870,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
871,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
872,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
873,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
874,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
875,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
876,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
877,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
878,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
879,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
880,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
881,Bareland,Bareland,Water,NULL,Water,Bareland
882,Bareland,Bareland,Water,Non_Water,Water,Bareland
883,Bareland,Bareland,Water,Water,NULL,Bareland
884,Bareland,Bareland,Water,Water,Water,Bareland
885,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
886,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
887,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
888,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
889,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
890,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
891,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
892,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
893,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
894,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
895,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
896,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
897,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
898,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
899,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
900,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
901,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
902,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
903,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
904,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
905,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
906,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
907,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
908,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
909,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
910,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
911,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
912,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
913,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
914,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
915,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
916,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
917,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
918,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
919,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
920,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
921,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
922,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
923,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
924,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
925,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
926,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
927,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
928,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
929,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
930,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
931,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
932,Bareland,Water,Shrubland,Water,Non_Wetland,Water
933,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
934,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
935,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
936,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
937,Bareland,Water,Grassland,NULL,Non_Wetland,Water
938,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
939,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
940,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
941,Bareland,Water,Grassland,Water,Non_Wetland,Water
942,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
943,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
944,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
945,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
946,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
947,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
948,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
949,Bareland,Water,Cropland,Water,Non_Wetland,Water
950,Bareland,Water,Wetland,NULL,NULL,Bareland
951,Bareland,Water,Wetland,NULL,Wetland,NULL
952,Bareland,Water,Wetland,NULL,Wetland,Grassland
953,Bareland,Water,Wetland,NULL,Wetland,Cropland
954,Bareland,Water,Wetland,NULL,Wetland,Wetland
955,Bareland,Water,Wetland,NULL,Wetland,Bareland
956,Bareland,Water,Wetland,NULL,Wetland,Water
957,Bareland,Water,Wetland,Non_Water,NULL,Bareland
958,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
959,Bareland,Water,Wetland,Water,NULL,Bareland
960,Bareland,Water,Wetland,Water,NULL,Water
961,Bareland,Water,Wetland,Water,Wetland,NULL
962,Bareland,Water,Wetland,Water,Wetland,Cropland
963,Bareland,Water,Wetland,Water,Wetland,Wetland
964,Bareland,Water,Wetland,Water,Wetland,Bareland
965,Bareland,Water,Wetland,Water,Wetland,Water
966,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
967,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
968,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
969,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
970,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
971,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
972,Bareland,Water,Bareland,NULL,Non_Wetland,Water
973,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
974,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
975,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
976,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
977,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
978,Bareland,Water,Bareland,Water,Non_Wetland,Water
979,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
980,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
981,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
982,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
983,Bareland,Water,Water,Water,Water,Water
984,Bareland,Water,Forest,Water,Non_Wetland,Water
985,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
986,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
987,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
988,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
989,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
990,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
991,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
992,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
993,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
994,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
995,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
996,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
997,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
998,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
999,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1000,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1001,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1002,Water,NULL,NULL,NULL,Non_Wetland,NULL
1003,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1004,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1005,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1006,Water,NULL,NULL,NULL,Non_Wetland,Water
1007,Water,NULL,NULL,NULL,Non_Wetland,Forest
1008,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1009,Water,NULL,NULL,Water,Non_Wetland,Grassland
1010,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1011,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1012,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1013,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1014,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1015,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1016,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1017,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1018,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1019,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1020,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1021,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1022,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1023,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1024,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1025,Water,NULL,Shrubland,Water,Non_Wetland,Water
1026,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1027,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1028,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1029,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1030,Water,NULL,Grassland,NULL,Non_Wetland,Water
1031,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1032,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1033,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1034,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1035,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1036,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1037,Water,NULL,Grassland,Water,Non_Wetland,Water
1038,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1039,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1040,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1041,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1042,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1043,Water,NULL,Cropland,NULL,Non_Wetland,Water
1044,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1045,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1046,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1047,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1048,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1049,Water,NULL,Cropland,Water,Non_Wetland,NULL
1050,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1051,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1052,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1053,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1054,Water,NULL,Cropland,Water,Non_Wetland,Water
1055,Water,NULL,Wetland,NULL,Wetland,Cropland
1056,Water,NULL,Wetland,NULL,Wetland,Wetland
1057,Water,NULL,Wetland,NULL,Wetland,Bareland
1058,Water,NULL,Wetland,NULL,Wetland,Water
1059,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1060,Water,NULL,Wetland,Water,NULL,Bareland
1061,Water,NULL,Wetland,Water,Wetland,Cropland
1062,Water,NULL,Wetland,Water,Wetland,Wetland
1063,Water,NULL,Wetland,Water,Wetland,Bareland
1064,Water,NULL,Wetland,Water,Wetland,Water
1065,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1066,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1067,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1068,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1069,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1070,Water,NULL,Bareland,NULL,Non_Wetland,Water
1071,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1072,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1073,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1074,Water,NULL,Bareland,Water,Non_Wetland,NULL
1075,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1076,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1077,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1078,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1079,Water,NULL,Bareland,Water,Non_Wetland,Water
1080,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1081,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1082,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1083,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1084,Water,NULL,Built-up,Water,Non_Wetland,Water
1085,Water,NULL,Water,NULL,Water,NULL
1086,Water,NULL,Water,NULL,Water,Grassland
1087,Water,NULL,Water,NULL,Water,Cropland
1088,Water,NULL,Water,NULL,Water,Bareland
1089,Water,NULL,Water,NULL,Water,Water
1090,Water,NULL,Water,NULL,Water,Forest
1091,Water,NULL,Water,Water,Water,Grassland
1092,Water,NULL,Water,Water,Water,Cropland
1093,Water,NULL,Water,Water,Water,Wetland
1094,Water,NULL,Water,Water,Water,Bareland
1095,Water,NULL,Water,Water,Water,Water
1096,Water,NULL,Forest,NULL,Non_Wetland,NULL
1097,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1098,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1099,Water,NULL,Forest,NULL,Non_Wetland,Water
1100,Water,NULL,Forest,NULL,Non_Wetland,Forest
1101,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1102,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1103,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1104,Water,NULL,Forest,Water,Non_Wetland,NULL
1105,Water,NULL,Forest,Water,Non_Wetland,Grassland
1106,Water,NULL,Forest,Water,Non_Wetland,Cropland
1107,Water,NULL,Forest,Water,Non_Wetland,Wetland
1108,Water,NULL,Forest,Water,Non_Wetland,Water
1109,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1110,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1111,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1112,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1113,Water,Cropland,Wetland,NULL,Wetland,Bareland
1114,Water,Cropland,Wetland,Water,Wetland,Water
1115,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1116,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1117,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1118,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1119,Water,Cropland,Bareland,Water,Non_Wetland,Water
1120,Water,Wetland,Wetland,NULL,Wetland,NULL
1121,Water,Wetland,Water,Water,Water,Water
1122,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1123,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1124,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1125,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1126,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1127,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1128,Water,Bareland,Cropland,Water,Non_Wetland,Water
1129,Water,Bareland,Wetland,NULL,NULL,Bareland
1130,Water,Bareland,Wetland,NULL,Wetland,NULL
1131,Water,Bareland,Wetland,NULL,Wetland,Wetland
1132,Water,Bareland,Wetland,NULL,Wetland,Bareland
1133,Water,Bareland,Wetland,NULL,Wetland,Water
1134,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1135,Water,Bareland,Wetland,Water,NULL,Bareland
1136,Water,Bareland,Wetland,Water,NULL,Water
1137,Water,Bareland,Wetland,Water,Wetland,Wetland
1138,Water,Bareland,Wetland,Water,Wetland,Bareland
1139,Water,Bareland,Wetland,Water,Wetland,Water
1140,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1141,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1142,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1143,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1144,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1145,Water,Bareland,Bareland,Water,Non_Wetland,Water
1146,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1147,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1148,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1149,Water,Bareland,Water,Non_Water,Water,Bareland
1150,Water,Bareland,Water,Water,Water,Wetland
1151,Water,Bareland,Water,Water,Water,Bareland
1152,Water,Bareland,Water,Water,Water,Water
1153,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1154,Water,Water,NULL,NULL,Non_Wetland,Grassland
1155,Water,Water,NULL,NULL,Non_Wetland,Cropland
1156,Water,Water,NULL,NULL,Non_Wetland,Water
1157,Water,Water,NULL,NULL,Non_Wetland,Forest
1158,Water,Water,NULL,Water,Non_Wetland,Water
1159,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1160,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1161,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1162,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1163,Water,Water,Shrubland,NULL,Non_Wetland,Water
1164,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1165,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1166,Water,Water,Shrubland,Water,Non_Wetland,NULL
1167,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1168,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1169,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1170,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1171,Water,Water,Shrubland,Water,Non_Wetland,Water
1172,Water,Water,Grassland,NULL,Non_Wetland,NULL
1173,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1174,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1175,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1176,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1177,Water,Water,Grassland,NULL,Non_Wetland,Water
1178,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1179,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1180,Water,Water,Grassland,Water,Non_Wetland,Grassland
1181,Water,Water,Grassland,Water,Non_Wetland,Cropland
1182,Water,Water,Grassland,Water,Non_Wetland,Bareland
1183,Water,Water,Grassland,Water,Non_Wetland,Built-up
1184,Water,Water,Grassland,Water,Non_Wetland,Water
1185,Water,Water,Grassland,Water,Non_Wetland,Forest
1186,Water,Water,Cropland,NULL,Non_Wetland,NULL
1187,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1188,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1189,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1190,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1191,Water,Water,Cropland,NULL,Non_Wetland,Water
1192,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1193,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1194,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1195,Water,Water,Cropland,Water,Non_Wetland,Grassland
1196,Water,Water,Cropland,Water,Non_Wetland,Cropland
1197,Water,Water,Cropland,Water,Non_Wetland,Wetland
1198,Water,Water,Cropland,Water,Non_Wetland,Bareland
1199,Water,Water,Cropland,Water,Non_Wetland,Water
1200,Water,Water,Wetland,NULL,NULL,Bareland
1201,Water,Water,Wetland,NULL,NULL,Water
1202,Water,Water,Wetland,NULL,Wetland,NULL
1203,Water,Water,Wetland,NULL,Wetland,Grassland
1204,Water,Water,Wetland,NULL,Wetland,Cropland
1205,Water,Water,Wetland,NULL,Wetland,Wetland
1206,Water,Water,Wetland,NULL,Wetland,Bareland
1207,Water,Water,Wetland,NULL,Wetland,Water
1208,Water,Water,Wetland,Non_Water,Wetland,Cropland
1209,Water,Water,Wetland,Non_Water,Wetland,Wetland
1210,Water,Water,Wetland,Non_Water,Wetland,Bareland
1211,Water,Water,Wetland,Non_Water,Wetland,Water
1212,Water,Water,Wetland,Water,NULL,Bareland
1213,Water,Water,Wetland,Water,NULL,Water
1214,Water,Water,Wetland,Water,Wetland,NULL
1215,Water,Water,Wetland,Water,Wetland,Grassland
1216,Water,Water,Wetland,Water,Wetland,Cropland
1217,Water,Water,Wetland,Water,Wetland,Wetland
1218,Water,Water,Wetland,Water,Wetland,Bareland
1219,Water,Water,Wetland,Water,Wetland,Water
1220,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1221,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1222,Water,Water,Bareland,NULL,Non_Wetland,NULL
1223,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1224,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1225,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1226,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1227,Water,Water,Bareland,NULL,Non_Wetland,Water
1228,Water,Water,Bareland,NULL,Non_Wetland,Forest
1229,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1230,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1231,Water,Water,Bareland,Water,Non_Wetland,NULL
1232,Water,Water,Bareland,Water,Non_Wetland,Grassland
1233,Water,Water,Bareland,Water,Non_Wetland,Cropland
1234,Water,Water,Bareland,Water,Non_Wetland,Wetland
1235,Water,Water,Bareland,Water,Non_Wetland,Bareland
1236,Water,Water,Bareland,Water,Non_Wetland,Water
1237,Water,Water,Built-up,NULL,Non_Wetland,NULL
1238,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1239,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1240,Water,Water,Built-up,NULL,Non_Wetland,Water
1241,Water,Water,Built-up,Water,Non_Wetland,Bareland
1242,Water,Water,Built-up,Water,Non_Wetland,Water
1243,Water,Water,Water,NULL,NULL,Water
1244,Water,Water,Water,NULL,Water,Water
1245,Water,Water,Water,Non_Water,Water,Water
1246,Water,Water,Water,Water,NULL,Bareland
1247,Water,Water,Water,Water,NULL,Water
1248,Water,Water,Water,Water,Water,Water
1249,Water,Water,Forest,NULL,Non_Wetland,NULL
1250,Water,Water,Forest,NULL,Non_Wetland,Grassland
1251,Water,Water,Forest,NULL,Non_Wetland,Cropland
1252,Water,Water,Forest,NULL,Non_Wetland,Water
1253,Water,Water,Forest,NULL,Non_Wetland,Forest
1254,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1255,Water,Water,Forest,Non_Water,Non_Wetland,Water
1256,Water,Water,Forest,Water,Non_Wetland,Grassland
1257,Water,Water,Forest,Water,Non_Wetland,Cropland
1258,Water,Water,Forest,Water,Non_Wetland,Wetland
1259,Water,Water,Forest,Water,Non_Wetland,Water
1260,Water,Forest,Wetland,NULL,Wetland,Wetland
1261,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1262,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
1263,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1264,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1265,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL
1266,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1267,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL
1268,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Bareland
1269,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Wetland
1270,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
1271,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
1272,Permanent_ice_and_snow,Bareland,Water,Water,Water,Wetland
1273,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
1274,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
1275,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1276,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1277,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1278,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1279,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1280,Forest,NULL,NULL,NULL,Non_Wetland,Water
1281,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1282,Forest,NULL,NULL,Water,Non_Wetland,NULL
1283,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1284,Forest,NULL,NULL,Water,Non_Wetland,Forest
1285,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1286,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1287,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1288,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1289,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1290,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1291,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
