Value,AFRICA_2024_DynamicWorld_2024_37PDQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDQ_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDQ_M_R,AFRICA_2024_GSW_Yearly_2021_37PDQ_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDQ_M_R,AFRICA_2024_WorldCover_2021_37PDQ_M_R
857,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
858,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
859,Bareland,NULL,Cropland,Water,Non_Wetland,Water
860,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
861,Bareland,NULL,Wetland,NULL,Wetland,NULL
862,Bareland,NULL,Wetland,NULL,Wetland,Grassland
863,Bareland,NULL,Wetland,NULL,Wetland,Cropland
864,Bareland,NULL,Wetland,NULL,Wetland,Bareland
865,Bareland,NULL,Wetland,NULL,Wetland,Water
866,Bareland,NULL,Wetland,NULL,Wetland,Forest
867,Bareland,NULL,Wetland,Non_Water,Wetland,Water
868,Bareland,NULL,Wetland,Water,Wetland,NULL
869,Bareland,NULL,Wetland,Water,Wetland,Grassland
870,Bareland,NULL,Wetland,Water,Wetland,Cropland
871,Bareland,NULL,Wetland,Water,Wetland,Bareland
872,Bareland,NULL,Wetland,Water,Wetland,Water
873,Bareland,NULL,Wetland,Water,Wetland,Forest
874,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
875,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
876,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
877,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
878,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
879,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
880,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
881,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
882,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
883,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
884,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
885,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
886,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
887,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
888,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
889,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
890,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
891,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
892,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
893,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
894,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
895,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
896,Bareland,NULL,Bareland,Water,Non_Wetland,Water
897,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
898,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
899,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
900,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
901,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
902,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
903,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
904,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
905,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
906,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
907,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
908,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
909,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
910,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
911,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
912,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
913,Bareland,NULL,Built-up,Water,Non_Wetland,Water
914,Bareland,NULL,Water,NULL,Water,NULL
915,Bareland,NULL,Water,NULL,Water,Grassland
916,Bareland,NULL,Water,NULL,Water,Cropland
917,Bareland,NULL,Water,NULL,Water,Bareland
918,Bareland,NULL,Water,NULL,Water,Water
919,Bareland,NULL,Water,NULL,Water,Forest
920,Bareland,NULL,Water,Water,Water,NULL
921,Bareland,NULL,Water,Water,Water,Grassland
922,Bareland,NULL,Water,Water,Water,Cropland
923,Bareland,NULL,Water,Water,Water,Bareland
924,Bareland,NULL,Water,Water,Water,Water
925,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
926,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
927,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
928,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
929,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
930,Bareland,NULL,Forest,NULL,Non_Wetland,Water
931,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
932,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
933,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
934,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
935,Bareland,NULL,Forest,Water,Non_Wetland,Water
936,Bareland,NULL,Forest,Water,Non_Wetland,Forest
937,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
938,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
939,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
940,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
941,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
942,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
943,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
944,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
945,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
946,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
947,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
948,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
949,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
950,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
951,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
952,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
953,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
954,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
955,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
956,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
957,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
958,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
959,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
960,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
961,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
962,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
963,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
964,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
965,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
966,Bareland,Cropland,Wetland,Water,Wetland,Water
967,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
968,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
969,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
970,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
971,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
972,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
973,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
974,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
975,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
976,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
977,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
978,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
979,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
980,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
981,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
982,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
983,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
984,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
985,Bareland,Cropland,Water,NULL,Water,Cropland
986,Bareland,Cropland,Water,Water,Water,Water
987,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
988,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
989,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
990,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
991,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
992,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
993,Bareland,Cropland,Forest,Water,Non_Wetland,Water
994,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
995,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
996,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
997,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
998,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
999,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1000,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1001,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1002,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1003,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1004,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1005,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1006,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1007,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1008,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1009,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1010,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1011,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1012,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1013,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1014,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1015,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1016,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1017,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1018,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1019,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1020,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1021,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1022,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL
1023,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1024,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1025,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1026,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1027,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1028,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1029,Bareland,Bareland,Wetland,NULL,Wetland,Water
1030,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1031,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1032,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1033,Bareland,Bareland,Wetland,Water,Wetland,Water
1034,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1035,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1036,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1037,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1038,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1039,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1040,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1041,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1042,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1043,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1044,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1045,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1046,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
1047,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1048,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1049,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1050,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1051,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1052,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1053,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1054,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1055,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1056,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1057,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1058,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1059,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1060,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
1061,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1062,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1063,Bareland,Bareland,Water,NULL,Water,Grassland
1064,Bareland,Bareland,Water,NULL,Water,Bareland
1065,Bareland,Bareland,Water,NULL,Water,Water
1066,Bareland,Bareland,Water,Water,Water,NULL
1067,Bareland,Bareland,Water,Water,Water,Grassland
1068,Bareland,Bareland,Water,Water,Water,Cropland
1069,Bareland,Bareland,Water,Water,Water,Bareland
1070,Bareland,Bareland,Water,Water,Water,Water
1071,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1072,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1073,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1074,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1075,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1076,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1077,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1078,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1079,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1080,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1081,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1082,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1083,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1084,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1085,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1086,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1087,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1088,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1089,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1090,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1091,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1092,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1093,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1094,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1095,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1096,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1097,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1098,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1099,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1100,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1101,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1102,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1103,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1104,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1105,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1106,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1107,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1108,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1109,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1110,Bareland,Water,NULL,Water,Non_Wetland,Water
1111,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1112,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1113,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1114,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1115,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1116,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1117,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1118,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1119,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1120,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1121,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1122,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1123,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1124,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1125,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1126,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1127,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1128,Bareland,Water,Grassland,Water,Non_Wetland,Water
1129,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1130,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1131,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1132,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1133,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1134,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1135,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1136,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1137,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1138,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1139,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1140,Bareland,Water,Cropland,Water,Non_Wetland,Water
1141,Bareland,Water,Wetland,NULL,Wetland,Grassland
1142,Bareland,Water,Wetland,NULL,Wetland,Cropland
1143,Bareland,Water,Wetland,NULL,Wetland,Bareland
1144,Bareland,Water,Wetland,NULL,Wetland,Water
1145,Bareland,Water,Wetland,NULL,Wetland,Forest
1146,Bareland,Water,Wetland,Non_Water,Wetland,NULL
1147,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1148,Bareland,Water,Wetland,Water,Wetland,Grassland
1149,Bareland,Water,Wetland,Water,Wetland,Cropland
1150,Bareland,Water,Wetland,Water,Wetland,Bareland
1151,Bareland,Water,Wetland,Water,Wetland,Water
1152,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1153,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1154,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1155,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1156,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1157,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1158,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1159,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1160,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1161,Bareland,Water,Bareland,Water,Non_Wetland,NULL
1162,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1163,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1164,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1165,Bareland,Water,Bareland,Water,Non_Wetland,Water
1166,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1167,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1168,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1169,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1170,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1171,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1172,Bareland,Water,Built-up,Water,Non_Wetland,Water
1173,Bareland,Water,Water,NULL,Water,Grassland
1174,Bareland,Water,Water,NULL,Water,Bareland
1175,Bareland,Water,Water,NULL,Water,Water
1176,Bareland,Water,Water,Water,Water,Grassland
1177,Bareland,Water,Water,Water,Water,Cropland
1178,Bareland,Water,Water,Water,Water,Bareland
1179,Bareland,Water,Water,Water,Water,Water
1180,Bareland,Water,Water,Water,Water,Forest
1181,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1182,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1183,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1184,Bareland,Water,Forest,Water,Non_Wetland,Water
1185,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1186,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1187,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1188,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1189,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1190,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1191,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1192,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1193,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1194,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1195,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1196,Bareland,Forest,Water,NULL,Water,Cropland
1197,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1198,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1199,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1200,Water,NULL,NULL,NULL,Non_Wetland,NULL
1201,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1202,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1203,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1204,Water,NULL,NULL,NULL,Non_Wetland,Water
1205,Water,NULL,NULL,NULL,Non_Wetland,Forest
1206,Water,NULL,NULL,Water,Non_Wetland,NULL
1207,Water,NULL,NULL,Water,Non_Wetland,Grassland
1208,Water,NULL,NULL,Water,Non_Wetland,Cropland
1209,Water,NULL,NULL,Water,Non_Wetland,Bareland
1210,Water,NULL,NULL,Water,Non_Wetland,Water
1211,Water,NULL,NULL,Water,Non_Wetland,Forest
1212,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1213,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1214,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1215,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1216,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1217,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1218,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1219,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1220,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1221,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1222,Water,NULL,Shrubland,Water,Non_Wetland,Water
1223,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1224,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1225,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1226,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1227,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1228,Water,NULL,Grassland,NULL,Non_Wetland,Water
1229,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1230,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1231,Water,NULL,Grassland,Water,Non_Wetland,NULL
1232,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1233,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1234,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1235,Water,NULL,Grassland,Water,Non_Wetland,Water
1236,Water,NULL,Grassland,Water,Non_Wetland,Forest
1237,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1238,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1239,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1240,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1241,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1242,Water,NULL,Cropland,NULL,Non_Wetland,Water
1243,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1244,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1245,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1246,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1247,Water,NULL,Cropland,Water,Non_Wetland,NULL
1248,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1249,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1250,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1251,Water,NULL,Cropland,Water,Non_Wetland,Water
1252,Water,NULL,Wetland,NULL,Wetland,NULL
1253,Water,NULL,Wetland,NULL,Wetland,Grassland
1254,Water,NULL,Wetland,NULL,Wetland,Cropland
1255,Water,NULL,Wetland,NULL,Wetland,Bareland
1256,Water,NULL,Wetland,NULL,Wetland,Water
1257,Water,NULL,Wetland,NULL,Wetland,Forest
1258,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1259,Water,NULL,Wetland,Water,Wetland,NULL
1260,Water,NULL,Wetland,Water,Wetland,Grassland
1261,Water,NULL,Wetland,Water,Wetland,Cropland
1262,Water,NULL,Wetland,Water,Wetland,Bareland
1263,Water,NULL,Wetland,Water,Wetland,Water
1264,Water,NULL,Wetland,Water,Wetland,Forest
1265,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1266,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1267,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1268,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1269,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1270,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1271,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1272,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1273,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1274,Water,NULL,Bareland,NULL,Non_Wetland,Water
1275,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1276,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1277,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1278,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1279,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1280,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1281,Water,NULL,Bareland,Water,Non_Wetland,NULL
1282,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1283,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1284,Water,NULL,Bareland,Water,Non_Wetland,Bareland
