Value,AFRICA_2024_DynamicWorld_2024_37PCR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCR_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCR_M_R,AFRICA_2024_GSW_Yearly_2021_37PCR_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCR_M_R,AFRICA_2024_WorldCover_2021_37PCR_M_R
846,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
847,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
848,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
849,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
850,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
851,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
852,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
853,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
854,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
855,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
856,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
857,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
858,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
859,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
860,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
861,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
862,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
863,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
864,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
865,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
866,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
867,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
868,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
869,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
870,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
871,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
872,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
873,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
874,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
875,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
876,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
877,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
878,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
879,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
880,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
881,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
882,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
883,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
884,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
885,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
886,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
887,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
888,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
889,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
890,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
891,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
892,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
893,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
894,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
895,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
896,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
897,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
898,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
899,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
900,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
901,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
902,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
903,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
904,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
905,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
906,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
907,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
908,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
909,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
910,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
911,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
912,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
913,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
914,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
915,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
916,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
917,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
918,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
919,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
920,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
921,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
922,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
923,Bareland,Bareland,Wetland,NULL,Wetland,Water
924,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
925,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
926,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
927,Bareland,Bareland,Wetland,Water,Wetland,Cropland
928,Bareland,Bareland,Wetland,Water,Wetland,Bareland
929,Bareland,Bareland,Wetland,Water,Wetland,Water
930,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
931,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
932,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
933,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
934,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
935,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
936,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
937,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
938,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
939,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
940,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
941,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
942,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
943,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
944,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
945,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
946,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
947,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
948,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
949,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
950,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
951,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
952,Bareland,Bareland,Water,NULL,Water,Grassland
953,Bareland,Bareland,Water,Non_Water,Water,Bareland
954,Bareland,Bareland,Water,Non_Water,Water,Water
955,Bareland,Bareland,Water,Water,Water,Bareland
956,Bareland,Bareland,Water,Water,Water,Water
957,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
958,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
959,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
960,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
961,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
962,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
963,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
964,Bareland,Bareland,Forest,Water,Non_Wetland,Water
965,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
966,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
967,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
968,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
969,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
970,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
971,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
972,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
973,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
974,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
975,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
976,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
977,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
978,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
979,Bareland,Water,NULL,NULL,Non_Wetland,NULL
980,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
981,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
982,Bareland,Water,NULL,NULL,Non_Wetland,Forest
983,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
984,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
985,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
986,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
987,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
988,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
989,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
990,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
991,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
992,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
993,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
994,Bareland,Water,Grassland,NULL,Non_Wetland,Water
995,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
996,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
997,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
998,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
999,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1000,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1001,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1002,Bareland,Water,Grassland,Water,Non_Wetland,Water
1003,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1004,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1005,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1006,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1007,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1008,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1009,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1010,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1011,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1012,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1013,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1014,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1015,Bareland,Water,Cropland,Water,Non_Wetland,Water
1016,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1017,Bareland,Water,Wetland,NULL,Wetland,Cropland
1018,Bareland,Water,Wetland,NULL,Wetland,Bareland
1019,Bareland,Water,Wetland,NULL,Wetland,Water
1020,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1021,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
1022,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1023,Bareland,Water,Wetland,Non_Water,Wetland,Water
1024,Bareland,Water,Wetland,Water,Wetland,Grassland
1025,Bareland,Water,Wetland,Water,Wetland,Cropland
1026,Bareland,Water,Wetland,Water,Wetland,Bareland
1027,Bareland,Water,Wetland,Water,Wetland,Water
1028,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1029,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1030,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1031,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1032,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1033,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1034,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1035,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1036,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1037,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1038,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1039,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1040,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1041,Bareland,Water,Bareland,Water,Non_Wetland,Water
1042,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1043,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1044,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1045,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1046,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1047,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1048,Bareland,Water,Built-up,Water,Non_Wetland,Water
1049,Bareland,Water,Water,NULL,Water,Bareland
1050,Bareland,Water,Water,Non_Water,Water,Bareland
1051,Bareland,Water,Water,Water,Water,Water
1052,Bareland,Water,Water,Water,Water,Forest
1053,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1054,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1055,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1056,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1057,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1058,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1059,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1060,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1061,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1062,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1063,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1064,Bareland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1065,Water,NULL,NULL,NULL,Non_Wetland,NULL
1066,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1067,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1068,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1069,Water,NULL,NULL,NULL,Non_Wetland,Water
1070,Water,NULL,NULL,NULL,Non_Wetland,Forest
1071,Water,NULL,NULL,Water,Non_Wetland,Grassland
1072,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1073,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1074,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1075,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1076,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1077,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1078,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1079,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1080,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1081,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1082,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1083,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1084,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1085,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1086,Water,NULL,Shrubland,Water,Non_Wetland,Water
1087,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1088,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1089,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1090,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1091,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1092,Water,NULL,Grassland,NULL,Non_Wetland,Water
1093,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1094,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1095,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1096,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1097,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1098,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1099,Water,NULL,Grassland,Water,Non_Wetland,Water
1100,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1101,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1102,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1103,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1104,Water,NULL,Cropland,NULL,Non_Wetland,Water
1105,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1106,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1107,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1108,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1109,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1110,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1111,Water,NULL,Cropland,Water,Non_Wetland,NULL
1112,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1113,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1114,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1115,Water,NULL,Cropland,Water,Non_Wetland,Water
1116,Water,NULL,Cropland,Water,Non_Wetland,Forest
1117,Water,NULL,Wetland,NULL,Wetland,NULL
1118,Water,NULL,Wetland,NULL,Wetland,Grassland
1119,Water,NULL,Wetland,NULL,Wetland,Cropland
1120,Water,NULL,Wetland,NULL,Wetland,Bareland
1121,Water,NULL,Wetland,NULL,Wetland,Water
1122,Water,NULL,Wetland,NULL,Wetland,Forest
1123,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1124,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1125,Water,NULL,Wetland,Non_Water,Wetland,Forest
1126,Water,NULL,Wetland,Water,Wetland,NULL
1127,Water,NULL,Wetland,Water,Wetland,Grassland
1128,Water,NULL,Wetland,Water,Wetland,Cropland
1129,Water,NULL,Wetland,Water,Wetland,Water
1130,Water,NULL,Wetland,Water,Wetland,Forest
1131,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1132,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1133,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1134,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1135,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1136,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1137,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1138,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1139,Water,NULL,Bareland,NULL,Non_Wetland,Water
1140,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1141,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1142,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1143,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1144,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1145,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1146,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1147,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1148,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1149,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1150,Water,NULL,Bareland,Water,Non_Wetland,Water
1151,Water,NULL,Bareland,Water,Non_Wetland,Forest
1152,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1153,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1154,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1155,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1156,Water,NULL,Built-up,NULL,Non_Wetland,Water
1157,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1158,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1159,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
1160,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1161,Water,NULL,Built-up,Water,Non_Wetland,Water
1162,Water,NULL,Built-up,Water,Non_Wetland,Forest
1163,Water,NULL,Water,NULL,Water,Grassland
1164,Water,NULL,Water,NULL,Water,Water
1165,Water,NULL,Water,NULL,Water,Forest
1166,Water,NULL,Water,Water,Water,Grassland
1167,Water,NULL,Water,Water,Water,Bareland
1168,Water,NULL,Water,Water,Water,Water
1169,Water,NULL,Water,Water,Water,Forest
1170,Water,NULL,Forest,NULL,Non_Wetland,NULL
1171,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1172,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1173,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1174,Water,NULL,Forest,NULL,Non_Wetland,Water
1175,Water,NULL,Forest,NULL,Non_Wetland,Forest
1176,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1177,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1178,Water,NULL,Forest,Water,Non_Wetland,Grassland
1179,Water,NULL,Forest,Water,Non_Wetland,Cropland
1180,Water,NULL,Forest,Water,Non_Wetland,Water
1181,Water,NULL,Forest,Water,Non_Wetland,Forest
1182,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1183,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1184,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1185,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1186,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1187,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1188,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1189,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1190,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1191,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1192,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1193,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1194,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1195,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1196,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1197,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1198,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1199,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1200,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1201,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1202,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1203,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1204,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1205,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1206,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1207,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
1208,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1209,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1210,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1211,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1212,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1213,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1214,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1215,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1216,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1217,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1218,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1219,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1220,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1221,Water,Bareland,Cropland,Water,Non_Wetland,Water
1222,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1223,Water,Bareland,Wetland,Non_Water,Wetland,Water
1224,Water,Bareland,Wetland,Water,Wetland,Cropland
1225,Water,Bareland,Wetland,Water,Wetland,Bareland
1226,Water,Bareland,Wetland,Water,Wetland,Water
1227,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1228,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1229,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1230,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1231,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1232,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1233,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1234,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1235,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1236,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1237,Water,Bareland,Bareland,Water,Non_Wetland,Water
1238,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1239,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1240,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1241,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1242,Water,Bareland,Built-up,Water,Non_Wetland,Water
1243,Water,Bareland,Water,Water,Water,Bareland
1244,Water,Bareland,Water,Water,Water,Water
1245,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1246,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1247,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1248,Water,Water,NULL,NULL,Non_Wetland,NULL
1249,Water,Water,NULL,NULL,Non_Wetland,Grassland
1250,Water,Water,NULL,NULL,Non_Wetland,Cropland
1251,Water,Water,NULL,NULL,Non_Wetland,Bareland
1252,Water,Water,NULL,NULL,Non_Wetland,Water
1253,Water,Water,NULL,NULL,Non_Wetland,Forest
1254,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1255,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1256,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1257,Water,Water,NULL,Non_Water,Non_Wetland,Water
1258,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1259,Water,Water,NULL,Water,Non_Wetland,Grassland
1260,Water,Water,NULL,Water,Non_Wetland,Cropland
1261,Water,Water,NULL,Water,Non_Wetland,Water
1262,Water,Water,NULL,Water,Non_Wetland,Forest
1263,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1264,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1265,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1266,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1267,Water,Water,Shrubland,NULL,Non_Wetland,Water
1268,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1269,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1270,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1271,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1272,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1273,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1274,Water,Water,Shrubland,Water,Non_Wetland,NULL
1275,Water,Water,Shrubland,Water,Non_Wetland,Grassland
