Value,AFRICA_2024_DynamicWorld_2024_36PZS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZS_M_R,AFRICA_2024_GSW_Yearly_2021_36PZS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZS_M_R,AFRICA_2024_WorldCover_2021_36PZS_M_R
852,Water,NULL,Cropland,NULL,Non_Wetland,NULL
853,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
854,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
855,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
856,Water,NULL,Cropland,NULL,Non_Wetland,Water
857,Water,NULL,Cropland,NULL,Non_Wetland,Forest
858,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
859,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
860,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
861,Water,NULL,Cropland,Water,Non_Wetland,Grassland
862,Water,NULL,Cropland,Water,Non_Wetland,Cropland
863,Water,NULL,Cropland,Water,Non_Wetland,Water
864,Water,NULL,Cropland,Water,Non_Wetland,Forest
865,Water,NULL,Wetland,NULL,Wetland,Cropland
866,Water,NULL,Wetland,Non_Water,Wetland,Cropland
867,Water,NULL,Wetland,Water,Wetland,Forest
868,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
869,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
870,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
871,Water,NULL,Bareland,NULL,Non_Wetland,NULL
872,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
873,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
874,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
875,Water,NULL,Bareland,NULL,Non_Wetland,Water
876,Water,NULL,Bareland,NULL,Non_Wetland,Forest
877,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
878,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
879,Water,NULL,Bareland,Water,Non_Wetland,Cropland
880,Water,NULL,Bareland,Water,Non_Wetland,Bareland
881,Water,NULL,Bareland,Water,Non_Wetland,Water
882,Water,NULL,Bareland,Water,Non_Wetland,Forest
883,Water,NULL,Built-up,NULL,Non_Wetland,NULL
884,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
885,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
886,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
887,Water,NULL,Built-up,NULL,Non_Wetland,Forest
888,Water,NULL,Built-up,Water,Non_Wetland,Grassland
889,Water,NULL,Built-up,Water,Non_Wetland,Cropland
890,Water,NULL,Built-up,Water,Non_Wetland,Water
891,Water,NULL,Water,NULL,Water,Cropland
892,Water,NULL,Water,Water,Water,Cropland
893,Water,NULL,Forest,NULL,Non_Wetland,NULL
894,Water,NULL,Forest,NULL,Non_Wetland,Grassland
895,Water,NULL,Forest,NULL,Non_Wetland,Cropland
896,Water,NULL,Forest,NULL,Non_Wetland,Bareland
897,Water,NULL,Forest,NULL,Non_Wetland,Water
898,Water,NULL,Forest,NULL,Non_Wetland,Forest
899,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
900,Water,NULL,Forest,Non_Water,Non_Wetland,Water
901,Water,NULL,Forest,Water,Non_Wetland,NULL
902,Water,NULL,Forest,Water,Non_Wetland,Grassland
903,Water,NULL,Forest,Water,Non_Wetland,Cropland
904,Water,NULL,Forest,Water,Non_Wetland,Forest
905,Water,Cropland,NULL,NULL,Non_Wetland,NULL
906,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
907,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
908,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
909,Water,Cropland,NULL,NULL,Non_Wetland,Forest
910,Water,Cropland,NULL,Water,Non_Wetland,Cropland
911,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
912,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
913,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
914,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
915,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
916,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
917,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
918,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
919,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
920,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
921,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
922,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
923,Water,Cropland,Wetland,NULL,Wetland,Cropland
924,Water,Cropland,Wetland,Water,Wetland,Cropland
925,Water,Cropland,Wetland,Water,Wetland,Water
926,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
927,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
928,Water,Cropland,Bareland,NULL,Non_Wetland,Water
929,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
930,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
931,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
932,Water,Cropland,Water,Water,Water,Cropland
933,Water,Cropland,Water,Water,Water,Water
934,Water,Cropland,Forest,NULL,Non_Wetland,NULL
935,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
936,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
937,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
938,Water,Cropland,Forest,NULL,Non_Wetland,Water
939,Water,Cropland,Forest,NULL,Non_Wetland,Forest
940,Water,Bareland,NULL,Water,Non_Wetland,Bareland
941,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
942,Water,Bareland,Shrubland,Water,Non_Wetland,Cropland
943,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
944,Water,Bareland,Grassland,NULL,Non_Wetland,Water
945,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
946,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
947,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
948,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
949,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
950,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
951,Water,Bareland,Cropland,Water,Non_Wetland,Water
952,Water,Bareland,Wetland,Non_Water,Wetland,Water
953,Water,Bareland,Wetland,Water,Wetland,Cropland
954,Water,Bareland,Wetland,Water,Wetland,Bareland
955,Water,Bareland,Wetland,Water,Wetland,Water
956,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
957,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
958,Water,Bareland,Bareland,NULL,Non_Wetland,Water
959,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
960,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
961,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
962,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
963,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
964,Water,Bareland,Bareland,Water,Non_Wetland,Water
965,Water,Bareland,Built-up,Water,Non_Wetland,Cropland
966,Water,Bareland,Water,NULL,Water,Cropland
967,Water,Bareland,Water,Water,Water,Water
968,Water,Water,NULL,NULL,Non_Wetland,NULL
969,Water,Water,NULL,NULL,Non_Wetland,Grassland
970,Water,Water,NULL,NULL,Non_Wetland,Cropland
971,Water,Water,NULL,NULL,Non_Wetland,Bareland
972,Water,Water,NULL,NULL,Non_Wetland,Water
973,Water,Water,NULL,NULL,Non_Wetland,Forest
974,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
975,Water,Water,NULL,Non_Water,Non_Wetland,Water
976,Water,Water,NULL,Non_Water,Non_Wetland,Forest
977,Water,Water,NULL,Water,Non_Wetland,Cropland
978,Water,Water,NULL,Water,Non_Wetland,Water
979,Water,Water,NULL,Water,Non_Wetland,Forest
980,Water,Water,Shrubland,NULL,Non_Wetland,NULL
981,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
982,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
983,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
984,Water,Water,Shrubland,NULL,Non_Wetland,Water
985,Water,Water,Shrubland,NULL,Non_Wetland,Forest
986,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
987,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
988,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
989,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
990,Water,Water,Shrubland,Water,Non_Wetland,Grassland
991,Water,Water,Shrubland,Water,Non_Wetland,Cropland
992,Water,Water,Shrubland,Water,Non_Wetland,Bareland
993,Water,Water,Shrubland,Water,Non_Wetland,Water
994,Water,Water,Shrubland,Water,Non_Wetland,Forest
995,Water,Water,Grassland,NULL,Non_Wetland,Grassland
996,Water,Water,Grassland,NULL,Non_Wetland,Cropland
997,Water,Water,Grassland,NULL,Non_Wetland,Bareland
998,Water,Water,Grassland,NULL,Non_Wetland,Water
999,Water,Water,Grassland,NULL,Non_Wetland,Forest
1000,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1001,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1002,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1003,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1004,Water,Water,Grassland,Water,Non_Wetland,Cropland
1005,Water,Water,Grassland,Water,Non_Wetland,Bareland
1006,Water,Water,Grassland,Water,Non_Wetland,Water
1007,Water,Water,Grassland,Water,Non_Wetland,Forest
1008,Water,Water,Cropland,NULL,Non_Wetland,NULL
1009,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1010,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1011,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1012,Water,Water,Cropland,NULL,Non_Wetland,Water
1013,Water,Water,Cropland,NULL,Non_Wetland,Forest
1014,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1015,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1016,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1017,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1018,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1019,Water,Water,Cropland,Water,Non_Wetland,NULL
1020,Water,Water,Cropland,Water,Non_Wetland,Grassland
1021,Water,Water,Cropland,Water,Non_Wetland,Cropland
1022,Water,Water,Cropland,Water,Non_Wetland,Bareland
1023,Water,Water,Cropland,Water,Non_Wetland,Water
1024,Water,Water,Cropland,Water,Non_Wetland,Forest
1025,Water,Water,Wetland,NULL,Wetland,Grassland
1026,Water,Water,Wetland,NULL,Wetland,Cropland
1027,Water,Water,Wetland,NULL,Wetland,Bareland
1028,Water,Water,Wetland,NULL,Wetland,Water
1029,Water,Water,Wetland,NULL,Wetland,Forest
1030,Water,Water,Wetland,Non_Water,Wetland,Grassland
1031,Water,Water,Wetland,Non_Water,Wetland,Cropland
1032,Water,Water,Wetland,Non_Water,Wetland,Bareland
1033,Water,Water,Wetland,Non_Water,Wetland,Water
1034,Water,Water,Wetland,Non_Water,Wetland,Forest
1035,Water,Water,Wetland,Water,Wetland,NULL
1036,Water,Water,Wetland,Water,Wetland,Grassland
1037,Water,Water,Wetland,Water,Wetland,Cropland
1038,Water,Water,Wetland,Water,Wetland,Bareland
1039,Water,Water,Wetland,Water,Wetland,Water
1040,Water,Water,Wetland,Water,Wetland,Forest
1041,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1042,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1043,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1044,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Cropland
1045,Water,Water,Bareland,NULL,Non_Wetland,NULL
1046,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1047,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1048,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1049,Water,Water,Bareland,NULL,Non_Wetland,Water
1050,Water,Water,Bareland,NULL,Non_Wetland,Forest
1051,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1052,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1053,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1054,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1055,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1056,Water,Water,Bareland,Water,Non_Wetland,Grassland
1057,Water,Water,Bareland,Water,Non_Wetland,Cropland
1058,Water,Water,Bareland,Water,Non_Wetland,Bareland
1059,Water,Water,Bareland,Water,Non_Wetland,Water
1060,Water,Water,Bareland,Water,Non_Wetland,Forest
1061,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1062,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1063,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1064,Water,Water,Built-up,NULL,Non_Wetland,Water
1065,Water,Water,Built-up,NULL,Non_Wetland,Forest
1066,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1067,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1068,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1069,Water,Water,Built-up,Water,Non_Wetland,Grassland
1070,Water,Water,Built-up,Water,Non_Wetland,Cropland
1071,Water,Water,Built-up,Water,Non_Wetland,Water
1072,Water,Water,Built-up,Water,Non_Wetland,Forest
1073,Water,Water,Water,NULL,Water,Grassland
1074,Water,Water,Water,NULL,Water,Cropland
1075,Water,Water,Water,NULL,Water,Bareland
1076,Water,Water,Water,NULL,Water,Water
1077,Water,Water,Water,NULL,Water,Forest
1078,Water,Water,Water,Non_Water,Water,Cropland
1079,Water,Water,Water,Non_Water,Water,Water
1080,Water,Water,Water,Non_Water,Water,Forest
1081,Water,Water,Water,Water,Water,Cropland
1082,Water,Water,Water,Water,Water,Water
1083,Water,Water,Water,Water,Water,Forest
1084,Water,Water,Forest,NULL,Non_Wetland,NULL
1085,Water,Water,Forest,NULL,Non_Wetland,Grassland
1086,Water,Water,Forest,NULL,Non_Wetland,Cropland
1087,Water,Water,Forest,NULL,Non_Wetland,Bareland
1088,Water,Water,Forest,NULL,Non_Wetland,Water
1089,Water,Water,Forest,NULL,Non_Wetland,Forest
1090,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1091,Water,Water,Forest,Non_Water,Non_Wetland,Water
1092,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1093,Water,Water,Forest,Water,Non_Wetland,NULL
1094,Water,Water,Forest,Water,Non_Wetland,Grassland
1095,Water,Water,Forest,Water,Non_Wetland,Cropland
1096,Water,Water,Forest,Water,Non_Wetland,Water
1097,Water,Water,Forest,Water,Non_Wetland,Forest
1098,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1099,Water,Forest,NULL,NULL,Non_Wetland,Forest
1100,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1101,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1102,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1103,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1104,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1105,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1106,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1107,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1108,Water,Forest,Grassland,Water,Non_Wetland,Forest
1109,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1110,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1111,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1112,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1113,Water,Forest,Wetland,NULL,Wetland,Forest
1114,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1115,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1116,Water,Forest,Built-up,NULL,Non_Wetland,NULL
1117,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1118,Water,Forest,Forest,NULL,Non_Wetland,NULL
1119,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1120,Water,Forest,Forest,NULL,Non_Wetland,Forest
1121,Water,Forest,Forest,Water,Non_Wetland,Forest
1122,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1123,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1124,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1125,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1126,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1127,Forest,NULL,NULL,NULL,Non_Wetland,Water
1128,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1129,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1130,Forest,NULL,NULL,Water,Non_Wetland,Cropland
1131,Forest,NULL,NULL,Water,Non_Wetland,Water
1132,Forest,NULL,NULL,Water,Non_Wetland,Forest
1133,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1134,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1135,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1136,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1137,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1138,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1139,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1140,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1141,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1142,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1143,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1144,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1145,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1146,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1147,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1148,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1149,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1150,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1151,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1152,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1153,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1154,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1155,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1156,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1157,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1158,Forest,NULL,Grassland,Water,Non_Wetland,Water
1159,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1160,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1161,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1162,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1163,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1164,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1165,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1166,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1167,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1168,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1169,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1170,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1171,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1172,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1173,Forest,NULL,Cropland,Water,Non_Wetland,Water
1174,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1175,Forest,NULL,Wetland,NULL,Wetland,NULL
1176,Forest,NULL,Wetland,NULL,Wetland,Grassland
1177,Forest,NULL,Wetland,NULL,Wetland,Forest
1178,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1179,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1180,Forest,NULL,Wetland,Water,Wetland,NULL
1181,Forest,NULL,Wetland,Water,Wetland,Grassland
1182,Forest,NULL,Wetland,Water,Wetland,Cropland
1183,Forest,NULL,Wetland,Water,Wetland,Forest
1184,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1185,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1186,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1187,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1188,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1189,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1190,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1191,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1192,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1193,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1194,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1195,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1196,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1197,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1198,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1199,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1200,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1201,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1202,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1203,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1204,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1205,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1206,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1207,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1208,Forest,NULL,Water,NULL,Water,Forest
1209,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1210,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1211,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1212,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1213,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1214,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1215,Forest,NULL,Forest,NULL,Non_Wetland,Water
1216,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1217,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1218,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1219,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1220,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1221,Forest,NULL,Forest,Water,Non_Wetland,NULL
1222,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1223,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1224,Forest,NULL,Forest,Water,Non_Wetland,Water
1225,Forest,NULL,Forest,Water,Non_Wetland,Forest
1226,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1227,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1228,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1229,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1230,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1231,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1232,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1233,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1234,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1235,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1236,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1237,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1238,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1239,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1240,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1241,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1242,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1243,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1244,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1245,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1246,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1247,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1248,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1249,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1250,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1251,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1252,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1253,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1254,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1255,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1256,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1257,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1258,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1259,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1260,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1261,Forest,Cropland,Water,NULL,Water,Grassland
1262,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1263,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1264,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1265,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1266,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1267,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1268,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1269,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1270,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1271,Forest,Bareland,Grassland,Water,Non_Wetland,Cropland
1272,Forest,Bareland,Cropland,NULL,Non_Wetland,Cropland
1273,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
1274,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1275,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1276,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1277,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1278,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1279,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1280,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1281,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1282,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1283,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1284,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1285,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1286,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1287,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1288,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1289,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1290,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1291,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1292,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1293,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1294,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1295,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
