Value,AFRICA_2024_DynamicWorld_2024_37PFK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFK_M_R,AFRICA_2024_GSW_Yearly_2021_37PFK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFK_M_R,AFRICA_2024_WorldCover_2021_37PFK_M_R
835,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
836,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
837,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
838,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
839,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
840,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
841,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
842,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
843,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
844,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
845,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
846,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
847,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
848,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
849,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
850,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
851,Wetland,Wetland,Wetland,Water,Wetland,Wetland
852,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
853,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
854,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
855,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
856,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
857,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
858,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
859,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
860,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
861,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
862,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
863,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
864,Wetland,Wetland,Water,NULL,Water,Wetland
865,Wetland,Wetland,Water,Non_Water,Water,Wetland
866,Wetland,Wetland,Water,Water,Water,Cropland
867,Wetland,Wetland,Water,Water,Water,Wetland
868,Wetland,Wetland,Water,Water,Water,Water
869,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
870,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
871,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
872,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
873,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
874,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
875,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
876,Wetland,Water,NULL,NULL,Non_Wetland,NULL
877,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
878,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
879,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
880,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
881,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
882,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
883,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
884,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
885,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
886,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
887,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
888,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
889,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
890,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
891,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
892,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
893,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
894,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
895,Wetland,Water,Wetland,NULL,Wetland,Wetland
896,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
897,Wetland,Water,Wetland,Non_Water,Wetland,Water
898,Wetland,Water,Wetland,Non_Water,Wetland,Forest
899,Wetland,Water,Wetland,Water,Wetland,Cropland
900,Wetland,Water,Wetland,Water,Wetland,Wetland
901,Wetland,Water,Wetland,Water,Wetland,Water
902,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
903,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
904,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
905,Wetland,Water,Built-up,Water,Non_Wetland,Wetland
906,Wetland,Water,Water,NULL,Water,Wetland
907,Wetland,Water,Water,Non_Water,Water,Wetland
908,Wetland,Water,Water,Water,Water,Wetland
909,Wetland,Water,Water,Water,Water,Water
910,Wetland,Water,Forest,NULL,Non_Wetland,NULL
911,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
912,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
913,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
914,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
915,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
916,Wetland,Water,Forest,Water,Non_Wetland,Cropland
917,Wetland,Water,Forest,Water,Non_Wetland,Wetland
918,Wetland,Water,Forest,Water,Non_Wetland,Water
919,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland
920,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
921,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
922,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
923,Wetland,Forest,Wetland,NULL,Wetland,Cropland
924,Wetland,Forest,Wetland,Water,Wetland,Wetland
925,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
926,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
927,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
928,Wetland,Forest,Forest,Non_Water,Non_Wetland,Cropland
929,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
930,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
931,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
932,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
933,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
934,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
935,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
936,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
937,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
938,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
939,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
940,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
941,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
942,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
943,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
944,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
945,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
946,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
947,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
948,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
949,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
950,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
951,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
952,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
953,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
954,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
955,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
956,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
957,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
958,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
959,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
960,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
961,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
962,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
963,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
964,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
965,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
966,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
967,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
968,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
969,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
970,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
971,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
972,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
973,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
974,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
975,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
976,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
977,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
978,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
979,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
980,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
981,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
982,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
983,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
984,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
985,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
986,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
987,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
988,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
989,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
990,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
991,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
992,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
993,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
994,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
995,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
996,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
997,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
998,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
999,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1000,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1001,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1002,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1003,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1004,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1005,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1006,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1007,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1008,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1009,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1010,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1011,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1012,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1013,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1014,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1015,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1016,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1017,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1018,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1019,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1020,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1021,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1022,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1023,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1024,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1025,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1026,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1027,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1028,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1029,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1030,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
1031,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1032,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1033,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1034,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1035,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1036,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1037,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1038,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1039,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1040,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1041,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1042,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1043,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1044,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1045,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1046,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1047,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1048,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1049,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1050,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1051,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1052,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1053,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1054,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1055,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1056,Bareland,Bareland,Wetland,Water,Wetland,Water
1057,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1058,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1059,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1060,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1061,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1062,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1063,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1064,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1065,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1066,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1067,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1068,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1069,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1070,Bareland,Bareland,Water,NULL,Water,Cropland
1071,Bareland,Bareland,Water,NULL,Water,Bareland
1072,Bareland,Bareland,Water,Non_Water,Water,Bareland
1073,Bareland,Bareland,Water,Water,Water,Bareland
1074,Bareland,Bareland,Water,Water,Water,Water
1075,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1076,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1077,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1078,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1079,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up
1080,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1081,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1082,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1083,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1084,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1085,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1086,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1087,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1088,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1089,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1090,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1091,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1092,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1093,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1094,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1095,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1096,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1097,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1098,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1099,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1100,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1101,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1102,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1103,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1104,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1105,Bareland,Water,NULL,NULL,Non_Wetland,Water
1106,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1107,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1108,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1109,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1110,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1111,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1112,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1113,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1114,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1115,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1116,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1117,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1118,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1119,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1120,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1121,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1122,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1123,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1124,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1125,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1126,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1127,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1128,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1129,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1130,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1131,Bareland,Water,Water,NULL,Water,Bareland
1132,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1133,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1134,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1135,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1136,Bareland,Water,Forest,NULL,Non_Wetland,Water
1137,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1138,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1139,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1140,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1141,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1142,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1143,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1144,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1145,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1146,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1147,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1148,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1149,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1150,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1151,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1152,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1153,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1154,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1155,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1156,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1157,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1158,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1159,Water,NULL,NULL,NULL,Non_Wetland,NULL
1160,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1161,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1162,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1163,Water,NULL,NULL,NULL,Non_Wetland,Forest
1164,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1165,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1166,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1167,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1168,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1169,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1170,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1171,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1172,Water,NULL,Shrubland,Water,Non_Wetland,Water
1173,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1174,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1175,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1176,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1177,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1178,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1179,Water,NULL,Grassland,Water,Non_Wetland,NULL
1180,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1181,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1182,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1183,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1184,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1185,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1186,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1187,Water,NULL,Cropland,NULL,Non_Wetland,Water
1188,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1189,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1190,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1191,Water,NULL,Cropland,Water,Non_Wetland,NULL
1192,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1193,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1194,Water,NULL,Wetland,NULL,Wetland,Grassland
1195,Water,NULL,Wetland,NULL,Wetland,Cropland
1196,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1197,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1198,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1199,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1200,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1201,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1202,Water,NULL,Bareland,NULL,Non_Wetland,Water
1203,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1204,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1205,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1206,Water,NULL,Bareland,Water,Non_Wetland,NULL
1207,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1208,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1209,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1210,Water,NULL,Bareland,Water,Non_Wetland,Water
1211,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1212,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1213,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1214,Water,NULL,Built-up,Water,Non_Wetland,NULL
1215,Water,NULL,Water,NULL,Water,Cropland
1216,Water,NULL,Water,NULL,Water,Water
1217,Water,NULL,Forest,NULL,Non_Wetland,NULL
1218,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1219,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1220,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1221,Water,NULL,Forest,NULL,Non_Wetland,Forest
1222,Water,NULL,Forest,Water,Non_Wetland,Grassland
1223,Water,NULL,Forest,Water,Non_Wetland,Bareland
1224,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1225,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1226,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1227,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1228,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1229,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL
1230,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1231,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1232,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1233,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1234,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1235,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1236,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1237,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1238,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1239,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1240,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1241,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1242,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1243,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1244,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1245,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1246,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1247,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1248,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1249,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up
1250,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1251,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1252,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1253,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1254,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1255,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
