Value,AFRICA_2024_DynamicWorld_2024_37PCQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCQ_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCQ_M_R,AFRICA_2024_GSW_Yearly_2021_37PCQ_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCQ_M_R,AFRICA_2024_WorldCover_2021_37PCQ_M_R
845,Water,NULL,Built-up,NULL,Non_Wetland,NULL
846,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
847,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
848,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
849,Water,NULL,Built-up,NULL,Non_Wetland,Water
850,Water,NULL,Built-up,NULL,Non_Wetland,Forest
851,Water,NULL,Built-up,Water,Non_Wetland,Grassland
852,Water,NULL,Water,NULL,Water,NULL
853,Water,NULL,Water,NULL,Water,Grassland
854,Water,NULL,Water,NULL,Water,Cropland
855,Water,NULL,Water,NULL,Water,Water
856,Water,NULL,Water,NULL,Water,Forest
857,Water,NULL,Water,Water,Water,NULL
858,Water,NULL,Water,Water,Water,Grassland
859,Water,NULL,Water,Water,Water,Wetland
860,Water,NULL,Water,Water,Water,Bareland
861,Water,NULL,Water,Water,Water,Water
862,Water,NULL,Water,Water,Water,Forest
863,Water,NULL,Forest,NULL,Non_Wetland,NULL
864,Water,NULL,Forest,NULL,Non_Wetland,Grassland
865,Water,NULL,Forest,NULL,Non_Wetland,Cropland
866,Water,NULL,Forest,NULL,Non_Wetland,Bareland
867,Water,NULL,Forest,NULL,Non_Wetland,Water
868,Water,NULL,Forest,NULL,Non_Wetland,Forest
869,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
870,Water,NULL,Forest,Water,Non_Wetland,Grassland
871,Water,NULL,Forest,Water,Non_Wetland,Cropland
872,Water,NULL,Forest,Water,Non_Wetland,Wetland
873,Water,NULL,Forest,Water,Non_Wetland,Water
874,Water,NULL,Forest,Water,Non_Wetland,Forest
875,Water,Cropland,NULL,NULL,Non_Wetland,NULL
876,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
877,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
878,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
879,Water,Cropland,NULL,NULL,Non_Wetland,Water
880,Water,Cropland,NULL,NULL,Non_Wetland,Forest
881,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
882,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
883,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
884,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
885,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
886,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
887,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
888,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
889,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
890,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
891,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
892,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
893,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
894,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
895,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
896,Water,Cropland,Cropland,NULL,Non_Wetland,Water
897,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
898,Water,Cropland,Wetland,NULL,Wetland,Grassland
899,Water,Cropland,Wetland,NULL,Wetland,Wetland
900,Water,Cropland,Wetland,NULL,Wetland,Forest
901,Water,Cropland,Wetland,Water,Wetland,Cropland
902,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
903,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
904,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
905,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
906,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
907,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
908,Water,Cropland,Bareland,NULL,Non_Wetland,Water
909,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
910,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
911,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
912,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
913,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
914,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
915,Water,Cropland,Water,NULL,Water,Grassland
916,Water,Cropland,Forest,NULL,Non_Wetland,NULL
917,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
918,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
919,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
920,Water,Cropland,Forest,NULL,Non_Wetland,Water
921,Water,Cropland,Forest,NULL,Non_Wetland,Forest
922,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
923,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
924,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
925,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
926,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
927,Water,Bareland,Water,Water,Water,Grassland
928,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
929,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
930,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
931,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
932,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
933,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
934,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
935,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
936,Water,Water,NULL,NULL,Non_Wetland,NULL
937,Water,Water,NULL,NULL,Non_Wetland,Grassland
938,Water,Water,NULL,NULL,Non_Wetland,Cropland
939,Water,Water,NULL,NULL,Non_Wetland,Wetland
940,Water,Water,NULL,NULL,Non_Wetland,Bareland
941,Water,Water,NULL,NULL,Non_Wetland,Water
942,Water,Water,NULL,NULL,Non_Wetland,Forest
943,Water,Water,NULL,Water,Non_Wetland,Cropland
944,Water,Water,NULL,Water,Non_Wetland,Bareland
945,Water,Water,NULL,Water,Non_Wetland,Water
946,Water,Water,NULL,Water,Non_Wetland,Forest
947,Water,Water,Shrubland,NULL,Non_Wetland,NULL
948,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
949,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
950,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
951,Water,Water,Shrubland,NULL,Non_Wetland,Water
952,Water,Water,Shrubland,NULL,Non_Wetland,Forest
953,Water,Water,Shrubland,Water,Non_Wetland,Cropland
954,Water,Water,Shrubland,Water,Non_Wetland,Wetland
955,Water,Water,Shrubland,Water,Non_Wetland,Water
956,Water,Water,Shrubland,Water,Non_Wetland,Forest
957,Water,Water,Grassland,NULL,Non_Wetland,NULL
958,Water,Water,Grassland,NULL,Non_Wetland,Grassland
959,Water,Water,Grassland,NULL,Non_Wetland,Cropland
960,Water,Water,Grassland,NULL,Non_Wetland,Bareland
961,Water,Water,Grassland,NULL,Non_Wetland,Water
962,Water,Water,Grassland,NULL,Non_Wetland,Forest
963,Water,Water,Cropland,NULL,Non_Wetland,NULL
964,Water,Water,Cropland,NULL,Non_Wetland,Grassland
965,Water,Water,Cropland,NULL,Non_Wetland,Cropland
966,Water,Water,Cropland,NULL,Non_Wetland,Bareland
967,Water,Water,Cropland,NULL,Non_Wetland,Water
968,Water,Water,Cropland,NULL,Non_Wetland,Forest
969,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
970,Water,Water,Cropland,Water,Non_Wetland,Grassland
971,Water,Water,Cropland,Water,Non_Wetland,Cropland
972,Water,Water,Cropland,Water,Non_Wetland,Bareland
973,Water,Water,Cropland,Water,Non_Wetland,Water
974,Water,Water,Wetland,NULL,Wetland,Cropland
975,Water,Water,Wetland,NULL,Wetland,Wetland
976,Water,Water,Wetland,NULL,Wetland,Bareland
977,Water,Water,Wetland,NULL,Wetland,Water
978,Water,Water,Wetland,NULL,Wetland,Forest
979,Water,Water,Wetland,Non_Water,Wetland,Cropland
980,Water,Water,Wetland,Non_Water,Wetland,Wetland
981,Water,Water,Wetland,Non_Water,Wetland,Water
982,Water,Water,Wetland,Water,Wetland,Grassland
983,Water,Water,Wetland,Water,Wetland,Cropland
984,Water,Water,Wetland,Water,Wetland,Wetland
985,Water,Water,Wetland,Water,Wetland,Bareland
986,Water,Water,Wetland,Water,Wetland,Water
987,Water,Water,Wetland,Water,Wetland,Forest
988,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
989,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
990,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
991,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
992,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
993,Water,Water,Bareland,NULL,Non_Wetland,NULL
994,Water,Water,Bareland,NULL,Non_Wetland,Grassland
995,Water,Water,Bareland,NULL,Non_Wetland,Cropland
996,Water,Water,Bareland,NULL,Non_Wetland,Bareland
997,Water,Water,Bareland,NULL,Non_Wetland,Water
998,Water,Water,Bareland,NULL,Non_Wetland,Forest
999,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1000,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1001,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1002,Water,Water,Bareland,Water,Non_Wetland,Grassland
1003,Water,Water,Bareland,Water,Non_Wetland,Cropland
1004,Water,Water,Bareland,Water,Non_Wetland,Bareland
1005,Water,Water,Bareland,Water,Non_Wetland,Water
1006,Water,Water,Bareland,Water,Non_Wetland,Forest
1007,Water,Water,Built-up,NULL,Non_Wetland,NULL
1008,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1009,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1010,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1011,Water,Water,Built-up,NULL,Non_Wetland,Water
1012,Water,Water,Built-up,NULL,Non_Wetland,Forest
1013,Water,Water,Built-up,Water,Non_Wetland,Cropland
1014,Water,Water,Built-up,Water,Non_Wetland,Bareland
1015,Water,Water,Built-up,Water,Non_Wetland,Water
1016,Water,Water,Water,NULL,Water,Grassland
1017,Water,Water,Water,NULL,Water,Water
1018,Water,Water,Water,NULL,Water,Forest
1019,Water,Water,Water,Water,Water,Grassland
1020,Water,Water,Water,Water,Water,Cropland
1021,Water,Water,Water,Water,Water,Bareland
1022,Water,Water,Water,Water,Water,Water
1023,Water,Water,Water,Water,Water,Forest
1024,Water,Water,Forest,NULL,Non_Wetland,NULL
1025,Water,Water,Forest,NULL,Non_Wetland,Grassland
1026,Water,Water,Forest,NULL,Non_Wetland,Cropland
1027,Water,Water,Forest,NULL,Non_Wetland,Wetland
1028,Water,Water,Forest,NULL,Non_Wetland,Bareland
1029,Water,Water,Forest,NULL,Non_Wetland,Water
1030,Water,Water,Forest,NULL,Non_Wetland,Forest
1031,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1032,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1033,Water,Water,Forest,Water,Non_Wetland,Cropland
1034,Water,Water,Forest,Water,Non_Wetland,Wetland
1035,Water,Water,Forest,Water,Non_Wetland,Water
1036,Water,Water,Forest,Water,Non_Wetland,Forest
1037,Water,Forest,NULL,NULL,Non_Wetland,NULL
1038,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1039,Water,Forest,NULL,NULL,Non_Wetland,Cropland
1040,Water,Forest,NULL,NULL,Non_Wetland,Forest
1041,Water,Forest,NULL,Water,Non_Wetland,Grassland
1042,Water,Forest,NULL,Water,Non_Wetland,Forest
1043,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1044,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1045,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1046,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1047,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1048,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1049,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1050,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1051,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1052,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1053,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1054,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1055,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1056,Water,Forest,Wetland,NULL,Wetland,Forest
1057,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1058,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1059,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1060,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1061,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1062,Water,Forest,Built-up,NULL,Non_Wetland,NULL
1063,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1064,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
1065,Water,Forest,Built-up,NULL,Non_Wetland,Water
1066,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1067,Water,Forest,Water,NULL,Water,NULL
1068,Water,Forest,Water,NULL,Water,Grassland
1069,Water,Forest,Water,NULL,Water,Cropland
1070,Water,Forest,Water,NULL,Water,Forest
1071,Water,Forest,Water,Water,Water,Grassland
1072,Water,Forest,Water,Water,Water,Forest
1073,Water,Forest,Forest,NULL,Non_Wetland,NULL
1074,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1075,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1076,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1077,Water,Forest,Forest,NULL,Non_Wetland,Water
1078,Water,Forest,Forest,NULL,Non_Wetland,Forest
1079,Water,Forest,Forest,Water,Non_Wetland,NULL
1080,Water,Forest,Forest,Water,Non_Wetland,Grassland
1081,Water,Forest,Forest,Water,Non_Wetland,Forest
1082,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1083,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1084,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1085,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1086,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1087,Forest,NULL,NULL,NULL,Non_Wetland,Water
1088,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1089,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1090,Forest,NULL,NULL,Water,Non_Wetland,NULL
1091,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1092,Forest,NULL,NULL,Water,Non_Wetland,Cropland
1093,Forest,NULL,NULL,Water,Non_Wetland,Forest
1094,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1095,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1096,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1097,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1098,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1099,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1100,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1101,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1102,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1103,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1104,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1105,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1106,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1107,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1108,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1109,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1110,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1111,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1112,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1113,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1114,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1115,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1116,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1117,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1118,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1119,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1120,Forest,NULL,Wetland,NULL,Wetland,NULL
1121,Forest,NULL,Wetland,NULL,Wetland,Grassland
1122,Forest,NULL,Wetland,NULL,Wetland,Cropland
1123,Forest,NULL,Wetland,NULL,Wetland,Bareland
1124,Forest,NULL,Wetland,NULL,Wetland,Forest
1125,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1126,Forest,NULL,Wetland,Water,Wetland,NULL
1127,Forest,NULL,Wetland,Water,Wetland,Forest
1128,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1129,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1130,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1131,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1132,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1133,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1134,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1135,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1136,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1137,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1138,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1139,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1140,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1141,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1142,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1143,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1144,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1145,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1146,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1147,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1148,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1149,Forest,NULL,Built-up,NULL,Non_Wetland,Water
1150,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1151,Forest,NULL,Water,NULL,Water,NULL
1152,Forest,NULL,Water,NULL,Water,Grassland
1153,Forest,NULL,Water,NULL,Water,Cropland
1154,Forest,NULL,Water,NULL,Water,Forest
1155,Forest,NULL,Water,Water,Water,NULL
1156,Forest,NULL,Water,Water,Water,Grassland
1157,Forest,NULL,Water,Water,Water,Cropland
1158,Forest,NULL,Water,Water,Water,Water
1159,Forest,NULL,Water,Water,Water,Forest
1160,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1161,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1162,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1163,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1164,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1165,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1166,Forest,NULL,Forest,NULL,Non_Wetland,Water
1167,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1168,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1169,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1170,Forest,NULL,Forest,Water,Non_Wetland,NULL
1171,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1172,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1173,Forest,NULL,Forest,Water,Non_Wetland,Water
1174,Forest,NULL,Forest,Water,Non_Wetland,Forest
1175,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1176,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1177,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1178,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1179,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1180,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1181,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1182,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
1183,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1184,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1185,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1186,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1187,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1188,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1189,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1190,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1191,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1192,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1193,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1194,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1195,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1196,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1197,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1198,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1199,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1200,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1201,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
1202,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1203,Forest,Cropland,Wetland,NULL,Wetland,Forest
1204,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1205,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1206,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1207,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1208,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1209,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1210,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1211,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1212,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
1213,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1214,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1215,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1216,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1217,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1218,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1219,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1220,Forest,Cropland,Water,NULL,Water,NULL
1221,Forest,Cropland,Water,NULL,Water,Grassland
1222,Forest,Cropland,Water,NULL,Water,Cropland
1223,Forest,Cropland,Water,NULL,Water,Forest
1224,Forest,Cropland,Water,Water,Water,Forest
1225,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1226,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1227,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1228,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1229,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1230,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1231,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1232,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1233,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1234,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1235,Forest,Wetland,Wetland,Water,Wetland,Wetland
1236,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1237,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1238,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1239,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1240,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1241,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1242,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1243,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1244,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1245,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1246,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1247,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1248,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1249,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1250,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1251,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1252,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1253,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1254,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1255,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1256,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1257,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1258,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1259,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1260,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1261,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1262,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1263,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1264,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1265,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1266,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1267,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1268,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1269,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1270,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1271,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1272,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1273,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1274,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1275,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1276,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1277,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1278,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1279,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1280,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1281,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1282,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1283,Forest,Water,NULL,NULL,Non_Wetland,NULL
1284,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1285,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1286,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1287,Forest,Water,NULL,NULL,Non_Wetland,Water
1288,Forest,Water,NULL,NULL,Non_Wetland,Forest
1289,Forest,Water,NULL,Water,Non_Wetland,Forest
1290,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
